t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
44.75,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
44.8,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
44.85,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
44.9,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
44.95,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
45.0,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
45.05,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
45.1,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
45.15,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
45.2,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
45.25,seguindo,normal,2.0027,5.0003,-0.0037,-0.9555,-0.9518,0.5,8.794,4.635,1.0,2.6037,4.15,0.0024
45.3,seguindo,normal,2.0059,5.0007,-0.0088,-0.9583,-0.9494,0.5,8.7908,4.635,1.0,2.6037,4.15,0.0053
45.35,seguindo,normal,2.0135,5.0015,-0.0203,-0.9647,-0.9444,0.5,8.7832,4.635,1.0,2.6037,4.15,0.012
45.4,seguindo,normal,2.02,5.0022,-0.0306,-0.9702,-0.9396,0.5,8.7767,4.635,1.0,2.6037,4.15,0.0177
45.45,seguindo,normal,2.0313,5.0034,-0.0507,-0.9799,-0.9293,0.5,8.7654,4.635,1.0,2.6037,4.15,0.0277
45.5,seguindo,normal,2.0396,5.0041,-0.0662,-0.9871,-0.921,0.5,8.757,4.635,1.0,2.6037,4.15,0.035
45.55,seguindo,normal,2.0522,5.0054,-0.0943,-0.9981,-0.9038,0.5,8.7444,4.635,1.0,2.6037,4.15,0.0461
45.6,seguindo,normal,2.0606,5.0063,-0.1149,-1.0055,-0.8906,0.5,8.736,4.635,1.0,2.6037,4.15,0.0535
45.65,seguindo,normal,2.0734,5.0075,-0.1507,-1.0085,-0.8577,0.5,8.7232,4.7682,1.0,2.6452,4.1,0.0647
45.7,seguindo,normal,2.082,5.0082,-0.1765,-1.0156,-0.8391,0.5,8.7146,4.7682,1.0,2.6452,4.1,0.0722
45.75,seguindo,normal,2.0952,5.0092,-0.2201,-1.0267,-0.8066,0.5,8.7014,4.7682,1.0,2.6452,4.1,0.0837
45.8,seguindo,normal,2.1042,5.0096,-0.251,-1.0342,-0.7832,0.5,8.6925,4.7682,1.0,2.6452,4.1,0.0914
45.85,seguindo,normal,2.1175,5.0102,-0.3023,-1.0454,-0.7431,0.5,8.6793,4.7682,1.0,2.6452,4.1,0.1027
45.9,seguindo,normal,2.1263,5.0104,-0.3383,-1.0527,-0.7144,0.5,8.6707,4.7682,1.0,2.6452,4.1,0.11
45.95,seguindo,normal,2.1398,5.0103,-0.3973,-1.0639,-0.6666,0.5,8.6574,4.7682,1.0,2.6452,4.1,0.1212
46.0,seguindo,normal,2.1489,5.01,-0.4384,-1.0714,-0.633,0.5,8.6485,4.7682,1.0,2.6452,4.1,0.1285
46.05,seguindo,normal,2.1626,5.0087,-0.5008,-1.0825,-0.5818,0.5,8.6353,4.7682,1.0,2.6452,4.1,0.1392
46.1,seguindo,normal,2.1716,5.0074,-0.5425,-1.0898,-0.5472,0.5,8.6266,4.7682,1.0,2.6452,4.1,0.146
46.15,seguindo,normal,2.1852,5.0047,-0.6045,-1.0879,-0.4833,0.5,8.6138,5.2955,1.0,2.6858,4.05,0.1557
46.2,seguindo,normal,2.1942,5.0023,-0.6455,-1.0943,-0.4488,0.5,8.6054,5.2955,1.0,2.6858,4.05,0.1618
46.25,seguindo,normal,2.2075,4.998,-0.7061,-1.1036,-0.3974,0.5,8.5931,5.2955,1.0,2.6858,4.05,0.1704
46.3,seguindo,normal,2.2163,4.9946,-0.746,-1.1095,-0.3635,0.5,8.5852,5.2955,1.0,2.6858,4.05,0.1758
46.35,seguindo,normal,2.2292,4.9886,-0.8049,-1.1181,-0.3132,0.5,8.5736,5.2955,1.0,2.6858,4.05,0.1833
