t,topico,FL,FR,dpad_x
69.937,rodas,0.0,-0.0,
69.997,rodas,0.0,-0.0,
69.997,rodas,0.0,-0.0,
70.037,rodas,0.0,-0.0,
70.037,rodas,0.0,-0.0,
70.037,rodas,0.0,-0.0,
70.097,rodas,0.0,-0.0,
70.097,rodas,0.0,-0.0,
70.136,rodas,0.0,-0.0,
70.137,rodas,0.0,-0.0,
70.137,rodas,0.0,-0.0,
70.197,rodas,0.0,-0.0,
70.197,rodas,0.0,-0.0,
70.236,rodas,0.0,-0.0,
70.237,rodas,0.0,-0.0,
70.237,rodas,0.0,-0.0,
70.297,rodas,0.0,-0.0,
70.297,rodas,0.0,-0.0,
70.336,rodas,0.0,-0.0,
70.337,rodas,0.0,-0.0,
70.337,rodas,0.0,-0.0,
70.397,rodas,0.0,-0.0,
70.397,rodas,0.0,-0.0,
70.437,rodas,0.0,-0.0,
70.437,rodas,0.0,-0.0,
70.437,rodas,0.0,-0.0,
70.497,rodas,0.0,-0.0,
70.497,rodas,0.0,-0.0,
70.537,rodas,0.0,-0.0,
70.537,rodas,0.0,-0.0,
70.537,rodas,0.0,-0.0,
70.597,rodas,0.0,-0.0,
70.597,rodas,0.0,-0.0,
70.637,rodas,0.0,-0.0,
70.637,rodas,0.0,-0.0,
70.638,rodas,0.0,-0.0,
70.697,rodas,0.0,-0.0,
70.697,rodas,0.0,-0.0,
70.737,rodas,0.0,-0.0,
70.737,rodas,0.0,-0.0,
70.737,rodas,0.0,-0.0,
70.797,rodas,0.0,-0.0,
70.797,rodas,0.0,-0.0,
70.836,rodas,0.0,-0.0,
70.837,rodas,0.0,-0.0,
70.837,rodas,0.0,-0.0,
70.897,rodas,0.0,-0.0,
70.897,rodas,0.0,-0.0,
70.936,rodas,0.0,-0.0,
70.937,rodas,0.0,-0.0,
70.937,rodas,0.0,-0.0,
70.997,rodas,0.0,-0.0,
70.998,rodas,0.0,-0.0,
71.037,rodas,0.0,-0.0,
71.037,rodas,0.0,-0.0,
71.037,rodas,0.0,-0.0,
71.097,rodas,0.0,-0.0,
71.097,rodas,0.0,-0.0,
71.137,rodas,0.0,-0.0,
71.137,rodas,0.0,-0.0,
71.137,rodas,0.0,-0.0,
71.197,rodas,0.0,-0.0,
71.197,rodas,0.0,-0.0,
71.236,rodas,0.0,-0.0,
71.237,rodas,0.0,-0.0,
71.237,rodas,0.0,-0.0,
71.297,rodas,0.0,-0.0,
71.297,rodas,0.0,-0.0,
71.337,rodas,0.0,-0.0,
71.339,rodas,0.0,-0.0,
71.340,rodas,0.0,-0.0,
71.397,rodas,0.0,-0.0,
71.397,rodas,0.0,-0.0,
71.437,rodas,0.0,-0.0,
71.437,rodas,0.0,-0.0,
71.437,rodas,0.0,-0.0,
71.497,rodas,0.0,-0.0,
71.497,rodas,0.0,-0.0,
71.536,rodas,0.0,-0.0,
71.537,rodas,0.0,-0.0,
71.537,rodas,0.0,-0.0,
71.597,rodas,0.0,-0.0,
71.597,rodas,0.0,-0.0,
71.637,rodas,0.0,-0.0,
71.637,rodas,0.0,-0.0,
71.638,rodas,0.0,-0.0,
71.697,rodas,0.0,-0.0,
71.697,rodas,0.0,-0.0,
71.737,rodas,0.0,-0.0,
71.737,rodas,0.0,-0.0,
71.737,rodas,0.0,-0.0,
71.796,rodas,0.0,-0.0,
71.797,rodas,0.0,-0.0,
71.837,rodas,0.0,-0.0,
71.837,rodas,0.0,-0.0,
71.837,rodas,0.0,-0.0,
71.896,rodas,0.0,-0.0,
71.897,rodas,0.0,-0.0,
71.937,rodas,0.0,-0.0,
71.937,rodas,0.0,-0.0,
71.938,rodas,0.0,-0.0,
71.997,rodas,0.0,-0.0,
71.997,rodas,0.0,-0.0,
72.057,rodas,0.0,-0.0,
72.057,rodas,0.0,-0.0,
72.057,rodas,0.0,-0.0,
72.097,rodas,0.0,-0.0,
72.097,rodas,0.0,-0.0,
72.157,rodas,0.0,-0.0,
72.157,rodas,0.0,-0.0,
72.158,rodas,0.0,-0.0,
72.197,rodas,0.0,-0.0,
72.197,rodas,0.0,-0.0,
72.257,rodas,0.0,-0.0,
72.257,rodas,0.0,-0.0,
72.258,rodas,0.0,-0.0,
72.297,rodas,0.0,-0.0,
72.297,rodas,0.0,-0.0,
72.357,rodas,0.0,-0.0,
72.357,rodas,0.0,-0.0,
72.357,rodas,0.0,-0.0,
72.397,rodas,0.0,-0.0,
72.397,rodas,0.0,-0.0,
72.457,rodas,0.0,-0.0,
72.457,rodas,0.0,-0.0,
72.457,rodas,0.0,-0.0,
72.497,rodas,0.0,-0.0,
72.497,rodas,0.0,-0.0,
72.557,rodas,0.0,-0.0,
72.557,rodas,0.0,-0.0,
72.557,rodas,0.0,-0.0,
72.597,rodas,0.0,-0.0,
72.597,rodas,0.0,-0.0,
72.657,rodas,0.0,-0.0,
72.659,rodas,0.0,-0.0,
72.659,rodas,0.0,-0.0,
72.697,rodas,0.0,-0.0,
72.697,rodas,0.0,-0.0,
72.757,rodas,0.0,-0.0,
72.757,rodas,0.0,-0.0,
72.758,rodas,0.0,-0.0,
72.797,rodas,0.0,-0.0,
72.797,rodas,0.0,-0.0,
72.857,rodas,0.0,-0.0,
72.859,rodas,0.0,-0.0,
72.860,rodas,0.0,-0.0,
72.899,rodas,0.0,-0.0,
72.899,rodas,0.0,-0.0,
72.957,rodas,0.0,-0.0,
72.957,rodas,0.0,-0.0,
72.958,rodas,0.0,-0.0,
72.997,rodas,0.0,-0.0,
72.997,rodas,0.0,-0.0,
73.057,rodas,0.0,-0.0,
73.057,rodas,0.0,-0.0,
73.057,rodas,0.0,-0.0,
73.097,rodas,0.0,-0.0,
73.097,rodas,0.0,-0.0,
73.157,rodas,0.0,-0.0,
73.157,rodas,0.0,-0.0,
73.158,rodas,0.0,-0.0,
73.197,rodas,0.0,-0.0,
73.197,rodas,0.0,-0.0,
73.257,rodas,0.0,-0.0,
73.257,rodas,0.0,-0.0,
73.257,rodas,0.0,-0.0,
73.297,rodas,0.0,-0.0,
73.298,rodas,0.0,-0.0,
73.357,rodas,0.0,-0.0,
73.357,rodas,0.0,-0.0,
73.357,rodas,0.0,-0.0,
73.397,rodas,0.0,-0.0,
73.397,rodas,0.0,-0.0,
73.457,rodas,0.0,-0.0,
73.457,rodas,0.0,-0.0,
73.458,rodas,0.0,-0.0,
73.497,rodas,0.0,-0.0,
73.497,rodas,0.0,-0.0,
73.557,rodas,0.0,-0.0,
73.557,rodas,0.0,-0.0,
73.557,rodas,0.0,-0.0,
73.597,rodas,0.0,-0.0,
73.597,rodas,0.0,-0.0,
73.657,rodas,0.0,-0.0,
73.657,rodas,0.0,-0.0,
73.657,rodas,0.0,-0.0,
73.697,rodas,0.0,-0.0,
73.697,rodas,0.0,-0.0,
73.757,rodas,0.0,-0.0,
73.757,rodas,0.0,-0.0,
73.757,rodas,0.0,-0.0,
73.796,rodas,0.0,-0.0,
73.797,rodas,0.0,-0.0,
73.857,rodas,0.0,-0.0,
73.858,rodas,0.0,-0.0,
73.858,rodas,0.0,-0.0,
73.897,rodas,0.0,-0.0,
73.897,rodas,0.0,-0.0,
73.957,rodas,0.0,-0.0,
73.958,rodas,0.0,-0.0,
73.958,rodas,0.0,-0.0,
73.997,rodas,0.0,-0.0,
73.998,rodas,0.0,-0.0,
74.057,rodas,0.0,-0.0,
74.057,rodas,0.0,-0.0,
74.058,rodas,0.0,-0.0,
74.097,rodas,0.0,-0.0,
74.097,rodas,0.0,-0.0,
74.157,rodas,0.0,-0.0,
74.157,rodas,0.0,-0.0,
74.157,rodas,0.0,-0.0,
74.197,rodas,0.0,-0.0,
74.197,rodas,0.0,-0.0,
74.257,rodas,0.0,-0.0,
74.257,rodas,0.0,-0.0,
74.258,rodas,0.0,-0.0,
74.297,rodas,0.0,-0.0,
74.297,rodas,0.0,-0.0,
74.357,rodas,0.0,-0.0,
74.358,rodas,0.0,-0.0,
74.359,rodas,0.0,-0.0,
74.397,rodas,0.0,-0.0,
74.397,rodas,0.0,-0.0,
74.457,rodas,0.0,-0.0,
74.457,rodas,0.0,-0.0,
74.457,rodas,0.0,-0.0,
74.497,rodas,0.0,-0.0,
74.497,rodas,0.0,-0.0,
74.557,rodas,0.0,-0.0,
74.557,rodas,0.0,-0.0,
74.558,rodas,0.0,-0.0,
74.597,rodas,0.0,-0.0,
74.597,rodas,0.0,-0.0,
74.657,rodas,0.0,-0.0,
74.657,rodas,0.0,-0.0,
74.657,rodas,0.0,-0.0,
74.696,rodas,0.0,-0.0,
74.697,rodas,0.0,-0.0,
74.757,rodas,0.0,-0.0,
74.757,rodas,0.0,-0.0,
74.757,rodas,0.0,-0.0,
74.797,rodas,0.0,-0.0,
74.797,rodas,0.0,-0.0,
74.857,rodas,0.0,-0.0,
74.857,rodas,0.0,-0.0,
74.857,rodas,0.0,-0.0,
74.896,rodas,0.0,-0.0,
74.897,rodas,0.0,-0.0,
74.957,rodas,0.0,-0.0,
74.957,rodas,0.0,-0.0,
74.957,rodas,0.0,-0.0,
74.997,rodas,0.0,-0.0,
74.997,rodas,0.0,-0.0,
75.057,rodas,0.0,-0.0,
75.057,rodas,0.0,-0.0,
75.057,rodas,0.0,-0.0,
75.096,rodas,0.0,-0.0,
75.097,rodas,0.0,-0.0,
75.157,rodas,0.0,-0.0,
75.157,rodas,0.0,-0.0,
75.158,rodas,0.0,-0.0,
75.197,rodas,0.0,-0.0,
75.197,rodas,0.0,-0.0,
75.257,rodas,0.0,-0.0,
75.260,rodas,0.0,-0.0,
75.260,rodas,0.0,-0.0,
75.297,rodas,0.0,-0.0,
75.297,rodas,0.0,-0.0,
75.357,rodas,0.0,-0.0,
75.357,rodas,0.0,-0.0,
75.358,rodas,0.0,-0.0,
75.396,rodas,0.0,-0.0,
75.397,rodas,0.0,-0.0,
75.457,rodas,0.0,-0.0,
75.457,rodas,0.0,-0.0,
75.458,rodas,0.0,-0.0,
75.497,rodas,0.0,-0.0,
75.497,rodas,0.0,-0.0,
75.557,rodas,0.0,-0.0,
75.557,rodas,0.0,-0.0,
75.558,rodas,0.0,-0.0,
75.597,rodas,0.0,-0.0,
75.597,rodas,0.0,-0.0,
75.657,rodas,0.0,-0.0,
75.657,rodas,0.0,-0.0,
75.658,rodas,0.0,-0.0,
75.697,rodas,0.0,-0.0,
75.697,rodas,0.0,-0.0,
75.757,rodas,0.0,-0.0,
75.757,rodas,0.0,-0.0,
75.757,rodas,0.0,-0.0,
75.797,rodas,0.0,-0.0,
75.797,rodas,0.0,-0.0,
75.857,rodas,0.0,-0.0,
75.857,rodas,0.0,-0.0,
75.857,rodas,0.0,-0.0,
75.897,rodas,0.0,-0.0,
75.898,rodas,0.0,-0.0,
75.957,rodas,0.0,-0.0,
75.957,rodas,0.0,-0.0,
75.957,rodas,0.0,-0.0,
75.996,rodas,0.0,-0.0,
75.997,rodas,0.0,-0.0,
76.057,rodas,0.0,-0.0,
76.058,rodas,0.0,-0.0,
76.058,rodas,0.0,-0.0,
76.097,rodas,0.0,-0.0,
76.097,rodas,0.0,-0.0,
76.157,rodas,0.0,-0.0,
76.157,rodas,0.0,-0.0,
76.158,rodas,0.0,-0.0,
76.197,rodas,0.0,-0.0,
76.197,rodas,0.0,-0.0,
76.257,rodas,0.0,-0.0,
76.257,rodas,0.0,-0.0,
76.257,rodas,0.0,-0.0,
76.297,rodas,0.0,-0.0,
76.297,rodas,0.0,-0.0,
76.357,rodas,0.0,-0.0,
76.357,rodas,0.0,-0.0,
76.358,rodas,0.0,-0.0,
76.416,rodas,0.0,-0.0,
76.417,rodas,0.0,-0.0,
76.457,rodas,0.0,-0.0,
76.457,rodas,0.0,-0.0,
76.458,rodas,0.0,-0.0,
76.517,rodas,0.0,-0.0,
76.517,rodas,0.0,-0.0,
76.557,rodas,0.0,-0.0,
76.558,rodas,0.0,-0.0,
76.559,rodas,0.0,-0.0,
76.617,rodas,0.0,-0.0,
76.617,rodas,0.0,-0.0,
76.657,rodas,0.0,-0.0,
76.657,rodas,0.0,-0.0,
76.658,rodas,0.0,-0.0,
76.717,rodas,0.0,-0.0,
76.717,rodas,0.0,-0.0,
76.756,rodas,0.0,-0.0,
76.757,rodas,0.0,-0.0,
76.757,rodas,0.0,-0.0,
76.817,rodas,0.0,-0.0,
76.817,rodas,0.0,-0.0,
76.857,rodas,0.0,-0.0,
76.857,rodas,0.0,-0.0,
76.858,rodas,0.0,-0.0,
76.917,rodas,0.0,-0.0,
76.917,rodas,0.0,-0.0,
76.957,rodas,0.0,-0.0,
76.957,rodas,0.0,-0.0,
76.958,rodas,0.0,-0.0,
77.017,rodas,0.0,-0.0,
77.017,rodas,0.0,-0.0,
77.057,rodas,0.0,-0.0,
77.057,rodas,0.0,-0.0,
77.058,rodas,0.0,-0.0,
77.117,rodas,0.0,-0.0,
77.117,rodas,0.0,-0.0,
77.157,rodas,0.0,-0.0,
77.157,rodas,0.0,-0.0,
77.158,rodas,0.0,-0.0,
77.217,rodas,0.0,-0.0,
77.217,rodas,0.0,-0.0,
77.257,rodas,0.0,-0.0,
77.257,rodas,0.0,-0.0,
77.257,rodas,0.0,-0.0,
77.317,rodas,0.0,-0.0,
77.317,rodas,0.0,-0.0,
77.356,rodas,0.0,-0.0,
77.357,rodas,0.0,-0.0,
77.357,rodas,0.0,-0.0,
77.417,rodas,0.0,-0.0,
77.417,rodas,0.0,-0.0,
77.457,rodas,0.0,-0.0,
77.457,rodas,0.0,-0.0,
77.457,rodas,0.0,-0.0,
77.517,rodas,0.0,-0.0,
77.517,rodas,0.0,-0.0,
77.556,rodas,0.0,-0.0,
77.557,rodas,0.0,-0.0,
77.557,rodas,0.0,-0.0,
77.617,rodas,0.0,-0.0,
77.617,rodas,0.0,-0.0,
77.657,rodas,0.0,-0.0,
77.657,rodas,0.0,-0.0,
77.658,rodas,0.0,-0.0,
77.717,rodas,0.0,-0.0,
77.717,rodas,0.0,-0.0,
77.757,rodas,0.0,-0.0,
77.757,rodas,0.0,-0.0,
77.757,rodas,0.0,-0.0,
77.817,rodas,0.0,-0.0,
77.817,rodas,0.0,-0.0,
77.857,rodas,0.0,-0.0,
77.857,rodas,0.0,-0.0,
77.858,rodas,0.0,-0.0,
77.917,rodas,0.0,-0.0,
77.917,rodas,0.0,-0.0,
77.956,rodas,0.0,-0.0,
77.957,rodas,0.0,-0.0,
77.957,rodas,0.0,-0.0,
78.017,rodas,0.0,-0.0,
78.017,rodas,0.0,-0.0,
78.057,rodas,0.0,-0.0,
78.057,rodas,0.0,-0.0,
78.058,rodas,0.0,-0.0,
78.117,rodas,0.0,-0.0,
78.117,rodas,0.0,-0.0,
78.157,rodas,0.0,-0.0,
78.157,rodas,0.0,-0.0,
78.158,rodas,0.0,-0.0,
78.217,rodas,0.0,-0.0,
78.217,rodas,0.0,-0.0,
78.256,rodas,0.0,-0.0,
78.257,rodas,0.0,-0.0,
78.257,rodas,0.0,-0.0,
78.317,rodas,0.0,-0.0,
78.317,rodas,0.0,-0.0,
78.357,rodas,0.0,-0.0,
78.357,rodas,0.0,-0.0,
78.358,rodas,0.0,-0.0,
78.418,rodas,0.0,-0.0,
78.418,rodas,0.0,-0.0,
78.456,rodas,0.0,-0.0,
78.457,rodas,0.0,-0.0,
78.457,rodas,0.0,-0.0,
78.518,rodas,0.0,-0.0,
78.519,rodas,0.0,-0.0,
78.557,rodas,0.0,-0.0,
78.557,rodas,0.0,-0.0,
78.558,rodas,0.0,-0.0,
78.617,rodas,0.0,-0.0,
78.617,rodas,0.0,-0.0,
78.657,rodas,0.0,-0.0,
78.657,rodas,0.0,-0.0,
78.658,rodas,0.0,-0.0,
78.717,rodas,0.0,-0.0,
78.717,rodas,0.0,-0.0,
78.757,rodas,0.0,-0.0,
78.757,rodas,0.0,-0.0,
78.757,rodas,0.0,-0.0,
78.817,rodas,0.0,-0.0,
78.817,rodas,0.0,-0.0,
78.857,rodas,0.0,-0.0,
78.857,rodas,0.0,-0.0,
78.857,rodas,0.0,-0.0,
78.917,rodas,0.0,-0.0,
78.917,rodas,0.0,-0.0,
78.957,rodas,0.0,-0.0,
78.957,rodas,0.0,-0.0,
78.957,rodas,0.0,-0.0,
79.017,rodas,0.0,-0.0,
79.017,rodas,0.0,-0.0,
79.057,rodas,0.0,-0.0,
79.057,rodas,0.0,-0.0,
79.058,rodas,0.0,-0.0,
79.117,rodas,0.0,-0.0,
79.118,rodas,0.0,-0.0,
79.157,rodas,0.0,-0.0,
79.158,rodas,0.0,-0.0,
79.159,rodas,0.0,-0.0,
79.216,rodas,0.0,-0.0,
79.217,rodas,0.0,-0.0,
79.257,rodas,0.0,-0.0,
79.258,rodas,0.0,-0.0,
79.259,rodas,0.0,-0.0,
79.317,rodas,0.0,-0.0,
79.317,rodas,0.0,-0.0,
79.357,rodas,0.0,-0.0,
79.358,rodas,0.0,-0.0,
79.359,rodas,0.0,-0.0,
79.416,rodas,0.0,-0.0,
79.417,rodas,0.0,-0.0,
79.457,rodas,0.0,-0.0,
79.457,rodas,0.0,-0.0,
79.457,rodas,0.0,-0.0,
79.516,rodas,0.0,-0.0,
79.517,rodas,0.0,-0.0,
79.557,rodas,0.0,-0.0,
79.557,rodas,0.0,-0.0,
79.557,rodas,0.0,-0.0,
79.617,rodas,0.0,-0.0,
79.617,rodas,0.0,-0.0,
79.657,rodas,0.0,-0.0,
79.658,rodas,0.0,-0.0,
79.658,rodas,0.0,-0.0,
79.717,rodas,0.0,-0.0,
79.718,rodas,0.0,-0.0,
79.758,rodas,0.0,-0.0,
79.758,rodas,0.0,-0.0,
79.759,rodas,0.0,-0.0,
79.817,rodas,0.0,-0.0,
79.817,rodas,0.0,-0.0,
79.857,rodas,0.0,-0.0,
79.857,rodas,0.0,-0.0,
79.858,rodas,0.0,-0.0,
79.916,rodas,0.0,-0.0,
79.917,rodas,0.0,-0.0,
79.957,rodas,0.0,-0.0,
79.958,rodas,0.0,-0.0,
79.958,rodas,0.0,-0.0,
80.016,rodas,0.0,-0.0,
80.017,rodas,0.0,-0.0,
80.076,rodas,0.0,-0.0,
80.077,rodas,0.0,-0.0,
80.077,rodas,0.0,-0.0,
80.117,rodas,0.0,-0.0,
80.117,rodas,0.0,-0.0,
80.177,rodas,0.0,-0.0,
80.177,rodas,0.0,-0.0,
80.177,rodas,0.0,-0.0,
80.217,rodas,0.0,-0.0,
80.217,rodas,0.0,-0.0,
80.276,rodas,0.0,-0.0,
80.277,rodas,0.0,-0.0,
80.277,rodas,0.0,-0.0,
80.317,rodas,0.0,-0.0,
80.317,rodas,0.0,-0.0,
80.377,rodas,0.0,-0.0,
80.377,rodas,0.0,-0.0,
80.378,rodas,0.0,-0.0,
80.417,rodas,0.0,-0.0,
80.417,rodas,0.0,-0.0,
80.477,rodas,0.0,-0.0,
80.477,rodas,0.0,-0.0,
80.478,rodas,0.0,-0.0,
80.516,rodas,0.0,-0.0,
80.517,rodas,0.0,-0.0,
80.577,rodas,0.0,-0.0,
80.577,rodas,0.0,-0.0,
80.577,rodas,0.0,-0.0,
80.616,rodas,0.0,-0.0,
80.617,rodas,0.0,-0.0,
80.677,rodas,0.0,-0.0,
80.677,rodas,0.0,-0.0,
80.677,rodas,0.0,-0.0,
80.717,rodas,0.0,-0.0,
80.717,rodas,0.0,-0.0,
80.778,rodas,0.0,-0.0,
80.778,rodas,0.0,-0.0,
80.779,rodas,0.0,-0.0,
80.816,rodas,0.0,-0.0,
80.817,rodas,0.0,-0.0,
80.877,rodas,0.0,-0.0,
80.877,rodas,0.0,-0.0,
80.877,rodas,0.0,-0.0,
80.917,rodas,0.0,-0.0,
80.917,rodas,0.0,-0.0,
80.977,rodas,0.0,-0.0,
80.977,rodas,0.0,-0.0,
80.977,rodas,0.0,-0.0,
81.017,rodas,0.0,-0.0,
81.017,rodas,0.0,-0.0,
81.077,rodas,0.0,-0.0,
81.078,rodas,0.0,-0.0,
81.079,rodas,0.0,-0.0,
81.116,rodas,0.0,-0.0,
81.117,rodas,0.0,-0.0,
81.177,rodas,0.0,-0.0,
81.177,rodas,0.0,-0.0,
81.177,rodas,0.0,-0.0,
81.217,rodas,0.0,-0.0,
81.217,rodas,0.0,-0.0,
81.277,rodas,0.0,-0.0,
81.277,rodas,0.0,-0.0,
81.277,rodas,0.0,-0.0,
81.316,rodas,0.0,-0.0,
81.317,rodas,0.0,-0.0,
81.377,rodas,0.0,-0.0,
81.377,rodas,0.0,-0.0,
81.377,rodas,0.0,-0.0,
81.416,rodas,0.0,-0.0,
81.417,rodas,0.0,-0.0,
81.477,rodas,0.0,-0.0,
81.477,rodas,0.0,-0.0,
81.477,rodas,0.0,-0.0,
81.517,rodas,0.0,-0.0,
81.517,rodas,0.0,-0.0,
81.577,rodas,0.0,-0.0,
81.577,rodas,0.0,-0.0,
81.578,rodas,0.0,-0.0,
81.617,rodas,0.0,-0.0,
81.617,rodas,0.0,-0.0,
81.677,rodas,0.0,-0.0,
81.678,rodas,0.0,-0.0,
81.678,rodas,0.0,-0.0,
81.717,rodas,0.0,-0.0,
81.717,rodas,0.0,-0.0,
81.777,rodas,0.0,-0.0,
81.777,rodas,0.0,-0.0,
81.777,rodas,0.0,-0.0,
81.817,rodas,0.0,-0.0,
81.817,rodas,0.0,-0.0,
81.877,rodas,0.0,-0.0,
81.877,rodas,0.0,-0.0,
81.877,rodas,0.0,-0.0,
81.916,rodas,0.0,-0.0,
81.917,rodas,0.0,-0.0,
81.977,rodas,0.0,-0.0,
81.977,rodas,0.0,-0.0,
81.977,rodas,0.0,-0.0,
82.017,rodas,0.0,-0.0,
82.017,rodas,0.0,-0.0,
82.077,rodas,0.0,-0.0,
82.077,rodas,0.0,-0.0,
82.077,rodas,0.0,-0.0,
82.117,rodas,0.0,-0.0,
82.117,rodas,0.0,-0.0,
82.177,rodas,0.0,-0.0,
82.177,rodas,0.0,-0.0,
82.177,rodas,0.0,-0.0,
82.217,rodas,0.0,-0.0,
82.217,rodas,0.0,-0.0,
82.276,rodas,0.0,-0.0,
82.277,rodas,0.0,-0.0,
82.277,rodas,0.0,-0.0,
82.317,rodas,0.0,-0.0,
82.318,rodas,0.0,-0.0,
82.377,rodas,0.0,-0.0,
82.377,rodas,0.0,-0.0,
82.378,rodas,0.0,-0.0,
82.417,rodas,0.0,-0.0,
82.418,rodas,0.0,-0.0,
82.476,rodas,0.0,-0.0,
82.477,rodas,0.0,-0.0,
82.477,rodas,0.0,-0.0,
82.517,rodas,0.0,-0.0,
82.517,rodas,0.0,-0.0,
82.576,rodas,0.0,-0.0,
82.577,rodas,0.0,-0.0,
82.577,rodas,0.0,-0.0,
82.617,rodas,0.0,-0.0,
82.617,rodas,0.0,-0.0,
82.677,rodas,0.0,-0.0,
82.677,rodas,0.0,-0.0,
82.677,rodas,0.0,-0.0,
82.717,rodas,0.0,-0.0,
82.717,rodas,0.0,-0.0,
82.777,rodas,0.0,-0.0,
82.777,rodas,0.0,-0.0,
82.777,rodas,0.0,-0.0,
82.817,rodas,0.0,-0.0,
82.817,rodas,0.0,-0.0,
82.876,rodas,0.0,-0.0,
82.877,rodas,0.0,-0.0,
82.877,rodas,0.0,-0.0,
82.917,rodas,0.0,-0.0,
82.917,rodas,0.0,-0.0,
82.977,rodas,0.0,-0.0,
82.977,rodas,0.0,-0.0,
82.977,rodas,0.0,-0.0,
83.017,rodas,0.0,-0.0,
83.017,rodas,0.0,-0.0,
83.077,rodas,0.0,-0.0,
83.077,rodas,0.0,-0.0,
83.077,rodas,0.0,-0.0,
83.117,rodas,0.0,-0.0,
83.118,rodas,0.0,-0.0,
83.177,rodas,0.0,-0.0,
83.177,rodas,0.0,-0.0,
83.177,rodas,0.0,-0.0,
83.217,rodas,0.0,-0.0,
83.218,rodas,0.0,-0.0,
83.277,rodas,0.0,-0.0,
83.277,rodas,0.0,-0.0,
83.277,rodas,0.0,-0.0,
83.317,rodas,0.0,-0.0,
83.317,rodas,0.0,-0.0,
83.377,rodas,0.0,-0.0,
83.377,rodas,0.0,-0.0,
83.377,rodas,0.0,-0.0,
83.416,rodas,0.0,-0.0,
83.417,rodas,0.0,-0.0,
83.477,rodas,0.0,-0.0,
83.477,rodas,0.0,-0.0,
83.477,rodas,0.0,-0.0,
83.537,rodas,0.0,-0.0,
83.537,rodas,0.0,-0.0,
83.577,rodas,0.0,-0.0,
83.577,rodas,0.0,-0.0,
83.577,rodas,0.0,-0.0,
83.637,rodas,0.0,-0.0,
83.638,rodas,0.0,-0.0,
83.677,rodas,0.0,-0.0,
83.677,rodas,0.0,-0.0,
83.678,rodas,0.0,-0.0,
83.737,rodas,0.0,-0.0,
83.737,rodas,0.0,-0.0,
83.777,rodas,0.0,-0.0,
83.777,rodas,0.0,-0.0,
83.777,rodas,0.0,-0.0,
83.837,rodas,0.0,-0.0,
83.837,rodas,0.0,-0.0,
83.877,rodas,0.0,-0.0,
83.877,rodas,0.0,-0.0,
83.878,rodas,0.0,-0.0,
83.937,rodas,0.0,-0.0,
83.937,rodas,0.0,-0.0,
83.976,rodas,0.0,-0.0,
83.977,rodas,0.0,-0.0,
83.977,rodas,0.0,-0.0,
84.037,rodas,0.0,-0.0,
84.037,rodas,0.0,-0.0,
84.077,rodas,0.0,-0.0,
84.077,rodas,0.0,-0.0,
84.077,rodas,0.0,-0.0,
84.137,rodas,0.0,-0.0,
84.137,rodas,0.0,-0.0,
84.177,rodas,0.0,-0.0,
84.177,rodas,0.0,-0.0,
84.177,rodas,0.0,-0.0,
84.237,rodas,0.0,-0.0,
84.237,rodas,0.0,-0.0,
84.277,rodas,0.0,-0.0,
84.277,rodas,0.0,-0.0,
84.278,rodas,0.0,-0.0,
84.337,rodas,0.0,-0.0,
84.337,rodas,0.0,-0.0,
84.377,rodas,0.0,-0.0,
84.377,rodas,0.0,-0.0,
84.377,rodas,0.0,-0.0,
84.437,rodas,0.0,-0.0,
84.437,rodas,0.0,-0.0,
84.477,rodas,0.0,-0.0,
84.477,rodas,0.0,-0.0,
84.477,rodas,0.0,-0.0,
84.537,rodas,0.0,-0.0,
84.537,rodas,0.0,-0.0,
84.577,rodas,0.0,-0.0,
84.577,rodas,0.0,-0.0,
84.577,rodas,0.0,-0.0,
84.637,rodas,0.0,-0.0,
84.637,rodas,0.0,-0.0,
84.677,rodas,0.0,-0.0,
84.677,rodas,0.0,-0.0,
84.677,rodas,0.0,-0.0,
84.737,rodas,0.0,-0.0,
84.737,rodas,0.0,-0.0,
84.777,rodas,0.0,-0.0,
84.777,rodas,0.0,-0.0,
84.777,rodas,0.0,-0.0,
84.837,rodas,0.0,-0.0,
84.837,rodas,0.0,-0.0,
84.877,rodas,0.0,-0.0,
84.877,rodas,0.0,-0.0,
84.877,rodas,0.0,-0.0,
84.937,rodas,0.0,-0.0,
84.937,rodas,0.0,-0.0,
84.977,rodas,0.0,-0.0,
84.977,rodas,0.0,-0.0,
84.977,rodas,0.0,-0.0,
85.037,rodas,0.0,-0.0,
85.038,rodas,0.0,-0.0,
85.076,rodas,0.0,-0.0,
85.077,rodas,0.0,-0.0,
85.077,rodas,0.0,-0.0,
85.137,rodas,0.0,-0.0,
85.137,rodas,0.0,-0.0,
85.176,rodas,0.0,-0.0,
85.177,rodas,0.0,-0.0,
85.177,rodas,0.0,-0.0,
85.237,rodas,0.0,-0.0,
85.237,rodas,0.0,-0.0,
85.276,rodas,0.0,-0.0,
85.277,rodas,0.0,-0.0,
85.277,rodas,0.0,-0.0,
85.337,rodas,0.0,-0.0,
85.337,rodas,0.0,-0.0,
85.377,rodas,0.0,-0.0,
85.377,rodas,0.0,-0.0,
85.377,rodas,0.0,-0.0,
85.437,rodas,0.0,-0.0,
85.437,rodas,0.0,-0.0,
85.477,rodas,0.0,-0.0,
85.477,rodas,0.0,-0.0,
85.477,rodas,0.0,-0.0,
