t,topico,FL,FR,dpad_x
35.329,dpad,,,0.3
35.338,rodas,0.0,-0.0,
35.338,rodas,11.0,-0.0,
35.339,rodas,11.0,19.0,
35.380,dpad,,,0.3
35.397,rodas,19.0,19.0,
35.397,rodas,22.0,20.0,
35.429,dpad,,,0.3
35.437,rodas,27.0,26.0,
35.437,rodas,27.0,28.0,
35.438,rodas,24.0,30.0,
35.497,rodas,32.0,29.0,
35.497,rodas,29.0,38.0,
35.531,dpad,,,0.3
35.537,rodas,33.0,31.0,
35.537,rodas,34.0,35.0,
35.538,rodas,35.0,35.0,
35.597,rodas,35.0,35.0,
35.597,rodas,36.0,36.0,
35.631,dpad,,,0.3
35.637,rodas,36.0,41.0,
35.637,rodas,37.0,36.0,
35.638,rodas,37.0,39.0,
35.682,dpad,,,0.3
35.697,rodas,41.0,39.0,
35.697,rodas,37.0,40.0,
35.732,dpad,,,0.3
35.737,rodas,38.0,44.0,
35.737,rodas,39.0,37.0,
35.738,rodas,38.0,41.0,
35.797,rodas,39.0,40.0,
35.797,rodas,39.0,40.0,
35.832,dpad,,,0.3
35.837,rodas,40.0,40.0,
35.837,rodas,40.0,39.0,
35.838,rodas,40.0,39.0,
35.883,dpad,,,0.3
35.897,rodas,41.0,39.0,
35.897,rodas,41.0,38.0,
35.933,dpad,,,0.3
35.937,rodas,40.0,38.0,
35.937,rodas,41.0,39.0,
35.938,rodas,41.0,38.0,
35.997,rodas,42.0,39.0,
35.997,rodas,41.0,39.0,
36.033,dpad,,,0.3
36.037,rodas,42.0,39.0,
36.038,rodas,42.0,39.0,
36.038,rodas,42.0,39.0,
36.097,rodas,42.0,39.0,
36.097,rodas,42.0,40.0,
36.132,dpad,,,0.3
36.137,rodas,42.0,40.0,
36.138,rodas,42.0,40.0,
36.138,rodas,43.0,41.0,
36.183,dpad,,,0.3
36.197,rodas,43.0,40.0,
36.197,rodas,42.0,41.0,
36.234,dpad,,,0.3
36.237,rodas,42.0,40.0,
36.237,rodas,42.0,41.0,
36.237,rodas,43.0,41.0,
36.285,dpad,,,0.3
36.297,rodas,42.0,40.0,
36.297,rodas,42.0,41.0,
36.336,dpad,,,0.3
36.337,rodas,42.0,41.0,
36.338,rodas,42.0,41.0,
36.338,rodas,42.0,41.0,
36.397,rodas,42.0,40.0,
36.397,rodas,42.0,40.0,
36.436,dpad,,,0.3
36.437,rodas,42.0,40.0,
36.437,rodas,42.0,39.0,
36.438,rodas,42.0,39.0,
36.497,rodas,43.0,39.0,
36.497,rodas,43.0,38.0,
36.537,rodas,43.0,38.0,
36.538,rodas,44.0,38.0,
36.539,dpad,,,0.3
36.539,rodas,43.0,38.0,
36.597,rodas,43.0,38.0,
36.597,rodas,41.0,37.0,
36.637,rodas,44.0,37.0,
36.637,rodas,45.0,42.0,
36.639,rodas,44.0,38.0,
36.639,dpad,,,0.3
36.687,dpad,,,0.3
36.697,rodas,44.0,38.0,
36.697,rodas,44.0,37.0,
36.737,rodas,44.0,37.0,
36.738,rodas,44.0,38.0,
36.740,rodas,43.0,35.0,
36.740,dpad,,,0.3
36.788,dpad,,,0.3
36.797,rodas,43.0,38.0,
36.797,rodas,43.0,38.0,
36.837,rodas,43.0,37.0,
36.837,rodas,42.0,38.0,
36.837,rodas,42.0,37.0,
36.840,dpad,,,0.3
36.889,dpad,,,0.3
36.897,rodas,42.0,37.0,
36.897,rodas,42.0,37.0,
36.937,rodas,42.0,36.0,
36.937,rodas,42.0,36.0,
36.937,rodas,42.0,42.0,
36.989,dpad,,,0.3
36.996,rodas,41.0,33.0,
36.997,rodas,41.0,38.0,
37.037,rodas,41.0,36.0,
37.037,rodas,42.0,36.0,
37.038,rodas,41.0,37.0,
37.090,dpad,,,0.3
37.096,rodas,42.0,34.0,
37.097,rodas,42.0,34.0,
37.137,rodas,41.0,37.0,
37.137,rodas,42.0,36.0,
37.137,rodas,41.0,37.0,
37.141,dpad,,,0.3
37.191,dpad,,,0.3
37.196,rodas,42.0,41.0,
37.197,rodas,41.0,34.0,
37.237,rodas,41.0,38.0,
37.237,rodas,41.0,37.0,
37.237,rodas,42.0,37.0,
37.241,dpad,,,0.3
37.297,rodas,41.0,40.0,
37.297,rodas,41.0,35.0,
37.337,rodas,41.0,39.0,
37.338,rodas,41.0,38.0,
37.338,rodas,42.0,37.0,
37.341,dpad,,,0.3
37.393,dpad,,,0.3
37.397,rodas,41.0,38.0,
37.397,rodas,41.0,37.0,
37.437,rodas,42.0,38.0,
37.438,rodas,41.0,38.0,
37.438,rodas,41.0,37.0,
37.442,dpad,,,0.3
37.497,rodas,41.0,37.0,
37.498,rodas,40.0,41.0,
37.537,rodas,41.0,36.0,
37.537,rodas,41.0,37.0,
37.537,rodas,41.0,37.0,
37.543,dpad,,,0.3
37.597,rodas,41.0,37.0,
37.597,rodas,42.0,37.0,
37.637,rodas,41.0,38.0,
37.637,rodas,41.0,37.0,
37.637,rodas,39.0,37.0,
37.642,dpad,,,0.3
37.697,rodas,41.0,37.0,
37.697,rodas,42.0,38.0,
37.737,rodas,42.0,38.0,
37.737,rodas,42.0,38.0,
37.737,rodas,42.0,38.0,
37.742,dpad,,,0.3
37.792,dpad,,,0.3
37.796,rodas,42.0,38.0,
37.797,rodas,42.0,38.0,
37.837,rodas,42.0,38.0,
37.837,rodas,46.0,38.0,
37.837,rodas,42.0,37.0,
37.842,dpad,,,0.3
37.893,dpad,,,0.3
37.897,rodas,43.0,38.0,
37.897,rodas,43.0,37.0,
37.937,rodas,39.0,37.0,
37.937,rodas,43.0,37.0,
37.938,rodas,43.0,37.0,
37.943,dpad,,,0.3
37.997,rodas,43.0,37.0,
37.998,rodas,41.0,37.0,
38.038,rodas,43.0,37.0,
38.039,rodas,44.0,36.0,
38.039,rodas,43.0,36.0,
38.043,dpad,,,0.3
38.093,dpad,,,0.3
38.097,rodas,47.0,37.0,
38.097,rodas,42.0,36.0,
38.137,rodas,43.0,36.0,
38.137,rodas,43.0,36.0,
38.137,rodas,43.0,36.0,
38.144,dpad,,,0.3
38.194,dpad,,,0.3
38.197,rodas,44.0,37.0,
38.197,rodas,43.0,37.0,
38.237,rodas,44.0,36.0,
38.237,rodas,43.0,41.0,
38.237,rodas,44.0,35.0,
38.244,dpad,,,0.3
38.297,rodas,44.0,39.0,
38.297,rodas,44.0,38.0,
38.344,dpad,,,0.3
38.357,rodas,44.0,37.0,
38.357,rodas,44.0,38.0,
38.358,rodas,43.0,38.0,
38.397,rodas,43.0,35.0,
38.397,rodas,43.0,38.0,
38.444,dpad,,,0.3
38.457,rodas,43.0,37.0,
38.457,rodas,42.0,37.0,
38.457,rodas,42.0,40.0,
38.495,dpad,,,0.3
38.496,rodas,42.0,35.0,
38.497,rodas,41.0,36.0,
38.546,dpad,,,0.3
38.557,rodas,42.0,37.0,
38.557,rodas,41.0,36.0,
38.557,rodas,42.0,36.0,
38.596,dpad,,,0.3
38.597,rodas,41.0,41.0,
38.597,rodas,41.0,38.0,
38.637,rodas,41.0,37.0,
38.637,rodas,41.0,37.0,
38.637,rodas,41.0,37.0,
38.648,dpad,,,0.3
38.697,dpad,,,0.3
38.698,rodas,41.0,41.0,
38.698,rodas,40.0,36.0,
38.757,rodas,41.0,39.0,
38.757,rodas,40.0,38.0,
38.757,rodas,41.0,39.0,
38.797,dpad,,,0.3
38.797,rodas,41.0,40.0,
38.797,rodas,41.0,37.0,
38.847,dpad,,,0.3
38.857,rodas,41.0,40.0,
38.857,rodas,41.0,39.0,
38.857,rodas,41.0,39.0,
38.897,rodas,40.0,44.0,
38.897,rodas,40.0,36.0,
38.947,dpad,,,0.3
38.957,rodas,40.0,40.0,
38.957,rodas,40.0,39.0,
38.957,rodas,44.0,38.0,
38.997,rodas,40.0,39.0,
38.997,rodas,40.0,39.0,
39.046,dpad,,,0.3
39.057,rodas,40.0,39.0,
39.057,rodas,40.0,39.0,
39.057,rodas,45.0,38.0,
39.097,rodas,38.0,38.0,
39.098,rodas,41.0,38.0,
39.098,dpad,,,0.3
39.148,dpad,,,0.3
39.157,rodas,41.0,38.0,
39.157,rodas,41.0,38.0,
39.157,rodas,41.0,38.0,
39.197,rodas,41.0,38.0,
39.198,rodas,41.0,38.0,
39.247,dpad,,,0.3
39.257,rodas,40.0,37.0,
39.257,rodas,44.0,37.0,
39.257,rodas,39.0,35.0,
39.297,rodas,41.0,37.0,
39.297,rodas,41.0,37.0,
39.298,dpad,,,0.3
39.349,dpad,,,0.3
39.356,rodas,38.0,37.0,
39.357,rodas,43.0,40.0,
39.358,rodas,41.0,35.0,
39.397,rodas,41.0,38.0,
39.397,rodas,46.0,38.0,
39.399,dpad,,,0.3
39.450,dpad,,,0.3
39.456,rodas,39.0,37.0,
39.457,rodas,42.0,38.0,
39.457,rodas,41.0,37.0,
39.497,rodas,40.0,37.0,
39.497,rodas,40.0,37.0,
39.500,dpad,,,0.3
39.552,dpad,,,0.3
39.557,rodas,41.0,37.0,
39.557,rodas,41.0,37.0,
39.557,rodas,41.0,37.0,
39.597,rodas,45.0,37.0,
39.597,rodas,40.0,37.0,
39.651,dpad,,,0.3
39.657,rodas,41.0,37.0,
39.657,rodas,41.0,37.0,
39.657,rodas,41.0,37.0,
39.697,rodas,42.0,38.0,
39.697,rodas,42.0,37.0,
39.701,dpad,,,0.3
39.757,rodas,42.0,38.0,
39.757,rodas,42.0,38.0,
39.757,rodas,42.0,37.0,
39.797,rodas,42.0,38.0,
39.797,rodas,42.0,38.0,
39.800,dpad,,,0.3
39.851,dpad,,,0.3
39.857,rodas,42.0,38.0,
39.857,rodas,42.0,42.0,
39.857,rodas,43.0,35.0,
39.897,rodas,43.0,39.0,
39.898,rodas,44.0,38.0,
39.900,dpad,,,0.3
39.957,rodas,43.0,38.0,
39.957,rodas,44.0,38.0,
39.957,rodas,43.0,35.0,
39.997,rodas,44.0,38.0,
39.997,rodas,43.0,38.0,
40.001,dpad,,,0.3
40.051,dpad,,,0.3
40.057,rodas,43.0,37.0,
40.057,rodas,43.0,37.0,
40.058,rodas,43.0,41.0,
40.097,rodas,44.0,37.0,
40.097,rodas,43.0,38.0,
40.102,dpad,,,0.3
40.152,dpad,,,0.3
40.157,rodas,44.0,37.0,
40.157,rodas,44.0,37.0,
40.157,rodas,44.0,42.0,
40.197,rodas,44.0,35.0,
40.197,rodas,43.0,38.0,
40.203,dpad,,,0.3
40.254,dpad,,,0.3
40.257,rodas,44.0,38.0,
40.257,rodas,44.0,36.0,
40.257,rodas,44.0,37.0,
40.297,rodas,44.0,34.0,
40.297,rodas,44.0,37.0,
40.304,dpad,,,0.3
40.355,dpad,,,0.3
40.356,rodas,44.0,37.0,
40.357,rodas,45.0,36.0,
40.357,rodas,45.0,36.0,
40.397,rodas,45.0,37.0,
40.397,rodas,44.0,34.0,
40.405,dpad,,,0.3
40.455,dpad,,,0.3
40.457,rodas,44.0,37.0,
40.457,rodas,44.0,37.0,
40.457,rodas,44.0,36.0,
40.497,rodas,45.0,40.0,
40.497,rodas,45.0,34.0,
40.506,dpad,,,0.3
40.557,rodas,45.0,38.0,
40.557,rodas,45.0,37.0,
40.557,dpad,,,0.3
40.558,rodas,45.0,36.0,
40.597,rodas,45.0,37.0,
40.597,rodas,45.0,40.0,
40.656,dpad,,,0.3
40.657,rodas,44.0,35.0,
40.657,rodas,44.0,38.0,
40.657,rodas,45.0,35.0,
40.697,rodas,44.0,34.0,
40.697,rodas,45.0,39.0,
40.706,dpad,,,0.3
40.756,dpad,,,0.3
40.757,rodas,44.0,35.0,
40.757,rodas,44.0,36.0,
40.757,rodas,42.0,37.0,
40.797,rodas,44.0,36.0,
40.797,rodas,45.0,36.0,
40.807,dpad,,,0.3
40.857,rodas,44.0,36.0,
40.857,rodas,44.0,36.0,
40.857,dpad,,,0.3
40.858,rodas,43.0,36.0,
40.897,rodas,44.0,36.0,
40.897,rodas,44.0,36.0,
40.907,dpad,,,0.3
40.957,rodas,43.0,36.0,
40.957,rodas,44.0,36.0,
40.957,dpad,,,0.3
40.958,rodas,44.0,36.0,
40.997,rodas,44.0,34.0,
40.997,rodas,43.0,34.0,
41.007,dpad,,,0.3
41.056,rodas,43.0,38.0,
41.057,rodas,44.0,36.0,
41.057,rodas,44.0,36.0,
41.058,dpad,,,0.3
41.097,rodas,44.0,37.0,
41.097,rodas,45.0,37.0,
41.157,rodas,45.0,37.0,
41.157,rodas,44.0,37.0,
41.158,rodas,44.0,37.0,
41.158,dpad,,,0.3
41.197,rodas,44.0,37.0,
41.197,rodas,44.0,37.0,
41.257,rodas,44.0,37.0,
41.257,rodas,44.0,37.0,
41.258,rodas,43.0,37.0,
41.258,dpad,,,0.3
41.297,rodas,42.0,37.0,
41.297,rodas,42.0,37.0,
41.308,dpad,,,0.3
41.357,rodas,43.0,37.0,
41.359,rodas,43.0,37.0,
41.360,rodas,43.0,37.0,
41.397,rodas,43.0,35.0,
41.397,rodas,42.0,39.0,
41.408,dpad,,,0.3
41.456,rodas,42.0,38.0,
41.457,rodas,41.0,37.0,
41.457,rodas,42.0,43.0,
41.458,dpad,,,0.3
41.497,rodas,42.0,36.0,
41.497,rodas,42.0,40.0,
41.557,rodas,42.0,40.0,
41.557,rodas,42.0,39.0,
41.558,rodas,42.0,39.0,
41.558,dpad,,,0.3
41.597,rodas,42.0,36.0,
41.597,rodas,42.0,42.0,
41.608,dpad,,,0.3
41.657,rodas,41.0,40.0,
41.657,rodas,41.0,39.0,
41.657,rodas,41.0,39.0,
41.659,dpad,,,0.3
41.697,rodas,41.0,37.0,
41.697,rodas,42.0,39.0,
41.709,dpad,,,0.3
41.757,rodas,41.0,40.0,
41.757,rodas,41.0,39.0,
41.757,rodas,41.0,39.0,
41.759,dpad,,,0.3
41.797,rodas,42.0,45.0,
41.797,rodas,42.0,41.0,
41.810,dpad,,,0.3
41.857,rodas,41.0,40.0,
41.857,rodas,41.0,39.0,
41.857,rodas,42.0,39.0,
41.897,rodas,42.0,40.0,
41.897,rodas,42.0,39.0,
41.911,dpad,,,0.3
41.957,rodas,42.0,39.0,
41.957,rodas,41.0,39.0,
41.958,rodas,41.0,39.0,
41.961,dpad,,,0.3
41.997,rodas,42.0,40.0,
41.997,rodas,41.0,37.0,
42.012,dpad,,,0.3
42.050,dpad,,,0.0
42.057,rodas,41.0,40.0,
42.057,rodas,42.0,39.0,
42.058,rodas,42.0,40.0,
42.117,rodas,43.0,40.0,
42.117,rodas,42.0,37.0,
42.157,rodas,47.0,40.0,
42.157,rodas,40.0,38.0,
42.157,rodas,42.0,38.0,
42.217,rodas,42.0,37.0,
42.217,rodas,41.0,33.0,
42.257,rodas,41.0,35.0,
42.257,rodas,36.0,31.0,
42.257,rodas,37.0,32.0,
42.318,rodas,36.0,32.0,
42.318,rodas,34.0,27.0,
42.357,rodas,28.0,29.0,
42.357,rodas,30.0,25.0,
42.357,rodas,30.0,26.0,
42.417,rodas,27.0,26.0,
42.418,rodas,28.0,21.0,
42.456,rodas,24.0,21.0,
42.457,rodas,25.0,22.0,
42.457,rodas,25.0,22.0,
42.517,rodas,21.0,18.0,
42.517,rodas,21.0,18.0,
42.557,rodas,22.0,17.0,
42.557,rodas,18.0,17.0,
42.557,rodas,18.0,14.0,
42.617,rodas,19.0,14.0,
42.618,rodas,19.0,14.0,
42.657,rodas,15.0,13.0,
42.657,rodas,15.0,13.0,
42.658,rodas,14.0,13.0,
42.717,rodas,14.0,13.0,
42.717,rodas,14.0,9.0,
42.757,rodas,12.0,9.0,
42.757,rodas,12.0,9.0,
42.757,rodas,12.0,9.0,
42.817,rodas,12.0,9.0,
42.817,rodas,10.0,9.0,
42.856,rodas,10.0,-0.0,
42.857,rodas,10.0,6.0,
42.857,rodas,10.0,6.0,
42.917,rodas,10.0,6.0,
42.917,rodas,6.0,6.0,
42.956,rodas,6.0,6.0,
42.957,rodas,6.0,-0.0,
42.957,rodas,6.0,-0.0,
42.980,dpad,,,-0.3
43.017,rodas,6.0,-0.0,
43.018,rodas,6.0,-0.0,
43.030,dpad,,,-0.3
43.057,rodas,0.0,-0.0,
43.057,rodas,0.0,-0.0,
43.057,rodas,0.0,-0.0,
43.080,dpad,,,-0.3
43.117,rodas,0.0,-0.0,
43.117,rodas,0.0,-0.0,
43.157,rodas,0.0,-0.0,
43.157,rodas,0.0,-0.0,
43.158,rodas,0.0,-0.0,
43.180,dpad,,,-0.3
43.217,rodas,-17.0,-0.0,
43.218,rodas,-25.0,-9.0,
43.230,dpad,,,-0.3
43.257,rodas,-28.0,-9.0,
43.257,rodas,-28.0,-16.0,
43.257,rodas,-23.0,-23.0,
43.282,dpad,,,-0.3
43.317,rodas,-27.0,-15.0,
43.319,rodas,-28.0,-15.0,
43.331,dpad,,,-0.3
43.357,rodas,-26.0,-27.0,
43.357,rodas,-31.0,-25.0,
43.358,rodas,-29.0,-31.0,
43.381,dpad,,,-0.3
43.417,rodas,-29.0,-28.0,
43.417,rodas,-32.0,-32.0,
43.431,dpad,,,-0.3
43.457,rodas,-31.0,-31.0,
43.457,rodas,-31.0,-31.0,
43.457,rodas,-32.0,-32.0,
43.481,dpad,,,-0.3
43.517,rodas,-33.0,-35.0,
43.517,rodas,-33.0,-33.0,
43.534,dpad,,,-0.3
43.556,rodas,-37.0,-33.0,
43.557,rodas,-35.0,-34.0,
43.557,rodas,-36.0,-39.0,
43.617,rodas,-36.0,-34.0,
43.618,rodas,-34.0,-37.0,
43.635,dpad,,,-0.3
43.656,rodas,-38.0,-37.0,
43.657,rodas,-37.0,-37.0,
43.657,rodas,-36.0,-42.0,
43.685,dpad,,,-0.3
43.717,rodas,-37.0,-36.0,
43.717,rodas,-41.0,-40.0,
43.735,dpad,,,-0.3
43.757,rodas,-34.0,-39.0,
43.757,rodas,-37.0,-39.0,
43.757,rodas,-37.0,-44.0,
43.817,rodas,-37.0,-37.0,
43.817,rodas,-40.0,-41.0,
43.835,dpad,,,-0.3
43.857,rodas,-36.0,-40.0,
43.857,rodas,-37.0,-40.0,
43.857,rodas,-38.0,-45.0,
43.886,dpad,,,-0.3
43.917,rodas,-38.0,-39.0,
43.918,rodas,-41.0,-41.0,
43.957,rodas,-38.0,-40.0,
43.957,rodas,-38.0,-40.0,
43.958,rodas,-39.0,-46.0,
43.985,dpad,,,-0.3
44.017,rodas,-39.0,-40.0,
44.017,rodas,-39.0,-41.0,
44.035,dpad,,,-0.3
44.056,rodas,-40.0,-40.0,
44.057,rodas,-39.0,-40.0,
44.057,rodas,-39.0,-40.0,
44.085,dpad,,,-0.3
44.117,rodas,-40.0,-40.0,
44.117,rodas,-37.0,-40.0,
44.136,dpad,,,-0.3
44.157,rodas,-39.0,-40.0,
44.157,rodas,0.0,-40.0,
44.157,rodas,-39.0,-39.0,
44.217,rodas,-44.0,-39.0,
44.217,rodas,-38.0,-40.0,
44.235,dpad,,,-0.3
44.257,rodas,-39.0,-39.0,
44.257,rodas,-40.0,-43.0,
44.258,rodas,-41.0,-37.0,
44.285,dpad,,,-0.3
44.317,rodas,-41.0,-39.0,
44.317,rodas,-41.0,-39.0,
44.336,dpad,,,-0.3
44.357,rodas,-41.0,-38.0,
44.357,rodas,-41.0,-38.0,
44.358,rodas,-41.0,-38.0,
44.417,rodas,-41.0,-38.0,
44.417,rodas,-41.0,-38.0,
44.436,dpad,,,-0.3
44.456,rodas,-42.0,-38.0,
44.457,rodas,-41.0,-38.0,
44.457,rodas,-41.0,-39.0,
44.486,dpad,,,-0.3
44.517,rodas,-41.0,-38.0,
44.518,rodas,-42.0,-39.0,
44.538,dpad,,,-0.3
44.557,rodas,-41.0,-38.0,
44.557,rodas,-41.0,-38.0,
44.557,rodas,-41.0,-38.0,
44.617,rodas,-41.0,-39.0,
44.617,rodas,-41.0,-38.0,
44.638,dpad,,,-0.3
44.657,rodas,-42.0,-38.0,
44.657,rodas,-41.0,-38.0,
44.658,rodas,-42.0,-38.0,
44.687,dpad,,,-0.3
44.717,rodas,-41.0,-39.0,
44.718,rodas,-42.0,-39.0,
44.738,dpad,,,-0.3
44.757,rodas,-41.0,-42.0,
44.757,rodas,-41.0,-42.0,
44.757,rodas,-41.0,-40.0,
44.788,dpad,,,-0.3
44.817,rodas,-41.0,-39.0,
44.817,rodas,-42.0,-39.0,
44.856,rodas,-42.0,-39.0,
44.857,rodas,-41.0,-39.0,
44.857,rodas,-41.0,-39.0,
44.888,dpad,,,-0.3
44.917,rodas,-40.0,-39.0,
44.918,rodas,-40.0,-39.0,
44.938,dpad,,,-0.3
44.957,rodas,-40.0,-39.0,
44.957,rodas,-39.0,-39.0,
44.957,rodas,-39.0,-40.0,
44.989,dpad,,,-0.3
45.017,rodas,-39.0,-40.0,
45.017,rodas,-39.0,-40.0,
45.039,dpad,,,-0.3
45.056,rodas,-39.0,-40.0,
45.057,rodas,-39.0,-40.0,
45.057,rodas,-39.0,-41.0,
45.117,rodas,-39.0,-40.0,
45.117,rodas,-39.0,-40.0,
45.139,dpad,,,-0.3
45.157,rodas,-38.0,-40.0,
45.157,rodas,-39.0,-40.0,
45.157,rodas,-39.0,-45.0,
45.217,rodas,-38.0,-42.0,
45.217,rodas,-42.0,-42.0,
45.240,dpad,,,-0.3
45.257,rodas,-36.0,-41.0,
45.257,rodas,-39.0,-46.0,
45.258,rodas,-38.0,-39.0,
45.290,dpad,,,-0.3
45.317,rodas,-38.0,-43.0,
45.317,rodas,-41.0,-42.0,
45.357,rodas,-37.0,-42.0,
45.357,rodas,-38.0,-46.0,
45.357,rodas,-38.0,-42.0,
45.389,dpad,,,-0.3
45.417,rodas,-38.0,-43.0,
45.418,rodas,-41.0,-42.0,
45.440,dpad,,,-0.3
45.456,rodas,-39.0,-49.0,
45.457,rodas,-39.0,-40.0,
45.457,rodas,-39.0,-42.0,
45.490,dpad,,,-0.3
45.517,rodas,-39.0,-42.0,
45.517,rodas,-39.0,-43.0,
45.542,dpad,,,-0.3
45.577,rodas,-39.0,-44.0,
45.577,rodas,-39.0,-43.0,
45.577,rodas,-39.0,-44.0,
45.617,rodas,-39.0,-43.0,
45.618,rodas,-36.0,-43.0,
45.641,dpad,,,-0.3
45.677,rodas,-41.0,-42.0,
45.677,rodas,-38.0,-41.0,
45.677,rodas,-39.0,-41.0,
45.691,dpad,,,-0.3
45.717,rodas,-39.0,-41.0,
45.717,rodas,-36.0,-45.0,
45.741,dpad,,,-0.3
45.777,rodas,-42.0,-37.0,
45.777,rodas,-38.0,-40.0,
45.777,rodas,-38.0,-40.0,
45.817,rodas,-42.0,-39.0,
45.818,rodas,-38.0,-39.0,
45.842,dpad,,,-0.3
45.877,rodas,-42.0,-39.0,
45.877,rodas,-41.0,-39.0,
45.877,rodas,-40.0,-39.0,
45.892,dpad,,,-0.3
45.917,rodas,-41.0,-39.0,
45.917,rodas,-37.0,-39.0,
45.977,rodas,-43.0,-38.0,
45.977,rodas,-40.0,-38.0,
45.977,rodas,-40.0,-38.0,
45.992,dpad,,,-0.3
46.017,rodas,-40.0,-38.0,
46.017,rodas,-40.0,-38.0,
46.043,dpad,,,-0.3
46.077,rodas,-40.0,-38.0,
46.077,rodas,-40.0,-38.0,
46.077,rodas,-40.0,-35.0,
46.117,rodas,-40.0,-40.0,
46.118,rodas,-40.0,-36.0,
46.143,dpad,,,-0.3
46.177,rodas,-40.0,-39.0,
46.177,rodas,-40.0,-38.0,
46.178,rodas,-40.0,-38.0,
46.194,dpad,,,-0.3
46.217,rodas,-41.0,-38.0,
46.218,rodas,-40.0,-38.0,
46.246,dpad,,,-0.3
46.277,rodas,-41.0,-38.0,
46.277,rodas,-40.0,-38.0,
46.278,rodas,-41.0,-37.0,
46.317,rodas,-41.0,-37.0,
46.318,rodas,-40.0,-37.0,
46.345,dpad,,,-0.3
46.376,rodas,-41.0,-37.0,
46.377,rodas,-40.0,-37.0,
46.377,rodas,-41.0,-37.0,
46.417,rodas,-41.0,-37.0,
46.417,rodas,-40.0,-37.0,
46.446,dpad,,,-0.3
46.477,rodas,-40.0,-37.0,
46.477,rodas,-40.0,-37.0,
46.477,rodas,-40.0,-37.0,
46.496,dpad,,,-0.3
46.517,rodas,-39.0,-37.0,
46.517,rodas,-39.0,-37.0,
46.547,dpad,,,-0.3
46.577,rodas,-39.0,-38.0,
46.577,rodas,-39.0,-38.0,
46.577,rodas,-39.0,-38.0,
46.617,rodas,-38.0,-39.0,
46.618,rodas,-38.0,-39.0,
46.646,dpad,,,-0.3
46.677,rodas,-38.0,-39.0,
46.677,rodas,-35.0,-37.0,
46.677,rodas,-40.0,-37.0,
46.698,dpad,,,-0.3
46.717,rodas,-38.0,-41.0,
46.717,rodas,-38.0,-40.0,
46.748,dpad,,,-0.3
46.777,rodas,-38.0,-40.0,
46.777,rodas,-36.0,-45.0,
46.777,rodas,-40.0,-42.0,
46.817,rodas,-39.0,-41.0,
46.818,rodas,-38.0,-40.0,
46.849,dpad,,,-0.3
46.876,rodas,-38.0,-40.0,
46.877,rodas,-43.0,-40.0,
46.877,rodas,0.0,-41.0,
46.901,dpad,,,-0.3
46.917,rodas,-39.0,-42.0,
46.917,rodas,-43.0,-41.0,
46.950,dpad,,,-0.3
46.976,rodas,-37.0,-48.0,
46.977,rodas,-42.0,-40.0,
46.977,rodas,-40.0,-42.0,
47.001,dpad,,,-0.3
47.017,rodas,-41.0,-42.0,
47.017,rodas,-41.0,-42.0,
47.051,dpad,,,-0.3
47.077,rodas,-40.0,-43.0,
47.077,rodas,-41.0,-42.0,
47.077,rodas,-40.0,-43.0,
47.102,dpad,,,-0.3
47.117,rodas,-41.0,-43.0,
47.118,rodas,-41.0,-47.0,
47.177,rodas,-40.0,-40.0,
47.177,rodas,-41.0,-42.0,
47.177,rodas,-41.0,-43.0,
47.201,dpad,,,-0.3
47.217,rodas,-41.0,-43.0,
47.217,rodas,-38.0,-41.0,
47.277,rodas,-44.0,-43.0,
47.277,rodas,0.0,-44.0,
47.278,rodas,-39.0,-43.0,
47.302,dpad,,,-0.3
47.316,rodas,-43.0,-43.0,
47.318,rodas,-39.0,-43.0,
47.353,dpad,,,-0.3
47.376,rodas,-43.0,-43.0,
47.377,rodas,-41.0,-42.0,
47.377,rodas,-42.0,-42.0,
47.404,dpad,,,-0.3
47.417,rodas,-42.0,-42.0,
47.418,rodas,-41.0,-41.0,
47.476,rodas,-42.0,-42.0,
47.477,rodas,-41.0,-41.0,
47.477,rodas,-41.0,-41.0,
47.503,dpad,,,-0.3
47.517,rodas,-41.0,-41.0,
47.518,rodas,-42.0,-41.0,
47.554,dpad,,,-0.3
47.577,rodas,-42.0,-41.0,
47.577,rodas,-41.0,-40.0,
47.577,rodas,-41.0,-40.0,
47.617,rodas,-41.0,-40.0,
47.617,rodas,-41.0,-40.0,
47.653,dpad,,,-0.3
47.676,rodas,-42.0,-40.0,
47.677,rodas,-41.0,-40.0,
47.677,rodas,-42.0,-40.0,
47.704,dpad,,,-0.3
47.717,rodas,-41.0,-40.0,
47.717,rodas,-42.0,-40.0,
47.777,rodas,-42.0,-40.0,
47.777,rodas,-41.0,-40.0,
47.777,rodas,-41.0,-39.0,
47.805,dpad,,,-0.3
47.817,rodas,-40.0,-40.0,
47.818,rodas,-40.0,-40.0,
47.877,rodas,-40.0,-40.0,
47.877,rodas,-39.0,-40.0,
47.878,rodas,-39.0,-40.0,
47.904,dpad,,,-0.3
47.917,rodas,-39.0,-40.0,
47.918,rodas,-38.0,-40.0,
47.977,rodas,-38.0,-40.0,
47.977,rodas,-38.0,-41.0,
47.977,rodas,-38.0,-41.0,
48.004,dpad,,,-0.3
48.017,rodas,-38.0,-41.0,
48.018,rodas,-38.0,-41.0,
48.055,dpad,,,-0.3
48.077,rodas,-37.0,-41.0,
48.077,rodas,-38.0,-45.0,
48.077,rodas,-38.0,-39.0,
48.105,dpad,,,-0.3
