t,tecla,alvo_speed,alvo_steer,speed,steer,mega_steer,mega_speed,mega_set_ok,mega_pc_bad,mega_len_bad,mega_hover_tx,rx_bytes,placa_ok,placa_ruim,placa_cmd1,placa_cmd2,placa_spdR,placa_spdL,placa_bat_V,placa_temp_C
2.420,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.440,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.460,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.480,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.500,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.520,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.540,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.560,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.580,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.600,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.620,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.640,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.660,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.680,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.700,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.720,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.740,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.760,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.780,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.800,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.820,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.840,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.860,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.880,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.900,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.920,,250,0,250,0,,,,,,,0,0,0,,,,,,
2.940,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.960,s,250,0,250,0,,,,,,,0,0,0,,,,,,
2.980,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.000,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.020,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.040,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.060,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.080,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.100,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.120,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.140,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.160,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.180,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.200,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.220,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.240,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.260,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.280,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.300,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.320,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.340,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.360,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.380,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.400,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.420,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.440,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.460,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.480,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.500,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.520,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.540,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.560,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.580,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.600,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.620,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.640,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.660,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.680,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.700,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.720,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.740,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.760,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.780,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.800,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.820,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.840,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.860,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.880,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.900,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.920,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.940,,250,0,250,0,,,,,,,0,0,0,,,,,,
3.960,s,250,0,250,0,,,,,,,0,0,0,,,,,,
3.980,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.000,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.020,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.040,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.060,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.080,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.100,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.120,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.140,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.160,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.180,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.200,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.220,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.240,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.260,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.280,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.300,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.320,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.340,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.360,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.380,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.400,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.420,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.440,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.460,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.480,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.500,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.520,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.540,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.560,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.580,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.600,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.620,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.640,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.660,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.680,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.700,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.720,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.740,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.760,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.780,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.800,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.820,s,250,0,250,0,,,,,,,0,0,0,,,,,,
4.840,,250,0,250,0,,,,,,,0,0,0,,,,,,
4.860,s,250,0,250,0,,,,,,,6,0,0,,,,,,
4.880,s,250,0,250,0,,,,,,,13,0,0,,,,,,
4.900,,250,0,250,0,,,,,,,18,0,0,,,,,,
4.920,s,250,0,250,0,,,,,,,22,0,0,,,,,,
4.940,s,250,0,250,0,,,,,,,25,0,0,,,,,,
4.960,,250,0,250,0,,,,,,,28,0,0,,,,,,
4.980,s,250,0,250,0,,,,,,,32,0,0,,,,,,
5.000,s,250,0,250,0,,,,,,,36,0,0,,,,,,
5.020,,250,0,250,0,,,,,,,41,0,0,,,,,,
5.040,s,250,0,250,0,,,,,,,44,0,0,,,,,,
5.060,s,250,0,250,0,,,,,,,49,0,0,,,,,,
5.080,,250,0,250,0,,,,,,,53,0,0,,,,,,
5.100,s,250,0,250,0,,,,,,,59,0,0,,,,,,
5.120,s,250,0,250,0,,,,,,,63,0,0,,,,,,
5.140,,250,0,250,0,,,,,,,68,0,0,,,,,,
5.160,s,250,0,250,0,,,,,,,73,0,0,,,,,,
5.180,s,250,0,250,0,,,,,,,75,0,0,,,,,,
5.200,,250,0,250,0,,,,,,,79,0,0,,,,,,
5.220,s,250,0,250,0,,,,,,,82,0,0,,,,,,
5.240,s,250,0,250,0,,,,,,,87,0,0,,,,,,
5.260,,250,0,250,0,,,,,,,92,0,0,,,,,,
5.280,s,250,0,250,0,,,,,,,97,0,0,,,,,,
5.300,s,250,0,250,0,,,,,,,102,0,0,,,,,,
5.320,,250,0,250,0,,,,,,,107,0,0,,,,,,
5.340,s,250,0,250,0,,,,,,,112,0,0,,,,,,
5.360,s,250,0,250,0,,,,,,,119,0,0,,,,,,
5.380,,250,0,250,0,,,,,,,123,0,0,,,,,,
5.400,s,250,0,250,0,,,,,,,129,0,0,,,,,,
5.420,s,250,0,250,0,,,,,,,133,0,0,,,,,,
5.440,,250,0,250,0,,,,,,,139,0,0,,,,,,
5.460,s,250,0,250,0,,,,,,,143,0,0,,,,,,
5.480,s,250,0,250,0,,,,,,,147,0,0,,,,,,
5.500,,250,0,250,0,,,,,,,151,0,0,,,,,,
5.520,s,250,0,250,0,,,,,,,154,0,0,,,,,,
5.540,s,250,0,250,0,,,,,,,158,0,0,,,,,,
5.560,,250,0,250,0,,,,,,,162,0,0,,,,,,
5.580,s,250,0,250,0,,,,,,,167,0,0,,,,,,
5.600,s,250,0,250,0,,,,,,,170,0,0,,,,,,
5.620,,250,0,250,0,,,,,,,175,0,0,,,,,,
5.640,s,250,0,250,0,,,,,,,181,0,0,,,,,,
5.660,s,250,0,250,0,,,,,,,184,0,0,,,,,,
5.680,,250,0,250,0,,,,,,,188,0,0,,,,,,
5.700,s,250,0,250,0,,,,,,,193,0,0,,,,,,
5.720,s,250,0,250,0,,,,,,,197,0,0,,,,,,
5.740,,250,0,250,0,,,,,,,200,0,0,,,,,,
5.760,s,250,0,250,0,,,,,,,204,0,0,,,,,,
5.780,s,250,0,250,0,,,,,,,208,0,0,,,,,,
5.800,,250,0,250,0,,,,,,,213,0,0,,,,,,
5.820,s,250,0,250,0,,,,,,,218,0,0,,,,,,
5.840,s,250,0,250,0,,,,,,,222,0,0,,,,,,
5.860,,250,0,250,0,,,,,,,225,0,0,,,,,,
5.880,s,250,0,250,0,,,,,,,231,0,0,,,,,,
5.900,s,250,0,250,0,,,,,,,239,0,0,,,,,,
5.920,,250,0,250,0,,,,,,,239,0,0,,,,,,
5.940,s,250,0,250,0,,,,,,,242,0,0,,,,,,
5.960,s,250,0,250,0,,,,,,,247,0,0,,,,,,
5.980,,250,0,250,0,,,,,,,252,0,0,,,,,,
6.000,s,250,0,250,0,,,,,,,256,0,0,,,,,,
6.020,s,250,0,250,0,,,,,,,261,0,0,,,,,,
6.040,,250,0,250,0,,,,,,,267,0,0,,,,,,
6.060,s,250,0,250,0,,,,,,,272,0,0,,,,,,
6.080,s,250,0,250,0,,,,,,,278,0,0,,,,,,
6.100,,250,0,250,0,,,,,,,281,0,0,,,,,,
6.120,s,250,0,250,0,,,,,,,285,0,0,,,,,,
6.140,s,250,0,250,0,,,,,,,289,0,0,,,,,,
6.160,,250,0,250,0,,,,,,,294,0,0,,,,,,
6.180,s,250,0,250,0,,,,,,,298,0,0,,,,,,
6.200,s,250,0,250,0,,,,,,,303,0,0,,,,,,
6.220,,250,0,250,0,,,,,,,308,0,0,,,,,,
6.240,s,250,0,250,0,,,,,,,313,0,0,,,,,,
6.260,s,250,0,250,0,,,,,,,317,0,0,,,,,,
6.280,,250,0,250,0,,,,,,,323,0,0,,,,,,
6.300,s,250,0,250,0,,,,,,,327,0,0,,,,,,
6.320,,250,0,250,0,,,,,,,332,0,0,,,,,,
6.340,s,250,0,250,0,,,,,,,336,0,0,,,,,,
6.360,s,250,0,250,0,,,,,,,340,0,0,,,,,,
6.380,s,250,0,250,0,,,,,,,346,0,0,,,,,,
6.400,,250,0,250,0,,,,,,,352,0,0,,,,,,
6.420,s,250,0,250,0,,,,,,,356,0,0,,,,,,
6.440,s,250,0,250,0,,,,,,,361,0,0,,,,,,
6.460,,250,0,250,0,,,,,,,366,0,0,,,,,,
6.480,s,250,0,250,0,,,,,,,371,0,0,,,,,,
6.500,s,250,0,250,0,,,,,,,375,0,0,,,,,,
6.520,,250,0,250,0,,,,,,,378,0,0,,,,,,
6.540,s,250,0,250,0,,,,,,,381,0,0,,,,,,
6.560,s,250,0,250,0,,,,,,,385,0,0,,,,,,
6.580,,250,0,250,0,,,,,,,390,0,0,,,,,,
6.600,s,250,0,250,0,,,,,,,394,0,0,,,,,,
6.620,s,250,0,250,0,,,,,,,400,0,0,,,,,,
6.640,,250,0,250,0,,,,,,,404,0,0,,,,,,
6.660,s,250,0,250,0,,,,,,,409,0,0,,,,,,
6.680,s,250,0,250,0,,,,,,,414,0,0,,,,,,
6.700,,250,0,250,0,,,,,,,419,0,0,,,,,,
6.720,s,250,0,250,0,,,,,,,426,0,0,,,,,,
6.740,s,250,0,250,0,,,,,,,431,0,0,,,,,,
6.760,,250,0,250,0,,,,,,,439,0,0,,,,,,
6.780,s,250,0,250,0,,,,,,,445,0,0,,,,,,
6.800,s,250,0,250,0,,,,,,,454,0,0,,,,,,
6.820,,250,0,250,0,,,,,,,461,0,0,,,,,,
6.840,s,250,0,250,0,,,,,,,470,0,0,,,,,,
6.860,s,250,0,250,0,,,,,,,478,0,0,,,,,,
6.880,,250,0,250,0,,,,,,,485,0,1,,,,,,
6.900,s,250,0,250,0,,,,,,,493,0,1,,,,,,
6.920,s,250,0,250,0,,,,,,,501,0,1,,,,,,
6.940,,250,0,250,0,,,,,,,508,0,1,,,,,,
6.960,s,250,0,250,0,,,,,,,517,0,2,,,,,,
6.980,s,250,0,250,0,,,,,,,526,0,2,,,,,,
7.000,,250,0,250,0,,,,,,,534,0,2,,,,,,
7.020,s,250,0,250,0,,,,,,,540,0,2,,,,,,
7.040,s,250,0,250,0,,,,,,,547,0,2,,,,,,
7.060,,250,0,250,0,,,,,,,554,0,2,,,,,,
7.080,s,250,0,250,0,,,,,,,559,0,2,,,,,,
7.100,s,250,0,250,0,,,,,,,565,0,2,,,,,,
7.120,,250,0,250,0,,,,,,,570,0,2,,,,,,
7.140,s,250,0,250,0,,,,,,,574,0,2,,,,,,
7.160,s,250,0,250,0,,,,,,,579,0,2,,,,,,
7.180,w,-250,0,235,0,,,,,,,582,0,2,,,,,,
7.200,,-250,0,220,0,,,,,,,586,0,2,,,,,,
7.220,,-250,0,205,0,,,,,,,590,0,2,,,,,,
7.240,,-250,0,190,0,,,,,,,594,0,2,,,,,,
7.260,,-250,0,175,0,,,,,,,598,0,2,,,,,,
7.280,,-250,0,160,0,,,,,,,602,0,2,,,,,,
7.300,,-250,0,145,0,,,,,,,607,0,2,,,,,,
7.320,,-250,0,130,0,,,,,,,610,0,2,,,,,,
7.340,,-250,0,115,0,,,,,,,613,0,2,,,,,,
7.360,,-250,0,100,0,,,,,,,616,0,2,,,,,,
7.380,,-250,0,85,0,,,,,,,622,0,2,,,,,,
7.400,,-250,0,70,0,,,,,,,626,0,2,,,,,,
7.420,,-250,0,55,0,,,,,,,631,0,2,,,,,,
7.440,,-250,0,40,0,,,,,,,635,0,2,,,,,,
7.460,,-250,0,25,0,,,,,,,641,0,2,,,,,,
7.480,,-250,0,10,0,,,,,,,645,0,2,,,,,,
7.500,,-250,0,-5,0,,,,,,,649,0,2,,,,,,
7.520,,-250,0,-20,0,,,,,,,653,0,2,,,,,,
7.540,,-250,0,-35,0,,,,,,,656,0,2,,,,,,
7.560,,-250,0,-50,0,,,,,,,658,0,2,,,,,,
7.580,,-250,0,-65,0,,,,,,,662,0,2,,,,,,
7.600,,-250,0,-80,0,,,,,,,667,0,2,,,,,,
7.620,,-250,0,-95,0,,,,,,,670,0,2,,,,,,
7.640,,-250,0,-110,0,,,,,,,673,0,2,,,,,,
7.660,w,-250,0,-125,0,,,,,,,677,0,2,,,,,,
7.680,,-250,0,-140,0,,,,,,,683,0,2,,,,,,
7.700,w,-250,0,-155,0,,,,,,,687,0,2,,,,,,
7.720,,-250,0,-170,0,,,,,,,690,0,2,,,,,,
7.740,w,-250,0,-185,0,,,,,,,695,0,2,,,,,,
7.760,w,-250,0,-200,0,,,,,,,699,0,2,,,,,,
7.780,,-250,0,-215,0,,,,,,,703,0,2,,,,,,
7.800,w,-250,0,-230,0,,,,,,,706,0,2,,,,,,
7.820,w,-250,0,-245,0,,,,,,,709,0,2,,,,,,
7.840,,-250,0,-250,0,,,,,,,714,0,2,,,,,,
7.860,w,-250,0,-250,0,,,,,,,716,0,2,,,,,,
7.880,w,-250,0,-250,0,,,,,,,720,0,2,,,,,,
7.900,,-250,0,-250,0,,,,,,,724,0,2,,,,,,
7.920,w,-250,0,-250,0,,,,,,,728,0,2,,,,,,
7.940,w,-250,0,-250,0,,,,,,,731,0,2,,,,,,
7.960,,-250,0,-250,0,,,,,,,736,0,2,,,,,,
7.980,w,-250,0,-250,0,,,,,,,740,0,2,,,,,,
8.000,w,-250,0,-250,0,,,,,,,746,0,2,,,,,,
8.020,,-250,0,-250,0,,,,,,,750,0,2,,,,,,
8.040,w,-250,0,-250,0,,,,,,,754,0,2,,,,,,
8.060,w,-250,0,-250,0,,,,,,,757,0,2,,,,,,
8.080,,-250,0,-250,0,,,,,,,762,0,2,,,,,,
8.100,w,-250,0,-250,0,,,,,,,765,0,2,,,,,,
8.120,w,-250,0,-250,0,,,,,,,769,0,2,,,,,,
8.140,,-250,0,-250,0,,,,,,,773,0,2,,,,,,
8.160,w,-250,0,-250,0,,,,,,,776,0,2,,,,,,
8.180,w,-250,0,-250,0,,,,,,,781,0,2,,,,,,
8.200,,-250,0,-250,0,,,,,,,785,0,2,,,,,,
8.220,w,-250,0,-250,0,,,,,,,790,0,2,,,,,,
8.240,w,-250,0,-250,0,,,,,,,796,0,2,,,,,,
8.260,,-250,0,-250,0,,,,,,,799,0,2,,,,,,
8.280,w,-250,0,-250,0,,,,,,,802,0,2,,,,,,
8.300,w,-250,0,-250,0,,,,,,,807,0,2,,,,,,
8.320,,-250,0,-250,0,,,,,,,812,0,2,,,,,,
8.340,w,-250,0,-250,0,,,,,,,817,0,2,,,,,,
8.360,w,-250,0,-250,0,,,,,,,824,0,2,,,,,,
8.380,,-250,0,-250,0,,,,,,,829,0,2,,,,,,
8.400,w,-250,0,-250,0,,,,,,,832,0,2,,,,,,
8.420,w,-250,0,-250,0,,,,,,,835,0,2,,,,,,
8.440,w,-250,0,-250,0,,,,,,,838,0,2,,,,,,
8.460,,-250,0,-250,0,,,,,,,842,0,2,,,,,,
8.480,w,-250,0,-250,0,,,,,,,844,0,2,,,,,,
8.500,,-250,0,-250,0,,,,,,,849,0,2,,,,,,
8.520,w,-250,0,-250,0,,,,,,,852,0,2,,,,,,
8.540,w,-250,0,-250,0,,,,,,,856,0,2,,,,,,
8.560,,-250,0,-250,0,,,,,,,860,0,2,,,,,,
8.580,w,-250,0,-250,0,,,,,,,865,0,2,,,,,,
8.600,w,-250,0,-250,0,,,,,,,870,0,2,,,,,,
8.620,,-250,0,-250,0,,,,,,,874,0,2,,,,,,
