t_s,fase,tipo,chk_ok,hex,steer,speed,steer_rear,speed_rear
9.7752,antes,0x01,True,aa550108000000000000000009,0,0,0,0
40.4724,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.5214,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.5718,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.6213,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.6716,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.7214,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.7714,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.8214,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.8715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.9211,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
40.9704,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.0202,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.0702,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.1203,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.1716,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.2216,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.2715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.3217,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.3715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.4217,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.4715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.5216,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.5715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.6216,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.6714,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.7208,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.7706,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.8203,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.8707,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.9210,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
41.9715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.0213,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.0715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.1212,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.1715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.2217,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.2715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.3215,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.3715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.4217,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.4709,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.5204,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.5704,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.6202,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.6701,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.7209,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.7715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.8214,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.8714,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.9216,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
42.9715,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.0215,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.0714,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.1215,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.1714,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.2211,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.2701,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.3200,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.3702,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.4214,lb_frente,0x01,True,aa550108000078000000780009,0,120,0,120
43.4715,lb_solto,0x01,True,aa550108000000000000000009,0,0,0,0
45.4714,lb_esquerda,0x01,True,aa55010800ff000000ff000009,-256,0,-256,0
45.5216,lb_esquerda,0x01,True,aa55010800ff000000ff000009,-256,0,-256,0
45.5719,lb_esquerda,0x01,True,aa55010800ff000000ff000009,-256,0,-256,0
