t,x,y,yaw,erro_trajeto,rumo_plano,folga,raw_v,raw_wz,saida_v,saida_wz,desencalhe,planos,objetivo_ativo,dist_alvo
0.001,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.032,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.063,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.094,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.125,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.0,0.0,0.0,1,1,7.159
0.155,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.187,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.218,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.248,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.279,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.31,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.341,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.371,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.402,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.432,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.463,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.494,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.524,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.555,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.585,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.616,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.647,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.677,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.708,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.159
0.739,0.0059,0.0007,-0.0088,0.0197,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.154
0.77,0.0059,0.0007,-0.0088,0.0197,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.154
0.8,0.0059,0.0007,-0.0088,0.0197,0.0,0.7,0.499,-0.194,0.499,-0.194,0.0,1,1,7.154
0.831,0.0198,0.0022,-0.0305,0.0212,0.0,0.75,0.499,-0.194,0.499,-0.194,0.0,1,1,7.141
0.862,0.0198,0.0022,-0.0305,0.0212,0.0,0.75,0.499,-0.194,0.499,-0.194,0.0,1,1,7.141
0.892,0.0198,0.0022,-0.0305,0.0212,0.0,0.75,0.499,-0.194,0.499,-0.194,0.0,1,1,7.141
