t,x,y,yaw,dist
3.4575,2.43105,4.54162,-1.2892,8.47279
3.4774,2.43259,4.53602,-1.28831,8.47265
3.4982,2.43415,4.53042,-1.28742,8.47251
3.5186,2.4357,4.52482,-1.28652,8.47237
3.5383,2.43727,4.51922,-1.28563,8.47223
3.5586,2.43883,4.51363,-1.28474,8.47208
3.5788,2.44041,4.50803,-1.28384,8.47194
3.5986,2.44198,4.50244,-1.28295,8.47179
3.6188,2.44357,4.49685,-1.28206,8.47165
3.6393,2.44515,4.49126,-1.28116,8.4715
3.6585,2.44675,4.48567,-1.28026,8.47135
3.6787,2.44834,4.48008,-1.27937,8.4712
3.6998,2.44994,4.47449,-1.27847,8.47105
3.7193,2.45155,4.46891,-1.27757,8.4709
3.739,2.45316,4.46333,-1.27667,8.47074
3.7584,2.45478,4.45775,-1.27578,8.47059
3.7784,2.4564,4.45217,-1.27488,8.47043
3.7992,2.45803,4.44659,-1.27398,8.47028
3.819,2.45966,4.44101,-1.27308,8.47012
3.8385,2.4613,4.43543,-1.27218,8.46996
3.8583,2.46294,4.42986,-1.27129,8.4698
3.8784,2.46459,4.42429,-1.27039,8.46964
3.8986,2.46624,4.41871,-1.2695,8.46947
3.9184,2.46789,4.41314,-1.2686,8.46931
3.9383,2.46956,4.40758,-1.2677,8.46914
3.9582,2.47122,4.40201,-1.26681,8.46898
3.9789,2.4729,4.39644,-1.26591,8.46881
3.9988,2.47457,4.39088,-1.26502,8.46864
4.0191,2.47626,4.38532,-1.26412,8.46847
4.0384,2.47794,4.37976,-1.26323,8.46829
4.0581,2.47963,4.3742,-1.26233,8.46812
4.0783,2.48133,4.36864,-1.26144,8.46795
4.0988,2.48303,4.36308,-1.26054,8.46777
4.1183,2.48474,4.35753,-1.25965,8.46759
4.1396,2.48645,4.35197,-1.25875,8.46742
4.1582,2.48817,4.34642,-1.25786,8.46724
4.1789,2.48989,4.34087,-1.25696,8.46706
4.1998,2.49162,4.33532,-1.25607,8.46687
4.2184,2.49335,4.32977,-1.25517,8.46669
4.2395,2.49509,4.32423,-1.25428,8.46651
4.2583,2.49683,4.31868,-1.25338,8.46632
4.2787,2.49858,4.31314,-1.25249,8.46613
4.2989,2.50033,4.3076,-1.2516,8.46595
4.3187,2.50208,4.30206,-1.2507,8.46576
4.3397,2.50385,4.29652,-1.24981,8.46557
4.3585,2.50561,4.29098,-1.24891,8.46538
4.3785,2.50738,4.28545,-1.24802,8.46518
4.3987,2.50916,4.27992,-1.24712,8.46499
4.419,2.51094,4.27438,-1.24623,8.46479
4.4387,2.51273,4.26885,-1.24533,8.4646
4.4586,2.51452,4.26332,-1.24444,8.4644
4.4788,2.51632,4.2578,-1.24354,8.4642
4.499,2.51812,4.25227,-1.24265,8.464
4.519,2.51992,4.24675,-1.24175,8.4638
4.5388,2.52174,4.24123,-1.24086,8.4636
4.5584,2.52355,4.23571,-1.23996,8.4634
4.5799,2.52537,4.23019,-1.23907,8.46319
4.5988,2.5272,4.22467,-1.23817,8.46298
4.6192,2.52903,4.21915,-1.23728,8.46278
4.6392,2.53086,4.21364,-1.23638,8.46257
4.6622,2.53213,4.20913,-1.23297,8.46263
4.6812,2.53335,4.20471,-1.22884,8.46271
