t,x_map,y_map,rumo,v_medido,wz_medido,v_seguidor,v_apos_reflexo,v_desencalhe,v_entra_compensador,v_sai_compensador,freio_agindo
63.069,5.6608,1.8636,1.1903,0.3224,-0.3242,0.4924,0.4924,,0.4924,0.4924,0
63.175,5.6707,1.8921,1.1594,0.322,-0.3534,0.4948,0.4953,,0.4953,0.4953,0
63.275,5.6816,1.9206,1.1284,0.3312,-0.2954,0.4946,0.4946,,0.4946,0.4946,0
63.374,5.6942,1.9496,1.1037,0.3368,-0.2595,0.4968,0.4982,,0.4982,0.4982,0
63.474,5.7077,1.9786,1.0801,0.3367,-0.2485,0.4948,0.496,,0.496,0.496,0
63.574,5.7226,2.0086,1.0572,0.3147,-0.122,0.4855,0.4855,,0.4855,0.4855,0
63.674,5.738,2.0364,1.0453,0.3057,-0.0513,0.4823,0.4823,,0.4823,0.4823,0
63.777,5.7529,2.0611,1.0428,0.2417,0.0904,0.4796,0.4796,,0.4796,0.4796,0
63.879,5.7666,2.082,1.0531,0.2408,0.2046,0.4722,0.4747,,0.4747,0.4747,0
63.978,5.7805,2.1019,1.0761,0.2282,0.3332,0.4623,0.4623,,0.4623,0.4623,0
64.078,5.7944,2.121,1.1112,0.2281,0.4411,0.4522,0.4522,,0.4522,0.4522,0
64.179,5.8081,2.1403,1.1529,0.2283,0.4399,0.4416,0.4416,,0.4416,0.4416,0
64.279,5.8209,2.16,1.1946,0.2275,0.4449,0.4392,0.4392,,0.4392,0.4381,0
64.382,5.8329,2.1802,1.2366,0.2272,0.4468,0.4384,0.4384,,0.4379,0.4379,0
64.482,5.8441,2.2006,1.2793,0.2255,0.4579,0.4434,0.4434,,0.4434,0.4434,0
64.582,5.8549,2.2215,1.3225,0.2264,0.4518,0.4468,0.4468,,0.4468,0.4468,0
64.682,5.8678,2.2436,1.3652,0.2275,0.445,0.4514,0.4485,,0.4485,0.4485,0
64.783,5.8798,2.2661,1.4073,0.2278,0.4433,0.4617,0.4575,,0.4575,0.4575,0
64.882,5.8909,2.2889,1.4491,0.2293,0.4342,0.4672,0.4672,,0.4672,0.4672,0
64.983,5.901,2.3123,1.4891,0.2325,0.4131,0.4726,0.468,,0.468,0.468,0
65.085,5.9102,2.3362,1.527,0.2356,0.3937,0.4771,0.4735,,0.4735,0.4735,0
65.188,5.9176,2.3573,1.5607,0.1638,0.2985,0.4829,0.4829,,0.4829,0.4829,0
65.287,5.9219,2.3741,1.5982,0.2359,0.4322,0.4866,0.4866,,0.4866,0.4866,0
65.387,5.9254,2.3968,1.6403,0.252,0.3917,0.5,0.5,,0.5,0.5,0
65.494,5.9277,2.4205,1.678,0.2561,0.3463,0.4964,0.4964,,0.4964,0.4964,0
65.593,5.9283,2.4449,1.7092,0.2653,0.2498,0.4977,0.4972,,0.4972,0.4972,0
65.694,5.9273,2.4701,1.7297,0.2782,0.1252,0.4967,0.4967,,0.4967,0.4967,0
65.793,5.9245,2.4969,1.7367,0.299,-0.009,0.4957,0.4957,,0.4957,0.4957,0
65.893,5.9202,2.526,1.7316,0.3365,-0.1376,0.4955,0.4955,,0.4955,0.4955,0
65.993,5.915,2.5572,1.7132,0.3329,-0.2649,0.493,0.4952,,0.4952,0.4952,0
66.093,5.9097,2.5881,1.6853,0.3291,-0.3085,0.4903,0.4903,,0.4903,0.4903,0
66.193,5.9051,2.6186,1.6546,0.3289,-0.3096,0.4868,0.4868,,0.4868,0.4868,0
66.296,5.9007,2.6473,1.623,0.3304,-0.3005,0.4854,0.4865,,0.4865,0.4865,0
66.396,5.8974,2.6766,1.5932,0.3335,-0.2806,0.4874,0.4874,,0.4874,0.4874,0
66.497,5.8952,2.7062,1.5654,0.3353,-0.2688,0.4802,0.4802,,0.4802,0.4802,0
66.601,5.8941,2.7358,1.5379,0.3372,-0.2571,0.482,0.482,,0.482,0.482,0
66.701,5.894,2.7658,1.5114,0.3369,-0.2588,0.4829,0.482,,0.482,0.482,0
66.801,5.8948,2.7956,1.4855,0.3341,-0.2318,0.4841,0.4841,,0.4841,0.4841,0
66.908,5.8963,2.8248,1.4584,0.3289,-0.3095,0.4848,0.4848,,0.4848,0.4848,0
67.008,5.8985,2.8539,1.4269,0.3304,-0.2999,0.4855,0.4845,,0.4845,0.4845,0
67.108,5.9019,2.8834,1.3962,0.3316,-0.2927,0.4867,0.4867,,0.4867,0.4867,0
67.208,5.9067,2.9166,1.3635,0.332,-0.2901,0.488,0.4869,,0.4869,0.4869,0
67.311,5.9127,2.9496,1.3312,0.3334,-0.2808,0.4923,0.4923,,0.4923,0.4923,0
67.413,5.9199,2.9825,1.3,0.3356,-0.2671,0.4956,0.4956,,0.4956,0.4956,0
67.526,5.9284,3.0153,1.2702,0.3358,-0.2425,0.4983,0.4983,,0.4983,0.4983,0
67.629,5.9379,3.0477,1.243,0.3324,-0.2211,0.4994,0.4986,,0.4986,0.4986,0
67.731,5.9484,3.0785,1.2219,0.3114,-0.0941,0.4989,0.4992,,0.4992,0.4992,0
67.834,5.9596,3.1075,1.2106,0.3055,-0.0502,0.4985,0.4987,,0.4987,0.4987,0
67.933,5.9709,3.1342,1.2076,0.2657,0.0854,0.4977,0.4977,,0.4977,0.4977,0
68.034,5.981,3.1558,1.2197,0.2578,0.2069,0.4969,0.4969,,0.4969,0.4969,0
68.136,5.9912,3.1767,1.2422,0.2549,0.271,0.4946,0.4959,,0.4959,0.4959,0
68.236,6.001,3.1976,1.2688,0.2542,0.2755,0.4923,0.4931,,0.4931,0.4931,0
68.336,6.0103,3.2186,1.2961,0.2524,0.2869,0.4924,0.4919,,0.4919,0.4919,0
68.438,6.019,3.2398,1.3238,0.2542,0.2761,0.4917,0.4925,,0.4925,0.4925,0
68.537,6.0269,3.2615,1.3497,0.2574,0.2557,0.4909,0.4909,,0.4909,0.4909,0
68.637,6.0342,3.2838,1.3735,0.2606,0.2353,0.4928,0.4928,,0.4928,0.4928,0
68.739,6.0408,3.3065,1.3954,0.2635,0.2173,0.4957,0.4946,,0.4946,0.4946,0
68.838,6.0469,3.3299,1.4157,0.2657,0.2027,0.5,0.5,,0.5,0.5,0
68.94,6.0527,3.3544,1.4386,0.2635,0.2166,0.4913,0.4913,,0.4913,0.4913,0
69.053,6.058,3.3788,1.4622,0.2655,0.2042,0.4749,0.4749,,0.4749,0.4749,0
69.157,6.0624,3.404,1.4824,0.2735,0.1533,0.4569,0.4569,,0.4569,0.4569,0
69.259,6.0656,3.4306,1.4943,0.2939,0.0232,0.4394,0.4394,,0.4394,0.4394,0
69.365,6.0681,3.4583,1.4989,0.2935,0.0262,0.4191,0.4191,,0.4191,0.4191,0
69.465,6.0703,3.4861,1.5038,0.2922,0.0341,0.3975,0.4063,,0.4063,0.4063,0
69.565,6.0721,3.5146,1.5046,0.3153,-0.0932,0.0,0.0,,0.0,-0.5,1
69.666,6.0733,3.5447,1.4962,0.3166,-0.1204,0.0,0.0,,0.0,-0.5,1
69.766,6.0746,3.5751,1.486,0.3154,-0.1132,0.0,0.0,,0.0,-0.5,1
69.866,6.0765,3.6066,1.4745,0.3164,-0.1191,0.0,0.0,,0.0,-0.5,1
69.966,6.0787,3.6352,1.4657,0.2371,-0.0309,0.0,0.0,,0.0,-0.5,1
70.066,6.0806,3.6556,1.4628,0.1571,-0.0309,0.0,0.0,,0.0,0.0,0
70.166,6.0818,3.668,1.46,0.0771,-0.0309,0.0,0.0,,0.0,0.0,0
70.268,6.082,3.6725,1.4572,-0.0037,-0.0309,0.0,0.0,,0.0,0.0,0
70.369,6.0814,3.669,1.4543,-0.0837,-0.0309,0.0,0.0,,0.0,0.0,0
70.469,6.0798,3.6575,1.4515,-0.1637,-0.0309,0.0,0.0,,0.0,0.0,0
70.57,6.0772,3.6384,1.4489,-0.2408,-0.0242,0.0,0.0,,0.0,0.0,0
70.67,6.0745,3.617,1.4468,-0.1782,-0.017,0.0,0.0,,0.0,0.0,0
70.771,6.0725,3.6021,1.4457,-0.0975,0.0,0.0,0.0,,0.0,0.0,0
70.872,6.0715,3.5936,1.4455,-0.0665,-0.0063,0.0,0.0,,0.0,0.0,0
70.972,6.0709,3.5891,1.445,-0.0107,0.0,0.0,0.0,,0.0,0.0,0
71.072,6.0708,3.5884,1.4449,0.0,0.0,0.0,0.0,,0.0,0.0,0
71.177,6.0708,3.5884,1.4449,0.0,0.0,0.0,0.0,,0.0,0.0,0
71.278,6.0708,3.5884,1.4449,0.0,0.0,0.0,0.0,,0.0,0.0,0
71.38,6.0708,3.5884,1.4449,0.0,0.0,0.0,0.0,,0.0,0.0,0
71.48,6.0708,3.5884,1.4449,0.0,0.0,0.0,0.0,,0.0,0.0,0
71.581,6.0708,3.5884,1.4449,0.0,0.0,0.0,0.0,,0.0,0.0,0
71.68,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
71.78,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
71.881,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
71.98,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.081,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.182,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.283,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.384,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.484,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.584,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.686,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.788,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.889,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
72.989,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.095,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.194,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.309,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.409,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.511,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.612,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.712,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.812,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
73.912,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.012,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.112,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.214,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.314,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.419,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.518,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.618,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.72,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.82,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
74.92,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.02,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.125,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.224,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.324,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.426,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.527,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.628,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.729,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.828,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
75.928,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.029,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.129,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.23,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.33,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.43,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.531,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.633,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.732,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.834,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
76.934,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.035,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.136,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.245,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.347,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.448,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.548,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.648,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.748,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.849,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
77.949,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.051,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.152,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.258,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.373,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.473,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.573,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.673,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.773,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.873,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
78.976,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.076,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.176,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.276,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.377,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.477,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.578,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.68,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.78,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.88,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
79.98,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.08,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.182,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.284,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.384,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.485,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.585,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.685,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.785,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.884,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
80.989,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.089,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.19,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.29,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.39,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.49,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.59,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.69,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.79,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.89,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
81.99,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.09,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.191,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.297,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.398,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.498,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.598,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.7,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.801,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
82.9,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.001,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.103,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.203,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.303,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.403,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.503,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.603,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.703,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.803,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
83.905,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.005,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.105,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.205,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.305,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.405,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.505,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.605,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.709,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.808,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
84.911,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.011,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.111,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.211,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.311,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.412,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.513,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.613,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.714,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.814,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
85.914,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.013,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.113,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.214,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.314,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.416,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.516,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.617,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.717,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.818,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
86.921,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.024,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.124,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.224,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.328,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.427,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.527,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.627,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.728,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.828,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
87.928,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.032,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.133,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.234,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.334,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.438,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.557,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.657,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.758,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.858,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
88.958,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.058,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.158,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.259,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.36,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.461,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.563,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.664,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.765,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.865,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
89.965,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.067,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.167,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.267,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.368,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.479,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.579,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.68,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.78,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.881,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
90.981,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.081,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.182,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.283,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.383,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.485,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.586,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.687,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.79,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.89,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
91.992,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.092,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.203,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.302,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.403,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.504,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.604,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.706,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.805,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
92.905,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.006,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.105,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.207,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.306,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.406,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.506,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.606,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.706,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.806,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
93.906,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.01,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.109,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.211,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.311,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.411,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.511,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.614,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.713,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.814,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
94.913,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.013,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.117,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.216,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.316,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.417,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.516,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.616,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.716,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.816,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
95.918,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.019,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.119,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.219,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.319,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.42,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.52,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.62,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.721,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.82,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
96.92,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.022,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.124,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.224,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.324,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.425,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.525,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.625,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
97.725,6.0708,3.5884,1.4449,0.0,0.0,0.0,,,,,0
