t,x_map,y_map,rumo,v_medido,wz_medido,v_seguidor,v_apos_reflexo,v_desencalhe,v_entra_compensador,v_sai_compensador,freio_agindo
33.431,4.1731,1.5363,0.8285,0.3374,-0.2526,0.4018,0.0,,0.0,-0.5,1
33.531,4.195,1.5623,0.8028,0.3362,-0.2633,0.3971,0.0,,0.0,-0.5,1
33.631,4.2155,1.5854,0.7802,0.2597,-0.1572,0.3874,0.0,,0.0,-0.5,1
33.731,4.2312,1.6018,0.7676,0.1769,-0.0309,0.3789,0.0,,0.0,0.0,0
33.831,4.2417,1.612,0.7643,0.0969,-0.0309,0.3784,0.0,,0.0,0.0,0
33.932,4.2465,1.6166,0.7615,0.0169,-0.0309,0.3811,0.0,,0.0,0.0,0
34.032,4.2456,1.6157,0.7587,-0.0631,-0.0309,0.377,0.0,,0.0,0.0,0
34.132,4.2388,1.6094,0.7559,-0.1431,-0.0309,0.3956,0.0,,0.0,0.0,0
34.232,4.2262,1.5975,0.7533,-0.2232,-0.0249,0.2135,0.0,,0.0,0.0,0
34.332,4.2112,1.5835,0.7514,-0.1794,-0.0162,0.2114,0.0,,0.0,0.0,0
34.432,4.1998,1.5727,0.75,-0.1236,-0.0112,0.2092,0.0,,0.0,0.0,0
34.532,4.1926,1.5658,0.7491,-0.0671,-0.0061,0.2079,0.0,,0.0,0.0,0
34.632,4.1895,1.5627,0.7488,-0.0107,0.0,0.1959,0.0,,0.0,0.0,0
34.732,4.1893,1.5623,0.7488,0.0,0.0,0.1957,0.0,,0.0,0.0,0
34.832,4.1896,1.5623,0.7488,0.0,0.0,0.4616,0.0,,0.0,0.0,0
34.933,4.1899,1.5623,0.7489,0.0,0.0,0.4616,0.0,,0.0,0.0,0
35.035,4.1903,1.5623,0.7489,0.0,0.0,0.4616,0.0,,0.0,0.0,0
35.135,4.1906,1.5623,0.749,0.0,0.0,0.4616,0.0,,0.0,0.0,0
35.236,4.1909,1.5623,0.749,0.0,0.0,0.4616,0.0,,0.0,0.0,0
35.339,4.1912,1.5623,0.7491,0.0,0.0,0.4616,0.0,,0.0,0.0,0
35.438,4.1915,1.5623,0.7491,0.0,0.0,0.4616,,,,,0
35.538,4.1918,1.5623,0.7492,0.0,0.0,0.4616,,,,,0
35.64,4.1921,1.5623,0.7492,0.0,0.0,0.4616,,,,,0
35.742,4.1925,1.5622,0.7493,0.0,0.0,0.4338,,,,,0
35.841,4.1928,1.5622,0.7493,0.0,0.0,0.4338,,,,,0
35.947,4.1931,1.5622,0.7494,0.0,0.0,0.4338,,,,,0
36.048,4.1934,1.5622,0.7494,0.0,0.0,0.4338,,,,,0
36.149,4.1937,1.5622,0.7495,0.0,0.0,0.4338,,,,,0
36.249,4.194,1.5622,0.7495,0.0,0.0,0.4338,,,,,0
36.35,4.1943,1.5622,0.7496,0.0,0.0,0.4338,,,,,0
36.449,4.1947,1.5622,0.7497,0.0,0.0,0.4338,,,,,0
36.555,4.195,1.5622,0.7497,0.0,0.0,0.4338,,,,,0
36.662,4.1953,1.5622,0.7498,0.0,0.0,0.4338,,,,,0
36.762,4.1956,1.5622,0.7498,0.0,0.0,0.4616,,,,,0
36.862,4.1959,1.5622,0.7499,0.0,0.0,0.4616,,,,,0
36.962,4.1962,1.5622,0.7499,0.0,0.0,0.4616,,,,,0
37.061,4.1966,1.5622,0.75,0.0,0.0,0.4616,,,,,0
37.165,4.1969,1.5622,0.75,0.0,0.0,0.4616,,,,,0
37.265,4.1972,1.5622,0.7501,0.0,0.0,0.4616,,,,,0
37.366,4.1975,1.5622,0.7501,0.0,0.0,0.4616,,,,,0
37.467,4.1978,1.5622,0.7502,0.0,0.0,0.4616,,,,,0
37.568,4.1981,1.5622,0.7502,0.0,0.0,0.4616,,,,,0
37.67,4.1984,1.5622,0.7503,0.0,0.0,0.4616,,-0.203,-0.203,-0.203,0
37.769,4.1988,1.5621,0.7503,0.0,0.0,0.4616,,-0.203,-0.203,-0.203,0
37.869,4.1991,1.5621,0.7504,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
37.971,4.1994,1.5621,0.7504,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
38.071,4.1997,1.5621,0.7505,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
38.17,4.1977,1.5601,0.7494,-0.0785,-0.0309,0.0,,-0.203,-0.203,-0.203,0
38.27,4.1897,1.5527,0.7465,-0.1593,-0.0309,0.0,,-0.203,-0.203,-0.203,0
38.372,4.1758,1.5399,0.7437,-0.2393,-0.0309,0.0,,-0.203,-0.203,-0.203,0
38.472,4.1566,1.5224,0.741,-0.2936,-0.0283,0.0,,-0.203,-0.203,-0.203,0
38.575,4.1352,1.5027,0.7385,-0.2928,-0.0223,0.0,,-0.203,-0.203,-0.203,0
38.674,4.1137,1.4831,0.737,-0.2904,-0.0073,0.0,0.1741,0.0,0.0,0.5,1
38.777,4.092,1.463,0.7375,-0.287,0.014,0.1741,0.1741,0.0,0.0,0.5,1
38.876,4.0706,1.4428,0.7394,-0.287,0.014,0.1545,0.1548,,,,0
38.977,4.0493,1.4227,0.7412,-0.287,0.014,0.1536,0.1538,,,,0
39.077,4.028,1.4025,0.743,-0.287,0.014,0.1528,0.153,,0.1522,0.1522,0
39.177,4.0067,1.3822,0.7449,-0.287,0.014,0.1522,0.1522,,0.1522,0.1522,0
39.277,3.9873,1.3641,0.7426,-0.2078,-0.1132,0.1506,0.1518,,0.1518,0.1518,0
39.377,3.9734,1.3518,0.7354,-0.127,0.0,0.1483,0.1483,,0.1483,0.1483,0
39.477,3.9659,1.3445,0.7359,-0.047,0.0,0.1482,0.1482,,0.1482,0.1482,0
39.577,3.9644,1.3424,0.7376,0.0322,0.0368,0.1485,0.1482,,0.1482,0.1482,0
39.677,3.9688,1.3457,0.7409,0.1122,0.0082,0.4997,0.4997,,0.4997,0.4997,0
39.779,3.9788,1.3546,0.7382,0.1922,-0.1176,0.4997,0.4997,,0.4997,0.4997,0
39.88,3.9941,1.3696,0.7228,0.273,-0.2474,0.4988,0.4988,,0.4988,0.4988,0
39.983,4.0134,1.3887,0.6936,0.2866,-0.376,0.5,0.4667,,0.4667,0.4667,0
40.085,4.0344,1.409,0.6555,0.3168,-0.3868,0.5,0.4947,,0.4947,0.4947,0
40.185,4.0584,1.4298,0.621,0.3294,-0.3065,0.5,0.4333,,0.4333,0.4333,0
40.285,4.0839,1.4497,0.5951,0.3265,-0.1958,0.5,0.4,,0.4,0.4,0
40.385,4.1091,1.4673,0.5814,0.2923,-0.0596,0.4959,0.4629,,0.4629,0.4629,0
40.488,4.1326,1.4822,0.5809,0.2737,0.069,0.4984,0.4309,,0.4309,0.4309,0
40.588,4.1528,1.4946,0.5856,0.1945,-0.0,0.4975,0.398,,0.398,0.398,0
40.688,4.1712,1.506,0.5906,0.2743,0.1303,0.4973,0.3647,,0.3647,0.3647,0
40.788,4.195,1.5209,0.5993,0.3088,0.0,0.4965,0.2648,,0.2648,0.2648,0
40.888,4.2199,1.5376,0.5987,0.3021,-0.0288,0.4769,0.3507,,0.3507,0.3507,0
40.988,4.2452,1.5551,0.5915,0.3332,-0.1573,0.4721,0.0,,0.0,-0.5,1
41.088,4.2719,1.574,0.5738,0.3319,-0.2177,0.4597,0.0,,0.0,-0.5,1
41.188,4.2979,1.5917,0.557,0.3053,-0.0904,0.4482,0.0,,0.0,-0.5,1
41.288,4.3207,1.606,0.5506,0.226,-0.0309,0.4439,0.0,,0.0,-0.5,1
41.392,4.3367,1.6157,0.5482,0.1452,-0.0309,0.4429,0.0,,0.0,0.0,0
41.493,4.346,1.6212,0.5458,0.066,-0.0309,0.4432,0.0,,0.0,0.0,0
41.593,4.3492,1.6237,0.5435,-0.0148,-0.0309,0.4406,0.0,,0.0,0.0,0
41.693,4.3455,1.622,0.541,-0.0948,-0.0309,0.4469,0.0,,0.0,0.0,0
41.795,4.335,1.6162,0.5386,-0.174,-0.0309,0.4494,0.0,,0.0,0.0,0
41.897,4.3181,1.6067,0.5364,-0.2405,-0.0241,0.1877,0.0,,0.0,0.0,0
41.998,4.2998,1.5962,0.5349,-0.1868,-0.0169,0.1841,0.0,,0.0,0.0,0
42.1,4.2861,1.5885,0.534,-0.1241,-0.0112,0.1825,0.0,,0.0,0.0,0
42.202,4.2774,1.5838,0.5335,-0.0734,-0.0092,0.1815,0.0,,0.0,0.0,0
42.302,4.2733,1.5817,0.5334,-0.0164,-0.0021,0.1809,0.0,,0.0,0.0,0
42.404,4.2729,1.5817,0.5338,0.0,0.0,0.1807,0.0,,0.0,0.0,0
42.526,4.2735,1.5822,0.5344,0.0,0.0,0.4863,0.0,,0.0,0.0,0
42.627,4.2739,1.5827,0.5348,0.0,0.0,0.4863,0.0,,0.0,0.0,0
42.726,4.2744,1.5832,0.5353,0.0,0.0,0.4863,0.0,,0.0,0.0,0
42.828,4.2749,1.5837,0.5358,0.0,0.0,0.4863,0.0,,0.0,0.0,0
42.928,4.2753,1.5842,0.5363,0.0,0.0,0.4904,0.0,,0.0,0.0,0
43.028,4.2758,1.5846,0.5367,0.0,0.0,0.4904,0.0,,0.0,0.0,0
43.128,4.2762,1.5851,0.5372,0.0,0.0,0.4904,,,,,0
43.228,4.2767,1.5856,0.5377,0.0,0.0,0.4904,,,,,0
43.328,4.2771,1.5861,0.5381,0.0,0.0,0.4904,,,,,0
43.433,4.2776,1.5866,0.5386,0.0,0.0,0.4904,,,,,0
43.532,4.2781,1.5871,0.5391,0.0,0.0,0.4904,,,,,0
43.632,4.2785,1.5875,0.5396,0.0,0.0,0.4904,,,,,0
43.732,4.279,1.588,0.5401,0.0,0.0,0.4904,,,,,0
43.834,4.2794,1.5885,0.5405,0.0,0.0,0.4904,,,,,0
43.934,4.2799,1.589,0.541,0.0,0.0,0.4698,,,,,0
44.044,4.2804,1.5895,0.5415,0.0,0.0,0.4698,,,,,0
44.149,4.2808,1.59,0.542,0.0,0.0,0.4698,,,,,0
44.251,4.2813,1.5905,0.5425,0.0,0.0,0.4698,,,,,0
44.35,4.2817,1.5909,0.543,0.0,0.0,0.4698,,,,,0
44.45,4.2822,1.5914,0.5434,0.0,0.0,0.4698,,,,,0
44.55,4.2826,1.5919,0.5439,0.0,0.0,0.4698,,,,,0
44.65,4.283,1.5923,0.5444,0.0,0.0,0.4698,,,,,0
44.758,4.2835,1.5928,0.5449,0.0,0.0,0.4698,,,,,0
44.862,4.284,1.5933,0.5454,0.0,0.0,0.4698,,,,,0
44.962,4.2844,1.5938,0.5459,0.0,0.0,0.4698,,,,,0
45.064,4.2848,1.5943,0.5463,0.0,0.0,0.4698,,,,,0
45.162,4.2853,1.5947,0.5468,0.0,0.0,0.4698,,,,,0
45.262,4.2857,1.5952,0.5473,0.0,0.0,0.4698,,,,,0
45.362,4.2861,1.5957,0.5478,0.0,0.0,0.4698,,-0.203,-0.203,-0.203,0
45.464,4.2866,1.5961,0.5482,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
45.566,4.287,1.5966,0.5487,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
45.666,4.2875,1.5971,0.5492,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
45.766,4.2879,1.5976,0.5497,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
45.866,4.2857,1.5965,0.5489,-0.0793,-0.0309,0.0,,-0.203,-0.203,-0.203,0
45.966,4.2765,1.5913,0.5465,-0.1585,-0.0309,0.0,,-0.203,-0.203,-0.203,0
46.066,4.2605,1.5821,0.5441,-0.2385,-0.0309,0.0,,-0.203,-0.203,-0.203,0
46.166,4.2384,1.5693,0.5417,-0.2949,-0.0304,0.0,,-0.203,-0.203,-0.203,0
46.268,4.2136,1.5548,0.5396,-0.2928,-0.0223,0.0,,-0.203,-0.203,-0.203,0
46.37,4.189,1.5404,0.5385,-0.2904,-0.0073,0.0,0.1761,0.0,0.0,0.5,1
46.484,4.1647,1.526,0.5392,-0.2868,0.0159,0.1761,0.1761,0.0,0.0,0.5,1
46.585,4.1406,1.5115,0.5413,-0.2868,0.0159,0.1747,0.1747,,,,0
46.684,4.1166,1.497,0.5433,-0.2868,0.0159,0.1735,0.1735,,,,0
46.784,4.0925,1.4823,0.5454,-0.2868,0.0159,0.1724,0.1724,,0.1714,0.1714,0
46.885,4.0665,1.4657,0.5466,-0.2868,0.0159,0.1714,0.1714,,0.1714,0.1714,0
46.985,4.0427,1.4508,0.543,-0.2074,-0.1543,0.1699,0.1699,,0.1699,0.1699,0
47.085,4.0252,1.4407,0.5328,-0.1276,0.0,0.5,0.5,,0.5,0.5,0
47.187,4.015,1.434,0.5328,-0.0476,0.0,0.5,0.5,,0.5,0.5,0
47.287,4.0115,1.4316,0.5282,0.0309,-0.15,0.5,0.5,,0.5,0.5,0
47.386,4.0142,1.4343,0.5085,0.1083,-0.2948,0.4998,0.4998,,0.4998,0.4998,0
47.486,4.0238,1.441,0.4831,0.1926,-0.1634,0.4906,0.4906,,0.4906,0.4906,0
47.586,4.0412,1.4506,0.4674,0.2715,-0.1364,0.4987,0.4628,,0.4628,0.4628,0
47.689,4.0651,1.4631,0.45,0.3274,-0.24,0.4991,0.4658,,0.4658,0.4658,0
47.79,4.0916,1.4763,0.4309,0.3004,-0.0962,0.4985,0.432,,0.432,0.432,0
47.894,4.1166,1.487,0.4267,0.2834,0.0559,0.4981,0.3985,,0.3985,0.3985,0
47.994,4.1407,1.4961,0.4367,0.2688,0.1804,0.4996,0.3997,,0.3997,0.3997,0
48.094,4.1637,1.5042,0.4576,0.255,0.2706,0.4974,0.4974,,0.4974,0.4974,0
48.198,4.1856,1.5118,0.4857,0.249,0.3083,0.4937,0.4937,,0.4937,0.4937,0
48.303,4.2071,1.5197,0.516,0.2504,0.2999,0.4886,0.4926,,0.4926,0.4926,0
48.401,4.2285,1.5288,0.5443,0.2543,0.275,0.4837,0.4837,,0.4837,0.4837,0
48.501,4.252,1.5405,0.5667,0.332,0.1384,0.4776,0.0,,0.0,-0.5,1
48.603,4.2784,1.5559,0.5738,0.3209,-0.0086,0.4734,0.0,,0.0,-0.5,1
48.705,4.3032,1.5717,0.5677,0.31,-0.1359,0.468,0.0,,0.0,-0.5,1
48.805,4.3271,1.5876,0.5488,0.3068,-0.2645,0.4588,0.0,,0.0,-0.5,1
48.907,4.3504,1.6034,0.5261,0.2295,-0.157,0.4483,0.0,,0.0,-0.5,1
49.007,4.3673,1.6141,0.5132,0.1475,-0.0309,0.4423,0.0,,0.0,0.0,0
49.106,4.3778,1.62,0.5098,0.0683,-0.0309,0.47,0.0,,0.0,0.0,0
49.208,4.3813,1.622,0.5069,-0.0133,-0.0309,0.4727,0.0,,0.0,0.0,0
49.307,4.3776,1.6201,0.5037,-0.0937,-0.0345,0.4803,0.0,,0.0,0.0,0
49.41,4.367,1.6144,0.5003,-0.1734,-0.0316,0.4814,0.0,,0.0,0.0,0
49.51,4.3499,1.6051,0.4976,-0.2401,-0.0245,0.1811,0.0,,0.0,0.0,0
49.61,4.3314,1.5951,0.4956,-0.1787,-0.021,0.1795,0.0,,0.0,0.0,0
49.714,4.3179,1.5879,0.4938,-0.1223,-0.0141,0.1782,0.0,,0.0,0.0,0
49.815,4.3092,1.5831,0.4926,-0.0716,-0.0082,0.1739,0.0,,0.0,0.0,0
49.915,4.3051,1.5809,0.4921,-0.0152,0.0,0.1734,0.0,,0.0,0.0,0
50.015,4.3048,1.5805,0.492,0.0,0.0,0.1732,0.0,,0.0,0.0,0
50.117,4.3053,1.5806,0.4919,0.0,0.0,0.4927,0.0,,0.0,0.0,0
50.217,4.3058,1.5807,0.4919,0.0,0.0,0.4932,0.0,,0.0,0.0,0
50.317,4.3063,1.5807,0.4919,0.0,0.0,0.4932,0.0,,0.0,0.0,0
50.417,4.3067,1.5808,0.4919,0.0,0.0,0.4932,0.0,,0.0,0.0,0
50.517,4.3072,1.5809,0.4918,0.0,0.0,0.4932,0.0,,0.0,0.0,0
50.618,4.3077,1.581,0.4918,0.0,0.0,0.4932,0.0,,0.0,0.0,0
50.718,4.3082,1.581,0.4918,0.0,0.0,0.4932,,,,,0
50.818,4.3087,1.5811,0.4917,0.0,0.0,0.4932,,,,,0
50.918,4.3091,1.5812,0.4917,0.0,0.0,0.4932,,,,,0
51.019,4.3096,1.5812,0.4917,0.0,0.0,0.4932,,,,,0
51.119,4.3101,1.5813,0.4916,0.0,0.0,0.4932,,,,,0
51.222,4.3106,1.5814,0.4916,0.0,0.0,0.4733,,,,,0
51.322,4.3111,1.5815,0.4916,0.0,0.0,0.4733,,,,,0
51.421,4.3116,1.5815,0.4915,0.0,0.0,0.4733,,,,,0
51.522,4.312,1.5816,0.4915,0.0,0.0,0.4733,,,,,0
51.633,4.3126,1.5817,0.4915,0.0,0.0,0.4733,,,,,0
51.733,4.3131,1.5818,0.4914,0.0,0.0,0.4733,,,,,0
51.833,4.3135,1.5818,0.4914,0.0,0.0,0.4733,,,,,0
51.932,4.314,1.5819,0.4914,0.0,0.0,0.4733,,,,,0
52.034,4.3145,1.582,0.4913,0.0,0.0,0.4733,,,,,0
52.135,4.315,1.582,0.4913,0.0,0.0,0.4733,,,,,0
52.235,4.3155,1.5821,0.4913,0.0,0.0,0.4733,,,,,0
52.337,4.316,1.5822,0.4912,0.0,0.0,0.4733,,,,,0
52.438,4.3164,1.5823,0.4912,0.0,0.0,0.4733,,,,,0
52.537,4.3169,1.5823,0.4912,0.0,0.0,0.4733,,,,,0
52.638,4.3174,1.5824,0.4911,0.0,0.0,0.4733,,,,,0
52.739,4.3179,1.5825,0.4911,0.0,0.0,0.4733,,,,,0
52.839,4.3184,1.5825,0.4911,0.0,0.0,0.4733,,,,,0
52.941,4.3189,1.5826,0.4911,0.0,0.0,0.4733,,,,,0
53.041,4.3193,1.5827,0.491,0.0,0.0,0.4733,,,,,0
53.143,4.3198,1.5828,0.491,0.0,0.0,0.4733,,-0.203,-0.203,-0.203,0
53.249,4.3203,1.5828,0.491,0.0,0.0,0.4733,,-0.203,-0.203,-0.203,0
53.352,4.3208,1.5829,0.4909,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
53.46,4.3214,1.583,0.4909,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
53.56,4.3218,1.5831,0.4909,0.0,0.0,0.0,,-0.203,-0.203,-0.203,0
53.662,4.3196,1.5817,0.4896,-0.0793,-0.0309,0.0,,-0.203,-0.203,-0.203,0
53.762,4.3101,1.5769,0.486,-0.1591,-0.0366,0.0,,-0.203,-0.203,-0.203,0
53.865,4.2935,1.5683,0.4824,-0.2395,-0.0323,0.0,,-0.203,-0.203,-0.203,0
53.965,4.2707,1.5565,0.4795,-0.2939,-0.0303,0.0,,-0.203,-0.203,-0.203,0
54.066,4.2451,1.5432,0.477,-0.2927,-0.0219,0.0,,-0.203,-0.203,-0.203,0
54.164,4.2196,1.53,0.4754,-0.2901,-0.0051,0.0,,-0.203,-0.203,-0.203,0
54.267,4.1944,1.5169,0.4757,-0.287,0.014,0.0,0.152,0.0,0.0,0.5,1
54.367,4.1695,1.5037,0.4778,-0.284,0.0335,0.152,0.152,0.0,0.0,0.5,1
54.466,4.1449,1.4904,0.4811,-0.284,0.0335,0.1517,0.1517,,,,0
54.567,4.1204,1.4771,0.4844,-0.284,0.0335,0.1515,0.1514,,,,0
54.666,4.0957,1.4636,0.4876,-0.284,0.0335,0.1514,0.1514,,0.5,0.5,0
54.768,4.0698,1.4499,0.4899,-0.284,0.0335,0.5,0.4667,,0.5,0.5,0
54.868,4.0462,1.4378,0.4881,-0.2042,-0.0963,0.5,0.5,,0.5,0.5,0
54.968,4.0294,1.43,0.4808,-0.124,0.0,0.5,0.5,,0.5,0.5,0
55.068,4.0199,1.4255,0.4798,-0.044,0.0,0.5,0.5,,0.5,0.5,0
55.169,4.0176,1.4247,0.4802,0.036,0.0388,0.5,0.5,,0.5,0.5,0
55.272,4.0223,1.4274,0.4825,0.1158,0.0187,0.5,0.5,,0.5,0.5,0
55.373,4.0341,1.434,0.4814,0.1968,-0.0401,0.4962,0.4962,,0.4962,0.4962,0
55.478,4.0528,1.4447,0.4738,0.2756,-0.1236,0.4997,0.4997,,0.4997,0.4997,0
55.578,4.0776,1.459,0.4573,0.3298,-0.2122,0.5,0.5,,0.5,0.5,0
55.678,4.1055,1.4744,0.4364,0.3234,-0.1674,0.5,0.5,,0.5,0.5,0
55.779,4.1329,1.4889,0.4137,0.3104,-0.2941,0.495,0.495,,0.495,0.495,0
55.881,4.1602,1.5029,0.3868,0.3254,-0.1837,0.4951,0.4946,,0.4946,0.4946,0
55.983,4.1878,1.5151,0.3723,0.2892,-0.0513,0.494,0.494,,0.494,0.494,0
56.087,4.2137,1.5252,0.3707,0.2869,0.0681,0.4943,0.4928,,0.4928,0.4928,0
56.191,4.2408,1.5356,0.3717,0.3224,-0.0618,0.496,0.496,,0.496,0.496,0
56.295,4.2695,1.5474,0.3616,0.3184,-0.1323,0.4945,0.495,,0.495,0.495,0
56.397,4.2984,1.5593,0.3448,0.3281,-0.1936,0.4923,0.4923,,0.4923,0.4923,0
56.497,4.3282,1.5714,0.3216,0.3359,-0.2653,0.4889,0.49,,0.49,0.49,0
56.597,4.3587,1.5832,0.2934,0.3341,-0.2768,0.486,0.486,,0.486,0.486,0
56.697,4.3908,1.594,0.262,0.3322,-0.2887,0.4856,0.4856,,0.4856,0.4856,0
56.801,4.4231,1.6036,0.2302,0.3336,-0.2796,0.4861,0.4861,,0.4861,0.4861,0
56.902,4.4559,1.6121,0.1989,0.3332,-0.2827,0.4875,0.4867,,0.4867,0.4867,0
57.002,4.4888,1.6195,0.1674,0.3332,-0.2823,0.4885,0.4885,,0.4885,0.4885,0
57.104,4.5221,1.6257,0.1363,0.3347,-0.2731,0.4905,0.4896,,0.4896,0.4896,0
57.203,4.5557,1.6308,0.1062,0.3367,-0.2601,0.4928,0.4928,,0.4928,0.4928,0
57.305,4.5895,1.6346,0.0777,0.335,-0.2377,0.4943,0.4943,,0.4943,0.4943,0
57.405,4.6233,1.6371,0.0514,0.3321,-0.219,0.4962,0.4962,,0.4962,0.4962,0
57.505,4.6571,1.6386,0.0273,0.3269,-0.1862,0.4887,0.4965,,0.4965,0.4965,0
57.605,4.6903,1.6388,0.0071,0.3206,-0.1458,0.49,0.4895,,0.4895,0.4895,0
57.706,4.723,1.6381,-0.0094,0.3158,-0.1156,0.4914,0.4905,,0.4905,0.4905,0
57.811,4.755,1.6363,-0.0221,0.3075,-0.0628,0.4947,0.4915,,0.4915,0.4915,0
57.913,4.7875,1.6343,-0.036,0.3375,-0.1914,0.4951,0.4951,,0.4951,0.4951,0
58.013,4.8219,1.6323,-0.0607,0.3373,-0.2563,0.4964,0.4964,,0.4964,0.4964,0
58.114,4.8562,1.6296,-0.0896,0.3363,-0.263,0.5,0.5,,0.5,0.5,0
58.217,4.8904,1.6257,-0.118,0.3342,-0.2321,0.5,0.5,,0.5,0.5,0
58.32,4.9242,1.6208,-0.1439,0.3332,-0.2263,0.4993,0.4993,,0.4993,0.4993,0
58.42,4.9573,1.6171,-0.1656,0.3182,-0.1538,0.0,0.4994,,0.4994,0.4994,0
58.524,4.9879,1.6122,-0.1768,0.284,-0.0123,0.0,0.0,,0.0,-0.5,1
58.624,5.0133,1.6074,-0.1804,0.2047,-0.0309,0.0,0.0,,0.0,-0.5,1
58.723,5.0356,1.6027,-0.1805,0.2599,0.1034,0.0,0.0,,0.0,0.0,0
58.823,5.0585,1.5976,-0.1764,0.1813,-0.0279,0.0,0.0,,0.0,0.0,0
58.924,5.0736,1.5946,-0.1809,0.1014,-0.0309,0.0,0.0,,0.0,0.0,0
59.023,5.0808,1.593,-0.1855,0.0206,-0.0309,0.0,0.0,,0.0,0.0,0
59.123,5.08,1.5928,-0.1898,-0.0595,-0.0273,0.0,0.0,,0.0,0.0,0
59.223,5.0713,1.5942,-0.1938,-0.1396,-0.0219,0.4479,0.4479,,0.4479,0.4479,0
59.332,5.0574,1.5965,-0.1974,-0.1518,-0.0137,0.199,0.2004,,0.2004,0.2004,0
59.443,5.0449,1.5985,-0.2005,-0.0914,-0.0086,0.1986,0.1986,,0.1986,0.1986,0
59.543,5.0384,1.5993,-0.203,-0.0321,-0.0031,0.1974,0.1974,,0.1974,0.1974,0
59.644,5.0381,1.5985,-0.2009,0.0472,0.1363,0.197,0.197,,0.197,0.197,0
59.744,5.0453,1.595,-0.185,0.1259,0.273,0.461,0.4592,,0.4592,0.4592,0
59.844,5.0584,1.5895,-0.1544,0.1517,0.4092,0.4084,0.4084,,0.4084,0.4084,0
59.944,5.0734,1.5831,-0.1102,0.1575,0.5406,0.4068,0.4068,,0.4068,0.4068,0
60.044,5.0892,1.5764,-0.0532,0.1679,0.6627,0.3996,0.3996,,0.3996,0.3996,0
60.144,5.1083,1.5701,0.0081,0.2309,0.5722,0.3723,0.3659,,0.3659,0.3659,0
60.244,5.1322,1.5656,0.059,0.2301,0.4971,0.3915,0.3915,,0.3915,0.3915,0
60.345,5.1564,1.5596,0.1021,0.2231,0.4726,0.4089,0.4089,,0.4089,0.4089,0
60.446,5.1805,1.5546,0.1454,0.2234,0.4713,0.4037,0.3929,,0.3929,0.3929,0
60.545,5.204,1.5502,0.1919,0.2099,0.5568,0.4065,0.4065,,0.4065,0.4065,0
60.646,5.2268,1.5461,0.2432,0.2118,0.5444,0.4075,0.4075,,0.4075,0.4075,0
60.747,5.2498,1.5433,0.293,0.2161,0.5173,0.4111,0.4111,,0.4111,0.4111,0
60.848,5.2745,1.5446,0.3449,0.2121,0.5424,0.4098,0.4109,,0.4109,0.4109,0
60.947,5.299,1.5469,0.3977,0.2146,0.5268,0.4173,0.4095,,0.4095,0.4095,0
61.048,5.3234,1.5505,0.449,0.2173,0.5097,0.423,0.4171,,0.4171,0.4171,0
61.148,5.3474,1.5554,0.4989,0.2199,0.493,0.4288,0.4288,,0.4288,0.4288,0
61.252,5.3689,1.5625,0.5509,0.219,0.4986,0.4386,0.4327,,0.4327,0.4327,0
61.351,5.3899,1.5707,0.603,0.2207,0.4915,0.4058,0.4058,,0.4058,0.4058,0
61.454,5.4107,1.5803,0.6535,0.2248,0.4725,0.413,0.413,,0.413,0.413,0
61.554,5.4311,1.5911,0.7023,0.2281,0.4563,0.4169,0.4128,,0.4128,0.4128,0
61.654,5.4512,1.6022,0.7485,0.2305,0.4429,0.4337,0.4225,,0.4225,0.4225,0
61.755,5.4711,1.6087,0.7917,0.2124,0.5475,0.4411,0.4378,,0.4378,0.4378,0
61.856,5.49,1.6149,0.8408,0.2166,0.5332,0.4435,0.441,,0.441,0.441,0
61.957,5.5085,1.622,0.889,0.2182,0.5258,0.4461,0.4461,,0.4461,0.4461,0
62.058,5.5263,1.6302,0.9367,0.2205,0.5153,0.46,0.4556,,0.4556,0.4556,0
62.16,5.544,1.6475,0.9916,0.2277,0.4825,0.4667,0.4631,,0.4631,0.4631,0
62.261,5.5608,1.6661,1.0435,0.2315,0.4517,0.474,0.4696,,0.4696,0.4696,0
62.36,5.5763,1.6861,1.0924,0.235,0.4234,0.4864,0.5,,0.5,0.5,0
62.463,5.5905,1.7077,1.1362,0.2488,0.3273,0.4922,0.4878,,0.4878,0.4878,0
62.565,5.6034,1.7313,1.1716,0.2563,0.274,0.4969,0.4969,,0.4969,0.4969,0
62.665,5.6159,1.7523,1.199,0.2648,0.2155,0.4944,0.4954,,0.4954,0.4954,0
62.765,5.6279,1.7764,1.2176,0.3233,0.0683,0.4927,0.4935,,0.4935,0.4935,0
62.866,5.6397,1.8049,1.2215,0.3352,-0.0658,0.4959,0.492,,0.492,0.492,0
62.97,5.6506,1.8343,1.2124,0.3345,-0.1956,0.4955,0.4955,,0.4955,0.4955,0
