fonte,t,x,y
caminho_realizado,54.267,4.1944,1.5169
caminho_realizado,54.367,4.1695,1.5037
caminho_realizado,54.466,4.1449,1.4904
caminho_realizado,54.567,4.1204,1.4771
caminho_realizado,54.666,4.0957,1.4636
caminho_realizado,54.768,4.0698,1.4499
caminho_realizado,54.868,4.0462,1.4378
caminho_realizado,54.968,4.0294,1.43
caminho_realizado,55.068,4.0199,1.4255
caminho_realizado,55.169,4.0176,1.4247
caminho_realizado,55.272,4.0223,1.4274
caminho_realizado,55.373,4.0341,1.434
caminho_realizado,55.478,4.0528,1.4447
caminho_realizado,55.578,4.0776,1.459
caminho_realizado,55.678,4.1055,1.4744
caminho_realizado,55.779,4.1329,1.4889
caminho_realizado,55.881,4.1602,1.5029
caminho_realizado,55.983,4.1878,1.5151
caminho_realizado,56.087,4.2137,1.5252
caminho_realizado,56.191,4.2408,1.5356
caminho_realizado,56.295,4.2695,1.5474
caminho_realizado,56.397,4.2984,1.5593
caminho_realizado,56.497,4.3282,1.5714
caminho_realizado,56.597,4.3587,1.5832
caminho_realizado,56.697,4.3908,1.594
caminho_realizado,56.801,4.4231,1.6036
caminho_realizado,56.902,4.4559,1.6121
caminho_realizado,57.002,4.4888,1.6195
caminho_realizado,57.104,4.5221,1.6257
caminho_realizado,57.203,4.5557,1.6308
caminho_realizado,57.305,4.5895,1.6346
caminho_realizado,57.405,4.6233,1.6371
caminho_realizado,57.505,4.6571,1.6386
caminho_realizado,57.605,4.6903,1.6388
caminho_realizado,57.706,4.723,1.6381
caminho_realizado,57.811,4.755,1.6363
caminho_realizado,57.913,4.7875,1.6343
caminho_realizado,58.013,4.8219,1.6323
caminho_realizado,58.114,4.8562,1.6296
caminho_realizado,58.217,4.8904,1.6257
caminho_realizado,58.32,4.9242,1.6208
caminho_realizado,58.42,4.9573,1.6171
caminho_realizado,58.524,4.9879,1.6122
caminho_realizado,58.624,5.0133,1.6074
caminho_realizado,58.723,5.0356,1.6027
caminho_realizado,58.823,5.0585,1.5976
caminho_realizado,58.924,5.0736,1.5946
caminho_realizado,59.023,5.0808,1.593
caminho_realizado,59.123,5.08,1.5928
caminho_realizado,59.223,5.0713,1.5942
caminho_realizado,59.332,5.0574,1.5965
caminho_realizado,59.443,5.0449,1.5985
caminho_realizado,59.543,5.0384,1.5993
caminho_realizado,59.644,5.0381,1.5985
caminho_realizado,59.744,5.0453,1.595
caminho_realizado,59.844,5.0584,1.5895
caminho_realizado,59.944,5.0734,1.5831
caminho_realizado,60.044,5.0892,1.5764
caminho_realizado,60.144,5.1083,1.5701
caminho_realizado,60.244,5.1322,1.5656
caminho_realizado,60.345,5.1564,1.5596
caminho_realizado,60.446,5.1805,1.5546
caminho_realizado,60.545,5.204,1.5502
caminho_realizado,60.646,5.2268,1.5461
caminho_realizado,60.747,5.2498,1.5433
caminho_realizado,60.848,5.2745,1.5446
caminho_realizado,60.947,5.299,1.5469
caminho_realizado,61.048,5.3234,1.5505
caminho_realizado,61.148,5.3474,1.5554
caminho_realizado,61.252,5.3689,1.5625
caminho_realizado,61.351,5.3899,1.5707
caminho_realizado,61.454,5.4107,1.5803
caminho_realizado,61.554,5.4311,1.5911
caminho_realizado,61.654,5.4512,1.6022
caminho_realizado,61.755,5.4711,1.6087
caminho_realizado,61.856,5.49,1.6149
caminho_realizado,61.957,5.5085,1.622
caminho_realizado,62.058,5.5263,1.6302
caminho_realizado,62.16,5.544,1.6475
caminho_realizado,62.261,5.5608,1.6661
caminho_realizado,62.36,5.5763,1.6861
caminho_realizado,62.463,5.5905,1.7077
caminho_realizado,62.565,5.6034,1.7313
caminho_realizado,62.665,5.6159,1.7523
caminho_realizado,62.765,5.6279,1.7764
caminho_realizado,62.866,5.6397,1.8049
caminho_realizado,62.97,5.6506,1.8343
caminho_realizado,63.069,5.6608,1.8636
caminho_realizado,63.175,5.6707,1.8921
caminho_realizado,63.275,5.6816,1.9206
caminho_realizado,63.374,5.6942,1.9496
caminho_realizado,63.474,5.7077,1.9786
caminho_realizado,63.574,5.7226,2.0086
caminho_realizado,63.674,5.738,2.0364
caminho_realizado,63.777,5.7529,2.0611
caminho_realizado,63.879,5.7666,2.082
caminho_realizado,63.978,5.7805,2.1019
caminho_realizado,64.078,5.7944,2.121
caminho_realizado,64.179,5.8081,2.1403
caminho_realizado,64.279,5.8209,2.16
caminho_realizado,64.382,5.8329,2.1802
caminho_realizado,64.482,5.8441,2.2006
caminho_realizado,64.582,5.8549,2.2215
caminho_realizado,64.682,5.8678,2.2436
caminho_realizado,64.783,5.8798,2.2661
caminho_realizado,64.882,5.8909,2.2889
caminho_realizado,64.983,5.901,2.3123
caminho_realizado,65.085,5.9102,2.3362
caminho_realizado,65.188,5.9176,2.3573
caminho_realizado,65.287,5.9219,2.3741
caminho_realizado,65.387,5.9254,2.3968
caminho_realizado,65.494,5.9277,2.4205
caminho_realizado,65.593,5.9283,2.4449
caminho_realizado,65.694,5.9273,2.4701
caminho_realizado,65.793,5.9245,2.4969
caminho_realizado,65.893,5.9202,2.526
caminho_realizado,65.993,5.915,2.5572
caminho_realizado,66.093,5.9097,2.5881
caminho_realizado,66.193,5.9051,2.6186
caminho_realizado,66.296,5.9007,2.6473
caminho_realizado,66.396,5.8974,2.6766
caminho_realizado,66.497,5.8952,2.7062
caminho_realizado,66.601,5.8941,2.7358
caminho_realizado,66.701,5.894,2.7658
caminho_realizado,66.801,5.8948,2.7956
caminho_realizado,66.908,5.8963,2.8248
caminho_realizado,67.008,5.8985,2.8539
caminho_realizado,67.108,5.9019,2.8834
caminho_realizado,67.208,5.9067,2.9166
caminho_realizado,67.311,5.9127,2.9496
caminho_realizado,67.413,5.9199,2.9825
caminho_realizado,67.526,5.9284,3.0153
caminho_realizado,67.629,5.9379,3.0477
caminho_realizado,67.731,5.9484,3.0785
caminho_realizado,67.834,5.9596,3.1075
caminho_realizado,67.933,5.9709,3.1342
caminho_realizado,68.034,5.981,3.1558
caminho_realizado,68.136,5.9912,3.1767
caminho_realizado,68.236,6.001,3.1976
caminho_realizado,68.336,6.0103,3.2186
caminho_realizado,68.438,6.019,3.2398
caminho_realizado,68.537,6.0269,3.2615
caminho_realizado,68.637,6.0342,3.2838
caminho_realizado,68.739,6.0408,3.3065
caminho_realizado,68.838,6.0469,3.3299
caminho_realizado,68.94,6.0527,3.3544
caminho_realizado,69.053,6.058,3.3788
caminho_realizado,69.157,6.0624,3.404
caminho_realizado,69.259,6.0656,3.4306
caminho_realizado,69.365,6.0681,3.4583
caminho_realizado,69.465,6.0703,3.4861
caminho_realizado,69.565,6.0721,3.5146
caminho_realizado,69.666,6.0733,3.5447
caminho_realizado,69.766,6.0746,3.5751
caminho_realizado,69.866,6.0765,3.6066
caminho_realizado,69.966,6.0787,3.6352
caminho_realizado,70.066,6.0806,3.6556
caminho_realizado,70.166,6.0818,3.668
caminho_realizado,70.268,6.082,3.6725
caminho_realizado,70.369,6.0814,3.669
caminho_realizado,70.469,6.0798,3.6575
caminho_realizado,70.57,6.0772,3.6384
caminho_realizado,70.67,6.0745,3.617
caminho_realizado,70.771,6.0725,3.6021
caminho_realizado,70.872,6.0715,3.5936
caminho_realizado,70.972,6.0709,3.5891
caminho_realizado,71.072,6.0708,3.5884
caminho_realizado,71.177,6.0708,3.5884
caminho_realizado,71.278,6.0708,3.5884
caminho_realizado,71.38,6.0708,3.5884
caminho_realizado,71.48,6.0708,3.5884
caminho_realizado,71.581,6.0708,3.5884
caminho_realizado,71.68,6.0708,3.5884
caminho_realizado,71.78,6.0708,3.5884
caminho_realizado,71.881,6.0708,3.5884
caminho_realizado,71.98,6.0708,3.5884
caminho_realizado,72.081,6.0708,3.5884
caminho_realizado,72.182,6.0708,3.5884
caminho_realizado,72.283,6.0708,3.5884
caminho_realizado,72.384,6.0708,3.5884
caminho_realizado,72.484,6.0708,3.5884
caminho_realizado,72.584,6.0708,3.5884
caminho_realizado,72.686,6.0708,3.5884
caminho_realizado,72.788,6.0708,3.5884
caminho_realizado,72.889,6.0708,3.5884
caminho_realizado,72.989,6.0708,3.5884
caminho_realizado,73.095,6.0708,3.5884
caminho_realizado,73.194,6.0708,3.5884
caminho_realizado,73.309,6.0708,3.5884
caminho_realizado,73.409,6.0708,3.5884
caminho_realizado,73.511,6.0708,3.5884
caminho_realizado,73.612,6.0708,3.5884
caminho_realizado,73.712,6.0708,3.5884
caminho_realizado,73.812,6.0708,3.5884
caminho_realizado,73.912,6.0708,3.5884
caminho_realizado,74.012,6.0708,3.5884
caminho_realizado,74.112,6.0708,3.5884
caminho_realizado,74.214,6.0708,3.5884
caminho_realizado,74.314,6.0708,3.5884
caminho_realizado,74.419,6.0708,3.5884
caminho_realizado,74.518,6.0708,3.5884
caminho_realizado,74.618,6.0708,3.5884
caminho_realizado,74.72,6.0708,3.5884
caminho_realizado,74.82,6.0708,3.5884
caminho_realizado,74.92,6.0708,3.5884
caminho_realizado,75.02,6.0708,3.5884
caminho_realizado,75.125,6.0708,3.5884
caminho_realizado,75.224,6.0708,3.5884
caminho_realizado,75.324,6.0708,3.5884
caminho_realizado,75.426,6.0708,3.5884
caminho_realizado,75.527,6.0708,3.5884
caminho_realizado,75.628,6.0708,3.5884
caminho_realizado,75.729,6.0708,3.5884
caminho_realizado,75.828,6.0708,3.5884
caminho_realizado,75.928,6.0708,3.5884
caminho_realizado,76.029,6.0708,3.5884
caminho_realizado,76.129,6.0708,3.5884
caminho_realizado,76.23,6.0708,3.5884
caminho_realizado,76.33,6.0708,3.5884
caminho_realizado,76.43,6.0708,3.5884
caminho_realizado,76.531,6.0708,3.5884
caminho_realizado,76.633,6.0708,3.5884
caminho_realizado,76.732,6.0708,3.5884
caminho_realizado,76.834,6.0708,3.5884
caminho_realizado,76.934,6.0708,3.5884
caminho_realizado,77.035,6.0708,3.5884
caminho_realizado,77.136,6.0708,3.5884
caminho_realizado,77.245,6.0708,3.5884
caminho_realizado,77.347,6.0708,3.5884
caminho_realizado,77.448,6.0708,3.5884
caminho_realizado,77.548,6.0708,3.5884
caminho_realizado,77.648,6.0708,3.5884
caminho_realizado,77.748,6.0708,3.5884
caminho_realizado,77.849,6.0708,3.5884
caminho_realizado,77.949,6.0708,3.5884
caminho_realizado,78.051,6.0708,3.5884
caminho_realizado,78.152,6.0708,3.5884
caminho_realizado,78.258,6.0708,3.5884
caminho_realizado,78.373,6.0708,3.5884
caminho_realizado,78.473,6.0708,3.5884
caminho_realizado,78.573,6.0708,3.5884
caminho_realizado,78.673,6.0708,3.5884
caminho_realizado,78.773,6.0708,3.5884
caminho_realizado,78.873,6.0708,3.5884
caminho_realizado,78.976,6.0708,3.5884
caminho_realizado,79.076,6.0708,3.5884
caminho_realizado,79.176,6.0708,3.5884
caminho_realizado,79.276,6.0708,3.5884
caminho_realizado,79.377,6.0708,3.5884
caminho_realizado,79.477,6.0708,3.5884
caminho_realizado,79.578,6.0708,3.5884
caminho_realizado,79.68,6.0708,3.5884
caminho_realizado,79.78,6.0708,3.5884
caminho_realizado,79.88,6.0708,3.5884
caminho_realizado,79.98,6.0708,3.5884
caminho_realizado,80.08,6.0708,3.5884
caminho_realizado,80.182,6.0708,3.5884
caminho_realizado,80.284,6.0708,3.5884
caminho_realizado,80.384,6.0708,3.5884
caminho_realizado,80.485,6.0708,3.5884
caminho_realizado,80.585,6.0708,3.5884
caminho_realizado,80.685,6.0708,3.5884
caminho_realizado,80.785,6.0708,3.5884
caminho_realizado,80.884,6.0708,3.5884
caminho_realizado,80.989,6.0708,3.5884
caminho_realizado,81.089,6.0708,3.5884
caminho_realizado,81.19,6.0708,3.5884
caminho_realizado,81.29,6.0708,3.5884
caminho_realizado,81.39,6.0708,3.5884
caminho_realizado,81.49,6.0708,3.5884
caminho_realizado,81.59,6.0708,3.5884
caminho_realizado,81.69,6.0708,3.5884
caminho_realizado,81.79,6.0708,3.5884
caminho_realizado,81.89,6.0708,3.5884
caminho_realizado,81.99,6.0708,3.5884
caminho_realizado,82.09,6.0708,3.5884
caminho_realizado,82.191,6.0708,3.5884
caminho_realizado,82.297,6.0708,3.5884
caminho_realizado,82.398,6.0708,3.5884
caminho_realizado,82.498,6.0708,3.5884
caminho_realizado,82.598,6.0708,3.5884
caminho_realizado,82.7,6.0708,3.5884
caminho_realizado,82.801,6.0708,3.5884
caminho_realizado,82.9,6.0708,3.5884
caminho_realizado,83.001,6.0708,3.5884
caminho_realizado,83.103,6.0708,3.5884
caminho_realizado,83.203,6.0708,3.5884
caminho_realizado,83.303,6.0708,3.5884
caminho_realizado,83.403,6.0708,3.5884
caminho_realizado,83.503,6.0708,3.5884
caminho_realizado,83.603,6.0708,3.5884
caminho_realizado,83.703,6.0708,3.5884
caminho_realizado,83.803,6.0708,3.5884
caminho_realizado,83.905,6.0708,3.5884
caminho_realizado,84.005,6.0708,3.5884
caminho_realizado,84.105,6.0708,3.5884
caminho_realizado,84.205,6.0708,3.5884
caminho_realizado,84.305,6.0708,3.5884
caminho_realizado,84.405,6.0708,3.5884
caminho_realizado,84.505,6.0708,3.5884
caminho_realizado,84.605,6.0708,3.5884
caminho_realizado,84.709,6.0708,3.5884
caminho_realizado,84.808,6.0708,3.5884
caminho_realizado,84.911,6.0708,3.5884
caminho_realizado,85.011,6.0708,3.5884
caminho_realizado,85.111,6.0708,3.5884
caminho_realizado,85.211,6.0708,3.5884
caminho_realizado,85.311,6.0708,3.5884
caminho_realizado,85.412,6.0708,3.5884
caminho_realizado,85.513,6.0708,3.5884
caminho_realizado,85.613,6.0708,3.5884
caminho_realizado,85.714,6.0708,3.5884
caminho_realizado,85.814,6.0708,3.5884
caminho_realizado,85.914,6.0708,3.5884
caminho_realizado,86.013,6.0708,3.5884
caminho_realizado,86.113,6.0708,3.5884
caminho_realizado,86.214,6.0708,3.5884
caminho_realizado,86.314,6.0708,3.5884
caminho_realizado,86.416,6.0708,3.5884
caminho_realizado,86.516,6.0708,3.5884
caminho_realizado,86.617,6.0708,3.5884
caminho_realizado,86.717,6.0708,3.5884
caminho_realizado,86.818,6.0708,3.5884
caminho_realizado,86.921,6.0708,3.5884
caminho_realizado,87.024,6.0708,3.5884
caminho_realizado,87.124,6.0708,3.5884
caminho_realizado,87.224,6.0708,3.5884
caminho_realizado,87.328,6.0708,3.5884
caminho_realizado,87.427,6.0708,3.5884
caminho_realizado,87.527,6.0708,3.5884
caminho_realizado,87.627,6.0708,3.5884
caminho_realizado,87.728,6.0708,3.5884
caminho_realizado,87.828,6.0708,3.5884
caminho_realizado,87.928,6.0708,3.5884
caminho_realizado,88.032,6.0708,3.5884
caminho_realizado,88.133,6.0708,3.5884
caminho_realizado,88.234,6.0708,3.5884
caminho_realizado,88.334,6.0708,3.5884
caminho_realizado,88.438,6.0708,3.5884
caminho_realizado,88.557,6.0708,3.5884
caminho_realizado,88.657,6.0708,3.5884
caminho_realizado,88.758,6.0708,3.5884
caminho_realizado,88.858,6.0708,3.5884
caminho_realizado,88.958,6.0708,3.5884
caminho_realizado,89.058,6.0708,3.5884
caminho_realizado,89.158,6.0708,3.5884
caminho_realizado,89.259,6.0708,3.5884
caminho_realizado,89.36,6.0708,3.5884
caminho_realizado,89.461,6.0708,3.5884
caminho_realizado,89.563,6.0708,3.5884
caminho_realizado,89.664,6.0708,3.5884
caminho_realizado,89.765,6.0708,3.5884
caminho_realizado,89.865,6.0708,3.5884
caminho_realizado,89.965,6.0708,3.5884
caminho_realizado,90.067,6.0708,3.5884
caminho_realizado,90.167,6.0708,3.5884
caminho_realizado,90.267,6.0708,3.5884
caminho_realizado,90.368,6.0708,3.5884
caminho_realizado,90.479,6.0708,3.5884
caminho_realizado,90.579,6.0708,3.5884
caminho_realizado,90.68,6.0708,3.5884
caminho_realizado,90.78,6.0708,3.5884
caminho_realizado,90.881,6.0708,3.5884
caminho_realizado,90.981,6.0708,3.5884
caminho_realizado,91.081,6.0708,3.5884
caminho_realizado,91.182,6.0708,3.5884
caminho_realizado,91.283,6.0708,3.5884
caminho_realizado,91.383,6.0708,3.5884
caminho_realizado,91.485,6.0708,3.5884
caminho_realizado,91.586,6.0708,3.5884
caminho_realizado,91.687,6.0708,3.5884
caminho_realizado,91.79,6.0708,3.5884
caminho_realizado,91.89,6.0708,3.5884
caminho_realizado,91.992,6.0708,3.5884
caminho_realizado,92.092,6.0708,3.5884
caminho_realizado,92.203,6.0708,3.5884
caminho_realizado,92.302,6.0708,3.5884
caminho_realizado,92.403,6.0708,3.5884
caminho_realizado,92.504,6.0708,3.5884
caminho_realizado,92.604,6.0708,3.5884
caminho_realizado,92.706,6.0708,3.5884
caminho_realizado,92.805,6.0708,3.5884
caminho_realizado,92.905,6.0708,3.5884
caminho_realizado,93.006,6.0708,3.5884
caminho_realizado,93.105,6.0708,3.5884
caminho_realizado,93.207,6.0708,3.5884
caminho_realizado,93.306,6.0708,3.5884
caminho_realizado,93.406,6.0708,3.5884
caminho_realizado,93.506,6.0708,3.5884
caminho_realizado,93.606,6.0708,3.5884
caminho_realizado,93.706,6.0708,3.5884
caminho_realizado,93.806,6.0708,3.5884
caminho_realizado,93.906,6.0708,3.5884
caminho_realizado,94.01,6.0708,3.5884
caminho_realizado,94.109,6.0708,3.5884
caminho_realizado,94.211,6.0708,3.5884
caminho_realizado,94.311,6.0708,3.5884
caminho_realizado,94.411,6.0708,3.5884
caminho_realizado,94.511,6.0708,3.5884
caminho_realizado,94.614,6.0708,3.5884
caminho_realizado,94.713,6.0708,3.5884
caminho_realizado,94.814,6.0708,3.5884
caminho_realizado,94.913,6.0708,3.5884
caminho_realizado,95.013,6.0708,3.5884
caminho_realizado,95.117,6.0708,3.5884
caminho_realizado,95.216,6.0708,3.5884
caminho_realizado,95.316,6.0708,3.5884
caminho_realizado,95.417,6.0708,3.5884
caminho_realizado,95.516,6.0708,3.5884
caminho_realizado,95.616,6.0708,3.5884
caminho_realizado,95.716,6.0708,3.5884
caminho_realizado,95.816,6.0708,3.5884
caminho_realizado,95.918,6.0708,3.5884
caminho_realizado,96.019,6.0708,3.5884
caminho_realizado,96.119,6.0708,3.5884
caminho_realizado,96.219,6.0708,3.5884
caminho_realizado,96.319,6.0708,3.5884
caminho_realizado,96.42,6.0708,3.5884
caminho_realizado,96.52,6.0708,3.5884
caminho_realizado,96.62,6.0708,3.5884
caminho_realizado,96.721,6.0708,3.5884
caminho_realizado,96.82,6.0708,3.5884
caminho_realizado,96.92,6.0708,3.5884
caminho_realizado,97.022,6.0708,3.5884
caminho_realizado,97.124,6.0708,3.5884
caminho_realizado,97.224,6.0708,3.5884
caminho_realizado,97.324,6.0708,3.5884
caminho_realizado,97.425,6.0708,3.5884
caminho_realizado,97.525,6.0708,3.5884
caminho_realizado,97.625,6.0708,3.5884
caminho_realizado,97.725,6.0708,3.5884
caminho_realizado,97.825,6.0708,3.5884
caminho_realizado,97.925,6.0708,3.5884
caminho_realizado,98.025,6.0708,3.5884
caminho_realizado,98.127,6.0708,3.5884
caminho_realizado,98.227,6.0708,3.5884
caminho_realizado,98.327,6.0708,3.5884
caminho_realizado,98.428,6.0708,3.5884
caminho_realizado,98.528,6.0708,3.5884
caminho_realizado,98.628,6.0708,3.5884
caminho_realizado,98.728,6.0708,3.5884
caminho_realizado,98.83,6.0708,3.5884
caminho_realizado,98.93,6.0708,3.5884
caminho_realizado,99.033,6.0708,3.5884
caminho_realizado,99.133,6.0708,3.5884
caminho_realizado,99.233,6.0708,3.5884
caminho_realizado,99.334,6.0708,3.5884
caminho_realizado,99.437,6.0708,3.5884
caminho_realizado,99.537,6.0708,3.5884
caminho_realizado,99.636,6.0708,3.5884
caminho_realizado,99.738,6.0708,3.5884
caminho_realizado,99.838,6.0708,3.5884
caminho_realizado,99.939,6.0708,3.5884
caminho_realizado,100.039,6.0708,3.5884
caminho_realizado,100.143,6.0708,3.5884
caminho_realizado,100.245,6.0708,3.5884
caminho_realizado,100.344,6.0708,3.5884
caminho_realizado,100.445,6.0708,3.5884
caminho_realizado,100.548,6.0708,3.5884
caminho_realizado,100.647,6.0708,3.5884
caminho_realizado,100.747,6.0708,3.5884
caminho_realizado,100.848,6.0708,3.5884
caminho_realizado,100.956,6.0708,3.5884
caminho_realizado,101.06,6.0708,3.5884
caminho_realizado,101.161,6.0708,3.5884
caminho_realizado,101.263,6.0708,3.5884
caminho_realizado,101.363,6.0708,3.5884
caminho_realizado,101.463,6.0708,3.5884
caminho_realizado,101.563,6.0708,3.5884
caminho_realizado,101.663,6.0708,3.5884
caminho_realizado,101.763,6.0708,3.5884
caminho_realizado,101.863,6.0708,3.5884
caminho_realizado,101.965,6.0708,3.5884
caminho_realizado,102.065,6.0708,3.5884
caminho_realizado,102.166,6.0708,3.5884
caminho_realizado,102.267,6.0708,3.5884
caminho_realizado,102.368,6.0708,3.5884
caminho_realizado,102.467,6.0708,3.5884
caminho_realizado,102.568,6.0708,3.5884
caminho_realizado,102.668,6.0708,3.5884
caminho_realizado,102.768,6.0708,3.5884
caminho_realizado,102.868,6.0708,3.5884
caminho_realizado,102.968,6.0708,3.5884
caminho_realizado,103.069,6.0708,3.5884
caminho_realizado,103.168,6.0708,3.5884
caminho_realizado,103.268,6.0708,3.5884
caminho_realizado,103.369,6.0708,3.5884
caminho_realizado,103.474,6.0708,3.5884
caminho_realizado,103.573,6.0708,3.5884
caminho_realizado,103.673,6.0708,3.5884
caminho_realizado,103.773,6.0708,3.5884
caminho_realizado,103.876,6.0708,3.5884
caminho_realizado,103.98,6.0708,3.5884
caminho_realizado,104.08,6.0708,3.5884
caminho_realizado,104.181,6.0708,3.5884
caminho_realizado,104.281,6.0708,3.5884
caminho_realizado,104.382,6.0708,3.5884
caminho_realizado,104.483,6.0708,3.5884
caminho_realizado,104.583,6.0708,3.5884
caminho_realizado,104.683,6.0708,3.5884
caminho_realizado,104.783,6.0708,3.5884
caminho_realizado,104.883,6.0708,3.5884
caminho_realizado,104.984,6.0708,3.5884
caminho_realizado,105.085,6.0708,3.5884
caminho_realizado,105.187,6.0708,3.5884
caminho_realizado,105.287,6.0708,3.5884
caminho_realizado,105.389,6.0708,3.5884
caminho_realizado,105.489,6.0708,3.5884
caminho_realizado,105.591,6.0708,3.5884
caminho_realizado,105.692,6.0708,3.5884
caminho_realizado,105.792,6.0708,3.5884
caminho_realizado,105.895,6.0708,3.5884
caminho_realizado,105.996,6.0708,3.5884
caminho_realizado,106.097,6.0708,3.5884
caminho_realizado,106.196,6.0708,3.5884
caminho_realizado,106.309,6.0708,3.5884
caminho_realizado,106.408,6.0708,3.5884
caminho_realizado,106.508,6.0708,3.5884
caminho_realizado,106.608,6.0708,3.5884
caminho_realizado,106.71,6.0708,3.5884
caminho_realizado,106.812,6.0708,3.5884
caminho_realizado,106.912,6.0708,3.5884
caminho_realizado,107.014,6.0708,3.5884
caminho_realizado,107.114,6.0708,3.5884
caminho_realizado,107.214,6.0708,3.5884
caminho_realizado,107.315,6.0708,3.5884
caminho_realizado,107.415,6.0708,3.5884
caminho_realizado,107.516,6.0708,3.5884
caminho_realizado,107.615,6.0708,3.5884
caminho_realizado,107.716,6.0708,3.5884
caminho_realizado,107.817,6.0708,3.5884
caminho_realizado,107.917,6.0708,3.5884
caminho_realizado,108.019,6.0708,3.5884
caminho_realizado,108.121,6.0708,3.5884
caminho_realizado,108.22,6.0708,3.5884
caminho_realizado,108.32,6.0708,3.5884
caminho_realizado,108.42,6.0708,3.5884
caminho_realizado,108.521,6.0708,3.5884
caminho_realizado,108.621,6.0708,3.5884
caminho_realizado,108.721,6.0708,3.5884
caminho_realizado,108.821,6.0708,3.5884
caminho_realizado,108.921,6.0708,3.5884
caminho_realizado,109.021,6.0708,3.5884
caminho_realizado,109.121,6.0708,3.5884
caminho_realizado,109.221,6.0708,3.5884
caminho_realizado,109.323,6.0708,3.5884
caminho_realizado,109.423,6.0708,3.5884
caminho_realizado,109.525,6.0708,3.5884
caminho_realizado,109.625,6.0708,3.5884
caminho_realizado,109.725,6.0708,3.5884
caminho_realizado,109.825,6.0708,3.5884
caminho_realizado,109.926,6.0708,3.5884
caminho_realizado,110.029,6.0708,3.5884
caminho_realizado,110.129,6.0708,3.5884
caminho_realizado,110.231,6.0708,3.5884
caminho_realizado,110.332,6.0708,3.5884
caminho_realizado,110.433,6.0708,3.5884
caminho_realizado,110.532,6.0708,3.5884
caminho_realizado,110.632,6.0708,3.5884
caminho_realizado,110.733,6.0708,3.5884
caminho_realizado,110.834,6.0708,3.5884
caminho_realizado,110.933,6.0708,3.5884
caminho_realizado,111.036,6.0708,3.5884
caminho_realizado,111.137,6.0708,3.5884
caminho_realizado,111.238,6.0708,3.5884
caminho_realizado,111.338,6.0708,3.5884
caminho_realizado,111.439,6.0708,3.5884
caminho_realizado,111.54,6.0708,3.5884
caminho_realizado,111.64,6.0708,3.5884
caminho_realizado,111.74,6.0708,3.5884
caminho_realizado,111.863,6.0708,3.5884
caminho_realizado,111.963,6.0708,3.5884
caminho_realizado,112.062,6.0708,3.5884
caminho_realizado,112.166,6.0708,3.5884
caminho_realizado,112.266,6.0708,3.5884
caminho_realizado,112.366,6.0708,3.5884
caminho_realizado,112.466,6.0708,3.5884
caminho_realizado,112.566,6.0708,3.5884
caminho_realizado,112.667,6.0708,3.5884
caminho_realizado,112.769,6.0708,3.5884
caminho_realizado,112.869,6.0708,3.5884
caminho_realizado,112.968,6.0708,3.5884
caminho_realizado,113.068,6.0708,3.5884
caminho_realizado,113.168,6.0708,3.5884
caminho_realizado,113.268,6.0708,3.5884
caminho_realizado,113.368,6.0708,3.5884
caminho_realizado,113.468,6.0708,3.5884
caminho_realizado,113.57,6.0708,3.5884
caminho_realizado,113.67,6.0708,3.5884
caminho_realizado,113.77,6.0708,3.5884
caminho_realizado,113.869,6.0708,3.5884
caminho_realizado,113.969,6.0708,3.5884
caminho_realizado,114.071,6.0708,3.5884
caminho_realizado,114.17,6.0708,3.5884
caminho_realizado,114.271,6.0708,3.5884
caminho_realizado,114.371,6.0708,3.5884
caminho_realizado,114.473,6.0708,3.5884
caminho_realizado,114.574,6.0708,3.5884
caminho_realizado,114.675,6.0708,3.5884
caminho_realizado,114.776,6.0708,3.5884
caminho_realizado,114.876,6.0708,3.5884
caminho_realizado,114.976,6.0708,3.5884
caminho_realizado,115.077,6.0708,3.5884
caminho_realizado,115.178,6.0708,3.5884
caminho_realizado,115.278,6.0708,3.5884
caminho_realizado,115.378,6.0708,3.5884
caminho_realizado,115.478,6.0708,3.5884
caminho_realizado,115.58,6.0708,3.5884
caminho_realizado,115.679,6.0708,3.5884
caminho_realizado,115.779,6.0708,3.5884
caminho_realizado,115.879,6.0708,3.5884
caminho_realizado,115.979,6.0708,3.5884
caminho_realizado,116.079,6.0708,3.5884
caminho_realizado,116.182,6.0708,3.5884
caminho_realizado,116.281,6.0708,3.5884
caminho_realizado,116.383,6.0708,3.5884
caminho_realizado,116.484,6.0708,3.5884
caminho_realizado,116.585,6.0708,3.5884
caminho_realizado,116.686,6.0708,3.5884
caminho_realizado,116.786,6.0708,3.5884
caminho_realizado,116.888,6.0708,3.5884
caminho_realizado,116.988,6.0708,3.5884
caminho_realizado,117.088,6.0708,3.5884
caminho_realizado,117.188,6.0708,3.5884
caminho_realizado,117.289,6.0708,3.5884
caminho_realizado,117.389,6.0708,3.5884
caminho_realizado,117.489,6.0708,3.5884
caminho_realizado,117.589,6.0708,3.5884
caminho_realizado,117.691,6.0708,3.5884
caminho_realizado,117.791,6.0708,3.5884
caminho_realizado,117.892,6.0708,3.5884
caminho_realizado,117.995,6.0708,3.5884
caminho_realizado,118.097,6.0708,3.5884
caminho_realizado,118.197,6.0708,3.5884
caminho_realizado,118.297,6.0708,3.5884
caminho_realizado,118.397,6.0708,3.5884
caminho_realizado,118.497,6.0708,3.5884
