fonte,t,x,y
caminho_realizado,118.6,6.0708,3.5884
caminho_realizado,118.7,6.0708,3.5884
caminho_realizado,118.799,6.0708,3.5884
caminho_realizado,118.9,6.0708,3.5884
caminho_realizado,119.003,6.0708,3.5884
caminho_realizado,119.103,6.0708,3.5884
caminho_realizado,119.203,6.0708,3.5884
caminho_realizado,119.305,6.0708,3.5884
caminho_realizado,119.406,6.0708,3.5884
caminho_realizado,119.506,6.0708,3.5884
caminho_realizado,119.606,6.0708,3.5884
caminho_realizado,119.708,6.0708,3.5884
caminho_realizado,119.807,6.0708,3.5884
caminho_realizado,119.907,6.0708,3.5884
caminho_realizado,120.007,6.0708,3.5884
caminho_realizado,120.107,6.0708,3.5884
caminho_realizado,120.207,6.0708,3.5884
caminho_realizado,120.31,6.0708,3.5884
caminho_realizado,120.411,6.0708,3.5884
caminho_realizado,120.513,6.0708,3.5884
caminho_realizado,120.621,6.0708,3.5884
caminho_realizado,120.72,6.0708,3.5884
caminho_realizado,120.821,6.0708,3.5884
caminho_realizado,120.921,6.0708,3.5884
caminho_realizado,121.021,6.0708,3.5884
caminho_realizado,121.123,6.0708,3.5884
caminho_realizado,121.223,6.0708,3.5884
caminho_realizado,121.325,6.0708,3.5884
caminho_realizado,121.429,6.0708,3.5884
caminho_realizado,121.528,6.0708,3.5884
caminho_realizado,121.63,6.0708,3.5884
caminho_realizado,121.73,6.0708,3.5884
caminho_realizado,121.832,6.0708,3.5884
caminho_realizado,121.933,6.0708,3.5884
caminho_realizado,122.033,6.0708,3.5884
caminho_realizado,122.133,6.0708,3.5884
caminho_realizado,122.233,6.0708,3.5884
caminho_realizado,122.332,6.0708,3.5884
caminho_realizado,122.432,6.0708,3.5884
caminho_realizado,122.534,6.0708,3.5884
caminho_realizado,122.635,6.0708,3.5884
caminho_realizado,122.739,6.0708,3.5884
caminho_realizado,122.838,6.0708,3.5884
caminho_realizado,122.94,6.0708,3.5884
caminho_realizado,123.04,6.0708,3.5884
caminho_realizado,123.14,6.0708,3.5884
caminho_realizado,123.241,6.0708,3.5884
caminho_realizado,123.342,6.0708,3.5884
caminho_realizado,123.442,6.0708,3.5884
caminho_realizado,123.542,6.0708,3.5884
caminho_realizado,123.642,6.0708,3.5884
caminho_realizado,123.744,6.0708,3.5884
caminho_realizado,123.844,6.0708,3.5884
caminho_realizado,123.943,6.0708,3.5884
caminho_realizado,124.044,6.0708,3.5884
caminho_realizado,124.146,6.0708,3.5884
caminho_realizado,124.246,6.0708,3.5884
caminho_realizado,124.346,6.0708,3.5884
caminho_realizado,124.446,6.0708,3.5884
caminho_realizado,124.545,6.0708,3.5884
caminho_realizado,124.647,6.0708,3.5884
caminho_realizado,124.747,6.0708,3.5884
caminho_realizado,124.847,6.0708,3.5884
caminho_realizado,124.948,6.0708,3.5884
caminho_realizado,125.05,6.0708,3.5884
caminho_realizado,125.151,6.0708,3.5884
caminho_realizado,125.251,6.0708,3.5884
caminho_realizado,125.353,6.0708,3.5884
caminho_realizado,125.455,6.0708,3.5884
caminho_realizado,125.558,6.0708,3.5884
caminho_realizado,125.659,6.0708,3.5884
caminho_realizado,125.76,6.0708,3.5884
caminho_realizado,125.861,6.0708,3.5884
caminho_realizado,125.96,6.0708,3.5884
caminho_realizado,126.062,6.0708,3.5884
caminho_realizado,126.165,6.0708,3.5884
caminho_realizado,126.265,6.0708,3.5884
caminho_realizado,126.368,6.0708,3.5884
caminho_realizado,126.468,6.0708,3.5884
caminho_realizado,126.568,6.0708,3.5884
caminho_realizado,126.669,6.0708,3.5884
caminho_realizado,126.771,6.0708,3.5884
caminho_realizado,126.872,6.0708,3.5884
caminho_realizado,126.971,6.0708,3.5884
caminho_realizado,127.071,6.0708,3.5884
caminho_realizado,127.172,6.0708,3.5884
caminho_realizado,127.272,6.0708,3.5884
caminho_realizado,127.372,6.0708,3.5884
caminho_realizado,127.473,6.0708,3.5884
caminho_realizado,127.573,6.0708,3.5884
caminho_realizado,127.673,6.0708,3.5884
caminho_realizado,127.775,6.0708,3.5884
caminho_realizado,127.875,6.0708,3.5884
caminho_realizado,127.975,6.0708,3.5884
caminho_realizado,128.075,6.0708,3.5884
caminho_realizado,128.175,6.0708,3.5884
caminho_realizado,128.275,6.0708,3.5884
caminho_realizado,128.377,6.0708,3.5884
caminho_realizado,128.477,6.0708,3.5884
caminho_realizado,128.577,6.0708,3.5884
caminho_realizado,128.677,6.0708,3.5884
caminho_realizado,128.795,6.0708,3.5884
caminho_realizado,128.9,6.0708,3.5884
caminho_realizado,129.002,6.0708,3.5884
caminho_realizado,129.103,6.0708,3.5884
caminho_realizado,129.202,6.0708,3.5884
caminho_realizado,129.302,6.0708,3.5884
caminho_realizado,129.402,6.0708,3.5884
caminho_realizado,129.524,6.0708,3.5884
caminho_realizado,129.628,6.0708,3.5884
caminho_realizado,129.727,6.0708,3.5884
caminho_realizado,129.827,6.0708,3.5884
caminho_realizado,129.929,6.0708,3.5884
caminho_realizado,130.029,6.0708,3.5884
caminho_realizado,130.129,6.0708,3.5884
caminho_realizado,130.229,6.0708,3.5884
caminho_realizado,130.33,6.0708,3.5884
caminho_realizado,130.43,6.0708,3.5884
caminho_realizado,130.532,6.0708,3.5884
caminho_realizado,130.632,6.0708,3.5884
caminho_realizado,130.734,6.0708,3.5884
caminho_realizado,130.834,6.0708,3.5884
caminho_realizado,130.936,6.0708,3.5884
caminho_realizado,131.037,6.0708,3.5884
caminho_realizado,131.136,6.0708,3.5884
caminho_realizado,131.239,6.0708,3.5884
caminho_realizado,131.339,6.0708,3.5884
caminho_realizado,131.44,6.0708,3.5884
caminho_realizado,131.54,6.0708,3.5884
caminho_realizado,131.641,6.0708,3.5884
caminho_realizado,131.741,6.0708,3.5884
caminho_realizado,131.843,6.0708,3.5884
caminho_realizado,131.944,6.0708,3.5884
caminho_realizado,132.044,6.0708,3.5884
caminho_realizado,132.144,6.0708,3.5884
caminho_realizado,132.244,6.0708,3.5884
caminho_realizado,132.346,6.0708,3.5884
caminho_realizado,132.447,6.0708,3.5884
caminho_realizado,132.546,6.0708,3.5884
caminho_realizado,132.646,6.0708,3.5884
caminho_realizado,132.747,6.0708,3.5884
caminho_realizado,132.847,6.0708,3.5884
caminho_realizado,132.947,6.0708,3.5884
caminho_realizado,133.05,6.0708,3.5884
caminho_realizado,133.15,6.0708,3.5884
caminho_realizado,133.253,6.0708,3.5884
caminho_realizado,133.367,6.0708,3.5884
caminho_realizado,133.466,6.0708,3.5884
caminho_realizado,133.57,6.0708,3.5884
caminho_realizado,133.687,6.0708,3.5884
caminho_realizado,133.789,6.0708,3.5884
caminho_realizado,133.89,6.0708,3.5884
caminho_realizado,133.989,6.0708,3.5884
caminho_realizado,134.089,6.0708,3.5884
caminho_realizado,134.19,6.0708,3.5884
caminho_realizado,134.29,6.0708,3.5884
caminho_realizado,134.391,6.0708,3.5884
caminho_realizado,134.49,6.0708,3.5884
caminho_realizado,134.592,6.0708,3.5884
caminho_realizado,134.692,6.0708,3.5884
caminho_realizado,134.792,6.0708,3.5884
caminho_realizado,134.892,6.0708,3.5884
caminho_realizado,134.995,6.0708,3.5884
caminho_realizado,135.096,6.0708,3.5884
caminho_realizado,135.196,6.0708,3.5884
caminho_realizado,135.297,6.0708,3.5884
caminho_realizado,135.397,6.0708,3.5884
caminho_realizado,135.497,6.0708,3.5884
caminho_realizado,135.597,6.0708,3.5884
caminho_realizado,135.697,6.0708,3.5884
caminho_realizado,135.815,6.0708,3.5884
caminho_realizado,135.927,6.0708,3.5884
caminho_realizado,136.045,6.0708,3.5884
caminho_realizado,136.148,6.0708,3.5884
caminho_realizado,136.248,6.0708,3.5884
caminho_realizado,136.348,6.0708,3.5884
caminho_realizado,136.449,6.0708,3.5884
caminho_realizado,136.559,6.0708,3.5884
caminho_realizado,136.663,6.0708,3.5884
caminho_realizado,136.774,6.0708,3.5884
caminho_realizado,136.881,6.0708,3.5884
caminho_realizado,136.981,6.0708,3.5884
caminho_realizado,137.08,6.0708,3.5884
caminho_realizado,137.18,6.0708,3.5884
caminho_realizado,137.281,6.0708,3.5884
caminho_realizado,137.381,6.0708,3.5884
caminho_realizado,137.48,6.0708,3.5884
caminho_realizado,137.58,6.0708,3.5884
caminho_realizado,137.68,6.0708,3.5884
caminho_realizado,137.78,6.0708,3.5884
caminho_realizado,137.88,6.0708,3.5884
caminho_realizado,137.98,6.0708,3.5884
caminho_realizado,138.08,6.0708,3.5884
caminho_realizado,138.181,6.0708,3.5884
caminho_realizado,138.28,6.0708,3.5884
caminho_realizado,138.38,6.0708,3.5884
caminho_realizado,138.482,6.0708,3.5884
caminho_realizado,138.583,6.0708,3.5884
caminho_realizado,138.683,6.0708,3.5884
caminho_realizado,138.784,6.0708,3.5884
caminho_realizado,138.883,6.0708,3.5884
caminho_realizado,138.986,6.0708,3.5884
caminho_realizado,139.086,6.0708,3.5884
caminho_realizado,139.186,6.0708,3.5884
caminho_realizado,139.288,6.0708,3.5884
caminho_realizado,139.389,6.0708,3.5884
caminho_realizado,139.488,6.0708,3.5884
caminho_realizado,139.588,6.0708,3.5884
caminho_realizado,139.688,6.0708,3.5884
caminho_realizado,139.789,6.0708,3.5884
caminho_realizado,139.889,6.0708,3.5884
caminho_realizado,139.989,6.0708,3.5884
caminho_realizado,140.091,6.0708,3.5884
caminho_realizado,140.192,6.0708,3.5884
caminho_realizado,140.293,6.0708,3.5884
caminho_realizado,140.393,6.0708,3.5884
caminho_realizado,140.492,6.0708,3.5884
caminho_realizado,140.592,6.0708,3.5884
caminho_realizado,140.692,6.0708,3.5884
caminho_realizado,140.799,6.0708,3.5884
caminho_realizado,140.904,6.0708,3.5884
caminho_realizado,141.004,6.0708,3.5884
caminho_realizado,141.106,6.0708,3.5884
caminho_realizado,141.206,6.0708,3.5884
caminho_realizado,141.308,6.0708,3.5884
caminho_realizado,141.407,6.0708,3.5884
caminho_realizado,141.51,6.0708,3.5884
caminho_realizado,141.613,6.0708,3.5884
caminho_realizado,141.712,6.0708,3.5884
caminho_realizado,141.813,6.0708,3.5884
caminho_realizado,141.913,6.0708,3.5884
caminho_realizado,142.018,6.0708,3.5884
caminho_realizado,142.118,6.0708,3.5884
caminho_realizado,142.219,6.0708,3.5884
caminho_realizado,142.32,6.0708,3.5884
caminho_realizado,142.419,6.0708,3.5884
caminho_realizado,142.52,6.0708,3.5884
caminho_realizado,142.619,6.0708,3.5884
caminho_realizado,142.72,6.0708,3.5884
caminho_realizado,142.82,6.0708,3.5884
caminho_realizado,142.921,6.0708,3.5884
caminho_realizado,143.021,6.0708,3.5884
caminho_realizado,143.123,6.0708,3.5884
caminho_realizado,143.223,6.0708,3.5884
caminho_realizado,143.323,6.0708,3.5884
caminho_realizado,143.423,6.0708,3.5884
caminho_realizado,143.523,6.0708,3.5884
caminho_realizado,143.623,6.0708,3.5884
caminho_realizado,143.723,6.0708,3.5884
caminho_realizado,143.823,6.0708,3.5884
caminho_realizado,143.944,6.0708,3.5884
caminho_realizado,144.048,6.0708,3.5884
caminho_realizado,144.147,6.0708,3.5884
caminho_realizado,144.247,6.0708,3.5884
caminho_realizado,144.347,6.0708,3.5884
caminho_realizado,144.45,6.0708,3.5884
caminho_realizado,144.55,6.0708,3.5884
caminho_realizado,144.651,6.0708,3.5884
caminho_realizado,144.752,6.0708,3.5884
caminho_realizado,144.856,6.0708,3.5884
caminho_realizado,144.957,6.0708,3.5884
caminho_realizado,145.056,6.0708,3.5884
caminho_realizado,145.157,6.0708,3.5884
caminho_realizado,145.258,6.0708,3.5884
caminho_realizado,145.36,6.0708,3.5884
caminho_realizado,145.46,6.0708,3.5884
caminho_realizado,145.561,6.0708,3.5884
caminho_realizado,145.662,6.0708,3.5884
caminho_realizado,145.762,6.0708,3.5884
caminho_realizado,145.863,6.0708,3.5884
caminho_realizado,145.967,6.0708,3.5884
caminho_realizado,146.067,6.0708,3.5884
caminho_realizado,146.168,6.0708,3.5884
caminho_realizado,146.268,6.0708,3.5884
caminho_realizado,146.368,6.0708,3.5884
caminho_realizado,146.468,6.0708,3.5884
caminho_realizado,146.568,6.0708,3.5884
caminho_realizado,146.669,6.0708,3.5884
caminho_realizado,146.77,6.0708,3.5884
caminho_realizado,146.87,6.0708,3.5884
caminho_realizado,146.97,6.0708,3.5884
caminho_realizado,147.07,6.0708,3.5884
caminho_realizado,147.17,6.0708,3.5884
caminho_realizado,147.27,6.0708,3.5884
caminho_realizado,147.37,6.0708,3.5884
caminho_realizado,147.471,6.0708,3.5884
caminho_realizado,147.57,6.0708,3.5884
caminho_realizado,147.67,6.0708,3.5884
caminho_realizado,147.772,6.0708,3.5884
caminho_realizado,147.872,6.0708,3.5884
caminho_realizado,147.972,6.0708,3.5884
caminho_realizado,148.072,6.0708,3.5884
caminho_realizado,148.174,6.0708,3.5884
caminho_realizado,148.275,6.0708,3.5884
caminho_realizado,148.376,6.0708,3.5884
caminho_realizado,148.476,6.0708,3.5884
caminho_realizado,148.576,6.0708,3.5884
caminho_realizado,148.678,6.0708,3.5884
caminho_realizado,148.778,6.0708,3.5884
caminho_realizado,148.877,6.0708,3.5884
caminho_realizado,148.977,6.0708,3.5884
caminho_realizado,149.077,6.0708,3.5884
caminho_realizado,149.177,6.0708,3.5884
caminho_realizado,149.278,6.0708,3.5884
caminho_realizado,149.379,6.0708,3.5884
caminho_realizado,149.478,6.0708,3.5884
caminho_realizado,149.579,6.0708,3.5884
caminho_realizado,149.68,6.0708,3.5884
caminho_realizado,149.781,6.0708,3.5884
caminho_realizado,149.882,6.0708,3.5884
caminho_realizado,149.983,6.0708,3.5884
caminho_realizado,150.082,6.0708,3.5884
caminho_realizado,150.182,6.0708,3.5884
caminho_realizado,150.282,6.0708,3.5884
caminho_realizado,150.383,6.0708,3.5884
caminho_realizado,150.483,6.0708,3.5884
caminho_realizado,150.583,6.0708,3.5884
caminho_realizado,150.682,6.0708,3.5884
caminho_realizado,150.783,6.0708,3.5884
caminho_realizado,150.883,6.0708,3.5884
caminho_realizado,150.983,6.0708,3.5884
caminho_realizado,151.083,6.0708,3.5884
caminho_realizado,151.185,6.0708,3.5884
caminho_realizado,151.285,6.0708,3.5884
caminho_realizado,151.384,6.0708,3.5884
caminho_realizado,151.485,6.0708,3.5884
caminho_realizado,151.585,6.0708,3.5884
caminho_realizado,151.685,6.0708,3.5884
caminho_realizado,151.785,6.0708,3.5884
caminho_realizado,151.886,6.0708,3.5884
caminho_realizado,151.986,6.0708,3.5884
caminho_realizado,152.097,6.0708,3.5884
caminho_realizado,152.206,6.0708,3.5884
caminho_realizado,152.306,6.0708,3.5884
caminho_realizado,152.406,6.0708,3.5884
caminho_realizado,152.508,6.0708,3.5884
caminho_realizado,152.607,6.0708,3.5884
caminho_realizado,152.708,6.0708,3.5884
caminho_realizado,152.817,6.0708,3.5884
caminho_realizado,152.922,6.0708,3.5884
caminho_realizado,153.023,6.0708,3.5884
caminho_realizado,153.123,6.0708,3.5884
caminho_realizado,153.225,6.0708,3.5884
caminho_realizado,153.326,6.0708,3.5884
caminho_realizado,153.427,6.0708,3.5884
caminho_realizado,153.527,6.0708,3.5884
caminho_realizado,153.627,6.0708,3.5884
caminho_realizado,153.726,6.0708,3.5884
caminho_realizado,153.828,6.0708,3.5884
caminho_realizado,153.928,6.0708,3.5884
caminho_realizado,154.027,6.0708,3.5884
caminho_realizado,154.129,6.0708,3.5884
caminho_realizado,154.233,6.0708,3.5884
caminho_realizado,154.334,6.0708,3.5884
caminho_realizado,154.438,6.0708,3.5884
caminho_realizado,154.538,6.0708,3.5884
caminho_realizado,154.638,6.0708,3.5884
caminho_realizado,154.744,6.0708,3.5884
caminho_realizado,154.845,6.0708,3.5884
caminho_realizado,154.944,6.0708,3.5884
caminho_realizado,155.044,6.0708,3.5884
caminho_realizado,155.144,6.0708,3.5884
caminho_realizado,155.247,6.0708,3.5884
caminho_realizado,155.353,6.0708,3.5884
caminho_realizado,155.464,6.0708,3.5884
caminho_realizado,155.567,6.0708,3.5884
caminho_realizado,155.676,6.0708,3.5884
caminho_realizado,155.779,6.0708,3.5884
caminho_realizado,155.879,6.0708,3.5884
caminho_realizado,155.981,6.0708,3.5884
caminho_realizado,156.081,6.0708,3.5884
caminho_realizado,156.185,6.0708,3.5884
caminho_realizado,156.285,6.0708,3.5884
caminho_realizado,156.387,6.0708,3.5884
caminho_realizado,156.489,6.0708,3.5884
caminho_realizado,156.591,6.0708,3.5884
caminho_realizado,156.691,6.0708,3.5884
caminho_realizado,156.791,6.0708,3.5884
caminho_realizado,156.891,6.0708,3.5884
caminho_realizado,156.991,6.0708,3.5884
caminho_realizado,157.091,6.0708,3.5884
caminho_realizado,157.191,6.0708,3.5884
caminho_realizado,157.293,6.0708,3.5884
caminho_realizado,157.398,6.0708,3.5884
caminho_realizado,157.5,6.0708,3.5884
caminho_realizado,157.6,6.0708,3.5884
caminho_realizado,157.703,6.0708,3.5884
caminho_realizado,157.804,6.0708,3.5884
caminho_realizado,157.906,6.0708,3.5884
caminho_realizado,158.007,6.0708,3.5884
caminho_realizado,158.107,6.0708,3.5884
caminho_realizado,158.208,6.0708,3.5884
caminho_realizado,158.311,6.0708,3.5884
caminho_realizado,158.414,6.0708,3.5884
caminho_realizado,158.513,6.0708,3.5884
caminho_realizado,158.616,6.0708,3.5884
caminho_realizado,158.718,6.0708,3.5884
caminho_realizado,158.825,6.0708,3.5884
caminho_realizado,158.926,6.0708,3.5884
caminho_realizado,159.028,6.0708,3.5884
caminho_realizado,159.138,6.0708,3.5884
caminho_realizado,159.24,6.0708,3.5884
caminho_realizado,159.344,6.0708,3.5884
caminho_realizado,159.452,6.0708,3.5884
caminho_realizado,159.552,6.0708,3.5884
caminho_realizado,159.655,6.0708,3.5884
caminho_realizado,159.758,6.0708,3.5884
caminho_realizado,159.857,6.0708,3.5884
caminho_realizado,159.96,6.0708,3.5884
caminho_realizado,160.062,6.0708,3.5884
caminho_realizado,160.167,6.0708,3.5884
caminho_realizado,160.267,6.0708,3.5884
caminho_realizado,160.374,6.0708,3.5884
caminho_realizado,160.475,6.0708,3.5884
caminho_realizado,160.574,6.0708,3.5884
caminho_realizado,160.677,6.0708,3.5884
caminho_realizado,160.781,6.0708,3.5884
caminho_realizado,160.883,6.0708,3.5884
caminho_realizado,160.984,6.0708,3.5884
caminho_realizado,161.086,6.0708,3.5884
caminho_realizado,161.186,6.0708,3.5884
caminho_realizado,161.288,6.0708,3.5884
caminho_realizado,161.39,6.0708,3.5884
caminho_realizado,161.49,6.0708,3.5884
caminho_realizado,161.593,6.0708,3.5884
caminho_realizado,161.692,6.0708,3.5884
caminho_realizado,161.793,6.0708,3.5884
caminho_realizado,161.893,6.0708,3.5884
caminho_realizado,161.994,6.0708,3.5884
caminho_realizado,162.094,6.0708,3.5884
caminho_realizado,162.196,6.0708,3.5884
caminho_realizado,162.296,6.0708,3.5884
caminho_realizado,162.396,6.0708,3.5884
caminho_realizado,162.499,6.0708,3.5884
caminho_realizado,162.599,6.0708,3.5884
caminho_realizado,162.699,6.0708,3.5884
caminho_realizado,162.8,6.0708,3.5884
caminho_realizado,162.9,6.0708,3.5884
caminho_realizado,163.0,6.0708,3.5884
caminho_realizado,163.101,6.0708,3.5884
caminho_realizado,163.202,6.0708,3.5884
caminho_realizado,163.302,6.0708,3.5884
caminho_realizado,163.402,6.0708,3.5884
caminho_realizado,163.503,6.0708,3.5884
caminho_realizado,163.603,6.0708,3.5884
caminho_realizado,163.703,6.0708,3.5884
caminho_realizado,163.803,6.0708,3.5884
caminho_realizado,163.924,6.0708,3.5884
caminho_realizado,164.024,6.0708,3.5884
caminho_realizado,164.127,6.0708,3.5884
caminho_realizado,164.227,6.0708,3.5884
caminho_realizado,164.327,6.0708,3.5884
caminho_realizado,164.429,6.0708,3.5884
caminho_realizado,164.528,6.0708,3.5884
caminho_realizado,164.631,6.0708,3.5884
caminho_realizado,164.732,6.0708,3.5884
caminho_realizado,164.831,6.0708,3.5884
caminho_realizado,164.933,6.0708,3.5884
caminho_realizado,165.033,6.0708,3.5884
caminho_realizado,165.133,6.0708,3.5884
caminho_realizado,165.235,6.0708,3.5884
caminho_realizado,165.336,6.0708,3.5884
caminho_realizado,165.437,6.0708,3.5884
caminho_realizado,165.537,6.0708,3.5884
