t,estado,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,desvio_lateral
25.5,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.55,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.6,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.65,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.7,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.75,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.8,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.85,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.9,seguindo,-0.0,-0.0,-0.0,-0.0006,-0.0006,0.5,8.2694,251.5463,-0.0
25.95,seguindo,0.0027,0.0003,-0.0037,-0.0008,0.0028,0.5,8.2671,251.5463,0.0003
26.0,seguindo,0.0059,0.0007,-0.0088,-0.0012,0.0076,0.5,8.2644,251.5463,0.0007
26.051,seguindo,0.0135,0.0015,-0.0201,-0.002,0.0181,0.5,8.2581,251.5463,0.0015
26.1,seguindo,0.02,0.0022,-0.0303,-0.0027,0.0276,0.5,8.2528,251.5463,0.0022
26.15,seguindo,0.0323,0.003,-0.0461,-0.0008,0.0454,0.5,8.2428,495.3474,0.0005
26.2,seguindo,0.042,0.0033,-0.0563,-0.0011,0.0552,0.5,8.2353,495.3474,0.0008
26.25,seguindo,0.0592,0.0035,-0.0723,-0.0013,0.071,0.5,8.2221,495.3474,0.001
26.3,seguindo,0.0721,0.0033,-0.0825,-0.0013,0.0812,0.5,8.2124,263.1736,0.0008
26.35,seguindo,0.0918,0.0027,-0.0975,-0.0008,0.0967,0.5,8.1979,263.1736,0.0003
26.402,seguindo,0.1118,0.0018,-0.1112,0.0001,0.1114,0.5,8.1833,263.1736,-0.0007
