t,estado,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
44.35,seguindo,0.1859,-0.0057,-0.1342,-0.0393,0.095,0.5,8.6174,2749.4918,1.0,1.161,-0.044,0.0383
44.4,seguindo,0.1977,-0.0073,-0.1342,-0.0362,0.098,0.5,8.6103,1561.3738,1.0,1.211,-0.044,0.0367
44.45,seguindo,0.215,-0.0098,-0.1316,-0.0343,0.0973,0.5,8.5999,1561.3738,1.0,1.211,-0.044,0.0342
44.5,seguindo,0.2263,-0.0115,-0.1291,-0.033,0.0961,0.5,8.5931,1561.3738,1.0,1.211,-0.044,0.0325
44.55,seguindo,0.2433,-0.0141,-0.1247,-0.0295,0.0952,0.5,8.583,896.3786,1.0,1.261,-0.0441,0.0299
44.6,seguindo,0.2546,-0.0157,-0.1216,-0.0281,0.0934,0.5,8.5763,896.3786,1.0,1.261,-0.0441,0.0283
44.65,seguindo,0.2716,-0.0181,-0.1172,-0.0393,0.0779,0.5,8.5648,896.3786,1.0,1.2599,-0.057,0.027
44.7,seguindo,0.283,-0.0197,-0.1144,-0.0382,0.0762,0.5,8.5578,896.3786,1.0,1.2599,-0.057,0.0256
44.75,seguindo,0.3001,-0.0219,-0.1105,-0.0354,0.0752,0.5,8.5473,520.7994,1.0,1.3099,-0.0577,0.0235
44.8,seguindo,0.3115,-0.0234,-0.1081,-0.0343,0.0738,0.5,8.5403,520.7994,1.0,1.3099,-0.0577,0.0222
44.85,seguindo,0.3287,-0.0255,-0.1048,-0.0328,0.072,0.5,8.5297,520.7994,1.0,1.3099,-0.0577,0.0203
44.9,seguindo,0.3402,-0.0268,-0.1028,-0.0309,0.0719,0.5,8.5225,306.6049,1.0,1.3599,-0.0583,0.0191
44.95,seguindo,0.3575,-0.0288,-0.1001,-0.0294,0.0707,0.5,8.5118,306.6049,1.0,1.3599,-0.0583,0.0173
45.0,seguindo,0.3691,-0.0301,-0.0984,-0.0285,0.07,0.5,8.5046,306.6049,1.0,1.3599,-0.0583,0.0162
45.05,seguindo,0.3865,-0.032,-0.096,-0.0264,0.0696,0.5,8.4938,183.1631,1.0,1.4098,-0.059,0.0145
45.1,seguindo,0.3981,-0.0333,-0.0944,-0.0255,0.0689,0.5,8.4865,183.1631,1.0,1.4098,-0.059,0.0134
45.15,seguindo,0.4154,-0.0351,-0.0919,-0.0241,0.0678,0.5,8.4757,183.1631,1.0,1.4098,-0.059,0.0118
45.2,seguindo,0.427,-0.0363,-0.0902,-0.0232,0.0671,0.5,8.4685,183.1631,1.0,1.4098,-0.059,0.0107
45.25,seguindo,0.4444,-0.038,-0.0878,-0.0215,0.0663,0.5,8.4576,111.2174,1.0,1.4598,-0.0598,0.0092
45.3,seguindo,0.456,-0.0392,-0.0861,-0.0206,0.0655,0.5,8.4504,111.2174,1.0,1.4598,-0.0598,0.0082
45.35,seguindo,0.4734,-0.0409,-0.0835,-0.0192,0.0643,0.5,8.4395,111.2174,1.0,1.4598,-0.0598,0.0067
45.4,seguindo,0.4849,-0.042,-0.0818,-0.0183,0.0634,0.5,8.4323,111.2174,1.0,1.4598,-0.0598,0.0057
45.45,seguindo,0.5023,-0.0436,-0.079,-0.017,0.062,0.5,8.4214,68.7763,1.0,1.5098,-0.0607,0.0043
45.5,seguindo,0.5138,-0.0446,-0.0772,-0.0161,0.061,0.5,8.4142,68.7763,1.0,1.5098,-0.0607,0.0034
45.55,seguindo,0.5312,-0.0462,-0.0744,-0.03,0.0444,0.5,8.3976,43.4163,1.0,1.5543,-0.0769,0.0051
45.6,seguindo,0.5428,-0.0472,-0.0726,-0.0294,0.0433,0.5,8.3902,43.4163,1.0,1.5543,-0.0769,0.0044
45.65,seguindo,0.5601,-0.0486,-0.0699,-0.0284,0.0415,0.5,8.3791,43.4163,1.0,1.5543,-0.0769,0.0033
45.7,seguindo,0.5717,-0.0496,-0.0681,-0.0278,0.0403,0.5,8.3717,43.4163,1.0,1.5543,-0.0769,0.0027
45.75,seguindo,0.5891,-0.051,-0.0654,-0.0274,0.038,0.5,8.3606,28.0567,1.0,1.6043,-0.0788,0.0017
45.8,seguindo,0.6007,-0.0519,-0.0636,-0.0268,0.0368,0.5,8.3532,28.0567,1.0,1.6043,-0.0788,0.0011
45.85,seguindo,0.6181,-0.0532,-0.0609,-0.026,0.0349,0.5,8.3421,28.0567,1.0,1.6043,-0.0788,0.0002
45.9,seguindo,0.6297,-0.054,-0.0591,-0.0264,0.0327,0.5,8.3347,18.6243,1.0,1.6543,-0.0811,-0.0004
45.95,seguindo,0.6471,-0.0552,-0.0564,-0.0256,0.0308,0.5,8.3236,18.6243,1.0,1.6543,-0.0811,-0.0012
46.0,seguindo,0.6587,-0.056,-0.0546,-0.0251,0.0295,0.5,8.3161,18.6243,1.0,1.6543,-0.0811,-0.0017
46.05,seguindo,0.6761,-0.0572,-0.052,-0.0244,0.0275,0.5,8.3049,18.6243,1.0,1.6543,-0.0811,-0.0024
46.1,seguindo,0.6877,-0.0579,-0.0502,-0.0255,0.0247,0.5,8.2975,12.7529,1.0,1.7042,-0.0838,-0.0029
46.15,seguindo,0.7051,-0.059,-0.0475,-0.0248,0.0227,0.5,8.2863,12.7529,1.0,1.7042,-0.0838,-0.0036
46.2,seguindo,0.7167,-0.0597,-0.0457,-0.0244,0.0213,0.5,8.2788,12.7529,1.0,1.7042,-0.0838,-0.004
46.25,seguindo,0.7341,-0.0607,-0.043,-0.026,0.0171,0.5,8.2676,9.0556,1.0,1.7541,-0.0872,-0.0045
46.3,seguindo,0.7457,-0.0613,-0.0412,-0.0256,0.0156,0.5,8.2601,9.0556,1.0,1.7541,-0.0872,-0.0049
46.35,seguindo,0.7631,-0.0622,-0.0386,-0.0252,0.0134,0.5,8.2489,9.0556,1.0,1.7541,-0.0872,-0.0054
46.4,seguindo,0.7747,-0.0628,-0.0368,-0.0249,0.0119,0.5,8.2414,9.0556,1.0,1.7541,-0.0872,-0.0057
46.45,seguindo,0.7921,-0.0636,-0.0341,-0.0319,0.0022,0.5,8.233,6.7128,1.0,1.8068,-0.096,-0.0074
46.5,seguindo,0.8037,-0.0642,-0.0323,-0.0317,0.0006,0.5,8.2254,6.7128,1.0,1.8068,-0.096,-0.0075
46.55,seguindo,0.8211,-0.0649,-0.0296,-0.0315,-0.0019,0.5,8.214,6.7128,1.0,1.8068,-0.096,-0.0078
46.6,seguindo,0.8327,-0.0654,-0.0278,-0.0348,-0.007,0.5,8.2065,5.2397,1.0,1.8567,-0.1011,-0.0079
46.65,seguindo,0.8502,-0.0661,-0.0251,-0.0348,-0.0096,0.5,8.1951,5.2397,1.0,1.8567,-0.1011,-0.0081
46.7,seguindo,0.8618,-0.0665,-0.0233,-0.0348,-0.0114,0.5,8.1875,5.2397,1.0,1.8567,-0.1011,-0.0082
46.75,seguindo,0.8792,-0.0671,-0.0207,-0.0348,-0.0141,0.5,8.176,5.2397,1.0,1.8567,-0.1011,-0.0083
46.8,seguindo,0.8908,-0.0675,-0.0189,-0.0388,-0.02,0.5,8.1684,4.3559,1.0,1.9065,-0.1069,-0.0083
46.85,seguindo,0.9083,-0.068,-0.0162,-0.039,-0.0228,0.5,8.157,4.3559,1.0,1.9065,-0.1069,-0.0083
46.9,seguindo,0.9199,-0.0683,-0.0144,-0.0391,-0.0247,0.5,8.1494,4.3559,1.0,1.9065,-0.1069,-0.0083
46.95,seguindo,0.9373,-0.0688,-0.0117,-0.0437,-0.0319,0.5,8.1379,3.9175,1.0,1.9564,-0.1133,-0.0082
47.0,seguindo,0.9489,-0.0691,-0.0099,-0.0439,-0.034,0.5,8.1302,3.9175,1.0,1.9564,-0.1133,-0.0081
47.05,seguindo,0.9663,-0.0694,-0.0072,-0.0443,-0.0371,0.5,8.1188,3.9175,1.0,1.9564,-0.1133,-0.008
47.1,seguindo,0.978,-0.0697,-0.0054,-0.0446,-0.0391,0.5,8.1111,3.9175,1.0,1.9564,-0.1133,-0.0079
47.15,seguindo,0.9954,-0.0699,-0.0028,-0.0118,-0.0091,0.5,8.0996,216.2861,0.37,1.4073,-0.0748,-0.0076
47.2,seguindo,1.007,-0.0701,-0.001,-0.0117,-0.0108,0.5,8.0919,216.2861,0.37,1.4073,-0.0748,-0.0075
47.25,seguindo,1.0245,-0.0703,0.0017,-0.0117,-0.0134,0.5,8.0804,216.2861,0.37,1.4073,-0.0748,-0.0071
47.3,seguindo,1.0361,-0.0704,0.0035,-0.0143,-0.0179,0.5,8.0727,130.5584,0.37,1.4573,-0.0765,-0.0069
47.35,seguindo,1.0535,-0.0706,0.0062,-0.023,-0.0292,0.5,8.0615,130.5584,0.37,1.4596,-0.0799,-0.0049
47.4,seguindo,1.0651,-0.0706,0.008,-0.0236,-0.0315,0.5,8.0537,130.5584,0.37,1.4596,-0.0799,-0.0046
47.45,seguindo,1.0826,-0.0707,0.0107,-0.0245,-0.0352,0.5,8.0421,130.5584,0.37,1.4596,-0.0799,-0.004
47.5,seguindo,1.0942,-0.0707,0.0125,-0.027,-0.0395,0.5,8.0343,80.2042,0.37,1.5096,-0.0819,-0.0037
47.55,seguindo,1.1116,-0.0707,0.0151,-0.0282,-0.0434,0.5,8.0227,80.2042,0.37,1.5096,-0.0819,-0.003
47.6,seguindo,1.1233,-0.0706,0.0169,-0.0292,-0.0461,0.5,8.0149,80.2042,0.37,1.5096,-0.0819,-0.0026
47.65,seguindo,1.1407,-0.0705,0.0196,-0.0323,-0.052,0.5,8.0032,50.2531,0.37,1.5595,-0.0841,-0.0019
47.7,seguindo,1.1523,-0.0705,0.0214,-0.0335,-0.0549,0.5,7.9954,50.2531,0.37,1.5595,-0.0841,-0.0014
47.75,seguindo,1.1697,-0.0703,0.0241,-0.0354,-0.0595,0.5,7.9837,50.2531,0.37,1.5595,-0.0841,-0.0007
47.8,seguindo,1.1814,-0.0701,0.0259,-0.0369,-0.0628,0.5,7.9759,50.2531,0.37,1.5595,-0.0841,-0.0001
47.85,seguindo,1.1988,-0.0699,0.0286,-0.0405,-0.0691,0.5,7.9641,32.1995,0.37,1.6095,-0.0865,0.0007
47.9,seguindo,1.2104,-0.0697,0.0304,-0.0422,-0.0725,0.5,7.9563,32.1995,0.37,1.6095,-0.0865,0.0013
47.95,seguindo,1.2278,-0.0693,0.033,-0.045,-0.078,0.5,7.9446,32.1995,0.37,1.6095,-0.0865,0.0023
48.0,seguindo,1.2395,-0.0691,0.0348,-0.048,-0.0829,0.5,7.9367,21.1663,0.37,1.6594,-0.0893,0.0029
48.05,seguindo,1.2569,-0.0687,0.0375,-0.0511,-0.0886,0.5,7.9249,21.1663,0.37,1.6594,-0.0893,0.0039
48.102,seguindo,1.2744,-0.0682,0.0401,-0.0405,-0.0805,0.5,7.9131,36.6317,1.0,2.2591,-0.1081,0.0049
48.15,seguindo,1.286,-0.0679,0.0418,-0.0418,-0.0836,0.5,7.9053,23.5111,1.0,2.3091,-0.1107,0.0057
48.2,seguindo,1.2976,-0.0675,0.0436,-0.0426,-0.0863,0.5,7.8974,23.5111,1.0,2.3091,-0.1107,0.0064
48.25,seguindo,1.315,-0.067,0.0464,-0.0439,-0.0903,0.5,7.8856,23.5111,1.0,2.3091,-0.1107,0.0076
48.3,seguindo,1.3266,-0.0666,0.0482,-0.0449,-0.0931,0.5,7.8777,23.5111,1.0,2.3091,-0.1107,0.0084
48.35,seguindo,1.344,-0.0659,0.0509,-0.0393,-0.0902,0.5,7.8609,15.4856,1.0,2.343,-0.1052,0.0029
48.4,seguindo,1.3556,-0.0655,0.0527,-0.0402,-0.0929,0.5,7.853,15.4856,1.0,2.343,-0.1052,0.0038
48.45,seguindo,1.3731,-0.0648,0.0554,-0.0431,-0.0985,0.5,7.8412,10.5098,1.0,2.3929,-0.1087,0.0051
48.5,seguindo,1.3847,-0.0642,0.0572,-0.0441,-0.1013,0.5,7.8333,10.5098,1.0,2.3929,-0.1087,0.006
48.55,seguindo,1.4021,-0.0634,0.0599,-0.0457,-0.1056,0.5,7.8215,10.5098,1.0,2.3929,-0.1087,0.0073
48.6,seguindo,1.4137,-0.0629,0.0617,-0.0468,-0.1085,0.5,7.8136,10.5098,1.0,2.3929,-0.1087,0.0083
48.65,seguindo,1.4311,-0.062,0.0644,-0.0504,-0.1147,0.5,7.8017,7.3878,1.0,2.4428,-0.113,0.0097
48.7,seguindo,1.4427,-0.0614,0.0662,-0.0516,-0.1177,0.5,7.7938,7.3878,1.0,2.4428,-0.113,0.0107
48.75,seguindo,1.4601,-0.0604,0.0688,-0.0535,-0.1223,0.5,7.7819,7.3878,1.0,2.4428,-0.113,0.0122
48.8,seguindo,1.4717,-0.0598,0.0706,-0.0572,-0.1278,0.5,7.7739,5.4146,1.0,2.4927,-0.1182,0.0133
48.85,seguindo,1.4891,-0.0587,0.0733,-0.0592,-0.1325,0.5,7.762,5.4146,1.0,2.4927,-0.1182,0.0149
48.9,seguindo,1.5007,-0.058,0.0751,-0.0606,-0.1357,0.5,7.7541,5.4146,1.0,2.4927,-0.1182,0.016
48.95,seguindo,1.5181,-0.0569,0.0778,-0.0628,-0.1406,0.5,7.7421,5.4146,1.0,2.4927,-0.1182,0.0177
49.0,seguindo,1.5297,-0.0561,0.0796,-0.0673,-0.1469,0.5,7.7342,4.1745,1.0,2.5425,-0.1244,0.0188
49.05,seguindo,1.5471,-0.055,0.0822,-0.0697,-0.1519,0.5,7.7222,4.1745,1.0,2.5425,-0.1244,0.0206
49.1,seguindo,1.5587,-0.0541,0.084,-0.0713,-0.1554,0.5,7.7142,4.1745,1.0,2.5425,-0.1244,0.0218
49.15,seguindo,1.5761,-0.0529,0.0867,-0.0773,-0.164,0.5,7.7023,3.427,1.0,2.5923,-0.1316,0.0236
49.2,seguindo,1.5877,-0.052,0.0885,-0.0791,-0.1676,0.5,7.6943,3.427,1.0,2.5923,-0.1316,0.0249
49.25,seguindo,1.6051,-0.0506,0.0912,-0.0647,-0.1559,0.5,7.6943,3.427,1.0,2.6027,-0.1153,0.0189
49.3,seguindo,1.6167,-0.0497,0.093,-0.0664,-0.1594,0.5,7.6864,3.427,1.0,2.6027,-0.1153,0.0201
49.35,seguindo,1.634,-0.0483,0.0957,-0.0767,-0.1723,0.5,7.6745,313.7902,0.37,2.0534,-0.0805,0.0219
49.4,seguindo,1.6456,-0.0473,0.0975,-0.0812,-0.1787,0.5,7.6665,313.7902,0.37,2.0534,-0.0805,0.0232
49.45,seguindo,1.663,-0.0458,0.1001,-0.0886,-0.1888,0.5,7.6546,313.7902,0.37,2.0534,-0.0805,0.0251
49.5,seguindo,1.6746,-0.0448,0.1019,-0.094,-0.1959,0.5,7.6466,313.7902,0.37,2.0534,-0.0805,0.0264
49.55,seguindo,1.6919,-0.0432,0.1046,-0.0936,-0.1982,0.5,7.6346,185.7179,0.37,2.1033,-0.0818,0.0284
49.6,seguindo,1.7035,-0.0421,0.1064,-0.099,-0.2054,0.5,7.6267,185.7179,0.37,2.1033,-0.0818,0.0298
49.65,seguindo,1.7209,-0.0405,0.1091,-0.1077,-0.2168,0.5,7.6147,185.7179,0.37,2.1033,-0.0818,0.0318
49.7,seguindo,1.7324,-0.0394,0.1109,-0.1039,-0.2148,0.5,7.6067,111.6007,0.37,2.1533,-0.0833,0.0333
49.75,seguindo,1.7498,-0.0376,0.1136,-0.1126,-0.2262,0.5,7.5947,111.6007,0.37,2.1533,-0.0833,0.0354
49.8,seguindo,1.7613,-0.0364,0.1154,-0.1189,-0.2342,0.5,7.5867,111.6007,0.37,2.1533,-0.0833,0.0369
49.85,seguindo,1.7787,-0.0346,0.118,-0.1291,-0.2471,0.5,7.5746,111.6007,0.37,2.1533,-0.0833,0.0391
49.9,seguindo,1.7902,-0.0334,0.1198,-0.1239,-0.2437,0.5,7.5666,68.2103,0.37,2.2033,-0.0848,0.0406
49.95,seguindo,1.8076,-0.0315,0.1225,-0.1339,-0.2564,0.5,7.5546,68.2103,0.37,2.2033,-0.0848,0.0429
50.0,seguindo,1.8191,-0.0302,0.1243,-0.1412,-0.2655,0.5,7.5465,68.2103,0.37,2.2033,-0.0848,0.0445
50.05,seguindo,1.8365,-0.0282,0.127,-0.139,-0.266,0.5,7.5345,42.493,0.37,2.2533,-0.0866,0.0469
50.1,seguindo,1.848,-0.0269,0.1288,-0.1462,-0.2749,0.5,7.5264,42.493,0.37,2.2533,-0.0866,0.0485
50.15,seguindo,1.8653,-0.0249,0.1315,-0.1215,-0.2529,0.5,7.5314,42.493,0.37,2.262,-0.0733,0.036
50.2,seguindo,1.8769,-0.0235,0.1333,-0.1286,-0.2619,0.5,7.5234,42.493,0.37,2.262,-0.0733,0.0377
50.25,seguindo,1.8942,-0.0214,0.1359,-0.129,-0.2649,0.5,7.5112,27.05,0.37,2.3119,-0.0755,0.0403
50.3,seguindo,1.9057,-0.0199,0.1377,-0.1361,-0.2738,0.5,7.5031,27.05,0.37,2.3119,-0.0755,0.0421
50.35,seguindo,1.923,-0.0177,0.1404,-0.1476,-0.288,0.5,7.4909,27.05,0.37,2.3119,-0.0755,0.0447
50.4,seguindo,1.9345,-0.0162,0.1422,-0.1559,-0.2981,0.5,7.4828,27.05,0.37,2.3119,-0.0755,0.0466
50.45,seguindo,1.9518,-0.0139,0.1449,-0.1554,-0.3003,0.5,7.4706,17.6494,0.37,2.3619,-0.0782,0.0493
50.5,seguindo,1.9633,-0.0124,0.1467,-0.1636,-0.3103,0.5,7.4625,17.6494,0.37,2.3619,-0.0782,0.0512
50.55,seguindo,1.9806,-0.01,0.1494,-0.1769,-0.3263,0.5,7.4502,17.6494,0.37,2.3619,-0.0782,0.054
50.6,seguindo,1.9921,-0.0085,0.1511,-0.1723,-0.3234,0.5,7.4421,11.8484,0.37,2.4118,-0.0815,0.056
50.65,seguindo,2.0094,-0.006,0.1538,-0.1853,-0.3392,0.5,7.4298,11.8484,0.37,2.4118,-0.0815,0.0589
50.7,seguindo,2.0209,-0.0044,0.1556,-0.1947,-0.3504,0.5,7.4217,11.8484,0.37,2.4118,-0.0815,0.0609
50.75,seguindo,2.0381,-0.0019,0.1583,-0.2099,-0.3682,0.5,7.4094,11.8484,0.37,2.4118,-0.0815,0.0639
50.8,seguindo,2.0496,-0.0002,0.16,-0.2042,-0.3642,0.5,7.4012,8.2228,0.37,2.4617,-0.0855,0.0659
50.85,seguindo,2.0674,0.0029,0.1577,-0.2205,-0.3783,0.5,7.3883,8.2228,0.37,2.4617,-0.0855,0.0695
50.9,seguindo,2.0795,0.0051,0.1543,-0.2327,-0.387,0.5,7.3794,8.2228,0.37,2.4617,-0.0855,0.072
50.95,seguindo,2.0975,0.0086,0.1442,-0.2348,-0.3791,0.5,7.3659,5.9356,0.37,2.5116,-0.0905,0.0761
51.0,seguindo,2.1095,0.011,0.1357,-0.2472,-0.3828,0.5,7.3569,5.9356,0.37,2.5116,-0.0905,0.0789
51.05,seguindo,2.1274,0.0148,0.1178,-0.2673,-0.3852,0.5,7.3434,5.9356,0.37,2.5116,-0.0905,0.0832
51.1,seguindo,2.1393,0.0172,0.1042,-0.2816,-0.3857,0.5,7.3344,5.9356,0.37,2.5116,-0.0905,0.0861
51.15,seguindo,2.1571,0.021,0.0786,-0.2866,-0.3652,0.5,7.3246,4.4924,0.37,2.5713,-0.1011,0.093
51.2,seguindo,2.169,0.0233,0.0597,-0.3,-0.3597,0.5,7.3157,4.4924,0.37,2.5713,-0.1011,0.0958
51.25,seguindo,2.1869,0.0265,0.0306,-0.3206,-0.3512,0.5,7.3026,4.4924,0.37,2.5713,-0.1011,0.0997
51.3,seguindo,2.1989,0.0284,0.0109,-0.3346,-0.3455,0.5,7.2941,4.4924,0.37,2.5713,-0.1011,0.102
51.35,seguindo,2.2142,0.0306,-0.0163,-0.3287,-0.3124,0.5,7.2834,3.6042,0.37,2.6211,-0.1082,0.1048
51.4,seguindo,2.2231,0.0319,-0.0356,-0.3386,-0.303,0.5,7.277,3.6042,0.37,2.6211,-0.1082,0.1064
51.45,seguindo,2.2394,0.0338,-0.0691,-0.3562,-0.2871,0.5,7.2661,3.6042,0.37,2.6211,-0.1082,0.109
51.5,seguindo,2.2578,0.0353,-0.1078,-0.3512,-0.2434,0.5,7.2541,3.114,0.37,2.6708,-0.116,0.1113
51.55,seguindo,2.27,0.036,-0.1347,-0.3327,-0.198,0.5,7.2518,3.114,0.37,2.6655,-0.1006,0.1015
51.6,seguindo,2.2821,0.0365,-0.1619,-0.3434,-0.1815,0.5,7.2446,3.114,0.37,2.6655,-0.1006,0.1024
51.65,seguindo,2.3004,0.0364,-0.2016,-0.335,-0.1334,0.5,7.2343,2.9735,0.37,2.7154,-0.108,0.103
51.7,seguindo,2.3125,0.0359,-0.2274,-0.3432,-0.1158,0.5,7.2278,2.9735,0.37,2.7154,-0.108,0.103
51.75,seguindo,2.3306,0.0346,-0.2655,-0.355,-0.0895,0.5,7.2187,2.9735,0.37,2.7154,-0.108,0.1025
51.8,seguindo,2.3425,0.0333,-0.2903,-0.3623,-0.072,0.5,7.2131,2.9735,0.37,2.7154,-0.108,0.1018
51.85,seguindo,2.3602,0.0306,-0.3241,-0.3446,-0.0205,0.5,7.2054,3.3051,0.37,2.7652,-0.1148,0.0999
51.9,seguindo,2.3721,0.0282,-0.3438,-0.3487,-0.0049,0.5,7.2008,3.3051,0.37,2.7652,-0.1148,0.098
51.95,seguindo,2.3901,0.0238,-0.3708,-0.3531,0.0177,0.5,7.1981,3.3051,0.37,2.7716,-0.1168,0.0945
52.0,seguindo,2.4022,0.0204,-0.3875,-0.3557,0.0317,0.5,7.1941,3.3051,0.37,2.7716,-0.1168,0.0919
52.05,seguindo,2.4207,0.0147,-0.4102,-0.3291,0.0811,0.5,7.1885,4.978,0.37,2.8214,-0.1222,0.0874
52.1,seguindo,2.4331,0.0105,-0.4242,-0.3293,0.095,0.5,7.1851,4.978,0.37,2.8214,-0.1222,0.0841
52.15,seguindo,2.4502,0.0041,-0.4406,-0.328,0.1126,0.5,7.1808,4.978,0.37,2.8214,-0.1222,0.0791
52.2,seguindo,2.4609,-0.0001,-0.4505,-0.2952,0.1553,0.5,7.1784,51.7222,0.37,2.8714,-0.1249,0.0757
52.25,seguindo,2.4768,-0.0072,-0.4584,-0.29,0.1683,0.5,7.1755,51.7222,0.37,2.8714,-0.1249,0.0699
52.3,seguindo,2.4873,-0.0121,-0.461,-0.2857,0.1753,0.5,7.1739,51.7222,0.37,2.8714,-0.1249,0.066
52.35,seguindo,2.5027,-0.0199,-0.4596,-0.2775,0.1821,0.5,7.1719,51.7222,0.37,2.8714,-0.1249,0.0597
52.4,seguindo,2.513,-0.0252,-0.4565,-0.2372,0.2192,0.5,7.1708,4.1333,0.37,2.9214,-0.124,0.0554
52.45,seguindo,2.5283,-0.0332,-0.4513,-0.227,0.2243,0.5,7.1691,4.1333,0.37,2.9214,-0.124,0.049
52.5,seguindo,2.5385,-0.0384,-0.4477,-0.2198,0.2279,0.5,7.1679,4.1333,0.37,2.9214,-0.124,0.045
52.55,seguindo,2.5539,-0.0463,-0.4424,-0.1716,0.2708,0.5,7.1661,1.7654,0.37,2.9716,-0.1187,0.0391
52.6,seguindo,2.5642,-0.0514,-0.4393,-0.1636,0.2757,0.5,7.1649,1.7654,0.37,2.9716,-0.1187,0.0352
52.65,seguindo,2.5798,-0.059,-0.4359,-0.1511,0.2847,0.5,7.1629,1.7654,0.37,2.9716,-0.1187,0.0295
52.7,seguindo,2.5902,-0.064,-0.4339,-0.1423,0.2916,0.5,7.1615,1.7654,0.37,2.9716,-0.1187,0.026
52.75,seguindo,2.606,-0.0715,-0.4312,-0.0887,0.3426,0.5,7.1594,1.088,0.37,3.0219,-0.1085,0.0207
52.8,seguindo,2.6165,-0.0765,-0.4295,-0.0787,0.3508,0.5,7.158,1.088,0.37,3.0219,-0.1085,0.0172
52.85,seguindo,2.6323,-0.0839,-0.4269,-0.0629,0.364,0.5,7.1559,1.088,0.37,3.0219,-0.1085,0.0121
52.9,seguindo,2.6428,-0.0889,-0.4252,-0.0517,0.3735,0.5,7.1545,1.088,0.37,3.0219,-0.1085,0.0088
52.95,seguindo,2.6586,-0.0962,-0.4227,0.0153,0.438,0.5,7.1566,0.8008,0.37,3.0721,-0.0899,-0.0012
