t,topico,FL,FR,steer,speed,vx,wz
2.875,rodas,0.0,-0.0,,,,
2.875,rodas,0.0,-0.0,,,,
2.876,mega,,,0,0,,
2.936,rodas,0.0,-0.0,,,,
2.936,rodas,0.0,-0.0,,,,
2.936,rodas,0.0,-0.0,,,,
2.975,rodas,0.0,-0.0,,,,
2.976,rodas,0.0,-0.0,,,,
2.976,mega,,,0,0,,
3.035,rodas,0.0,-0.0,,,,
3.035,rodas,0.0,-0.0,,,,
3.036,rodas,0.0,-0.0,,,,
3.075,rodas,0.0,-0.0,,,,
3.076,rodas,0.0,-0.0,,,,
3.076,mega,,,0,0,,
3.135,rodas,0.0,-0.0,,,,
3.136,rodas,0.0,-0.0,,,,
3.136,rodas,0.0,-0.0,,,,
3.175,rodas,0.0,-0.0,,,,
3.176,rodas,0.0,-0.0,,,,
3.176,mega,,,0,0,,
3.235,rodas,0.0,-0.0,,,,
3.236,rodas,0.0,-0.0,,,,
3.236,rodas,0.0,-0.0,,,,
3.275,rodas,0.0,-0.0,,,,
3.276,rodas,0.0,-0.0,,,,
3.276,mega,,,0,0,,
3.335,rodas,0.0,-0.0,,,,
3.336,rodas,0.0,-0.0,,,,
3.337,rodas,0.0,-0.0,,,,
3.376,rodas,0.0,-0.0,,,,
3.376,mega,,,0,0,,
3.377,rodas,0.0,-0.0,,,,
3.435,rodas,0.0,-0.0,,,,
3.435,rodas,0.0,-0.0,,,,
3.436,rodas,0.0,-0.0,,,,
3.475,rodas,0.0,-0.0,,,,
3.476,rodas,0.0,-0.0,,,,
3.476,mega,,,0,0,,
3.535,rodas,0.0,-0.0,,,,
3.536,rodas,0.0,-0.0,,,,
3.536,rodas,0.0,-0.0,,,,
3.595,rodas,0.0,-0.0,,,,
3.595,rodas,0.0,-0.0,,,,
3.595,mega,,,0,0,,
3.635,rodas,0.0,-0.0,,,,
3.636,rodas,0.0,-0.0,,,,
3.636,rodas,0.0,-0.0,,,,
3.695,rodas,0.0,-0.0,,,,
3.696,rodas,0.0,-0.0,,,,
3.696,mega,,,0,0,,
3.735,rodas,0.0,-0.0,,,,
3.736,rodas,0.0,-0.0,,,,
3.736,rodas,0.0,-0.0,,,,
3.795,rodas,0.0,-0.0,,,,
3.796,rodas,0.0,-0.0,,,,
3.796,mega,,,0,0,,
3.835,rodas,0.0,-0.0,,,,
3.836,rodas,0.0,-0.0,,,,
3.836,rodas,0.0,-0.0,,,,
3.895,rodas,0.0,-0.0,,,,
3.896,rodas,0.0,-0.0,,,,
3.896,mega,,,0,0,,
3.935,rodas,0.0,-0.0,,,,
3.936,rodas,0.0,-0.0,,,,
3.936,rodas,0.0,-0.0,,,,
3.995,mega,,,0,0,,
3.995,rodas,0.0,-0.0,,,,
3.996,rodas,0.0,-0.0,,,,
4.035,rodas,0.0,-0.0,,,,
4.035,rodas,0.0,-0.0,,,,
4.036,rodas,0.0,-0.0,,,,
4.095,rodas,0.0,-0.0,,,,
4.096,rodas,0.0,-0.0,,,,
4.096,mega,,,0,0,,
4.135,rodas,0.0,-0.0,,,,
4.136,rodas,0.0,-0.0,,,,
4.136,rodas,0.0,-0.0,,,,
4.195,rodas,0.0,-0.0,,,,
4.196,rodas,0.0,-0.0,,,,
4.196,mega,,,0,0,,
4.235,rodas,0.0,-0.0,,,,
4.236,rodas,0.0,-0.0,,,,
4.236,rodas,0.0,-0.0,,,,
4.295,mega,,,0,0,,
4.296,rodas,0.0,-0.0,,,,
4.296,rodas,0.0,-0.0,,,,
4.335,rodas,0.0,-0.0,,,,
4.336,rodas,0.0,-0.0,,,,
4.337,rodas,0.0,-0.0,,,,
4.395,mega,,,0,0,,
4.396,rodas,0.0,-0.0,,,,
4.396,rodas,0.0,-0.0,,,,
4.435,rodas,0.0,-0.0,,,,
4.436,rodas,0.0,-0.0,,,,
4.437,rodas,0.0,-0.0,,,,
4.495,rodas,0.0,-0.0,,,,
4.495,mega,,,0,0,,
4.496,rodas,0.0,-0.0,,,,
4.535,rodas,0.0,-0.0,,,,
4.536,rodas,0.0,-0.0,,,,
4.536,rodas,0.0,-0.0,,,,
4.596,mega,,,0,0,,
4.597,rodas,0.0,-0.0,,,,
4.598,rodas,0.0,-0.0,,,,
4.635,rodas,0.0,-0.0,,,,
4.635,rodas,0.0,-0.0,,,,
4.636,rodas,0.0,-0.0,,,,
4.695,mega,,,0,0,,
4.696,rodas,0.0,-0.0,,,,
4.697,rodas,0.0,-0.0,,,,
4.735,rodas,0.0,-0.0,,,,
4.736,rodas,0.0,-0.0,,,,
4.736,rodas,0.0,-0.0,,,,
4.795,mega,,,0,0,,
4.795,rodas,0.0,-0.0,,,,
4.796,rodas,0.0,-0.0,,,,
4.835,rodas,0.0,-0.0,,,,
4.836,rodas,0.0,-0.0,,,,
4.836,rodas,0.0,-0.0,,,,
4.895,mega,,,0,0,,
4.896,rodas,0.0,-0.0,,,,
4.896,rodas,0.0,-0.0,,,,
4.935,rodas,0.0,-0.0,,,,
4.936,rodas,0.0,-0.0,,,,
4.936,rodas,0.0,-0.0,,,,
4.995,mega,,,0,0,,
4.995,rodas,0.0,-0.0,,,,
4.996,rodas,0.0,-0.0,,,,
5.035,rodas,0.0,-0.0,,,,
5.035,rodas,0.0,-0.0,,,,
5.036,rodas,0.0,-0.0,,,,
5.095,mega,,,0,0,,
5.096,rodas,0.0,-0.0,,,,
5.096,rodas,0.0,-0.0,,,,
5.135,rodas,0.0,-0.0,,,,
5.136,rodas,0.0,-0.0,,,,
5.136,rodas,0.0,-0.0,,,,
5.195,mega,,,0,0,,
5.196,rodas,0.0,-0.0,,,,
5.196,rodas,0.0,-0.0,,,,
5.235,rodas,0.0,-0.0,,,,
5.236,rodas,0.0,-0.0,,,,
5.236,rodas,0.0,-0.0,,,,
5.296,mega,,,0,0,,
5.297,rodas,0.0,-0.0,,,,
5.297,rodas,0.0,-0.0,,,,
5.335,rodas,0.0,-0.0,,,,
5.336,rodas,0.0,-0.0,,,,
5.336,rodas,0.0,-0.0,,,,
5.395,rodas,0.0,-0.0,,,,
5.395,mega,,,0,0,,
5.396,rodas,0.0,-0.0,,,,
5.435,rodas,0.0,-0.0,,,,
5.436,rodas,0.0,-0.0,,,,
5.436,rodas,0.0,-0.0,,,,
5.495,rodas,0.0,-0.0,,,,
5.496,rodas,0.0,-0.0,,,,
5.496,mega,,,0,0,,
5.536,rodas,0.0,-0.0,,,,
5.536,rodas,0.0,-0.0,,,,
5.536,rodas,0.0,-0.0,,,,
5.595,rodas,0.0,-0.0,,,,
5.596,rodas,0.0,-0.0,,,,
5.596,mega,,,0,0,,
5.635,rodas,0.0,-0.0,,,,
5.636,rodas,0.0,-0.0,,,,
5.636,rodas,0.0,-0.0,,,,
5.695,rodas,0.0,-0.0,,,,
5.695,mega,,,0,0,,
5.696,rodas,0.0,-0.0,,,,
5.735,rodas,0.0,-0.0,,,,
5.736,rodas,0.0,-0.0,,,,
5.736,rodas,0.0,-0.0,,,,
5.795,mega,,,0,0,,
5.796,rodas,0.0,-0.0,,,,
5.796,rodas,0.0,-0.0,,,,
5.835,rodas,0.0,-0.0,,,,
5.836,rodas,0.0,-0.0,,,,
5.836,rodas,0.0,-0.0,,,,
5.895,mega,,,0,0,,
5.895,rodas,0.0,-0.0,,,,
5.896,rodas,0.0,-0.0,,,,
5.935,rodas,0.0,-0.0,,,,
5.936,rodas,0.0,-0.0,,,,
5.936,rodas,0.0,-0.0,,,,
5.995,mega,,,0,0,,
5.995,rodas,0.0,-0.0,,,,
5.996,rodas,0.0,-0.0,,,,
6.035,rodas,0.0,-0.0,,,,
6.036,rodas,0.0,-0.0,,,,
6.036,rodas,0.0,-0.0,,,,
6.095,mega,,,0,0,,
6.096,rodas,0.0,-0.0,,,,
6.096,rodas,0.0,-0.0,,,,
6.135,rodas,0.0,-0.0,,,,
6.136,rodas,0.0,-0.0,,,,
6.136,rodas,0.0,-0.0,,,,
6.195,rodas,0.0,-0.0,,,,
6.195,mega,,,0,0,,
6.195,rodas,0.0,-0.0,,,,
6.235,rodas,0.0,-0.0,,,,
6.236,rodas,0.0,-0.0,,,,
6.236,rodas,0.0,-0.0,,,,
6.295,mega,,,0,0,,
6.296,rodas,0.0,-0.0,,,,
6.296,rodas,0.0,-0.0,,,,
6.335,rodas,0.0,-0.0,,,,
6.336,rodas,0.0,-0.0,,,,
6.336,rodas,0.0,-0.0,,,,
6.395,mega,,,0,0,,
6.396,rodas,0.0,-0.0,,,,
6.396,rodas,0.0,-0.0,,,,
6.455,rodas,0.0,-0.0,,,,
6.456,rodas,0.0,-0.0,,,,
6.456,rodas,0.0,-0.0,,,,
6.495,rodas,0.0,-0.0,,,,
6.495,mega,,,0,0,,
6.496,rodas,0.0,-0.0,,,,
6.536,rodas,0.0,-0.0,,,,
6.537,rodas,0.0,-0.0,,,,
6.538,rodas,0.0,-0.0,,,,
6.595,mega,,,0,0,,
6.595,rodas,0.0,-0.0,,,,
6.596,rodas,0.0,-0.0,,,,
6.655,rodas,0.0,-0.0,,,,
6.656,rodas,0.0,-0.0,,,,
6.656,rodas,0.0,-0.0,,,,
6.695,mega,,,0,0,,
6.696,rodas,0.0,-0.0,,,,
6.696,rodas,0.0,-0.0,,,,
6.755,rodas,0.0,-0.0,,,,
6.756,rodas,0.0,-0.0,,,,
6.756,rodas,0.0,-0.0,,,,
6.795,mega,,,0,0,,
6.796,rodas,0.0,-0.0,,,,
6.796,rodas,0.0,-0.0,,,,
6.835,rodas,0.0,-0.0,,,,
6.836,rodas,0.0,-0.0,,,,
6.836,rodas,0.0,-0.0,,,,
6.895,mega,,,0,0,,
6.896,rodas,0.0,-0.0,,,,
6.896,rodas,0.0,-0.0,,,,
6.935,rodas,0.0,-0.0,,,,
6.936,rodas,0.0,-0.0,,,,
6.936,rodas,0.0,-0.0,,,,
6.995,mega,,,0,0,,
6.995,rodas,0.0,-0.0,,,,
6.996,rodas,0.0,-0.0,,,,
7.035,rodas,0.0,-0.0,,,,
7.036,rodas,0.0,-0.0,,,,
7.036,rodas,0.0,-0.0,,,,
7.095,rodas,0.0,-0.0,,,,
7.095,mega,,,0,0,,
7.096,rodas,0.0,-0.0,,,,
7.155,rodas,0.0,-0.0,,,,
7.156,rodas,0.0,-0.0,,,,
7.156,rodas,0.0,-0.0,,,,
7.195,mega,,,0,0,,
7.195,rodas,0.0,-0.0,,,,
7.196,rodas,0.0,-0.0,,,,
7.255,rodas,0.0,-0.0,,,,
7.256,rodas,0.0,-0.0,,,,
7.256,rodas,0.0,-0.0,,,,
7.295,mega,,,0,0,,
7.296,rodas,0.0,-0.0,,,,
7.297,rodas,0.0,-0.0,,,,
7.355,rodas,0.0,-0.0,,,,
7.356,rodas,0.0,-0.0,,,,
7.356,rodas,0.0,-0.0,,,,
7.395,rodas,0.0,-0.0,,,,
7.395,rodas,0.0,-0.0,,,,
7.395,mega,,,0,0,,
7.455,rodas,0.0,-0.0,,,,
7.456,rodas,0.0,-0.0,,,,
7.456,rodas,0.0,-0.0,,,,
7.495,rodas,0.0,-0.0,,,,
7.495,rodas,0.0,-0.0,,,,
7.495,mega,,,0,0,,
7.555,rodas,0.0,-0.0,,,,
7.556,rodas,0.0,-0.0,,,,
7.556,rodas,0.0,-0.0,,,,
7.595,rodas,0.0,-0.0,,,,
7.595,rodas,0.0,-0.0,,,,
7.595,mega,,,0,0,,
7.655,rodas,0.0,-0.0,,,,
7.655,rodas,0.0,-0.0,,,,
7.656,rodas,0.0,-0.0,,,,
7.695,rodas,0.0,-0.0,,,,
7.696,rodas,0.0,-0.0,,,,
7.696,mega,,,0,0,,
7.755,rodas,0.0,-0.0,,,,
7.755,rodas,0.0,-0.0,,,,
7.756,rodas,0.0,-0.0,,,,
7.795,mega,,,0,0,,
7.798,rodas,0.0,-0.0,,,,
7.799,rodas,0.0,-0.0,,,,
7.855,rodas,0.0,-0.0,,,,
7.855,rodas,0.0,-0.0,,,,
7.856,rodas,0.0,-0.0,,,,
7.895,mega,,,0,0,,
7.895,rodas,0.0,-0.0,,,,
7.896,rodas,0.0,-0.0,,,,
7.955,rodas,0.0,-0.0,,,,
7.956,rodas,0.0,-0.0,,,,
7.956,rodas,0.0,-0.0,,,,
7.995,mega,,,0,0,,
7.995,rodas,0.0,-0.0,,,,
7.996,rodas,0.0,-0.0,,,,
8.055,rodas,0.0,-0.0,,,,
8.055,rodas,0.0,-0.0,,,,
8.056,rodas,0.0,-0.0,,,,
8.095,mega,,,0,0,,
8.096,rodas,0.0,-0.0,,,,
8.096,rodas,0.0,-0.0,,,,
8.155,rodas,0.0,-0.0,,,,
8.156,rodas,0.0,-0.0,,,,
8.156,rodas,0.0,-0.0,,,,
8.195,mega,,,0,0,,
8.196,rodas,0.0,-0.0,,,,
8.196,rodas,0.0,-0.0,,,,
8.255,rodas,0.0,-0.0,,,,
8.256,rodas,0.0,-0.0,,,,
8.256,rodas,0.0,-0.0,,,,
8.295,rodas,0.0,-0.0,,,,
8.295,mega,,,0,0,,
8.296,rodas,0.0,-0.0,,,,
8.355,rodas,0.0,-0.0,,,,
8.355,rodas,0.0,-0.0,,,,
8.356,rodas,0.0,-0.0,,,,
8.395,mega,,,0,0,,
8.396,rodas,0.0,-0.0,,,,
8.397,rodas,0.0,-0.0,,,,
8.455,rodas,0.0,-0.0,,,,
8.455,rodas,0.0,-0.0,,,,
8.456,rodas,0.0,-0.0,,,,
8.495,rodas,0.0,-0.0,,,,
8.495,mega,,,0,0,,
8.496,rodas,0.0,-0.0,,,,
8.555,rodas,0.0,-0.0,,,,
8.555,rodas,0.0,-0.0,,,,
8.556,rodas,0.0,-0.0,,,,
8.595,mega,,,0,0,,
8.596,rodas,0.0,-0.0,,,,
8.596,rodas,0.0,-0.0,,,,
8.655,rodas,0.0,-0.0,,,,
8.656,rodas,0.0,-0.0,,,,
8.656,rodas,0.0,-0.0,,,,
8.695,mega,,,0,0,,
8.696,rodas,0.0,-0.0,,,,
8.696,rodas,0.0,-0.0,,,,
8.755,rodas,0.0,-0.0,,,,
8.756,rodas,0.0,-0.0,,,,
8.756,rodas,0.0,-0.0,,,,
8.795,mega,,,0,0,,
8.795,rodas,0.0,-0.0,,,,
8.796,rodas,0.0,-0.0,,,,
8.855,rodas,0.0,-0.0,,,,
8.855,rodas,0.0,-0.0,,,,
8.856,rodas,0.0,-0.0,,,,
8.895,mega,,,0,0,,
8.896,rodas,0.0,-0.0,,,,
8.896,rodas,0.0,-0.0,,,,
8.955,rodas,0.0,-0.0,,,,
8.956,rodas,0.0,-0.0,,,,
8.956,rodas,0.0,-0.0,,,,
8.995,mega,,,0,0,,
8.996,rodas,0.0,-0.0,,,,
8.996,rodas,0.0,-0.0,,,,
9.055,rodas,0.0,-0.0,,,,
9.057,rodas,0.0,-0.0,,,,
9.057,rodas,0.0,-0.0,,,,
9.095,mega,,,0,0,,
9.096,rodas,0.0,-0.0,,,,
9.097,rodas,0.0,-0.0,,,,
9.155,rodas,0.0,-0.0,,,,
9.155,rodas,0.0,-0.0,,,,
9.156,rodas,0.0,-0.0,,,,
9.195,mega,,,0,0,,
9.196,rodas,0.0,-0.0,,,,
9.196,rodas,0.0,-0.0,,,,
9.255,rodas,0.0,-0.0,,,,
9.255,rodas,0.0,-0.0,,,,
9.256,rodas,0.0,-0.0,,,,
9.295,mega,,,0,0,,
9.295,rodas,0.0,-0.0,,,,
9.295,rodas,0.0,-0.0,,,,
9.355,rodas,0.0,-0.0,,,,
9.356,rodas,0.0,-0.0,,,,
9.356,rodas,0.0,-0.0,,,,
9.395,rodas,0.0,-0.0,,,,
9.395,rodas,0.0,-0.0,,,,
9.396,mega,,,0,0,,
9.455,rodas,0.0,-0.0,,,,
9.455,rodas,0.0,-0.0,,,,
9.456,rodas,0.0,-0.0,,,,
9.495,rodas,0.0,-0.0,,,,
9.496,rodas,0.0,-0.0,,,,
9.496,mega,,,0,0,,
9.555,rodas,0.0,-0.0,,,,
9.556,rodas,0.0,-0.0,,,,
9.556,rodas,0.0,-0.0,,,,
9.595,rodas,0.0,-0.0,,,,
9.596,rodas,0.0,-0.0,,,,
9.596,mega,,,0,0,,
9.655,rodas,0.0,-0.0,,,,
9.655,rodas,0.0,-0.0,,,,
9.656,rodas,0.0,-0.0,,,,
9.695,rodas,0.0,-0.0,,,,
9.696,rodas,0.0,-0.0,,,,
9.696,mega,,,0,0,,
9.755,rodas,0.0,-0.0,,,,
9.756,rodas,0.0,-0.0,,,,
9.756,rodas,0.0,-0.0,,,,
9.795,rodas,0.0,-0.0,,,,
9.796,rodas,0.0,-0.0,,,,
9.796,mega,,,0,0,,
9.855,rodas,0.0,-0.0,,,,
9.855,rodas,0.0,-0.0,,,,
9.856,rodas,0.0,-0.0,,,,
9.895,rodas,0.0,-0.0,,,,
9.895,rodas,0.0,-0.0,,,,
9.896,mega,,,0,0,,
9.955,rodas,0.0,-0.0,,,,
9.956,rodas,0.0,-0.0,,,,
9.956,rodas,0.0,-0.0,,,,
9.995,rodas,0.0,-0.0,,,,
9.995,rodas,0.0,-0.0,,,,
9.996,mega,,,0,0,,
10.055,rodas,0.0,-0.0,,,,
10.055,rodas,0.0,-0.0,,,,
10.056,rodas,0.0,-0.0,,,,
10.095,mega,,,0,0,,
10.095,rodas,0.0,-0.0,,,,
10.096,rodas,0.0,-0.0,,,,
10.155,rodas,0.0,-0.0,,,,
10.156,rodas,0.0,-0.0,,,,
10.156,rodas,0.0,-0.0,,,,
10.195,mega,,,0,0,,
10.195,rodas,0.0,-0.0,,,,
10.196,rodas,0.0,-0.0,,,,
10.255,rodas,0.0,-0.0,,,,
10.256,rodas,0.0,-0.0,,,,
10.256,rodas,0.0,-0.0,,,,
10.295,mega,,,0,0,,
10.296,rodas,0.0,-0.0,,,,
10.297,rodas,0.0,-0.0,,,,
10.355,rodas,0.0,-0.0,,,,
10.356,rodas,0.0,-0.0,,,,
10.356,rodas,0.0,-0.0,,,,
10.395,mega,,,0,0,,
10.396,rodas,0.0,-0.0,,,,
10.396,rodas,0.0,-0.0,,,,
10.455,rodas,0.0,-0.0,,,,
10.455,rodas,0.0,-0.0,,,,
10.456,rodas,0.0,-0.0,,,,
10.515,mega,,,0,0,,
10.515,rodas,0.0,-0.0,,,,
10.516,rodas,0.0,-0.0,,,,
10.555,rodas,0.0,-0.0,,,,
10.556,rodas,0.0,-0.0,,,,
10.556,rodas,0.0,-0.0,,,,
10.615,mega,,,0,0,,
10.615,rodas,0.0,-0.0,,,,
10.616,rodas,0.0,-0.0,,,,
10.655,rodas,0.0,-0.0,,,,
10.655,rodas,0.0,-0.0,,,,
10.656,rodas,0.0,-0.0,,,,
10.715,rodas,0.0,-0.0,,,,
10.715,mega,,,0,0,,
10.715,rodas,0.0,-0.0,,,,
10.755,rodas,0.0,-0.0,,,,
10.756,rodas,0.0,-0.0,,,,
10.756,rodas,0.0,-0.0,,,,
10.815,rodas,0.0,-0.0,,,,
10.815,mega,,,0,0,,
10.816,rodas,0.0,-0.0,,,,
10.855,rodas,0.0,-0.0,,,,
10.855,rodas,0.0,-0.0,,,,
10.856,rodas,0.0,-0.0,,,,
10.915,rodas,0.0,-0.0,,,,
10.915,mega,,,0,0,,
10.916,rodas,0.0,-0.0,,,,
10.955,rodas,0.0,-0.0,,,,
10.956,rodas,0.0,-0.0,,,,
10.956,rodas,0.0,-0.0,,,,
11.015,mega,,,0,0,,
11.015,rodas,0.0,-0.0,,,,
11.016,rodas,0.0,-0.0,,,,
11.055,rodas,0.0,-0.0,,,,
11.056,rodas,0.0,-0.0,,,,
11.056,rodas,0.0,-0.0,,,,
11.115,mega,,,0,0,,
11.116,rodas,0.0,-0.0,,,,
11.116,rodas,0.0,-0.0,,,,
11.155,rodas,0.0,-0.0,,,,
11.155,rodas,0.0,-0.0,,,,
11.156,rodas,0.0,-0.0,,,,
11.215,rodas,0.0,-0.0,,,,
11.215,mega,,,0,0,,
11.216,rodas,0.0,-0.0,,,,
11.255,rodas,0.0,-0.0,,,,
11.255,rodas,0.0,-0.0,,,,
11.256,rodas,0.0,-0.0,,,,
11.315,rodas,0.0,-0.0,,,,
11.315,mega,,,0,0,,
11.315,rodas,0.0,-0.0,,,,
11.355,rodas,0.0,-0.0,,,,
11.356,rodas,0.0,-0.0,,,,
11.356,rodas,0.0,-0.0,,,,
11.415,rodas,0.0,-0.0,,,,
11.415,rodas,0.0,-0.0,,,,
11.416,mega,,,0,0,,
11.455,rodas,0.0,-0.0,,,,
11.456,rodas,0.0,-0.0,,,,
11.456,rodas,0.0,-0.0,,,,
11.515,rodas,0.0,-0.0,,,,
11.516,rodas,0.0,-0.0,,,,
11.516,mega,,,0,0,,
11.555,rodas,0.0,-0.0,,,,
11.556,rodas,0.0,-0.0,,,,
11.556,rodas,0.0,-0.0,,,,
11.615,rodas,0.0,-0.0,,,,
11.615,mega,,,0,0,,
11.616,rodas,0.0,-0.0,,,,
11.655,rodas,0.0,-0.0,,,,
11.656,rodas,0.0,-0.0,,,,
11.656,rodas,0.0,-0.0,,,,
11.715,rodas,0.0,-0.0,,,,
11.715,mega,,,0,0,,
11.716,rodas,0.0,-0.0,,,,
11.755,rodas,0.0,-0.0,,,,
11.755,rodas,0.0,-0.0,,,,
11.756,rodas,0.0,-0.0,,,,
11.815,mega,,,0,0,,
11.816,rodas,0.0,-0.0,,,,
11.816,rodas,0.0,-0.0,,,,
11.855,rodas,0.0,-0.0,,,,
11.856,rodas,0.0,-0.0,,,,
11.856,rodas,0.0,-0.0,,,,
11.915,mega,,,0,0,,
11.915,rodas,0.0,-0.0,,,,
11.915,rodas,0.0,-0.0,,,,
11.955,rodas,0.0,-0.0,,,,
11.956,rodas,0.0,-0.0,,,,
11.956,rodas,0.0,-0.0,,,,
12.015,mega,,,0,0,,
12.015,rodas,0.0,-0.0,,,,
12.016,rodas,0.0,-0.0,,,,
12.055,rodas,0.0,-0.0,,,,
12.056,rodas,0.0,-0.0,,,,
12.056,rodas,0.0,-0.0,,,,
12.115,rodas,0.0,-0.0,,,,
12.115,mega,,,0,0,,
12.115,rodas,0.0,-0.0,,,,
12.155,rodas,0.0,-0.0,,,,
12.155,rodas,0.0,-0.0,,,,
12.156,rodas,0.0,-0.0,,,,
12.215,mega,,,0,0,,
12.216,rodas,0.0,-0.0,,,,
12.217,rodas,0.0,-0.0,,,,
12.255,rodas,0.0,-0.0,,,,
12.255,rodas,0.0,-0.0,,,,
12.256,rodas,0.0,-0.0,,,,
12.315,mega,,,0,0,,
12.316,rodas,0.0,-0.0,,,,
12.316,rodas,0.0,-0.0,,,,
12.355,rodas,0.0,-0.0,,,,
12.355,rodas,0.0,-0.0,,,,
12.356,rodas,0.0,-0.0,,,,
12.415,mega,,,0,0,,
12.415,rodas,0.0,-0.0,,,,
12.415,rodas,0.0,-0.0,,,,
12.455,rodas,0.0,-0.0,,,,
12.455,rodas,0.0,-0.0,,,,
12.456,rodas,0.0,-0.0,,,,
12.515,mega,,,0,0,,
12.515,rodas,0.0,-0.0,,,,
12.516,rodas,0.0,-0.0,,,,
12.555,rodas,0.0,-0.0,,,,
12.555,rodas,0.0,-0.0,,,,
12.556,rodas,0.0,-0.0,,,,
12.615,mega,,,0,0,,
12.615,rodas,0.0,-0.0,,,,
12.616,rodas,0.0,-0.0,,,,
12.655,rodas,0.0,-0.0,,,,
12.655,rodas,0.0,-0.0,,,,
12.656,rodas,0.0,-0.0,,,,
12.715,rodas,0.0,-0.0,,,,
12.715,mega,,,0,0,,
12.715,rodas,0.0,-0.0,,,,
12.755,rodas,0.0,-0.0,,,,
12.755,rodas,0.0,-0.0,,,,
12.756,rodas,0.0,-0.0,,,,
12.815,mega,,,0,0,,
12.816,rodas,0.0,-0.0,,,,
12.816,rodas,0.0,-0.0,,,,
12.855,rodas,0.0,-0.0,,,,
12.856,rodas,0.0,-0.0,,,,
12.857,rodas,0.0,-0.0,,,,
12.915,mega,,,0,0,,
12.916,rodas,0.0,-0.0,,,,
12.916,rodas,0.0,-0.0,,,,
12.955,rodas,0.0,-0.0,,,,
12.956,rodas,0.0,-0.0,,,,
12.956,rodas,0.0,-0.0,,,,
13.015,mega,,,0,0,,
13.015,rodas,0.0,-0.0,,,,
13.015,rodas,0.0,-0.0,,,,
13.055,rodas,0.0,-0.0,,,,
13.055,rodas,0.0,-0.0,,,,
13.056,rodas,0.0,-0.0,,,,
13.115,mega,,,0,0,,
13.115,rodas,0.0,-0.0,,,,
13.116,rodas,0.0,-0.0,,,,
13.155,rodas,0.0,-0.0,,,,
13.155,rodas,0.0,-0.0,,,,
13.155,rodas,0.0,-0.0,,,,
13.215,mega,,,0,0,,
13.215,rodas,0.0,-0.0,,,,
13.216,rodas,0.0,-0.0,,,,
13.255,rodas,0.0,-0.0,,,,
13.255,rodas,0.0,-0.0,,,,
13.255,rodas,0.0,-0.0,,,,
13.315,mega,,,0,0,,
13.315,rodas,0.0,-0.0,,,,
13.316,rodas,0.0,-0.0,,,,
13.355,rodas,0.0,-0.0,,,,
13.355,rodas,0.0,-0.0,,,,
13.356,rodas,0.0,-0.0,,,,
13.415,rodas,0.0,-0.0,,,,
13.416,rodas,0.0,-0.0,,,,
13.416,mega,,,0,0,,
13.455,rodas,0.0,-0.0,,,,
13.455,rodas,0.0,-0.0,,,,
13.456,rodas,0.0,-0.0,,,,
13.516,rodas,0.0,-0.0,,,,
13.517,rodas,0.0,-0.0,,,,
13.517,mega,,,0,0,,
13.555,rodas,0.0,-0.0,,,,
13.556,rodas,0.0,-0.0,,,,
13.557,rodas,0.0,-0.0,,,,
13.615,rodas,0.0,-0.0,,,,
13.615,rodas,0.0,-0.0,,,,
13.615,mega,,,0,0,,
13.655,rodas,0.0,-0.0,,,,
13.655,rodas,0.0,-0.0,,,,
13.656,rodas,0.0,-0.0,,,,
13.715,rodas,0.0,-0.0,,,,
13.715,rodas,0.0,-0.0,,,,
13.715,mega,,,0,0,,
13.755,rodas,0.0,-0.0,,,,
13.755,rodas,0.0,-0.0,,,,
13.756,rodas,0.0,-0.0,,,,
13.815,mega,,,0,0,,
13.815,rodas,0.0,-0.0,,,,
13.816,rodas,0.0,-0.0,,,,
13.855,rodas,0.0,-0.0,,,,
13.855,rodas,0.0,-0.0,,,,
13.856,rodas,0.0,-0.0,,,,
13.915,mega,,,0,0,,
13.915,rodas,0.0,-0.0,,,,
13.916,rodas,0.0,-0.0,,,,
13.955,rodas,0.0,-0.0,,,,
13.956,rodas,0.0,-0.0,,,,
13.956,rodas,0.0,-0.0,,,,
14.015,mega,,,0,0,,
14.015,rodas,0.0,-0.0,,,,
14.016,rodas,0.0,-0.0,,,,
14.055,rodas,0.0,-0.0,,,,
14.055,rodas,0.0,-0.0,,,,
14.056,rodas,0.0,-0.0,,,,
14.115,mega,,,0,0,,
14.115,rodas,0.0,-0.0,,,,
14.116,rodas,0.0,-0.0,,,,
14.175,rodas,0.0,-0.0,,,,
14.176,rodas,0.0,-0.0,,,,
14.176,rodas,0.0,-0.0,,,,
14.215,mega,,,0,0,,
14.215,rodas,0.0,-0.0,,,,
14.216,rodas,0.0,-0.0,,,,
14.275,rodas,0.0,-0.0,,,,
14.276,rodas,0.0,-0.0,,,,
14.276,rodas,0.0,-0.0,,,,
14.315,mega,,,0,0,,
14.315,rodas,0.0,-0.0,,,,
14.316,rodas,0.0,-0.0,,,,
14.375,rodas,0.0,-0.0,,,,
14.376,rodas,0.0,-0.0,,,,
14.376,rodas,0.0,-0.0,,,,
14.416,mega,,,0,0,,
14.416,rodas,0.0,-0.0,,,,
14.417,rodas,0.0,-0.0,,,,
14.475,rodas,0.0,-0.0,,,,
14.475,rodas,0.0,-0.0,,,,
14.476,rodas,0.0,-0.0,,,,
14.515,mega,,,0,0,,
14.516,rodas,0.0,-0.0,,,,
14.516,rodas,0.0,-0.0,,,,
