t,topico,FL,FR,steer,speed,vx,wz
73.375,mega,,,0,0,,
73.415,rodas,0.0,-0.0,,,,
73.415,rodas,0.0,-0.0,,,,
73.416,rodas,0.0,-0.0,,,,
73.475,rodas,0.0,-0.0,,,,
73.475,rodas,0.0,-0.0,,,,
73.475,mega,,,0,0,,
73.515,rodas,0.0,-0.0,,,,
73.515,rodas,0.0,-0.0,,,,
73.516,rodas,0.0,-0.0,,,,
73.575,rodas,0.0,-0.0,,,,
73.575,rodas,0.0,-0.0,,,,
73.576,mega,,,0,0,,
73.616,rodas,0.0,-0.0,,,,
73.617,rodas,0.0,-0.0,,,,
73.618,rodas,0.0,-0.0,,,,
73.675,rodas,0.0,-0.0,,,,
73.675,rodas,0.0,-0.0,,,,
73.676,mega,,,0,0,,
73.715,rodas,0.0,-0.0,,,,
73.715,rodas,0.0,-0.0,,,,
73.716,rodas,0.0,-0.0,,,,
73.775,rodas,0.0,-0.0,,,,
73.775,rodas,0.0,-0.0,,,,
73.776,mega,,,0,0,,
73.815,rodas,0.0,-0.0,,,,
73.815,rodas,0.0,-0.0,,,,
73.816,rodas,0.0,-0.0,,,,
73.875,rodas,0.0,-0.0,,,,
73.875,rodas,0.0,-0.0,,,,
73.875,mega,,,0,0,,
73.915,rodas,0.0,-0.0,,,,
73.915,rodas,0.0,-0.0,,,,
73.916,rodas,0.0,-0.0,,,,
73.975,rodas,0.0,-0.0,,,,
73.975,rodas,0.0,-0.0,,,,
73.975,mega,,,0,0,,
74.015,rodas,0.0,-0.0,,,,
74.016,rodas,0.0,-0.0,,,,
74.016,rodas,0.0,-0.0,,,,
74.075,rodas,0.0,-0.0,,,,
74.075,rodas,0.0,-0.0,,,,
74.075,mega,,,0,0,,
74.115,rodas,0.0,-0.0,,,,
74.115,rodas,0.0,-0.0,,,,
74.116,rodas,0.0,-0.0,,,,
74.175,rodas,0.0,-0.0,,,,
74.175,rodas,0.0,-0.0,,,,
74.176,mega,,,0,0,,
74.215,rodas,0.0,-0.0,,,,
74.215,rodas,0.0,-0.0,,,,
74.216,rodas,0.0,-0.0,,,,
74.275,rodas,0.0,-0.0,,,,
74.277,rodas,0.0,-0.0,,,,
74.277,mega,,,0,0,,
74.315,rodas,0.0,-0.0,,,,
74.316,rodas,0.0,-0.0,,,,
74.317,rodas,0.0,-0.0,,,,
74.375,rodas,0.0,-0.0,,,,
74.375,rodas,0.0,-0.0,,,,
74.376,mega,,,0,0,,
74.415,rodas,0.0,-0.0,,,,
74.416,rodas,0.0,-0.0,,,,
74.417,rodas,0.0,-0.0,,,,
74.475,rodas,0.0,-0.0,,,,
74.475,rodas,0.0,-0.0,,,,
74.476,mega,,,0,0,,
74.515,rodas,0.0,-0.0,,,,
74.516,rodas,0.0,-0.0,,,,
74.516,rodas,0.0,-0.0,,,,
74.575,rodas,0.0,-0.0,,,,
74.576,rodas,0.0,-0.0,,,,
74.576,mega,,,0,0,,
74.615,rodas,0.0,-0.0,,,,
74.615,rodas,0.0,-0.0,,,,
74.616,rodas,0.0,-0.0,,,,
74.675,rodas,0.0,-0.0,,,,
74.675,rodas,0.0,-0.0,,,,
74.675,mega,,,0,0,,
74.715,rodas,0.0,-0.0,,,,
74.715,rodas,0.0,-0.0,,,,
74.715,rodas,0.0,-0.0,,,,
74.775,rodas,0.0,-0.0,,,,
74.775,rodas,0.0,-0.0,,,,
74.776,mega,,,0,0,,
74.815,rodas,0.0,-0.0,,,,
74.815,rodas,0.0,-0.0,,,,
74.816,rodas,0.0,-0.0,,,,
74.875,rodas,0.0,-0.0,,,,
74.875,rodas,0.0,-0.0,,,,
74.876,mega,,,0,0,,
74.915,rodas,0.0,-0.0,,,,
74.918,rodas,0.0,-0.0,,,,
74.918,rodas,0.0,-0.0,,,,
74.975,rodas,0.0,-0.0,,,,
74.976,rodas,0.0,-0.0,,,,
74.976,mega,,,0,0,,
75.015,rodas,0.0,-0.0,,,,
75.015,rodas,0.0,-0.0,,,,
75.016,rodas,0.0,-0.0,,,,
75.075,rodas,0.0,-0.0,,,,
75.076,rodas,0.0,-0.0,,,,
75.076,mega,,,0,0,,
75.135,rodas,0.0,-0.0,,,,
75.136,rodas,0.0,-0.0,,,,
75.136,rodas,0.0,-0.0,,,,
75.175,rodas,0.0,-0.0,,,,
75.176,rodas,0.0,-0.0,,,,
75.176,mega,,,0,0,,
75.215,rodas,0.0,-0.0,,,,
75.216,rodas,0.0,-0.0,,,,
75.216,rodas,0.0,-0.0,,,,
75.275,rodas,0.0,-0.0,,,,
75.276,rodas,0.0,-0.0,,,,
75.276,mega,,,0,0,,
75.315,rodas,0.0,-0.0,,,,
75.316,rodas,0.0,-0.0,,,,
75.316,rodas,0.0,-0.0,,,,
75.375,rodas,0.0,-0.0,,,,
75.376,mega,,,0,0,,
75.376,rodas,0.0,-0.0,,,,
75.415,rodas,0.0,-0.0,,,,
75.416,rodas,0.0,-0.0,,,,
75.416,rodas,0.0,-0.0,,,,
75.475,rodas,0.0,-0.0,,,,
75.476,rodas,0.0,-0.0,,,,
75.476,mega,,,0,0,,
75.515,rodas,0.0,-0.0,,,,
75.516,rodas,0.0,-0.0,,,,
75.516,rodas,0.0,-0.0,,,,
75.575,rodas,0.0,-0.0,,,,
75.575,rodas,0.0,-0.0,,,,
75.576,mega,,,0,0,,
75.615,rodas,0.0,-0.0,,,,
75.616,rodas,0.0,-0.0,,,,
75.616,rodas,0.0,-0.0,,,,
75.675,rodas,0.0,-0.0,,,,
75.676,rodas,0.0,-0.0,,,,
75.676,mega,,,0,0,,
75.716,rodas,0.0,-0.0,,,,
75.716,rodas,0.0,-0.0,,,,
75.716,rodas,0.0,-0.0,,,,
75.775,rodas,0.0,-0.0,,,,
75.775,rodas,0.0,-0.0,,,,
75.776,mega,,,0,0,,
75.835,rodas,0.0,-0.0,,,,
75.836,rodas,0.0,-0.0,,,,
75.836,rodas,0.0,-0.0,,,,
75.876,rodas,0.0,-0.0,,,,
75.876,mega,,,0,0,,
75.876,rodas,0.0,-0.0,,,,
75.935,rodas,0.0,-0.0,,,,
75.936,rodas,0.0,-0.0,,,,
75.936,rodas,0.0,-0.0,,,,
75.975,rodas,0.0,-0.0,,,,
75.976,rodas,0.0,-0.0,,,,
75.976,mega,,,0,0,,
76.035,rodas,0.0,-0.0,,,,
76.035,rodas,0.0,-0.0,,,,
76.036,rodas,0.0,-0.0,,,,
76.075,rodas,0.0,-0.0,,,,
76.076,rodas,0.0,-0.0,,,,
76.076,mega,,,0,0,,
76.135,rodas,0.0,-0.0,,,,
76.136,rodas,0.0,-0.0,,,,
76.136,rodas,0.0,-0.0,,,,
76.175,rodas,0.0,-0.0,,,,
76.176,rodas,0.0,-0.0,,,,
76.176,mega,,,0,0,,
76.235,rodas,0.0,-0.0,,,,
76.235,rodas,0.0,-0.0,,,,
76.236,rodas,0.0,-0.0,,,,
76.275,rodas,0.0,-0.0,,,,
76.276,rodas,0.0,-0.0,,,,
76.276,mega,,,0,0,,
76.335,rodas,0.0,-0.0,,,,
76.335,rodas,0.0,-0.0,,,,
76.336,rodas,0.0,-0.0,,,,
76.375,rodas,0.0,-0.0,,,,
76.376,rodas,0.0,-0.0,,,,
76.376,mega,,,0,0,,
76.435,rodas,0.0,-0.0,,,,
76.435,rodas,0.0,-0.0,,,,
76.436,rodas,0.0,-0.0,,,,
76.475,rodas,0.0,-0.0,,,,
76.476,rodas,0.0,-0.0,,,,
76.476,mega,,,0,0,,
76.535,rodas,0.0,-0.0,,,,
76.536,rodas,0.0,-0.0,,,,
76.536,rodas,0.0,-0.0,,,,
76.575,rodas,0.0,-0.0,,,,
76.576,rodas,0.0,-0.0,,,,
76.576,mega,,,0,0,,
76.635,rodas,0.0,-0.0,,,,
76.636,rodas,0.0,-0.0,,,,
76.636,rodas,0.0,-0.0,,,,
76.675,rodas,0.0,-0.0,,,,
76.675,rodas,0.0,-0.0,,,,
76.675,mega,,,0,0,,
76.735,rodas,0.0,-0.0,,,,
76.735,rodas,0.0,-0.0,,,,
76.736,rodas,0.0,-0.0,,,,
76.775,rodas,0.0,-0.0,,,,
76.776,rodas,0.0,-0.0,,,,
76.776,mega,,,0,0,,
76.835,rodas,0.0,-0.0,,,,
76.835,rodas,0.0,-0.0,,,,
76.836,rodas,0.0,-0.0,,,,
76.875,rodas,0.0,-0.0,,,,
76.875,rodas,0.0,-0.0,,,,
76.876,mega,,,0,0,,
76.935,rodas,0.0,-0.0,,,,
76.936,rodas,0.0,-0.0,,,,
76.936,rodas,0.0,-0.0,,,,
76.975,rodas,0.0,-0.0,,,,
76.976,rodas,0.0,-0.0,,,,
76.976,mega,,,0,0,,
77.035,rodas,0.0,-0.0,,,,
77.036,rodas,0.0,-0.0,,,,
77.036,rodas,0.0,-0.0,,,,
77.075,rodas,0.0,-0.0,,,,
77.075,mega,,,0,0,,
77.076,rodas,0.0,-0.0,,,,
77.135,rodas,0.0,-0.0,,,,
77.136,rodas,0.0,-0.0,,,,
77.136,rodas,0.0,-0.0,,,,
77.175,rodas,0.0,-0.0,,,,
77.176,rodas,0.0,-0.0,,,,
77.176,mega,,,0,0,,
77.235,rodas,0.0,-0.0,,,,
77.236,rodas,0.0,-0.0,,,,
77.236,rodas,0.0,-0.0,,,,
77.275,rodas,0.0,-0.0,,,,
77.275,rodas,0.0,-0.0,,,,
77.275,mega,,,0,0,,
77.335,rodas,0.0,-0.0,,,,
77.336,rodas,0.0,-0.0,,,,
77.336,rodas,0.0,-0.0,,,,
77.375,rodas,0.0,-0.0,,,,
77.376,rodas,0.0,-0.0,,,,
77.376,mega,,,0,0,,
77.435,rodas,0.0,-0.0,,,,
77.435,rodas,0.0,-0.0,,,,
77.436,rodas,0.0,-0.0,,,,
77.475,rodas,0.0,-0.0,,,,
77.476,rodas,0.0,-0.0,,,,
77.477,mega,,,0,0,,
77.535,rodas,0.0,-0.0,,,,
77.535,rodas,0.0,-0.0,,,,
77.536,rodas,0.0,-0.0,,,,
77.575,rodas,0.0,-0.0,,,,
77.576,rodas,0.0,-0.0,,,,
77.576,mega,,,0,0,,
77.635,rodas,0.0,-0.0,,,,
77.636,rodas,0.0,-0.0,,,,
77.636,rodas,0.0,-0.0,,,,
77.675,rodas,0.0,-0.0,,,,
77.676,rodas,0.0,-0.0,,,,
77.676,mega,,,0,0,,
77.735,rodas,0.0,-0.0,,,,
77.736,rodas,0.0,-0.0,,,,
77.736,rodas,0.0,-0.0,,,,
77.775,rodas,0.0,-0.0,,,,
77.776,rodas,0.0,-0.0,,,,
77.776,mega,,,0,0,,
77.835,rodas,0.0,-0.0,,,,
77.835,rodas,0.0,-0.0,,,,
77.835,rodas,0.0,-0.0,,,,
77.875,rodas,0.0,-0.0,,,,
77.876,rodas,0.0,-0.0,,,,
77.876,mega,,,0,0,,
77.935,rodas,0.0,-0.0,,,,
77.936,rodas,0.0,-0.0,,,,
77.936,rodas,0.0,-0.0,,,,
77.975,rodas,0.0,-0.0,,,,
77.976,rodas,0.0,-0.0,,,,
77.976,mega,,,0,0,,
78.035,rodas,0.0,-0.0,,,,
78.036,rodas,0.0,-0.0,,,,
78.036,rodas,0.0,-0.0,,,,
78.075,rodas,0.0,-0.0,,,,
78.076,rodas,0.0,-0.0,,,,
78.076,mega,,,0,0,,
78.135,rodas,0.0,-0.0,,,,
78.135,rodas,0.0,-0.0,,,,
78.136,rodas,0.0,-0.0,,,,
78.175,rodas,0.0,-0.0,,,,
78.176,rodas,0.0,-0.0,,,,
78.176,mega,,,0,0,,
78.235,rodas,0.0,-0.0,,,,
78.236,rodas,0.0,-0.0,,,,
78.236,rodas,0.0,-0.0,,,,
78.275,rodas,0.0,-0.0,,,,
78.276,rodas,0.0,-0.0,,,,
78.276,mega,,,0,0,,
78.335,rodas,0.0,-0.0,,,,
78.335,rodas,0.0,-0.0,,,,
78.336,rodas,0.0,-0.0,,,,
78.375,rodas,0.0,-0.0,,,,
78.376,rodas,0.0,-0.0,,,,
78.376,mega,,,0,0,,
78.435,rodas,0.0,-0.0,,,,
78.436,rodas,0.0,-0.0,,,,
78.436,rodas,0.0,-0.0,,,,
78.475,rodas,0.0,-0.0,,,,
78.476,rodas,0.0,-0.0,,,,
78.476,mega,,,0,0,,
78.535,rodas,0.0,-0.0,,,,
78.536,rodas,0.0,-0.0,,,,
78.536,rodas,0.0,-0.0,,,,
78.575,rodas,0.0,-0.0,,,,
78.576,rodas,0.0,-0.0,,,,
78.576,mega,,,0,0,,
78.635,rodas,0.0,-0.0,,,,
78.636,rodas,0.0,-0.0,,,,
78.636,rodas,0.0,-0.0,,,,
78.695,rodas,0.0,-0.0,,,,
78.695,rodas,0.0,-0.0,,,,
78.695,mega,,,0,0,,
78.735,rodas,0.0,-0.0,,,,
78.736,rodas,0.0,-0.0,,,,
78.736,rodas,0.0,-0.0,,,,
78.795,rodas,0.0,-0.0,,,,
78.795,rodas,0.0,-0.0,,,,
78.795,mega,,,0,0,,
78.835,rodas,0.0,-0.0,,,,
78.835,rodas,0.0,-0.0,,,,
78.836,rodas,0.0,-0.0,,,,
78.895,rodas,0.0,-0.0,,,,
78.895,rodas,0.0,-0.0,,,,
78.895,mega,,,0,0,,
78.935,rodas,0.0,-0.0,,,,
78.936,rodas,0.0,-0.0,,,,
78.936,rodas,0.0,-0.0,,,,
78.995,rodas,0.0,-0.0,,,,
78.995,rodas,0.0,-0.0,,,,
78.996,mega,,,0,0,,
79.035,rodas,0.0,-0.0,,,,
79.035,rodas,0.0,-0.0,,,,
79.036,rodas,0.0,-0.0,,,,
79.075,rodas,0.0,-0.0,,,,
79.076,rodas,0.0,-0.0,,,,
79.076,mega,,,0,0,,
79.135,rodas,0.0,-0.0,,,,
79.136,rodas,0.0,-0.0,,,,
79.136,rodas,0.0,-0.0,,,,
79.195,rodas,0.0,-0.0,,,,
79.196,rodas,0.0,-0.0,,,,
79.196,mega,,,0,0,,
79.235,rodas,0.0,-0.0,,,,
79.235,rodas,0.0,-0.0,,,,
79.235,rodas,0.0,-0.0,,,,
79.295,rodas,0.0,-0.0,,,,
79.298,rodas,0.0,-0.0,,,,
79.298,mega,,,0,0,,
79.335,rodas,0.0,-0.0,,,,
79.335,rodas,0.0,-0.0,,,,
79.336,rodas,0.0,-0.0,,,,
79.395,rodas,0.0,-0.0,,,,
79.396,rodas,0.0,-0.0,,,,
79.396,mega,,,0,0,,
79.435,rodas,0.0,-0.0,,,,
79.435,rodas,0.0,-0.0,,,,
79.436,rodas,0.0,-0.0,,,,
79.495,rodas,0.0,-0.0,,,,
79.496,rodas,0.0,-0.0,,,,
79.496,mega,,,0,0,,
79.535,rodas,0.0,-0.0,,,,
79.536,rodas,0.0,-0.0,,,,
79.536,rodas,0.0,-0.0,,,,
79.595,rodas,0.0,-0.0,,,,
79.596,rodas,0.0,-0.0,,,,
79.596,mega,,,0,0,,
79.635,rodas,0.0,-0.0,,,,
79.636,rodas,0.0,-0.0,,,,
79.636,rodas,0.0,-0.0,,,,
79.695,rodas,0.0,-0.0,,,,
79.696,rodas,0.0,-0.0,,,,
79.696,mega,,,0,0,,
79.735,rodas,0.0,-0.0,,,,
79.736,rodas,0.0,-0.0,,,,
79.736,rodas,0.0,-0.0,,,,
79.796,rodas,0.0,-0.0,,,,
79.796,rodas,0.0,-0.0,,,,
79.796,mega,,,0,0,,
79.835,rodas,0.0,-0.0,,,,
79.836,rodas,0.0,-0.0,,,,
79.836,rodas,0.0,-0.0,,,,
79.895,rodas,0.0,-0.0,,,,
79.896,rodas,0.0,-0.0,,,,
79.896,mega,,,0,0,,
79.935,rodas,0.0,-0.0,,,,
79.935,rodas,0.0,-0.0,,,,
79.936,rodas,0.0,-0.0,,,,
79.995,rodas,0.0,-0.0,,,,
79.996,rodas,0.0,-0.0,,,,
79.996,mega,,,0,0,,
80.035,rodas,0.0,-0.0,,,,
80.035,rodas,0.0,-0.0,,,,
80.035,rodas,0.0,-0.0,,,,
80.095,rodas,0.0,-0.0,,,,
80.096,rodas,0.0,-0.0,,,,
80.096,mega,,,0,0,,
80.135,rodas,0.0,-0.0,,,,
80.136,rodas,0.0,-0.0,,,,
80.136,rodas,0.0,-0.0,,,,
80.195,rodas,0.0,-0.0,,,,
80.196,rodas,0.0,-0.0,,,,
80.196,mega,,,0,0,,
80.236,rodas,0.0,-0.0,,,,
80.236,rodas,0.0,-0.0,,,,
80.236,rodas,0.0,-0.0,,,,
80.295,rodas,0.0,-0.0,,,,
80.296,rodas,0.0,-0.0,,,,
80.296,mega,,,0,0,,
80.335,rodas,0.0,-0.0,,,,
80.335,rodas,0.0,-0.0,,,,
80.336,rodas,0.0,-0.0,,,,
80.395,rodas,0.0,-0.0,,,,
80.396,rodas,0.0,-0.0,,,,
80.396,mega,,,0,0,,
80.435,rodas,0.0,-0.0,,,,
80.436,rodas,0.0,-0.0,,,,
80.436,rodas,0.0,-0.0,,,,
80.495,rodas,0.0,-0.0,,,,
80.496,rodas,0.0,-0.0,,,,
80.496,mega,,,0,0,,
80.535,rodas,0.0,-0.0,,,,
80.535,rodas,0.0,-0.0,,,,
80.536,rodas,0.0,-0.0,,,,
80.595,rodas,0.0,-0.0,,,,
80.596,rodas,0.0,-0.0,,,,
80.597,mega,,,0,0,,
80.635,rodas,0.0,-0.0,,,,
80.636,rodas,0.0,-0.0,,,,
80.636,rodas,0.0,-0.0,,,,
80.695,rodas,0.0,-0.0,,,,
80.695,rodas,0.0,-0.0,,,,
80.695,mega,,,0,0,,
80.735,rodas,0.0,-0.0,,,,
80.736,rodas,0.0,-0.0,,,,
80.736,rodas,0.0,-0.0,,,,
80.795,rodas,0.0,-0.0,,,,
80.795,rodas,0.0,-0.0,,,,
80.796,mega,,,0,0,,
80.835,rodas,0.0,-0.0,,,,
80.836,rodas,0.0,-0.0,,,,
80.836,rodas,0.0,-0.0,,,,
80.895,rodas,0.0,-0.0,,,,
80.896,rodas,0.0,-0.0,,,,
80.896,mega,,,0,0,,
80.936,rodas,0.0,-0.0,,,,
80.936,rodas,0.0,-0.0,,,,
80.936,rodas,0.0,-0.0,,,,
80.995,rodas,0.0,-0.0,,,,
80.996,rodas,0.0,-0.0,,,,
80.996,mega,,,0,0,,
81.035,rodas,0.0,-0.0,,,,
81.036,rodas,0.0,-0.0,,,,
81.036,rodas,0.0,-0.0,,,,
81.095,rodas,0.0,-0.0,,,,
81.096,rodas,0.0,-0.0,,,,
81.096,mega,,,0,0,,
81.135,rodas,0.0,-0.0,,,,
81.136,rodas,0.0,-0.0,,,,
81.136,rodas,0.0,-0.0,,,,
81.195,rodas,0.0,-0.0,,,,
81.196,rodas,0.0,-0.0,,,,
81.196,mega,,,0,0,,
81.235,rodas,0.0,-0.0,,,,
81.235,rodas,0.0,-0.0,,,,
81.235,rodas,0.0,-0.0,,,,
81.295,rodas,0.0,-0.0,,,,
81.295,rodas,0.0,-0.0,,,,
81.296,mega,,,0,0,,
81.335,rodas,0.0,-0.0,,,,
81.336,rodas,0.0,-0.0,,,,
81.336,rodas,0.0,-0.0,,,,
81.395,rodas,0.0,-0.0,,,,
81.396,rodas,0.0,-0.0,,,,
81.396,mega,,,0,0,,
81.435,rodas,0.0,-0.0,,,,
81.436,rodas,0.0,-0.0,,,,
81.436,rodas,0.0,-0.0,,,,
81.495,rodas,0.0,-0.0,,,,
81.496,rodas,0.0,-0.0,,,,
81.496,mega,,,0,0,,
81.535,rodas,0.0,-0.0,,,,
81.536,rodas,0.0,-0.0,,,,
81.536,rodas,0.0,-0.0,,,,
81.595,rodas,0.0,-0.0,,,,
81.596,rodas,0.0,-0.0,,,,
81.596,mega,,,0,0,,
81.635,rodas,0.0,-0.0,,,,
81.636,rodas,0.0,-0.0,,,,
81.636,rodas,0.0,-0.0,,,,
81.695,rodas,0.0,-0.0,,,,
81.696,rodas,0.0,-0.0,,,,
81.696,mega,,,0,0,,
81.735,rodas,0.0,-0.0,,,,
81.736,rodas,0.0,-0.0,,,,
81.736,rodas,0.0,-0.0,,,,
81.795,rodas,0.0,-0.0,,,,
81.796,rodas,0.0,-0.0,,,,
81.796,mega,,,0,0,,
81.835,rodas,0.0,-0.0,,,,
81.835,rodas,0.0,-0.0,,,,
81.836,rodas,0.0,-0.0,,,,
81.895,rodas,0.0,-0.0,,,,
81.895,mega,,,0,0,,
81.896,rodas,0.0,-0.0,,,,
81.935,rodas,0.0,-0.0,,,,
81.935,rodas,0.0,-0.0,,,,
81.936,rodas,0.0,-0.0,,,,
81.995,rodas,0.0,-0.0,,,,
81.996,rodas,0.0,-0.0,,,,
81.996,mega,,,0,0,,
82.035,rodas,0.0,-0.0,,,,
82.035,rodas,0.0,-0.0,,,,
82.035,rodas,0.0,-0.0,,,,
82.095,rodas,0.0,-0.0,,,,
82.096,rodas,0.0,-0.0,,,,
82.096,mega,,,0,0,,
82.135,rodas,0.0,-0.0,,,,
82.135,rodas,0.0,-0.0,,,,
82.136,rodas,0.0,-0.0,,,,
82.195,rodas,0.0,-0.0,,,,
82.196,rodas,0.0,-0.0,,,,
82.196,mega,,,0,0,,
82.235,rodas,0.0,-0.0,,,,
82.236,rodas,0.0,-0.0,,,,
82.236,rodas,0.0,-0.0,,,,
82.295,rodas,0.0,-0.0,,,,
82.296,rodas,0.0,-0.0,,,,
82.296,mega,,,0,0,,
82.335,rodas,0.0,-0.0,,,,
82.335,rodas,0.0,-0.0,,,,
82.336,rodas,0.0,-0.0,,,,
82.395,rodas,0.0,-0.0,,,,
82.396,rodas,0.0,-0.0,,,,
82.396,mega,,,0,0,,
82.435,rodas,0.0,-0.0,,,,
82.436,rodas,0.0,-0.0,,,,
82.437,rodas,0.0,-0.0,,,,
82.495,rodas,0.0,-0.0,,,,
82.495,rodas,0.0,-0.0,,,,
82.495,mega,,,0,0,,
82.535,rodas,0.0,-0.0,,,,
82.537,rodas,0.0,-0.0,,,,
82.537,rodas,0.0,-0.0,,,,
82.595,rodas,0.0,-0.0,,,,
82.595,rodas,0.0,-0.0,,,,
82.596,mega,,,0,0,,
82.636,rodas,0.0,-0.0,,,,
82.636,rodas,0.0,-0.0,,,,
82.637,rodas,0.0,-0.0,,,,
82.695,rodas,0.0,-0.0,,,,
82.695,rodas,0.0,-0.0,,,,
82.695,mega,,,0,0,,
82.736,rodas,0.0,-0.0,,,,
82.736,rodas,0.0,-0.0,,,,
82.737,rodas,0.0,-0.0,,,,
82.795,rodas,0.0,-0.0,,,,
82.795,rodas,0.0,-0.0,,,,
82.795,mega,,,0,0,,
82.835,rodas,0.0,-0.0,,,,
82.836,rodas,0.0,-0.0,,,,
82.837,rodas,0.0,-0.0,,,,
82.895,rodas,0.0,-0.0,,,,
82.895,rodas,0.0,-0.0,,,,
82.895,mega,,,0,0,,
82.935,rodas,0.0,-0.0,,,,
82.935,rodas,0.0,-0.0,,,,
82.936,rodas,0.0,-0.0,,,,
82.995,rodas,0.0,-0.0,,,,
82.995,rodas,0.0,-0.0,,,,
82.995,mega,,,0,0,,
83.035,rodas,0.0,-0.0,,,,
83.036,rodas,0.0,-0.0,,,,
83.037,rodas,0.0,-0.0,,,,
83.095,rodas,0.0,-0.0,,,,
83.096,rodas,0.0,-0.0,,,,
83.096,mega,,,0,0,,
83.135,rodas,0.0,-0.0,,,,
83.136,rodas,0.0,-0.0,,,,
83.136,rodas,0.0,-0.0,,,,
83.195,rodas,0.0,-0.0,,,,
83.195,rodas,0.0,-0.0,,,,
83.195,mega,,,0,0,,
83.236,rodas,0.0,-0.0,,,,
83.236,rodas,0.0,-0.0,,,,
83.237,rodas,0.0,-0.0,,,,
83.295,rodas,0.0,-0.0,,,,
83.296,rodas,0.0,-0.0,,,,
83.296,mega,,,0,0,,
83.335,rodas,0.0,-0.0,,,,
83.336,rodas,0.0,-0.0,,,,
83.336,rodas,0.0,-0.0,,,,
83.395,rodas,0.0,-0.0,,,,
83.395,rodas,0.0,-0.0,,,,
83.396,mega,,,0,0,,
83.435,rodas,0.0,-0.0,,,,
83.436,rodas,0.0,-0.0,,,,
83.436,rodas,0.0,-0.0,,,,
83.495,rodas,0.0,-0.0,,,,
83.495,rodas,0.0,-0.0,,,,
83.496,mega,,,0,0,,
83.536,rodas,0.0,-0.0,,,,
83.536,rodas,0.0,-0.0,,,,
83.537,rodas,0.0,-0.0,,,,
83.595,rodas,0.0,-0.0,,,,
83.596,rodas,0.0,-0.0,,,,
83.596,mega,,,0,0,,
83.635,rodas,0.0,-0.0,,,,
83.635,rodas,0.0,-0.0,,,,
83.636,rodas,0.0,-0.0,,,,
83.695,rodas,0.0,-0.0,,,,
83.696,rodas,0.0,-0.0,,,,
83.696,mega,,,0,0,,
83.737,rodas,0.0,-0.0,,,,
83.737,rodas,0.0,-0.0,,,,
83.738,rodas,0.0,-0.0,,,,
83.795,rodas,0.0,-0.0,,,,
83.796,rodas,0.0,-0.0,,,,
83.796,mega,,,0,0,,
83.855,rodas,0.0,-0.0,,,,
83.855,rodas,0.0,-0.0,,,,
83.856,rodas,0.0,-0.0,,,,
83.895,rodas,0.0,-0.0,,,,
83.896,rodas,0.0,-0.0,,,,
83.896,mega,,,0,0,,
83.955,rodas,0.0,-0.0,,,,
83.955,rodas,0.0,-0.0,,,,
83.956,rodas,0.0,-0.0,,,,
83.995,rodas,0.0,-0.0,,,,
83.996,rodas,0.0,-0.0,,,,
83.996,mega,,,0,0,,
84.055,rodas,0.0,-0.0,,,,
84.055,rodas,0.0,-0.0,,,,
84.056,rodas,0.0,-0.0,,,,
84.095,rodas,0.0,-0.0,,,,
84.095,rodas,0.0,-0.0,,,,
84.095,mega,,,0,0,,
84.155,rodas,0.0,-0.0,,,,
84.155,rodas,0.0,-0.0,,,,
84.156,rodas,0.0,-0.0,,,,
84.195,rodas,0.0,-0.0,,,,
84.195,rodas,0.0,-0.0,,,,
84.196,mega,,,0,0,,
84.255,rodas,0.0,-0.0,,,,
84.255,rodas,0.0,-0.0,,,,
84.256,rodas,0.0,-0.0,,,,
84.295,rodas,0.0,-0.0,,,,
84.295,rodas,0.0,-0.0,,,,
84.296,mega,,,0,0,,
84.355,rodas,0.0,-0.0,,,,
84.356,rodas,0.0,-0.0,,,,
84.356,rodas,0.0,-0.0,,,,
84.396,rodas,0.0,-0.0,,,,
84.396,mega,,,0,0,,
84.397,rodas,0.0,-0.0,,,,
84.455,rodas,0.0,-0.0,,,,
84.456,rodas,0.0,-0.0,,,,
84.456,rodas,0.0,-0.0,,,,
84.495,rodas,0.0,-0.0,,,,
84.496,rodas,0.0,-0.0,,,,
84.496,mega,,,0,0,,
84.555,rodas,0.0,-0.0,,,,
84.555,rodas,0.0,-0.0,,,,
84.556,rodas,0.0,-0.0,,,,
84.595,rodas,0.0,-0.0,,,,
84.595,rodas,0.0,-0.0,,,,
84.596,mega,,,0,0,,
84.655,rodas,0.0,-0.0,,,,
84.655,rodas,0.0,-0.0,,,,
84.656,rodas,0.0,-0.0,,,,
84.695,rodas,0.0,-0.0,,,,
84.695,rodas,0.0,-0.0,,,,
84.695,mega,,,0,0,,
84.755,rodas,0.0,-0.0,,,,
84.755,rodas,0.0,-0.0,,,,
84.756,rodas,0.0,-0.0,,,,
84.795,rodas,0.0,-0.0,,,,
84.795,rodas,0.0,-0.0,,,,
84.795,mega,,,0,0,,
84.855,rodas,0.0,-0.0,,,,
84.855,rodas,0.0,-0.0,,,,
84.856,rodas,0.0,-0.0,,,,
84.895,rodas,0.0,-0.0,,,,
84.895,rodas,0.0,-0.0,,,,
84.895,mega,,,0,0,,
84.955,rodas,0.0,-0.0,,,,
84.955,rodas,0.0,-0.0,,,,
84.956,rodas,0.0,-0.0,,,,
84.995,rodas,0.0,-0.0,,,,
84.996,rodas,0.0,-0.0,,,,
84.996,mega,,,0,0,,
85.055,rodas,0.0,-0.0,,,,
85.056,rodas,0.0,-0.0,,,,
