t,estado,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,desvio_lateral
15.3,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.35,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.401,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.45,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.5,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.551,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.601,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.65,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.7,seguindo,-0.0,-0.0,-0.0,-0.0395,-0.0395,0.5,7.2074,8.0019,0.019
15.75,seguindo,0.0028,0.0003,-0.0037,-0.04,-0.0362,0.5,7.2049,8.0019,0.0193
15.8,seguindo,0.006,0.0007,-0.0089,-0.0405,-0.0316,0.5,7.2019,8.0019,0.0197
15.85,seguindo,0.0137,0.0015,-0.0204,-0.0408,-0.0205,0.5,7.1949,13.3361,0.0205
15.9,seguindo,0.0202,0.0022,-0.0305,-0.0418,-0.0112,0.5,7.1891,13.3361,0.0212
15.95,seguindo,0.0326,0.003,-0.0464,-0.0431,0.0033,0.5,7.1781,13.3361,0.022
16.0,seguindo,0.0423,0.0033,-0.0565,-0.0438,0.0127,0.5,7.1697,13.3361,0.0223
16.05,seguindo,0.0595,0.0035,-0.0725,-0.0447,0.0277,0.5,7.155,13.3361,0.0225
16.1,seguindo,0.0724,0.0033,-0.0827,-0.0442,0.0385,0.5,7.1441,20.0045,0.0223
16.15,seguindo,0.092,0.0027,-0.0969,-0.0444,0.0524,0.5,7.1278,20.0045,0.0217
16.2,seguindo,0.1053,0.002,-0.1053,-0.0444,0.0609,0.5,7.1169,20.0045,0.021
16.25,seguindo,0.1247,0.0007,-0.1157,-0.0368,0.0788,0.5,7.1011,inf,0.0227
16.3,seguindo,0.1375,-0.0003,-0.1216,-0.0363,0.0853,0.5,7.0909,inf,0.0187
16.35,seguindo,0.1562,-0.0021,-0.1279,-0.0351,0.0928,0.5,7.0761,inf,0.0172
16.4,seguindo,0.1685,-0.0035,-0.1309,-0.0333,0.0976,0.5,7.0664,inf,0.0161
16.45,seguindo,0.1864,-0.0058,-0.1322,-0.0317,0.1005,0.5,7.0525,inf,0.0141
16.5,seguindo,0.1981,-0.0073,-0.1318,-0.0304,0.1014,0.5,7.0434,inf,0.0127
16.55,seguindo,0.2154,-0.0098,-0.1294,-0.0279,0.1015,0.5,7.0302,inf,0.0106
16.6,seguindo,0.2268,-0.0115,-0.127,-0.0266,0.1005,0.5,7.0215,inf,0.0091
16.65,seguindo,0.2438,-0.014,-0.1226,-0.0245,0.0981,0.5,7.0086,inf,0.0069
16.7,seguindo,0.2551,-0.0156,-0.1194,-0.0231,0.0963,0.5,7.0,inf,0.0055
16.75,seguindo,0.2707,-0.0183,-0.1091,-0.0304,0.0787,0.5,6.9857,inf,0.0039
16.8,seguindo,0.2806,-0.02,-0.1007,-0.029,0.0717,0.5,6.9783,inf,0.0025
16.85,seguindo,0.2954,-0.0227,-0.0848,-0.0267,0.058,0.5,6.9672,inf,0.0002
16.9,seguindo,0.3054,-0.0245,-0.0729,-0.0252,0.0477,0.5,6.9598,inf,-0.0013
16.95,seguindo,0.3203,-0.0268,-0.0554,-0.0233,0.0321,0.5,6.9485,inf,-0.0033
17.0,seguindo,0.3304,-0.0283,-0.0439,-0.0221,0.0218,0.5,6.9408,inf,-0.0045
17.05,seguindo,0.3455,-0.0302,-0.0268,-0.0205,0.0064,0.5,6.9292,inf,-0.006
17.1,seguindo,0.3556,-0.0313,-0.0156,-0.0195,-0.0039,0.5,6.9213,inf,-0.0069
17.15,seguindo,0.3722,-0.0325,-0.0025,-0.019,-0.0165,0.5,6.908,inf,-0.0076
17.2,seguindo,0.384,-0.033,0.0036,-0.0187,-0.0224,0.5,6.8984,inf,-0.0078
17.251,seguindo,0.4017,-0.0333,0.0079,-0.0981,-0.106,0.5,6.8837,1.1572,-0.0058
17.3,seguindo,0.4135,-0.0332,0.0089,-0.0949,-0.1038,0.5,6.8738,0.9582,-0.002
17.35,seguindo,0.4313,-0.0332,0.0098,-0.0967,-0.1065,0.5,6.8589,0.9582,0.0039
17.4,seguindo,0.4431,-0.0331,0.0102,-0.0979,-0.1081,0.5,6.8489,0.9582,0.0078
17.45,seguindo,0.4609,-0.0329,0.0109,-0.0954,-0.1063,0.5,6.834,0.6243,0.0137
17.5,seguindo,0.4727,-0.0328,0.0113,-0.0966,-0.1079,0.5,6.8241,0.6243,0.0176
17.55,seguindo,0.4904,-0.0327,0.0124,-0.0985,-0.1108,0.5,6.8093,0.6243,0.0235
17.6,seguindo,0.5021,-0.0326,0.0132,-0.0997,-0.1129,0.5,6.7994,0.6243,0.0274
17.65,seguindo,0.5197,-0.0326,0.0152,-0.0971,-0.1123,0.5,6.7848,0.8089,0.0331
17.7,seguindo,0.5313,-0.0325,0.0169,-0.0982,-0.1151,0.5,6.775,0.8089,0.037
17.75,seguindo,0.5504,-0.032,0.0149,-0.1073,-0.1222,0.5,6.753,0.8089,0.0466
17.8,seguindo,0.5639,-0.0316,0.0114,-0.1046,-0.116,0.5,6.7415,1.1572,0.0515
17.85,seguindo,0.584,-0.0306,0.0013,-0.1076,-0.1089,0.5,6.7242,1.1572,0.059
17.9,seguindo,0.5974,-0.0299,-0.0074,-0.1098,-0.1024,0.5,6.7127,1.1572,0.0641
17.95,seguindo,0.6175,-0.029,-0.0226,-0.1082,-0.0855,0.5,6.6955,2.0398,0.0716
18.0,seguindo,0.6309,-0.0285,-0.0336,-0.1101,-0.0765,0.5,6.684,2.0398,0.0765
18.05,seguindo,0.651,-0.0279,-0.0502,-0.1129,-0.0627,0.5,6.6671,2.0398,0.0836
18.1,seguindo,0.6644,-0.0278,-0.0614,-0.1146,-0.0532,0.5,6.6559,2.0398,0.0882
18.15,seguindo,0.6845,-0.0278,-0.0777,-0.1118,-0.0341,0.5,6.6393,inf,0.0947
18.201,seguindo,0.7047,-0.0283,-0.0938,-0.1089,-0.0151,0.5,6.6228,inf,0.0972
18.25,seguindo,0.7181,-0.0288,-0.1034,-0.1098,-0.0064,0.5,6.612,inf,0.0969
18.3,seguindo,0.7314,-0.0295,-0.1127,-0.0338,0.079,0.5,6.6014,inf,-0.0035
18.35,seguindo,0.7513,-0.0308,-0.1255,-0.0331,0.0924,0.5,6.5858,inf,-0.0041
18.4,seguindo,0.7644,-0.0319,-0.1331,-0.0327,0.1004,0.5,6.5756,inf,-0.0047
18.45,seguindo,0.7822,-0.0338,-0.14,-0.0314,0.1087,0.5,6.562,inf,-0.0059
18.5,seguindo,0.7935,-0.0352,-0.1425,-0.0303,0.1122,0.5,6.5535,inf,-0.0069
18.55,seguindo,0.8104,-0.0377,-0.1411,-0.0382,0.1029,0.5,6.5435,inf,-0.0055
18.6,seguindo,0.8216,-0.0395,-0.1384,-0.0369,0.1015,0.5,6.5353,inf,-0.0068
18.65,seguindo,0.8385,-0.0422,-0.1336,-0.0348,0.0988,0.5,6.523,inf,-0.0087
18.7,seguindo,0.8497,-0.044,-0.1302,-0.0334,0.0969,0.5,6.5147,inf,-0.01
18.75,seguindo,0.8652,-0.0468,-0.1195,-0.0316,0.0879,0.5,6.5036,inf,-0.0122
18.8,seguindo,0.875,-0.0486,-0.1109,-0.0301,0.0808,0.5,6.4966,inf,-0.0136
18.85,seguindo,0.8897,-0.0515,-0.0942,-0.0276,0.0666,0.5,6.4862,inf,-0.0158
18.9,seguindo,0.8995,-0.0534,-0.0817,-0.026,0.0557,0.5,6.4792,inf,-0.0173
18.95,seguindo,0.9144,-0.056,-0.0634,-0.0247,0.0387,0.5,6.4686,inf,-0.0192
19.0,seguindo,0.9243,-0.0575,-0.0514,-0.0234,0.028,0.5,6.4613,inf,-0.0203
19.05,seguindo,0.9393,-0.0596,-0.034,-0.0217,0.0123,0.5,6.4502,inf,-0.0217
19.1,seguindo,0.9495,-0.0608,-0.0229,-0.0207,0.0022,0.5,6.4426,inf,-0.0225
19.15,seguindo,0.9661,-0.0621,-0.0101,-0.0209,-0.0108,0.5,6.4298,inf,-0.0231
19.2,seguindo,0.9778,-0.0627,-0.0041,-0.0205,-0.0164,0.5,6.4206,inf,-0.0231
19.25,seguindo,0.9955,-0.063,-0.0001,-0.0205,-0.0205,0.5,6.4064,inf,-0.0227
19.3,seguindo,1.0073,-0.0631,0.0007,-0.0218,-0.0226,0.5,6.3968,inf,-0.0223
19.35,seguindo,1.025,-0.0631,0.0015,-0.0187,-0.0202,0.5,6.3824,inf,0.0227
19.4,seguindo,1.0369,-0.0631,0.0018,-0.019,-0.0207,0.5,6.3728,inf,0.0218
19.45,seguindo,1.0547,-0.0632,0.0024,-0.0193,-0.0216,0.5,6.3584,inf,0.0217
19.5,seguindo,1.0665,-0.0632,0.0028,-0.0184,-0.0212,0.5,6.3488,inf,0.0217
19.55,seguindo,1.0842,-0.0632,0.0038,-0.0155,-0.0193,0.5,6.3546,inf,0.0211
19.6,seguindo,1.096,-0.0632,0.0047,-0.0156,-0.0203,0.5,6.3451,inf,0.021
19.65,seguindo,1.1135,-0.0633,0.0067,-0.0158,-0.0226,0.5,6.331,inf,0.0208
19.7,seguindo,1.1251,-0.0633,0.0084,-0.016,-0.0244,0.5,6.3217,inf,0.0207
19.75,seguindo,1.1426,-0.0634,0.0112,-0.0151,-0.0263,0.5,6.3076,inf,0.0206
19.8,seguindo,1.1542,-0.0634,0.0131,-0.0153,-0.0284,0.5,6.2983,inf,0.0205
19.85,seguindo,1.1715,-0.0634,0.0162,-0.0156,-0.0317,0.5,6.2843,inf,0.0204
19.9,seguindo,1.1831,-0.0634,0.0182,-0.0148,-0.033,0.5,6.275,inf,0.0204
19.95,seguindo,1.2005,-0.0633,0.0212,-0.0151,-0.0363,0.5,6.261,inf,0.0204
20.0,seguindo,1.2121,-0.0632,0.0232,-0.0154,-0.0386,0.5,6.2516,inf,0.0204
