t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
23.209,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.25,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.3,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.35,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.4,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.45,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.5,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.55,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.6,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.65,seguindo,normal,2.0027,5.0003,-0.0037,-0.9555,-0.9518,0.5,8.794,4.635,1.0,2.6037,4.15,0.0024
23.7,seguindo,normal,2.0059,5.0007,-0.0088,-0.9582,-0.9494,0.5,8.7908,4.635,1.0,2.6037,4.15,0.0053
23.75,seguindo,normal,2.0134,5.0015,-0.0201,-0.9646,-0.9445,0.5,8.7833,4.635,1.0,2.6037,4.15,0.0119
23.8,seguindo,normal,2.0198,5.0022,-0.0304,-0.9701,-0.9397,0.5,8.7768,4.635,1.0,2.6037,4.15,0.0176
23.85,seguindo,normal,2.0311,5.0033,-0.0504,-0.9798,-0.9294,0.5,8.7655,4.635,1.0,2.6037,4.15,0.0276
23.9,seguindo,normal,2.0395,5.0041,-0.0657,-0.987,-0.9212,0.5,8.7572,4.635,1.0,2.6037,4.15,0.0349
23.95,seguindo,normal,2.052,5.0054,-0.0938,-0.998,-0.9042,0.5,8.7446,4.635,1.0,2.6037,4.15,0.046
