t,x,y,yaw,v_ped,wz_ped,v_ent,wz_ent,v_real,wz_real
23.4,1.2913437295075194,2.4712242462864205,-1.6407929335180362,0.4229020916539392,0.5588470787868275,0.4229020916539392,0.5588470787868275,0.28060564362280677,0.10879116606091986
23.42,1.2907802925320568,2.4656404886391403,-1.6386171100791376,0.4326156791587341,0.5375002687922751,0.4326156791587341,0.5375002687922751,0.2806056427126334,0.10879117194491604
23.44,1.2902327516500247,2.4600349692747474,-1.636567851183699,0.4326156791587341,0.5375002687922751,0.4326156791587341,0.5375002687922751,0.2816098735932467,0.1024629447719327
23.46,1.2897065848138898,2.4544101684650115,-1.6346306846856549,0.4314835900949273,0.5395543433332929,0.4314835900949273,0.5395543433332929,0.28246785520062095,0.09685832490220687
23.48,1.2891999209541205,2.4487700784526076,-1.6327816772431203,0.4314835900949273,0.5395543433332929,0.4314835900949273,0.5395543433332929,0.28314008730138884,0.09245037212673088
23.5,1.288704287127185,2.44312794186307,-1.6309395891095342,0.4258613732745663,0.551266549936339,0.4314835900949273,0.5395543433332929,0.28319321224830607,0.09210440667930726
23.52,1.2882190474651836,2.437484901814336,-1.629097501168358,0.4258613732745663,0.551266549936339,0.4258613732745663,0.551266549936339,0.2831932137304555,0.09210439705881399
23.54,1.2877297468121276,2.431874532395131,-1.6270478825137802,0.4258613732745663,0.551266549936339,0.4258613732745663,0.551266549936339,0.28158329206929095,0.10248093272889001
23.56,1.2872519462403476,2.4262631719762227,-1.6249982631388915,0.4251980173443051,0.5534161677967888,0.4251980173443051,0.5534161677967888,0.2815832875779739,0.10248096874443609
23.58,1.2867833148990127,2.4206561966864757,-1.6229154781085224,0.4251980173443051,0.5534161677967888,0.4251980173443051,0.5534161677967888,0.28132626625466267,0.10413925151845582
23.6,1.286326362716382,2.415048257447947,-1.6208326933866966,0.4251980173443051,0.5534161677967888,0.4251980173443051,0.5534161677967888,0.28132626877093425,0.1041392360912778
23.62,1.2858810917236156,2.4094393784864243,-1.6187499096216822,0.4228117310737102,0.5581678108901439,0.4228117310737102,0.5581678108901439,0.28132627615463124,0.10413918825072033
23.64,1.2854413056367997,2.4038435639401636,-1.6165802658474067,0.4228117310737102,0.5581678108901439,0.4228117310737102,0.5581678108901439,0.28065348847956995,0.10848218871377889
23.66,1.2850136615920793,2.3982468081889836,-1.6144106232395956,0.42114551118627713,0.5614323211682793,0.42114551118627713,0.5614323211682793,0.28065349796213457,0.10848213039055486
23.68,1.2845938070462581,2.392658843364532,-1.612180558020199,0.42114551118627713,0.5614323211682793,0.42114551118627713,0.5614323211682793,0.2801857808622578,0.11150326096982759
23.7,1.2841864150435782,2.3870699561627085,-1.6099504925981538,0.42114551118627713,0.5614323211682793,0.42114551118627713,0.5614323211682793,0.28018577943284023,0.11150327110226692
