t,x,y,yaw,v_ped,wz_ped,v_ent,wz_ent,v_real,wz_real
94.78,1.7885822574698866,5.532359018418453,2.7622112528393923,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.2685409422546058,0.025922416729834023
94.8,1.7932972175496136,5.530543307309809,2.7628557498938577,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.2526245009073781,0.0322248527232791
94.82,1.7977215551708061,5.528858134232027,2.7636165515812903,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.23672014958802884,0.03804008437163422
94.84,1.8018555294474428,5.527303677225704,2.764495429200762,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.22082843965610696,0.043943880973573435
94.86,1.8056991641558715,5.525879880839596,2.7654927668012386,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.20494343073723634,0.049866880023828816
94.88,1.8092524249692652,5.524586576152397,2.76660885113825,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.1890654610309261,0.05580421685057457
94.9,1.8125437783057239,5.52341152356613,2.767841179450338,0.17715866094841762,0.34932341443272297,0.17715866094841762,0.34932341443272297,0.17474091797499527,0.061616415604372594
94.92,1.8155158619036331,5.522377172998173,2.7691763469608093,0.17642139695760245,0.34386219968594395,0.17642139695760245,0.34386219968594395,0.1573464490415904,0.06675837552358117
94.94,1.81819698928312,5.521473028566444,2.77064806972996,0.17642139695760245,0.34386219968594395,0.17642139695760245,0.34386219968594395,0.14147368287480233,0.07358613845755221
94.96,1.8205873679499043,5.520697789107241,2.7722411904143347,0.1756916721305403,0.3384568305965946,0.1756916721305403,0.3384568305965946,0.12564738745517814,0.07965603421874942
94.98,1.8227010161487096,5.520044778862673,2.773954463079649,0.1756916721305403,0.3384568305965946,0.1756916721305403,0.3384568305965946,0.11061115549322219,0.0856636332656763
95.0,1.8245076658001829,5.519524265438975,2.775773444932505,0.18737295071330345,0.424984820098544,0.1756916721305403,0.3384568305965946,0.09400687724070703,0.09094909264281836
95.02,1.8260230441123535,5.519130728029679,2.7777251850254725,0.18737295071330345,0.424984820098544,0.18737295071330345,0.424984820098544,0.07828223172460473,0.09758700464838897
95.04,1.8272463086391373,5.518862722500471,2.779798907435333,0.18737295071330345,0.424984820098544,0.18737295071330345,0.424984820098544,0.0626139574330622,0.10368612049297646
95.06,1.828172353137366,5.518696754355197,2.7818814763584703,0.18662172634413884,0.4194201951417691,0.18662172634413884,0.4194201951417691,0.047039978686900574,0.10412844615687995
95.08,1.828784337786484,5.518656918279904,2.784031306911929,0.18662172634413884,0.4194201951417691,0.18662172634413884,0.4194201951417691,0.030663990430601945,0.10749152767295296
95.1,1.8291180844279478,5.518732952424193,2.7863187146929937,0.18606354034693,0.4152854840513334,0.18606354034693,0.4152854840513334,0.017114906644948195,0.11437038905326492
95.12,1.829140319164143,5.518933959861943,2.7886997071376607,0.18606354034693,0.4152854840513334,0.18606354034693,0.4152854840513334,0.010111673146006661,0.11904962223328612
95.14,1.8288949055278079,5.51924222971716,2.791205333558638,0.18606354034693,0.4152854840513334,0.18606354034693,0.4152854840513334,0.019701405821332896,0.1252813210489006
95.16,1.8283245396356012,5.519678092084024,2.793805362546275,0.1853426568876357,0.4099456065750792,0.1853426568876357,0.4099456065750792,0.03589196476375172,0.13000144938187053
95.18,1.827474616608124,5.520224619145971,2.796558473305198,0.1853426568876357,0.4099456065750792,0.1853426568876357,0.4099456065750792,0.050523781085626315,0.13765553794606486
95.2,1.8263119216254913,5.520889955058414,2.7994128615316547,0.18491422420662323,0.406772031160172,0.1853426568876357,0.4099456065750792,0.06698006231384607,0.1427194113228731
95.22,1.8248665210953932,5.5216619604809445,2.8024012532092715,0.18491422420662323,0.406772031160172,0.18491422420662323,0.406772031160172,0.08193251895348634,0.1494195838808685
95.24,1.82312358856805,5.522543768879336,2.80550530071909,0.18491422420662323,0.406772031160172,0.18491422420662323,0.406772031160172,0.09766524261919378,0.15520237549096794
95.26,1.8210654844726497,5.523538660300566,2.8087196982686975,0.4819658647035668,0.40204206065108694,0.4819658647035668,0.40204206065108694,0.11429787189110382,0.160719877480282
95.28,1.8187329289284626,5.524616091437679,2.811901443840582,0.4819658647035668,0.40204206065108694,0.4819658647035668,0.40204206065108694,0.1284686072737369,0.1590872785942482
95.3,1.816057276056911,5.525789754089232,2.8149202487070912,0.4824757814872894,0.3991522903851825,0.4819658647035668,0.40204206065108694,0.14608732241964256,0.15094024332550032
95.32,1.8131153510425506,5.527036139037187,2.8178699073912914,0.4824757814872894,0.3991522903851825,0.4824757814872894,0.3991522903851825,0.15975292038498576,0.14748293421003747
