t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
46.85,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
46.9,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
46.95,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.0,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.05,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.1,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.15,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.202,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.251,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.3,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.6977,8.5935,0.37,2.23,4.65,-0.0
47.351,seguindo,normal,2.0028,5.0003,-0.0037,-0.9954,-0.9916,0.5,8.6949,8.5935,0.37,2.23,4.65,0.0024
47.4,seguindo,normal,2.006,5.0007,-0.0089,-1.0024,-0.9935,0.5,8.6917,8.5935,0.37,2.23,4.65,0.0053
47.45,seguindo,normal,2.0136,5.0015,-0.0204,-1.0189,-0.9985,0.5,8.6841,8.5935,0.37,2.23,4.65,0.012
47.5,seguindo,normal,2.02,5.0022,-0.0307,-1.0331,-1.0025,0.5,8.6776,8.5935,0.37,2.23,4.65,0.0177
47.55,seguindo,normal,2.0311,5.0034,-0.0507,-1.0582,-1.0074,0.5,8.6664,8.5935,0.37,2.23,4.65,0.0276
47.6,seguindo,normal,2.0392,5.0042,-0.0662,-1.0767,-1.0106,0.5,8.6583,8.5935,0.37,2.23,4.65,0.0347
47.65,seguindo,normal,2.0515,5.0055,-0.0943,-1.1054,-1.0111,0.5,8.646,8.5935,0.37,2.23,4.65,0.0455
47.7,seguindo,normal,2.0638,5.0067,-0.1251,-1.1139,-0.9887,0.5,8.6337,22.512,0.37,2.2637,4.6,0.0564
47.75,seguindo,normal,2.0721,5.0076,-0.1507,-1.1314,-0.9807,0.5,8.6253,22.512,0.37,2.2637,4.6,0.0638
47.8,seguindo,normal,2.0805,5.0084,-0.1765,-1.1491,-0.9726,0.5,8.6168,22.512,0.37,2.2637,4.6,0.0711
47.85,seguindo,normal,2.0934,5.0094,-0.2201,-1.1766,-0.9565,0.5,8.6039,22.512,0.37,2.2637,4.6,0.0824
47.9,seguindo,normal,2.1022,5.0099,-0.251,-1.1954,-0.9444,0.5,8.5952,22.512,0.37,2.2637,4.6,0.0898
47.95,seguindo,normal,2.1152,5.0106,-0.3023,-1.2237,-0.9214,0.5,8.5822,22.512,0.37,2.2637,4.6,0.101
48.0,seguindo,normal,2.1239,5.0108,-0.3384,-1.2427,-0.9043,0.5,8.5736,22.512,0.37,2.2637,4.6,0.1083
48.05,seguindo,normal,2.1371,5.0108,-0.3974,-1.2683,-0.8709,0.5,8.5634,22.512,0.37,2.2654,4.5996,0.1168
48.1,seguindo,normal,2.1461,5.0105,-0.4386,-1.2881,-0.8495,0.5,8.5547,22.512,0.37,2.2654,4.5996,0.124
48.15,seguindo,normal,2.1596,5.0095,-0.502,-1.318,-0.816,0.5,8.5415,22.512,0.37,2.2654,4.5996,0.1347
48.202,seguindo,normal,2.173,5.0076,-0.5662,-1.348,-0.7818,0.5,8.5284,22.512,0.37,2.2654,4.5996,0.1448
48.25,seguindo,normal,2.1819,5.0058,-0.6087,-1.3233,-0.7146,0.5,8.5199,19.709,0.37,2.2975,4.5485,0.1514
48.3,seguindo,normal,2.1908,5.0037,-0.6511,-1.3405,-0.6894,0.5,8.5114,19.709,0.37,2.2975,4.5485,0.1576
48.35,seguindo,normal,2.2039,4.9996,-0.7143,-1.3662,-0.6519,0.5,8.499,19.709,0.37,2.2975,4.5485,0.1663
48.4,seguindo,normal,2.2125,4.9965,-0.7562,-1.3832,-0.627,0.5,8.491,19.709,0.37,2.2975,4.5485,0.1717
48.45,seguindo,normal,2.2252,4.991,-0.8187,-1.4087,-0.59,0.5,8.4793,19.709,0.37,2.2975,4.5485,0.1793
48.5,seguindo,normal,2.2334,4.9869,-0.8602,-1.4256,-0.5654,0.5,8.4717,19.709,0.37,2.2975,4.5485,0.184
48.55,seguindo,normal,2.2455,4.98,-0.9218,-1.3991,-0.4773,0.5,8.4581,7.6848,0.37,2.3288,4.4993,0.1921
48.6,seguindo,normal,2.2533,4.975,-0.963,-1.4135,-0.4504,0.5,8.4511,7.6848,0.37,2.3288,4.4993,0.196
48.65,seguindo,normal,2.2649,4.967,-1.0257,-1.4351,-0.4094,0.5,8.4408,7.6848,0.37,2.3288,4.4993,0.2015
48.702,seguindo,normal,2.2725,4.9615,-1.0681,-1.4496,-0.3815,0.5,8.4341,7.6848,0.37,2.3288,4.4993,0.2048
48.75,seguindo,normal,2.2836,4.9527,-1.1325,-1.4714,-0.3389,0.5,8.4245,7.6848,0.37,2.3288,4.4993,0.2095
48.8,seguindo,normal,2.2943,4.9434,-1.1978,-1.4932,-0.2955,0.5,8.4153,7.6848,0.37,2.3288,4.4993,0.2136
48.85,seguindo,normal,2.3011,4.9367,-1.2399,-1.4423,-0.2024,0.5,8.4096,5.8888,0.37,2.3641,4.449,0.2157
48.9,seguindo,normal,2.3075,4.9296,-1.2819,-1.4536,-0.1718,0.5,8.4044,5.8888,0.37,2.3641,4.449,0.2174
48.95,seguindo,normal,2.3163,4.9179,-1.3414,-1.4692,-0.1278,0.5,8.3975,5.8888,0.37,2.3641,4.449,0.2186
49.0,seguindo,normal,2.3216,4.9096,-1.3794,-1.4788,-0.0994,0.5,8.3936,5.8888,0.37,2.3641,4.449,0.2187
49.05,seguindo,normal,2.3285,4.8958,-1.4316,-1.4793,-0.0477,0.5,8.3937,5.8888,0.37,2.3695,4.4493,0.213
49.101,seguindo,normal,2.3344,4.8812,-1.4796,-1.4245,0.0551,0.5,8.3902,5.851,0.37,2.4054,4.399,0.2102
49.15,seguindo,normal,2.3377,4.8707,-1.5085,-1.4281,0.0804,0.5,8.3887,5.851,0.37,2.4054,4.399,0.2074
49.2,seguindo,normal,2.3405,4.8602,-1.5366,-1.431,0.1057,0.5,8.3876,5.851,0.37,2.4054,4.399,0.2043
49.251,seguindo,normal,2.344,4.8437,-1.5761,-1.4335,0.1426,0.5,8.3869,5.851,0.37,2.4054,4.399,0.1984
49.3,seguindo,normal,2.3458,4.8325,-1.6009,-1.4341,0.1667,0.5,8.3869,5.851,0.37,2.4054,4.399,0.194
49.351,seguindo,normal,2.3476,4.8142,-1.6334,-1.3701,0.2633,0.5,8.3882,6.4998,0.37,2.4423,4.3487,0.1858
49.405,seguindo,normal,2.3484,4.7953,-1.6613,-1.3636,0.2977,0.5,8.3906,6.4998,0.37,2.4423,4.3487,0.1764
49.45,seguindo,normal,2.3484,4.7835,-1.6753,-1.346,0.3292,0.5,8.3973,6.4998,0.37,2.447,4.3522,0.1647
49.5,seguindo,normal,2.3482,4.7718,-1.6878,-1.3394,0.3485,0.5,8.3996,6.4998,0.37,2.447,4.3522,0.1582
49.55,seguindo,normal,2.3471,4.7542,-1.7015,-1.2744,0.4271,0.5,8.4037,6.9406,0.37,2.4852,4.3019,0.1477
49.6,seguindo,normal,2.346,4.7425,-1.7078,-1.2648,0.4429,0.5,8.4069,6.9406,0.37,2.4852,4.3019,0.1405
