t_wall,topic,vx,wz,px,py,extra
1787273175.112,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.113,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.114,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.129,odom,0.0000,0.0000,6.140,10.000,
1787273175.150,odom,0.0000,0.0000,6.140,10.000,
1787273175.151,/auto_vel_raw,0.0000,0.0000,,,
1787273175.171,odom,0.0000,0.0000,6.140,10.000,
1787273175.174,/auto_vel,0.0000,0.0000,,,
1787273175.174,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.175,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.176,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.194,odom,0.0000,0.0000,6.140,10.000,
1787273175.202,/auto_vel_raw,0.0000,0.0000,,,
1787273175.211,odom,0.0000,0.0000,6.140,10.000,
1787273175.214,/auto_vel,0.0000,0.0000,,,
1787273175.214,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.215,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.216,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.232,odom,0.0000,0.0000,6.140,10.000,
1787273175.253,/auto_vel_raw,0.0000,0.0000,,,
1787273175.253,odom,0.0000,0.0000,6.140,10.000,
1787273175.275,odom,0.0000,0.0000,6.140,10.000,
1787273175.284,/auto_vel,0.0000,0.0000,,,
1787273175.286,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.287,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.287,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.294,odom,0.0000,0.0000,6.140,10.000,
1787273175.302,/auto_vel_raw,0.0000,0.0000,,,
1787273175.312,odom,0.0000,0.0000,6.140,10.000,
1787273175.315,/auto_vel,0.0000,0.0000,,,
1787273175.315,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.316,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.317,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.334,odom,0.0000,0.0000,6.140,10.000,
1787273175.356,/auto_vel_raw,0.0000,0.0000,,,
1787273175.357,odom,0.0000,0.0000,6.140,10.000,
1787273175.377,odom,0.0000,0.0000,6.140,10.000,
1787273175.378,/auto_vel,0.0000,0.0000,,,
1787273175.378,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.379,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.379,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.396,odom,0.0000,0.0000,6.140,10.000,
1787273175.406,/auto_vel_raw,0.0000,0.0000,,,
1787273175.416,odom,0.0000,0.0000,6.140,10.000,
1787273175.419,/auto_vel,0.0000,0.0000,,,
1787273175.419,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.420,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.420,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.436,odom,0.0000,0.0000,6.140,10.000,
1787273175.456,/auto_vel_raw,0.0000,0.0000,,,
1787273175.457,odom,0.0000,0.0000,6.140,10.000,
1787273175.477,odom,0.0000,0.0000,6.140,10.000,
1787273175.489,/auto_vel,0.0000,0.0000,,,
1787273175.490,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.490,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.490,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.495,odom,0.0000,0.0000,6.140,10.000,
1787273175.506,/auto_vel_raw,0.0000,0.0000,,,
1787273175.515,odom,0.0000,0.0000,6.140,10.000,
1787273175.517,/auto_vel,0.0000,0.0000,,,
1787273175.517,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.518,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.519,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.535,odom,0.0000,0.0000,6.140,10.000,
1787273175.563,odom,0.0000,0.0000,6.140,10.000,
1787273175.567,/auto_vel_raw,0.0000,0.0000,,,
1787273175.585,odom,0.0000,0.0000,6.140,10.000,
1787273175.593,/auto_vel,0.0000,0.0000,,,
1787273175.595,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.595,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.598,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.605,odom,0.0000,0.0000,6.140,10.000,
1787273175.615,/auto_vel_raw,0.0000,0.0000,,,
1787273175.623,odom,0.0000,0.0000,6.140,10.000,
1787273175.627,/auto_vel,0.0000,0.0000,,,
1787273175.627,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.628,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.628,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.644,odom,0.0000,0.0000,6.140,10.000,
1787273175.665,odom,0.0000,0.0000,6.140,10.000,
1787273175.666,/auto_vel_raw,0.0000,0.0000,,,
1787273175.686,odom,0.0000,0.0000,6.140,10.000,
1787273175.697,/auto_vel,0.0000,0.0000,,,
1787273175.698,/compensador_rumo/cmd_vel,0.0000,0.0000,,,
1787273175.698,/cmd_vel_bruto,0.0000,0.0000,,,
1787273175.699,/hoverboard_base_controller/cmd_vel,0.0000,0.0000,,,
1787273175.705,odom,0.0000,0.0000,6.140,10.000,
1787273175.716,/auto_vel_raw,0.0000,0.0000,,,
1787273175.725,odom,0.0000,0.0000,6.140,10.000,
1787273175.729,/auto_vel,0.0000,0.0000,,,
