t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
49.658,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
49.7,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
49.75,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
49.8,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
49.85,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
49.9,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
49.95,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
50.001,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
50.05,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
50.1,seguindo,normal,6.14,10.0,0.0,1.5222,1.5222,0.5,10.2785,2.7022,1.0,6.189,11.008,0.0233
50.15,seguindo,normal,6.1385,9.9996,0.0051,1.5207,1.5157,0.5,10.279,2.7022,1.0,6.189,11.008,0.0243
50.2,seguindo,normal,6.1369,9.9992,0.0102,1.5192,1.509,0.5,10.2796,2.7022,1.0,6.189,11.008,0.0253
50.25,seguindo,normal,6.1345,9.9981,0.0229,1.4205,1.3976,0.5,10.2808,0.6826,0.37,6.189,10.358,0.0267
50.3,seguindo,normal,6.1329,9.9972,0.0331,1.4166,1.3834,0.5,10.2818,0.6826,0.37,6.189,10.358,0.0275
50.35,seguindo,normal,6.1306,9.9954,0.0536,1.4111,1.3575,0.5,10.2837,0.6826,0.37,6.189,10.358,0.0284
50.4,seguindo,normal,6.1291,9.9941,0.0691,1.4076,1.3385,0.5,10.2851,0.6826,0.37,6.189,10.358,0.0288
50.45,seguindo,normal,6.1269,9.9916,0.0972,1.4028,1.3056,0.5,10.2877,0.6826,0.37,6.189,10.358,0.0292
50.5,seguindo,normal,6.1254,9.9898,0.1178,1.3999,1.2821,0.5,10.2897,0.6826,0.37,6.189,10.358,0.0293
50.55,seguindo,normal,6.1235,9.9866,0.1536,1.3961,1.2426,0.5,10.293,0.6826,0.37,6.189,10.358,0.0291
50.6,seguindo,normal,6.1222,9.9842,0.1793,1.394,1.2147,0.5,10.2954,0.6826,0.37,6.189,10.358,0.0288
50.65,seguindo,normal,6.1206,9.9803,0.2229,1.3916,1.1687,0.5,10.2994,0.6826,0.37,6.189,10.358,0.0279
50.7,seguindo,normal,6.1196,9.9774,0.2538,1.3905,1.1366,0.5,10.3023,0.6826,0.37,6.189,10.358,0.027
50.75,seguindo,normal,6.1185,9.9728,0.3052,1.3897,1.0845,0.5,10.3071,0.6826,0.37,6.189,10.358,0.0253
50.8,seguindo,normal,6.1179,9.9695,0.3412,1.3897,1.0485,0.5,10.3104,0.6826,0.37,6.189,10.358,0.024
50.85,seguindo,normal,6.1174,9.9641,0.4003,1.3909,0.9906,0.5,10.3158,0.6826,0.37,6.189,10.358,0.0225
50.9,seguindo,normal,6.1173,9.9604,0.4414,1.3923,0.9509,0.5,10.3195,0.6826,0.37,6.189,10.358,0.0219
50.95,seguindo,normal,6.1176,9.9545,0.5082,1.3957,0.8875,0.5,10.3254,0.6826,0.37,6.189,10.358,0.0217
51.0,seguindo,normal,6.1181,9.9504,0.5545,1.3987,0.8442,0.5,10.3294,0.6826,0.37,6.189,10.358,0.0222
51.05,seguindo,normal,6.1195,9.944,0.629,1.4045,0.7755,0.5,10.3357,0.6826,0.37,6.189,10.358,0.024
51.1,seguindo,normal,6.1208,9.9397,0.6804,1.4092,0.7288,0.5,10.3399,0.6826,0.37,6.189,10.358,0.0258
51.15,seguindo,normal,6.1234,9.9331,0.7626,1.4176,0.655,0.5,10.3463,0.6826,0.37,6.189,10.358,-0.0294
51.2,seguindo,normal,6.1256,9.9287,0.8192,1.4241,0.6048,0.5,10.3505,0.6826,0.37,6.189,10.358,-0.0322
51.25,seguindo,normal,6.1296,9.9222,0.9091,1.4352,0.5261,0.5,10.3568,0.6826,0.37,6.189,10.358,-0.0371
51.3,seguindo,normal,6.1327,9.9179,0.9709,1.4435,0.4726,0.5,10.3609,0.6826,0.37,6.189,10.358,-0.0406
51.35,seguindo,normal,6.1382,9.9123,1.0647,1.4573,0.3926,0.5,10.3661,0.6826,0.37,6.189,10.358,-0.0457
51.4,seguindo,normal,6.1423,9.9094,1.126,1.4671,0.341,0.5,10.3688,0.6826,0.37,6.189,10.358,-0.0487
51.45,seguindo,normal,6.149,9.9066,1.2153,1.4824,0.2671,0.5,10.3712,0.6826,0.37,6.189,10.358,-0.0524
51.5,seguindo,normal,6.1537,9.9056,1.2731,1.4928,0.2197,0.5,10.3718,0.6826,0.37,6.189,10.358,-0.0544
51.55,seguindo,normal,6.1606,9.9051,1.3563,1.5082,0.1519,0.5,10.372,0.6826,0.37,6.189,10.358,-0.0572
51.6,seguindo,normal,6.1651,9.905,1.4085,1.5182,0.1097,0.5,10.3718,0.6826,0.37,6.189,10.358,-0.0591
51.651,seguindo,normal,6.1716,9.9056,1.4834,1.5325,0.0491,0.5,10.3708,0.6826,0.37,6.189,10.358,-0.0618
51.7,seguindo,normal,6.1757,9.9062,1.5309,1.5413,0.0104,0.5,10.37,0.6826,0.37,6.189,10.358,-0.0635
51.75,seguindo,normal,6.1812,9.9075,1.5986,1.5536,-0.045,0.5,10.3684,0.6826,0.37,6.189,10.358,-0.0659
51.8,seguindo,normal,6.1846,9.9083,1.641,1.5611,-0.0799,0.5,10.3673,0.6826,0.37,6.189,10.358,-0.0675
51.851,seguindo,normal,6.1893,9.9103,1.7006,1.5715,-0.129,0.5,10.3651,0.6826,0.37,6.189,10.358,-0.0694
51.9,seguindo,normal,6.1921,9.9116,1.7369,1.5778,-0.1591,0.5,10.3636,0.6826,0.37,6.189,10.358,-0.0706
51.95,seguindo,normal,6.1958,9.914,1.787,1.5862,-0.2009,0.5,10.361,0.6826,0.37,6.189,10.358,-0.0719
52.0,seguindo,normal,6.198,9.9156,1.817,1.5911,-0.2259,0.5,10.3593,0.6826,0.37,6.189,10.358,-0.0726
52.05,seguindo,normal,6.2007,9.9183,1.8575,1.5973,-0.2602,0.5,10.3564,0.6826,0.37,6.189,10.358,-0.0733
52.1,seguindo,normal,6.2022,9.9201,1.881,1.6009,-0.2802,0.5,10.3546,0.6826,0.37,6.189,10.358,-0.0735
52.15,seguindo,normal,6.2043,9.9217,1.9118,1.6058,-0.306,0.5,10.3528,0.6826,0.37,6.189,10.358,-0.0743
52.2,seguindo,normal,6.2059,9.9223,1.933,1.6096,-0.3235,0.5,10.3521,0.6826,0.37,6.189,10.358,-0.0753
52.25,seguindo,normal,6.2073,9.9244,1.9591,1.613,-0.346,0.5,10.3499,0.6826,0.37,6.189,10.358,-0.0752
52.3,seguindo,normal,6.2078,9.9264,1.9733,1.6143,-0.359,0.5,10.348,0.6826,0.37,6.189,10.358,-0.0745
52.35,seguindo,normal,6.2079,9.9289,1.9878,1.6149,-0.3728,0.5,10.3454,0.6826,0.37,6.189,10.358,-0.0731
52.4,seguindo,normal,6.2079,9.9306,1.9948,1.6149,-0.3799,0.5,10.3438,0.6826,0.37,6.189,10.358,-0.0722
52.45,seguindo,normal,6.2073,9.9325,1.9986,1.6139,-0.3847,0.5,10.3419,0.6826,0.37,6.189,10.358,-0.0706
52.5,seguindo,normal,6.2068,9.9336,1.9985,1.6128,-0.3857,0.5,10.3408,0.6826,0.37,6.189,10.358,-0.0696
52.55,seguindo,normal,6.2058,9.9347,1.9924,1.6104,-0.382,0.5,10.3397,0.6826,0.37,6.189,10.358,-0.0681
52.6,seguindo,normal,6.2049,9.9354,1.9856,1.6084,-0.3772,0.5,10.3392,0.6826,0.37,6.189,10.358,-0.067
52.65,seguindo,normal,6.2044,9.9357,1.9818,1.6073,-0.3746,0.5,10.3388,0.6826,0.37,6.189,10.358,-0.0664
52.7,seguindo,normal,6.2044,9.9357,1.9818,1.6072,-0.3745,0.5,10.3388,0.6826,0.37,6.189,10.358,-0.0664
52.75,seguindo,normal,6.2044,9.9357,1.9818,1.6072,-0.3745,0.5,10.3388,0.6826,0.37,6.189,10.358,-0.0664
52.8,seguindo,normal,6.2044,9.9357,1.9818,1.6072,-0.3745,0.5,10.3388,0.6826,0.37,6.189,10.358,-0.0664
52.85,seguindo,normal,6.2044,9.9357,1.9818,1.6072,-0.3745,0.5,10.3388,0.6826,0.37,6.189,10.358,-0.0664
52.9,seguindo,normal,6.2044,9.9357,1.9818,1.6072,-0.3745,0.5,10.3388,0.6826,0.37,6.189,10.358,-0.0664
52.95,seguindo,normal,6.203,9.9381,1.9779,1.604,-0.3739,0.5,10.3365,0.6826,0.37,6.189,10.358,-0.0638
53.0,seguindo,normal,6.2013,9.9408,1.9728,1.6004,-0.3724,0.5,10.3339,0.6826,0.37,6.189,10.358,-0.0609
53.05,seguindo,normal,6.1975,9.9474,1.9612,1.5915,-0.3697,0.5,10.3276,0.6826,0.37,6.189,10.358,-0.054
53.1,seguindo,normal,6.1943,9.953,1.9509,1.5839,-0.3669,0.5,10.3222,0.6826,0.37,6.189,10.358,-0.0482
53.15,seguindo,normal,6.1883,9.9637,1.9305,1.5701,-0.3603,0.5,10.3118,2.7022,1.0,6.189,11.008,-0.0371
53.2,seguindo,normal,6.1838,9.9721,1.9131,1.5657,-0.3474,0.5,10.3037,2.7022,1.0,6.189,11.008,-0.0286
53.25,seguindo,normal,6.1765,9.9856,1.8821,1.5586,-0.3235,0.5,10.2907,2.7022,1.0,6.189,11.008,-0.0149
53.3,seguindo,normal,6.1716,9.9951,1.8593,1.5536,-0.3057,0.5,10.2815,2.7022,1.0,6.189,11.008,-0.0055
53.35,seguindo,normal,6.1643,10.0094,1.8204,1.5461,-0.2743,0.5,10.2676,2.7022,1.0,6.189,11.008,0.0087
53.4,seguindo,normal,6.1597,10.0192,1.793,1.5412,-0.2519,0.5,10.2581,2.7022,1.0,6.189,11.008,0.0163
53.45,seguindo,normal,6.1532,10.0343,1.7522,1.534,-0.2182,0.5,10.2434,2.7022,1.0,6.189,11.008,0.0258
53.5,seguindo,normal,6.1472,10.0499,1.7118,1.5293,-0.1824,0.5,10.2283,9.0321,1.0,6.189,11.058,0.0349
53.55,seguindo,normal,6.1435,10.0604,1.685,1.5252,-0.1598,0.5,10.218,9.0321,1.0,6.189,11.058,0.0406
53.6,seguindo,normal,6.1401,10.071,1.6584,1.5213,-0.137,0.5,10.2076,9.0321,1.0,6.189,11.058,0.0451
53.65,seguindo,normal,6.1358,10.0875,1.6205,1.5187,-0.1018,0.5,10.1915,30.1148,1.0,6.189,11.108,0.0504
53.7,seguindo,normal,6.1334,10.0987,1.5963,1.5157,-0.0805,0.5,10.1804,30.1148,1.0,6.189,11.108,0.0536
53.75,seguindo,normal,6.1305,10.116,1.5623,1.5119,-0.0505,0.5,10.1633,30.1148,1.0,6.189,11.108,0.0573
53.8,seguindo,normal,6.1289,10.1278,1.541,1.5096,-0.0314,0.5,10.1517,30.1148,1.0,6.189,11.108,0.0591
53.85,seguindo,normal,6.1273,10.1459,1.5113,1.5099,-0.0013,0.5,10.1337,100.3849,1.0,6.189,11.158,0.061
53.9,seguindo,normal,6.1267,10.1581,1.4927,1.5085,0.0158,0.5,10.1215,100.3849,1.0,6.189,11.158,0.0619
53.95,seguindo,normal,6.1263,10.177,1.4674,1.507,0.0396,0.5,10.1028,100.3849,1.0,6.189,11.158,0.0624
54.0,seguindo,normal,6.1264,10.1897,1.4519,1.5094,0.0576,0.5,10.0901,334.6169,1.0,6.189,11.208,0.0623
54.05,seguindo,normal,6.1273,10.2092,1.4317,1.5091,0.0774,0.5,10.0705,334.6169,1.0,6.189,11.208,0.0615
54.1,seguindo,normal,6.1283,10.2225,1.42,1.5093,0.0893,0.5,10.0572,334.6169,1.0,6.189,11.208,0.0606
54.15,seguindo,normal,6.1301,10.2409,1.4069,1.513,0.1061,0.5,10.0388,1115.3898,1.0,6.189,11.258,0.0588
54.2,seguindo,normal,6.1314,10.2524,1.3989,1.5136,0.1147,0.5,10.0271,1115.3898,1.0,6.189,11.258,0.0575
54.25,seguindo,normal,6.1341,10.2696,1.3937,1.5153,0.1215,0.5,10.0098,1115.3898,1.0,6.189,11.258,0.0549
54.3,seguindo,normal,6.136,10.281,1.3929,1.5166,0.1237,0.5,9.9983,1115.3898,1.0,6.189,11.258,0.0529
54.35,seguindo,normal,6.1385,10.2951,1.3925,1.521,0.1285,0.5,9.9841,3717.966,1.0,6.189,11.308,0.0505
54.4,seguindo,normal,6.14,10.3032,1.3925,1.5221,0.1296,0.5,9.9759,3717.966,1.0,6.189,11.308,0.049
54.45,seguindo,normal,6.1416,10.3126,1.3925,1.5233,0.1307,0.5,9.9665,3717.966,1.0,6.189,11.308,0.0473
54.5,seguindo,normal,6.1426,10.3176,1.3925,1.5239,0.1314,0.5,9.9614,3717.966,1.0,6.189,11.308,0.0464
54.552,seguindo,normal,6.1447,10.3279,1.3947,1.5256,0.1309,0.5,9.951,3717.966,1.0,6.189,11.308,0.0443
54.6,seguindo,normal,6.1463,10.3361,1.3975,1.5291,0.1316,0.5,9.9427,12393.2201,1.0,6.189,11.358,0.0427
54.65,seguindo,normal,6.1493,10.3511,1.4011,1.5314,0.1303,0.5,9.9275,12393.2201,1.0,6.189,11.358,0.0397
54.7,seguindo,normal,6.1514,10.3625,1.4031,1.533,0.13,0.5,9.916,12393.2201,1.0,6.189,11.358,0.0376
54.75,seguindo,normal,6.1538,10.3766,1.4043,1.535,0.1307,0.5,9.9018,12393.2201,1.0,6.189,11.358,0.0352
54.8,seguindo,normal,6.1552,10.3847,1.4043,1.5378,0.1335,0.5,9.8936,41310.7336,1.0,6.189,11.408,0.0338
54.85,seguindo,normal,6.1577,10.3998,1.4028,1.5398,0.137,0.5,9.8784,41310.7336,1.0,6.189,11.408,0.0313
54.9,seguindo,normal,6.1595,10.4112,1.4012,1.5412,0.14,0.5,9.8669,41310.7336,1.0,6.189,11.408,0.0295
54.95,seguindo,normal,6.1623,10.4291,1.3973,1.5435,0.1462,0.5,9.8488,41310.7336,1.0,6.189,11.408,0.0267
55.0,seguindo,normal,6.1642,10.4414,1.3942,1.5464,0.1522,0.5,9.8365,137702.4451,1.0,6.189,11.458,0.0248
