t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
39.75,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
39.8,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
39.85,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
39.9,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
39.95,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
40.0,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
40.05,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
40.1,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
40.151,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
40.2,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.6559,4.635,1.0,2.6037,4.15,-0.0
40.25,seguindo,normal,2.0028,5.0003,-0.0037,-0.9555,-0.9518,0.5,8.6531,4.635,1.0,2.6037,4.15,0.0024
40.3,seguindo,normal,2.006,5.0007,-0.0089,-0.9583,-0.9494,0.5,8.6499,4.635,1.0,2.6037,4.15,0.0053
40.35,seguindo,normal,2.0136,5.0015,-0.0204,-0.9647,-0.9444,0.5,8.6423,4.635,1.0,2.6037,4.15,0.0121
40.4,seguindo,normal,2.0233,5.0025,-0.0359,-0.973,-0.9371,0.5,8.6326,4.635,1.0,2.6037,4.15,0.0206
40.45,seguindo,normal,2.0314,5.0034,-0.0508,-0.98,-0.9292,0.5,8.6244,4.635,1.0,2.6037,4.15,0.0278
40.5,seguindo,normal,2.0397,5.0041,-0.0663,-0.9872,-0.9209,0.5,8.6161,4.635,1.0,2.6037,4.15,0.0351
40.55,seguindo,normal,2.0522,5.0055,-0.0945,-0.9982,-0.9037,0.5,8.6035,4.635,1.0,2.6037,4.15,0.0462
40.6,seguindo,normal,2.0607,5.0063,-0.1151,-1.0056,-0.8905,0.5,8.595,4.635,1.0,2.6037,4.15,0.0536
40.65,seguindo,normal,2.0734,5.0075,-0.151,-1.0086,-0.8576,0.5,8.5822,4.7682,1.0,2.6452,4.1,0.0648
40.7,seguindo,normal,2.082,5.0082,-0.1768,-1.0157,-0.839,0.5,8.5736,4.7682,1.0,2.6452,4.1,0.0723
40.75,seguindo,normal,2.0953,5.0092,-0.2204,-1.0268,-0.8064,0.5,8.5604,4.7682,1.0,2.6452,4.1,0.0838
40.8,seguindo,normal,2.1043,5.0096,-0.2513,-1.0343,-0.783,0.5,8.5514,4.7682,1.0,2.6452,4.1,0.0914
40.85,seguindo,normal,2.1176,5.0102,-0.3026,-1.0454,-0.7428,0.5,8.5382,4.7682,1.0,2.6452,4.1,0.1027
40.9,seguindo,normal,2.1264,5.0104,-0.3387,-1.0528,-0.7141,0.5,8.5295,4.7682,1.0,2.6452,4.1,0.1101
40.951,seguindo,normal,2.1398,5.0104,-0.3977,-1.064,-0.6662,0.5,8.5162,4.7682,1.0,2.6452,4.1,0.1212
41.0,seguindo,normal,2.1489,5.01,-0.4389,-1.0715,-0.6325,0.5,8.5073,4.7682,1.0,2.6452,4.1,0.1286
41.05,seguindo,normal,2.1626,5.0088,-0.5013,-1.0859,-0.5846,0.5,8.4953,4.7682,1.0,2.6426,4.0978,0.1381
41.1,seguindo,normal,2.1717,5.0075,-0.543,-1.0931,-0.5501,0.5,8.4865,4.7682,1.0,2.6426,4.0978,0.145
41.15,seguindo,normal,2.1852,5.0047,-0.605,-1.0913,-0.4863,0.5,8.4735,5.2955,1.0,2.6829,4.0476,0.1547
41.2,seguindo,normal,2.1942,5.0023,-0.646,-1.0977,-0.4518,0.5,8.465,5.2955,1.0,2.6829,4.0476,0.1609
41.25,seguindo,normal,2.2075,4.998,-0.7066,-1.1069,-0.4003,0.5,8.4458,5.2955,1.0,2.6814,4.0508,0.175
41.3,seguindo,normal,2.2163,4.9945,-0.7464,-1.1129,-0.3665,0.5,8.4377,5.2955,1.0,2.6814,4.0508,0.1804
41.35,seguindo,normal,2.2293,4.9886,-0.8052,-1.1215,-0.3163,0.5,8.4259,5.2955,1.0,2.6814,4.0508,0.1879
41.4,seguindo,normal,2.2377,4.984,-0.8431,-1.127,-0.2838,0.5,8.4183,5.2955,1.0,2.6814,4.0508,0.1924
41.45,seguindo,normal,2.2503,4.9766,-0.9003,-1.122,-0.2217,0.5,8.4072,4.68,1.0,2.72,4.0009,0.1988
41.5,seguindo,normal,2.2586,4.9712,-0.9386,-1.1269,-0.1883,0.5,8.3998,4.68,1.0,2.72,4.0009,0.2028
41.551,seguindo,normal,2.2711,4.9625,-0.995,-1.1457,-0.1507,0.5,8.3823,4.68,1.0,2.7069,3.9998,0.2133
41.6,seguindo,normal,2.2794,4.9562,-1.032,-1.1505,-0.1184,0.5,8.3751,4.68,1.0,2.7069,3.9998,0.217
41.65,seguindo,normal,2.2914,4.9454,-1.0838,-1.1457,-0.0619,0.5,8.3651,4.5924,1.0,2.7422,3.9496,0.2212
41.7,seguindo,normal,2.2989,4.9375,-1.1155,-1.149,-0.0335,0.5,8.359,4.5924,1.0,2.7422,3.9496,0.2234
41.75,seguindo,normal,2.3096,4.9245,-1.1593,-1.1532,0.0061,0.5,8.3506,4.5924,1.0,2.7422,3.9496,0.2254
41.8,seguindo,normal,2.3195,4.9107,-1.1997,-1.1565,0.0432,0.5,8.3431,4.5924,1.0,2.7422,3.9496,0.2264
41.85,seguindo,normal,2.3257,4.9005,-1.223,-1.1475,0.0755,0.5,8.3399,4.5924,1.0,2.7531,3.9521,0.2259
41.9,seguindo,normal,2.3316,4.8902,-1.2454,-1.1406,0.1048,0.5,8.336,5.3454,1.0,2.7849,3.9023,0.2252
41.95,seguindo,normal,2.3398,4.8736,-1.2741,-1.141,0.1331,0.5,8.331,5.3454,1.0,2.7849,3.9023,0.2231
42.0,seguindo,normal,2.3448,4.862,-1.2907,-1.1408,0.1499,0.5,8.3281,5.3454,1.0,2.7849,3.9023,0.221
42.05,seguindo,normal,2.3513,4.8451,-1.3103,-1.1397,0.1706,0.5,8.3248,5.3454,1.0,2.7849,3.9023,0.2173
42.1,seguindo,normal,2.3551,4.8341,-1.3207,-1.1351,0.1856,0.5,8.3231,2.7534,1.0,2.8122,3.8524,0.2145
42.15,seguindo,normal,2.3602,4.8174,-1.3308,-1.1328,0.198,0.5,8.3213,2.7534,1.0,2.8122,3.8524,0.2097
42.2,seguindo,normal,2.3633,4.8061,-1.335,-1.1309,0.2041,0.5,8.3204,2.7534,1.0,2.8122,3.8524,0.2061
42.25,seguindo,normal,2.3675,4.7891,-1.3361,-1.1275,0.2085,0.5,8.3195,2.7534,1.0,2.8122,3.8524,0.2001
42.3,seguindo,normal,2.3701,4.7777,-1.335,-1.1263,0.2087,0.5,8.3191,1.7232,1.0,2.8346,3.8025,0.196
42.35,seguindo,normal,2.374,4.7608,-1.3324,-1.1227,0.2096,0.5,8.3186,1.7232,1.0,2.8346,3.8025,0.1899
42.4,seguindo,normal,2.3766,4.7495,-1.3303,-1.1203,0.2099,0.5,8.3183,1.7232,1.0,2.8346,3.8025,0.1858
42.45,seguindo,normal,2.3805,4.7326,-1.3269,-1.1166,0.2103,0.5,8.3179,1.7232,1.0,2.8346,3.8025,0.1795
42.5,seguindo,normal,2.3844,4.7158,-1.3234,-1.1186,0.2048,0.5,8.3174,1.2104,1.0,2.8522,3.7526,0.1732
42.55,seguindo,normal,2.3871,4.7045,-1.3214,-1.1163,0.2051,0.5,8.317,1.2104,1.0,2.8522,3.7526,0.1691
42.6,seguindo,normal,2.3898,4.6932,-1.3195,-1.1139,0.2056,0.5,8.3167,1.2104,1.0,2.8522,3.7526,0.165
42.65,seguindo,normal,2.3939,4.6763,-1.3166,-1.1102,0.2064,0.5,8.3161,1.2104,1.0,2.8522,3.7526,0.1587
42.7,seguindo,normal,2.3967,4.665,-1.3147,-1.1077,0.207,0.5,8.3157,1.2104,1.0,2.8522,3.7526,0.1545
42.751,seguindo,normal,2.4009,4.6481,-1.312,-1.1102,0.2017,0.5,8.3142,0.9312,1.0,2.8667,3.7095,0.1469
42.8,seguindo,normal,2.4038,4.6368,-1.3102,-1.1078,0.2023,0.5,8.3139,0.9312,1.0,2.8667,3.7095,0.1428
42.85,seguindo,normal,2.4081,4.6199,-1.3075,-1.1042,0.2033,0.5,8.3133,0.9312,1.0,2.8667,3.7095,0.1364
42.901,seguindo,normal,2.4124,4.6031,-1.3049,-1.1136,0.1913,0.5,8.3127,0.783,1.0,2.8766,3.6596,0.1301
42.95,seguindo,normal,2.4154,4.5918,-1.3031,-1.1113,0.1918,0.5,8.3123,0.783,1.0,2.8766,3.6596,0.126
43.0,seguindo,normal,2.4183,4.5805,-1.3014,-1.109,0.1924,0.5,8.3119,0.783,1.0,2.8766,3.6596,0.1218
43.05,seguindo,normal,2.4228,4.5637,-1.2988,-1.1056,0.1932,0.5,8.3113,0.783,1.0,2.8766,3.6596,0.1155
43.1,seguindo,normal,2.4258,4.5524,-1.297,-1.1032,0.1938,0.5,8.3109,0.783,1.0,2.8766,3.6596,0.1113
43.15,seguindo,normal,2.4303,4.5356,-1.2944,-1.1589,0.1354,0.5,8.3103,4.4854,0.37,2.5955,4.1573,0.1051
43.2,seguindo,normal,2.4333,4.5244,-1.2926,-1.1547,0.1379,0.5,8.3099,4.4854,0.37,2.5955,4.1573,0.101
43.25,seguindo,normal,2.4379,4.5076,-1.2899,-1.1479,0.142,0.5,8.3093,4.4854,0.37,2.5955,4.1573,0.0948
43.3,seguindo,normal,2.441,4.4964,-1.2881,-1.1432,0.145,0.5,8.3089,4.4854,0.37,2.5955,4.1573,0.0906
43.35,seguindo,normal,2.4457,4.4796,-1.2854,-1.0947,0.1907,0.5,8.3082,5.4291,0.37,2.6375,4.1077,0.0843
43.4,seguindo,normal,2.4488,4.4684,-1.2836,-1.089,0.1946,0.5,8.3078,5.4291,0.37,2.6375,4.1077,0.0802
43.45,seguindo,normal,2.4536,4.4516,-1.2809,-1.0799,0.2011,0.5,8.3072,5.4291,0.37,2.6375,4.1077,0.074
43.5,seguindo,normal,2.4568,4.4404,-1.2791,-1.0734,0.2058,0.5,8.3067,5.4291,0.37,2.6375,4.1077,0.0699
43.55,seguindo,normal,2.4616,4.4237,-1.2765,-1.063,0.2135,0.5,8.306,5.4291,0.37,2.6375,4.1077,0.0636
43.6,seguindo,normal,2.4649,4.4125,-1.2748,-1.0287,0.2461,0.5,8.3056,9.8722,0.37,2.6784,4.058,0.0594
43.651,seguindo,normal,2.4698,4.3958,-1.2721,-1.0175,0.2546,0.5,8.3049,9.8722,0.37,2.6784,4.058,0.0532
43.701,seguindo,normal,2.4747,4.379,-1.2694,-1.0055,0.264,0.5,8.3042,9.8722,0.37,2.6784,4.058,0.0469
43.75,seguindo,normal,2.478,4.3679,-1.2676,-1.018,0.2496,0.5,8.302,9.8722,0.37,2.6753,4.0481,0.0473
43.8,seguindo,normal,2.4813,4.3568,-1.2657,-1.0097,0.256,0.5,8.3014,9.8722,0.37,2.6753,4.0481,0.0431
43.85,seguindo,normal,2.4864,4.3401,-1.263,-0.9842,0.2788,0.5,8.3005,45.5646,0.37,2.7137,3.998,0.037
43.9,seguindo,normal,2.4898,4.329,-1.2612,-0.9759,0.2854,0.5,8.2999,45.5646,0.37,2.7137,3.998,0.0329
43.95,seguindo,normal,2.4949,4.3123,-1.2584,-0.9625,0.2958,0.5,8.299,45.5646,0.37,2.7137,3.998,0.0268
44.0,seguindo,normal,2.5,4.2957,-1.2554,-0.9481,0.3073,0.5,8.298,45.5646,0.37,2.7137,3.998,0.0205
44.05,seguindo,normal,2.5035,4.2846,-1.2537,-0.9379,0.3158,0.5,8.2974,45.5646,0.37,2.7137,3.998,0.0164
44.1,seguindo,normal,2.507,4.2735,-1.2519,-0.9313,0.3206,0.5,8.2968,5.4817,0.37,2.7492,3.948,0.0122
44.15,seguindo,normal,2.5123,4.2569,-1.2493,-0.9167,0.3326,0.5,8.2958,5.4817,0.37,2.7492,3.948,0.006
44.2,seguindo,normal,2.5158,4.2459,-1.2475,-0.9063,0.3411,0.5,8.2951,5.4817,0.37,2.7492,3.948,0.0019
44.25,seguindo,normal,2.5212,4.2293,-1.2449,-0.8897,0.3551,0.5,8.2941,5.4817,0.37,2.7492,3.948,-0.0045
44.3,seguindo,normal,2.5248,4.2182,-1.2431,-0.8779,0.3653,0.5,8.2934,5.4817,0.37,2.7492,3.948,-0.0087
44.35,seguindo,normal,2.5291,4.2037,-1.2348,-0.8823,0.3525,0.5,8.293,2.6319,0.37,2.7807,3.8979,-0.0145
44.4,seguindo,normal,2.5326,4.1904,-1.2205,-0.8674,0.3532,0.5,8.293,2.6319,0.37,2.7807,3.8979,-0.0202
44.45,seguindo,normal,2.5347,4.1813,-1.2059,-0.856,0.3499,0.5,8.2933,2.6319,0.37,2.7807,3.8979,-0.0243
44.5,seguindo,normal,2.5367,4.1724,-1.1896,-0.8444,0.3452,0.5,8.2937,2.6319,0.37,2.7807,3.8979,-0.0284
44.55,seguindo,normal,2.5399,4.1588,-1.1606,-0.8254,0.3352,0.5,8.2942,2.6319,0.37,2.7807,3.8979,-0.0347
44.6,seguindo,normal,2.5419,4.1497,-1.1382,-0.8121,0.3261,0.5,8.2946,2.6319,0.37,2.7807,3.8979,-0.0389
44.65,seguindo,normal,2.5451,4.1364,-1.1015,-0.8719,0.2296,0.5,8.2951,1.63,0.37,2.8296,3.7978,-0.045
44.7,seguindo,normal,2.5473,4.1276,-1.0755,-0.8627,0.2128,0.5,8.2953,1.63,0.37,2.8296,3.7978,-0.0489
44.75,seguindo,normal,2.551,4.1147,-1.037,-0.8495,0.1875,0.5,8.2952,1.63,0.37,2.8296,3.7978,-0.0543
44.8,seguindo,normal,2.5537,4.1062,-1.012,-0.841,0.171,0.5,8.2948,1.63,0.37,2.8296,3.7978,-0.0575
44.851,seguindo,normal,2.5584,4.0939,-0.9773,-0.8578,0.1195,0.5,8.2894,1.63,0.37,2.8255,3.785,-0.0541
44.9,seguindo,normal,2.5619,4.0858,-0.9565,-0.8512,0.1053,0.5,8.2881,1.63,0.37,2.8255,3.785,-0.0564
44.95,seguindo,normal,2.5678,4.0736,-0.9277,-0.8899,0.0378,0.5,8.2856,1.1173,0.37,2.8423,3.7348,-0.0595
45.0,seguindo,normal,2.5743,4.0615,-0.9004,-0.8838,0.0165,0.5,8.2825,1.1173,0.37,2.8423,3.7348,-0.062
45.05,seguindo,normal,2.5788,4.0536,-0.8822,-0.8801,0.0021,0.5,8.2802,1.1173,0.37,2.8423,3.7348,-0.0635
45.1,seguindo,normal,2.5835,4.0457,-0.8641,-0.8766,-0.0125,0.5,8.2778,1.1173,0.37,2.8423,3.7348,-0.0649
45.15,seguindo,normal,2.5911,4.0339,-0.8389,-0.8722,-0.0333,0.5,8.2736,1.1173,0.37,2.8423,3.7348,-0.0662
45.2,seguindo,normal,2.5996,4.0221,-0.8172,-0.8692,-0.052,0.5,8.2687,1.1173,0.37,2.8423,3.7348,-0.0669
45.25,seguindo,normal,2.6055,4.0142,-0.8037,-0.9231,-0.1194,0.5,8.265,0.8607,0.37,2.8549,3.6847,-0.0672
45.3,seguindo,normal,2.6117,4.0064,-0.7911,-0.9236,-0.1325,0.5,8.2612,0.8607,0.37,2.8549,3.6847,-0.0671
45.35,seguindo,normal,2.6228,3.9937,-0.7762,-0.9561,-0.1799,0.5,8.246,0.8607,0.37,2.8452,3.6785,-0.058
45.407,seguindo,normal,2.6351,3.9804,-0.7652,-0.9627,-0.1976,0.5,8.2377,0.8607,0.37,2.8452,3.6785,-0.056
45.451,seguindo,normal,2.6436,3.972,-0.7627,-1.0218,-0.259,0.5,8.2317,0.7485,0.37,2.8538,3.6283,-0.0542
45.5,seguindo,normal,2.6521,3.9636,-0.7605,-1.0292,-0.2687,0.5,8.2258,0.7485,0.37,2.8538,3.6283,-0.0523
45.55,seguindo,normal,2.6651,3.9512,-0.7598,-1.0418,-0.2821,0.5,8.2166,0.7485,0.37,2.8538,3.6283,-0.0492
45.6,seguindo,normal,2.6738,3.943,-0.7601,-1.0511,-0.291,0.5,8.2105,0.7485,0.37,2.8538,3.6283,-0.0467
45.65,seguindo,normal,2.6868,3.9307,-0.7603,-1.1148,-0.3545,0.5,8.2014,0.7217,0.37,2.8596,3.5782,-0.0429
45.7,seguindo,normal,2.6954,3.9225,-0.7603,-1.1257,-0.3653,0.5,8.1953,0.7217,0.37,2.8596,3.5782,-0.0404
45.75,seguindo,normal,2.7082,3.9102,-0.7596,-1.1429,-0.3833,0.5,8.1864,0.7217,0.37,2.8596,3.5782,-0.0367
45.8,seguindo,normal,2.7167,3.902,-0.7589,-1.1552,-0.3963,0.5,8.1805,0.7217,0.37,2.8596,3.5782,-0.0336
45.85,seguindo,normal,2.7293,3.8899,-0.7566,-1.2512,-0.4946,0.5,8.1718,0.7647,0.37,2.8656,3.4781,-0.0291
45.9,seguindo,normal,2.7376,3.8818,-0.7547,-1.2639,-0.5092,0.5,8.1661,0.7647,0.37,2.8656,3.4781,-0.0262
45.95,seguindo,normal,2.7501,3.8697,-0.7516,-1.2842,-0.5326,0.5,8.1575,0.7647,0.37,2.8656,3.4781,-0.0218
46.0,seguindo,normal,2.7585,3.8617,-0.7495,-1.2986,-0.5491,0.5,8.1518,0.7647,0.37,2.8656,3.4781,-0.018
46.05,seguindo,normal,2.7718,3.8495,-0.7513,-1.3236,-0.5723,0.5,8.1425,0.7647,0.37,2.8656,3.4781,-0.0118
46.1,seguindo,normal,2.781,3.8412,-0.7543,-1.3659,-0.6116,0.5,8.136,0.8817,0.37,2.8669,3.4281,-0.0074
46.15,seguindo,normal,2.7947,3.8293,-0.7638,-1.3929,-0.6291,0.5,8.1263,0.8817,0.37,2.8669,3.4281,-0.0007
