t,fonte,key,mux,roda
65.9807,roda,0.0,0.0,0.0
65.989,key,0.0,0.0,0.0
65.9892,mux,0.0,0.0,0.0
66.0392,key,0.0,0.0,0.0
66.0396,mux,0.0,0.0,0.0
66.0808,roda,0.0,0.0,0.0
66.0892,key,0.25,0.0,0.0
66.0894,mux,0.25,0.25,0.0
66.1392,key,0.25,0.25,0.0
66.1395,mux,0.25,0.25,0.0
66.1808,roda,0.25,0.25,0.25
66.1891,key,0.25,0.25,0.25
66.1896,mux,0.25,0.25,0.25
66.2392,key,0.25,0.25,0.25
66.2395,mux,0.25,0.25,0.25
66.2807,roda,0.25,0.25,0.25
66.2891,key,0.25,0.25,0.25
66.2894,mux,0.25,0.25,0.25
66.3391,key,0.25,0.25,0.25
66.3395,mux,0.25,0.25,0.25
66.3807,roda,0.25,0.25,0.25
66.3891,key,0.25,0.25,0.25
66.3896,mux,0.25,0.25,0.25
66.4391,key,0.25,0.25,0.25
66.4395,mux,0.25,0.25,0.25
66.4808,roda,0.25,0.25,0.25
66.4891,key,0.25,0.25,0.25
66.4894,mux,0.25,0.25,0.25
66.5391,key,0.25,0.25,0.25
66.5395,mux,0.25,0.25,0.25
66.5808,roda,0.25,0.25,0.25
66.589,key,0.25,0.25,0.25
66.5893,mux,0.25,0.25,0.25
66.6391,key,0.25,0.25,0.25
66.6395,mux,0.25,0.25,0.25
66.6809,roda,0.25,0.25,0.25
66.6891,key,0.25,0.25,0.25
66.6895,mux,0.25,0.25,0.25
66.7391,key,0.25,0.25,0.25
66.7395,mux,0.25,0.25,0.25
66.7809,roda,0.25,0.25,0.25
66.789,key,0.25,0.25,0.25
66.7893,mux,0.25,0.25,0.25
66.8392,key,0.25,0.25,0.25
66.8395,mux,0.25,0.25,0.25
66.8808,roda,0.25,0.25,0.25
66.889,key,0.25,0.25,0.25
66.8893,mux,0.25,0.25,0.25
66.939,key,0.25,0.25,0.25
66.9393,mux,0.25,0.25,0.25
66.9808,roda,0.25,0.25,0.25
66.9891,key,0.25,0.25,0.25
66.9895,mux,0.25,0.25,0.25
67.0391,key,0.25,0.25,0.25
67.0395,mux,0.25,0.25,0.25
67.0807,roda,0.25,0.25,0.25
67.0891,key,0.25,0.25,0.25
67.0895,mux,0.25,0.25,0.25
67.1391,key,0.25,0.25,0.25
67.1395,mux,0.25,0.25,0.25
67.1809,roda,0.25,0.25,0.25
67.1891,key,0.25,0.25,0.25
67.1894,mux,0.25,0.25,0.25
67.2391,key,0.25,0.25,0.25
67.2395,mux,0.25,0.25,0.25
67.2806,roda,0.25,0.25,0.25
67.2891,key,0.25,0.25,0.25
67.2894,mux,0.25,0.25,0.25
67.3391,key,0.25,0.25,0.25
67.3395,mux,0.25,0.25,0.25
67.3806,roda,0.25,0.25,0.25
67.389,key,0.25,0.25,0.25
67.3892,mux,0.25,0.25,0.25
67.4391,key,0.25,0.25,0.25
67.4396,mux,0.25,0.25,0.25
67.4807,roda,0.25,0.25,0.25
67.4891,key,0.25,0.25,0.25
67.4893,mux,0.25,0.25,0.25
67.5391,key,0.25,0.25,0.25
67.5395,mux,0.25,0.25,0.25
67.5808,roda,0.25,0.25,0.25
67.5891,key,0.0,0.25,0.25
67.5895,mux,0.0,0.0,0.25
67.6392,key,0.0,0.0,0.25
67.6395,mux,0.0,0.0,0.25
67.6809,roda,0.0,0.0,0.0
67.6893,key,0.0,0.0,0.0
67.6896,mux,0.0,0.0,0.0
67.739,key,0.0,0.0,0.0
