t,x,y,yaw,dist,plano_n,rumo_alvo,erro_rumo,raw_v,raw_wz,saida_v,saida_wz,mux_v,mux_wz,key_v
0.0,-0.0518,-0.0149,-0.0281,2.0519,42,-0.0002,0.0279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-0.053,-0.0133,-0.0307,2.053,42,-0.0041,0.0267,0.4998,0.0747,0.0,0.0,0.0,0.0,0.0
0.1,-0.053,-0.0133,-0.0307,2.053,42,-0.0041,0.0267,0.4998,0.073,0.0,0.0,0.0,0.0,0.0
0.15,-0.0529,-0.0164,-0.0315,2.0529,42,0.0033,0.0348,0.4998,0.073,0.4998,0.0747,0.4998,0.0747,0.0
0.2,-0.0529,-0.0164,-0.0315,2.0529,42,0.0033,0.0348,0.4997,0.0834,0.4998,0.0747,0.4998,0.0747,0.0
0.25,-0.0525,-0.0157,-0.0325,2.0526,42,0.0016,0.0341,0.4997,0.0834,0.4998,0.073,0.4998,0.073,0.0
0.3,-0.0525,-0.0157,-0.0325,2.0526,42,0.0016,0.0341,0.4997,0.0826,0.4998,0.073,0.4998,0.073,0.0
0.35,-0.0505,-0.0166,-0.0281,2.0506,42,0.0038,0.0319,0.4997,0.0826,0.4997,0.0834,0.4997,0.0834,0.0
0.4,-0.0505,-0.0166,-0.0281,2.0506,42,0.0038,0.0319,0.4997,0.0799,0.4997,0.0834,0.4997,0.0834,0.0
0.45,-0.0435,-0.0146,-0.0245,2.0435,42,-0.001,0.0234,0.4997,0.0799,0.4997,0.0826,0.4997,0.0826,0.0
0.5,-0.0435,-0.0146,-0.0245,2.0435,42,-0.001,0.0234,0.4999,0.0685,0.4997,0.0826,0.4997,0.0826,0.0
0.55,-0.0286,-0.0159,-0.0203,2.0287,42,0.0022,0.0225,0.4999,0.0685,0.4997,0.0799,0.4997,0.0799,0.0
0.6,-0.0286,-0.0159,-0.0203,2.0287,42,0.0022,0.0225,0.4999,0.0671,0.4997,0.0799,0.4997,0.0799,0.0
0.65,-0.0053,-0.0129,-0.0136,2.0054,42,-0.0055,0.0082,0.4999,0.0671,0.4999,0.0685,0.4999,0.0685,0.0
0.7,-0.0053,-0.0129,-0.0136,2.0054,42,-0.0055,0.0082,0.5,0.0,0.4999,0.0685,0.4999,0.0685,0.0
0.75,0.0172,-0.0122,-0.0111,1.9828,42,-0.0038,0.0072,0.5,0.0,0.4999,0.0671,0.4999,0.0671,0.0
0.8,0.0172,-0.0122,-0.0111,1.9828,42,-0.0038,0.0072,0.5,0.0,0.4999,0.0671,0.4999,0.0671,0.0
0.85,0.0466,-0.0135,-0.0152,1.9535,42,-0.0007,0.0145,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.9,0.0466,-0.0135,-0.0152,1.9535,42,-0.0007,0.0145,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.95,0.0716,-0.0196,-0.0172,1.9285,42,0.0175,0.0348,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.0,0.0716,-0.0196,-0.0172,1.9285,42,0.0175,0.0348,0.4973,0.0834,0.5,0.0,0.5,0.0,0.0
1.05,0.1001,-0.0202,-0.0218,1.9,40,0.0165,0.0384,0.4973,0.0834,0.5,0.0,0.5,0.0,0.0
1.1,0.1001,-0.0202,-0.0218,1.9,40,0.0165,0.0384,0.495,0.0876,0.5,0.0,0.5,0.0,0.0
1.15,0.1282,-0.0269,-0.0253,1.8719,40,0.0346,0.0598,0.495,0.0876,0.4973,0.0834,0.4973,0.0834,0.0
1.2,0.1282,-0.0269,-0.0253,1.8719,40,0.0346,0.0598,0.4934,0.1094,0.4973,0.0834,0.4973,0.0834,0.0
