t,x,y,yaw,dist
0.0,2.0,5.0,0.0,8.79673
0.0198,2.0,5.0,0.0,8.79673
0.0394,2.0,5.0,0.0,8.79673
0.0602,2.0,5.0,0.0,8.79673
0.0798,2.0,5.0,0.0,8.79673
0.0993,2.0,5.0,0.0,8.79673
0.1193,2.0,5.0,0.0,8.79673
0.4664,2.0,5.0,0.0,8.79673
0.4668,2.0,5.0,0.0,8.79673
0.4677,2.0,5.0,0.0,8.79673
0.4681,2.0,5.0,0.0,8.79673
0.4684,2.0,5.0,0.0,8.79673
0.4699,2.0,5.0,0.0,8.79673
0.4706,2.00114,5.00009,-0.00113,8.79559
0.4709,2.00274,5.0003,-0.0037,8.79398
0.4711,2.00434,5.0005,-0.00627,8.79237
0.4719,2.00755,5.00089,-0.01141,8.78915
0.4722,2.01028,5.00115,-0.01511,8.78642
0.4725,2.01348,5.00151,-0.02025,8.7832
0.4729,2.01669,5.00186,-0.02539,8.77998
0.4731,2.0199,5.00219,-0.03053,8.77676
0.4817,2.02312,5.0025,-0.03568,8.77355
0.501,2.02704,5.00292,-0.0428,8.76962
0.522,2.0312,5.00336,-0.05053,8.76545
0.5412,2.03536,5.00376,-0.05825,8.76128
0.561,2.03953,5.00413,-0.06596,8.75711
0.5817,2.0437,5.00447,-0.07367,8.75295
0.601,2.04789,5.00497,-0.08376,8.74874
0.6213,2.05209,5.00543,-0.09402,8.74453
0.6409,2.05629,5.00586,-0.10428,8.74032
0.9845,2.11302,5.00999,-0.2837,8.68379
0.9852,2.11741,5.0102,-0.3017,8.67943
0.9859,2.12181,5.01033,-0.3197,8.67509
0.9865,2.1262,5.01038,-0.3377,8.67076
0.9872,2.1306,5.01035,-0.3557,8.66644
1.0028,2.13512,5.0104,-0.37613,8.66198
1.023,2.13966,5.01036,-0.3967,8.65753
1.0431,2.1442,5.01024,-0.41727,8.65309
1.063,2.14873,5.01002,-0.43784,8.64868
1.083,2.15326,5.0097,-0.45841,8.64429
1.1027,2.15784,5.00928,-0.47917,8.63986
1.124,2.16242,5.00876,-0.49993,8.63545
1.1429,2.16699,5.00814,-0.52068,8.63108
1.1628,2.17154,5.00743,-0.54143,8.62674
1.1831,2.17607,5.00663,-0.56219,8.62243
1.2028,2.18061,5.0057,-0.58274,8.61814
1.2229,2.18513,5.00467,-0.60321,8.61389
1.2428,2.18963,5.00354,-0.62369,8.60967
1.2628,2.19411,5.00233,-0.64416,8.6055
1.2829,2.19856,5.00102,-0.66463,8.60137
1.3026,2.203,4.99958,-0.68487,8.59727
1.323,2.20743,4.998,-0.70478,8.59321
1.3429,2.21184,4.99633,-0.72467,8.5892
1.3634,2.21621,4.99457,-0.74456,8.58524
1.383,2.22054,4.99272,-0.76444,8.58133
1.4027,2.22485,4.99076,-0.78411,8.57746
1.423,2.22916,4.98863,-0.80336,8.57362
1.4429,2.23343,4.98639,-0.82235,8.56986
1.4631,2.23765,4.98406,-0.84132,8.56615
1.483,2.24183,4.98165,-0.86033,8.5625
1.503,2.246,4.97918,-0.87941,8.55887
1.5231,2.25017,4.97663,-0.89851,8.55526
1.5429,2.25435,4.97402,-0.91765,8.55165
1.5646,2.25853,4.97133,-0.93681,8.54806
1.5829,2.26272,4.96856,-0.95599,8.54448
1.6027,2.26688,4.96542,-0.97417,8.54099
1.6232,2.27103,4.9622,-0.99175,8.53753
1.6431,2.27518,4.95891,-1.0093,8.53409
1.6629,2.27933,4.95556,-1.02684,8.53066
1.6835,2.28343,4.95214,-1.04439,8.52731
1.7029,2.28741,4.94822,-1.06049,8.52415
1.7237,2.29132,4.94421,-1.07575,8.5211
1.7435,2.29515,4.94018,-1.09061,8.51813
1.763,2.2989,4.93609,-1.10546,8.51525
1.7828,2.30259,4.93195,-1.12032,8.51244
1.8027,2.30618,4.9275,-1.13411,8.50979
1.8232,2.3097,4.92302,-1.14754,8.50723
1.8431,2.31315,4.91848,-1.16096,8.50474
1.8653,2.31653,4.91391,-1.17439,8.50233
1.8857,2.31984,4.9093,-1.18781,8.50001
1.9051,2.32303,4.90425,-1.19976,8.49788
1.9249,2.32613,4.89916,-1.21102,8.49586
1.9455,2.32917,4.89404,-1.22219,8.49391
1.965,2.33215,4.88889,-1.23337,8.49203
1.9859,2.33506,4.88371,-1.24454,8.49022
2.0047,2.33783,4.87804,-1.25356,8.48866
2.025,2.34051,4.87229,-1.26187,8.4872
2.0446,2.34314,4.86653,-1.27011,8.4858
2.0652,2.34572,4.86074,-1.27833,8.48446
2.0852,2.34824,4.85493,-1.28653,8.48319
2.1046,2.35034,4.84943,-1.29238,8.48227
2.1254,2.35237,4.84399,-1.29757,8.48141
2.1451,2.35436,4.83853,-1.30267,8.48059
2.1661,2.35632,4.83304,-1.30769,8.47981
