t,x,y,yaw,dist,plano_n,rumo_alvo,erro_rumo,raw_v,raw_wz,saida_v,saida_wz,mux_v,mux_wz,key_v
0.0,-0.0,-0.0,-0.0,5.7271,82,-0.0006,-0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.1,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.15,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.2,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.251,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.3,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.35,-0.0,-0.0,-0.0,5.7271,82,-0.0022,-0.0022,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.4,0.0011,0.0001,-0.0011,5.726,82,-0.0022,-0.0011,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.45,0.0043,0.0005,-0.0062,5.7228,82,-0.0025,0.0037,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.5,0.0103,0.0011,-0.0151,5.7169,82,-0.0029,0.0122,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.55,0.0167,0.0018,-0.0252,5.7104,82,-0.0037,0.0215,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.6,0.0274,0.0027,-0.0408,5.6997,82,-0.0044,0.0364,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.65,0.037,0.0032,-0.0512,5.6903,82,-0.0052,0.046,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.7,0.0525,0.0035,-0.0669,5.6751,82,-0.0064,0.0606,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.75,0.0652,0.0035,-0.0779,5.6626,82,-0.0067,0.0713,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.8,0.0846,0.0031,-0.0935,5.6438,82,-0.0066,0.0869,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.85,0.0978,0.0026,-0.104,5.631,82,-0.0063,0.0977,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.9,0.1173,0.0016,-0.1183,5.6121,82,-0.0058,0.1125,0.5,0.0,0.5,0.0,0.5,0.0,0.0
0.95,0.1301,0.0007,-0.1256,5.5999,82,-0.0061,0.1194,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.0,0.1489,-0.0011,-0.1341,5.5818,82,-0.0053,0.1288,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.05,0.1612,-0.0026,-0.1368,5.5702,80,-0.0035,0.1333,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.1,0.1793,-0.0049,-0.1395,5.553,80,-0.0452,0.0943,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.15,0.1911,-0.0065,-0.1394,5.5418,80,-0.0436,0.0958,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.2,0.2086,-0.0091,-0.1382,5.5254,80,-0.0394,0.0988,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.25,0.2199,-0.0108,-0.1357,5.5146,80,-0.0376,0.0981,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.3,0.237,-0.0135,-0.1317,5.4986,80,-0.0363,0.0953,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.35,0.2483,-0.0152,-0.1287,5.488,80,-0.0344,0.0943,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.4,0.2652,-0.0177,-0.1243,5.472,80,-0.0331,0.0912,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.45,0.2766,-0.0193,-0.1215,5.4613,80,-0.0347,0.0868,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.5,0.2937,-0.0217,-0.1175,5.4452,80,-0.0336,0.0839,0.5,0.0,0.5,0.0,0.5,0.0,0.0
1.55,0.3051,-0.0232,-0.1151,5.4344,80,-0.0319,0.0832,0.5,0.0,0.5,0.0,0.5,0.0,0.0
