t,x,y,yaw,erro_trajeto,rumo_plano,folga,raw_v,raw_wz,saida_v,saida_wz,desencalhe,planos,objetivo_ativo,dist_alvo
0.012,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.043,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.074,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.105,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.136,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.166,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.197,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.228,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,7.159
0.258,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.29,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.32,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.351,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.381,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.412,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.443,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.473,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.0,0.0,0.5,0.0,0.0,1,1,7.159
0.504,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.534,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.566,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.596,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.627,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.658,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.689,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.72,-0.0,-0.0,-0.0,0.019,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.159
0.751,0.0027,0.0003,-0.0037,0.0193,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.157
0.781,0.0027,0.0003,-0.0037,0.0193,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.157
0.812,0.0027,0.0003,-0.0037,0.0193,0.0,0.7,0.5,0.0,0.5,0.0,0.0,1,1,7.157
0.843,0.0134,0.0015,-0.02,0.0205,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.147
0.874,0.0134,0.0015,-0.02,0.0205,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.147
0.905,0.0134,0.0015,-0.02,0.0205,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.147
0.936,0.0274,0.0027,-0.0407,0.0217,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.134
0.967,0.0274,0.0027,-0.0407,0.0217,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.134
0.997,0.0274,0.0027,-0.0407,0.0217,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.134
1.029,0.0525,0.0035,-0.0668,0.0225,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.112
1.059,0.0525,0.0035,-0.0668,0.0225,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.112
1.09,0.0525,0.0035,-0.0668,0.0225,0.0,0.75,0.5,0.0,0.5,0.0,0.0,1,1,7.112
1.121,0.0847,0.003,-0.0926,0.022,0.0,0.8,0.5,0.0,0.5,0.0,0.0,1,1,7.084
1.16,0.0847,0.003,-0.0926,0.0558,-0.0169,0.8,0.5,0.0,0.5,0.0,0.0,2,1,7.084
1.191,0.0847,0.003,-0.0926,0.0558,-0.0169,0.8,0.5,0.0,0.5,0.0,0.0,2,1,7.084
1.221,0.0847,0.003,-0.0926,0.0558,-0.0169,0.8,0.5,0.0,0.5,0.0,0.0,2,1,7.084
1.253,0.1243,0.0009,-0.1179,0.023,-0.0169,0.85,0.5,0.0,0.5,0.0,0.0,2,1,7.051
1.284,0.1243,0.0009,-0.1179,0.023,-0.0169,0.85,0.5,0.0,0.5,0.0,0.0,2,1,7.051
1.314,0.1243,0.0009,-0.1179,0.023,-0.0169,0.85,0.5,0.0,0.5,0.0,0.0,2,1,7.051
1.345,0.1559,-0.0021,-0.1305,0.0173,-0.0169,0.85,0.5,0.0,0.5,0.0,0.0,2,1,7.025
1.376,0.1559,-0.0021,-0.1305,0.0173,-0.0169,0.85,0.5,0.0,0.5,0.0,0.0,2,1,7.025
1.407,0.1559,-0.0021,-0.1305,0.0173,-0.0169,0.85,0.5,0.0,0.5,0.0,0.0,2,1,7.025
1.438,0.1801,-0.005,-0.1344,0.0148,-0.0169,0.9,0.5,0.0,0.5,0.0,0.0,2,1,7.006
1.468,0.1801,-0.005,-0.1344,0.0148,-0.0169,0.9,0.5,0.0,0.5,0.0,0.0,2,1,7.006
1.499,0.1801,-0.005,-0.1344,0.0148,-0.0169,0.9,0.5,0.0,0.5,0.0,0.0,2,1,7.006
1.53,0.2093,-0.0091,-0.1325,0.0112,-0.0169,0.9,0.5,0.0,0.5,0.0,0.0,2,1,6.982
1.56,0.2093,-0.0091,-0.1325,0.0112,-0.0169,0.9,0.5,0.0,0.5,0.0,0.0,2,1,6.982
1.591,0.2093,-0.0091,-0.1325,0.0112,-0.0169,0.9,0.5,0.0,0.5,0.0,0.0,2,1,6.982
1.622,0.2321,-0.0124,-0.1278,0.0082,-0.0169,0.95,0.5,0.0,0.5,0.0,0.0,2,1,6.964
1.653,0.2321,-0.0124,-0.1278,0.0082,-0.0169,0.95,0.5,0.0,0.5,0.0,0.0,2,1,6.964
1.683,0.2321,-0.0124,-0.1278,0.0082,-0.0169,0.95,0.5,0.0,0.5,0.0,0.0,2,1,6.964
1.714,0.2604,-0.0166,-0.1201,0.0045,-0.0169,0.95,0.5,0.0,0.5,0.0,0.0,2,1,6.942
1.745,0.2604,-0.0166,-0.1201,0.0045,-0.0169,0.95,0.5,0.0,0.5,0.0,0.0,2,1,6.942
1.776,0.2604,-0.0166,-0.1201,0.0045,-0.0169,0.95,0.5,0.0,0.5,0.0,0.0,2,1,6.942
1.807,0.2887,-0.0205,-0.1129,0.0011,-0.0169,1.0,0.5,0.0,0.5,0.0,0.0,2,1,6.92
1.837,0.2887,-0.0205,-0.1129,0.0011,-0.0169,1.0,0.5,0.0,0.5,0.0,0.0,2,1,6.92
1.868,0.2887,-0.0205,-0.1129,0.0011,-0.0169,1.0,0.5,0.0,0.5,0.0,0.0,2,1,6.92
1.899,0.3116,-0.0234,-0.1082,0.0014,-0.0169,1.05,0.5,0.0,0.5,0.0,0.0,2,1,6.902
1.929,0.3116,-0.0234,-0.1082,0.0014,-0.0169,1.05,0.5,0.0,0.5,0.0,0.0,2,1,6.902
1.96,0.3116,-0.0234,-0.1082,0.0014,-0.0169,1.05,0.5,0.0,0.5,0.0,0.0,2,1,6.902
1.991,0.3404,-0.0269,-0.1031,0.0044,-0.0169,1.05,0.5,0.0,0.5,0.0,0.0,2,1,6.879
2.022,0.3404,-0.0269,-0.1031,0.0044,-0.0169,1.05,0.5,0.0,0.5,0.0,0.0,2,1,6.879
2.053,0.3404,-0.0269,-0.1031,0.0044,-0.0169,1.05,0.5,0.0,0.5,0.0,0.0,2,1,6.879
2.084,0.3635,-0.0295,-0.0995,0.0067,-0.0169,1.1,0.5,0.0,0.5,0.0,0.0,2,1,6.86
2.121,0.3635,-0.0295,-0.0995,0.0733,-0.3218,1.1,0.5,0.0,0.5,0.0,0.0,3,1,6.86
2.151,0.3635,-0.0295,-0.0995,0.0733,-0.3218,1.1,0.5,0.0,0.5,0.0,0.0,3,1,6.86
2.185,0.3635,-0.0295,-0.0995,0.0733,-0.3218,1.1,0.5,0.0,0.5,0.0,0.0,3,1,6.86
2.216,0.3982,-0.0333,-0.0945,0.0404,-0.3218,1.1,0.5,0.0,0.5,0.0,0.0,3,1,6.832
2.247,0.3982,-0.0333,-0.0945,0.0404,-0.3218,1.1,0.5,0.0,0.5,0.0,0.0,3,1,6.832
2.278,0.3982,-0.0333,-0.0945,0.0404,-0.3218,1.1,0.5,0.0,0.5,0.0,0.0,3,1,6.832
2.309,0.4271,-0.0363,-0.0904,0.0195,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.809
2.339,0.4271,-0.0363,-0.0904,0.0195,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.809
2.37,0.4271,-0.0363,-0.0904,0.0195,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.809
2.401,0.4561,-0.0393,-0.0862,0.0129,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.786
2.432,0.4561,-0.0393,-0.0862,0.0129,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.786
2.462,0.4561,-0.0393,-0.0862,0.0129,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.786
2.493,0.4792,-0.0415,-0.0827,0.0077,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.768
2.524,0.4792,-0.0415,-0.0827,0.0077,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.768
2.554,0.4792,-0.0415,-0.0827,0.0077,-0.3218,1.15,0.5,0.0,0.5,0.0,0.0,3,1,6.768
