t,x,y,yaw,dist
0.0,2.0,5.0,0.0,8.79673
0.0023,2.0,5.0,0.0,8.79673
0.003,2.0,5.0,0.0,8.79673
0.004,2.0,5.0,0.0,8.79673
0.0046,2.0,5.0,0.0,8.79673
0.0077,2.0,5.0,0.0,8.79673
0.0273,2.0,5.0,0.0,8.79673
0.0474,2.0,5.0,0.0,8.79673
0.0675,2.0,5.0,0.0,8.79673
0.0876,2.0,5.0,0.0,8.79673
0.1079,2.0,5.0,0.0,8.79673
0.1275,2.0,5.0,0.0,8.79673
0.1471,2.0,5.0,0.0,8.79673
0.1679,2.0,5.0,0.0,8.79673
0.1874,2.0,5.0,0.0,8.79673
0.2094,2.0,5.0,0.0,8.79673
0.2288,2.0,5.0,0.0,8.79673
0.2485,2.0,5.0,0.0,8.79673
0.2697,2.0,5.0,0.0,8.79673
0.2886,2.0,5.0,0.0,8.79673
0.3086,2.0,5.0,0.0,8.79673
0.3284,2.0,5.0,0.0,8.79673
0.3486,2.0,5.0,0.0,8.79673
0.3694,2.0,5.0,0.0,8.79673
0.3893,2.0,5.0,0.0,8.79673
0.4086,2.0,5.0,0.0,8.79673
0.4288,2.0,5.0,0.0,8.79673
0.449,2.0,5.0,0.0,8.79673
0.4699,2.0,5.0,0.0,8.79673
0.4888,2.0,5.0,0.0,8.79673
0.5088,2.00114,5.00009,-0.00108,8.7956
0.5289,2.00275,5.0003,-0.00368,8.79397
0.5487,2.00437,5.0005,-0.00628,8.79235
0.5697,2.00599,5.0007,-0.00887,8.79072
0.5894,2.0076,5.00089,-0.01147,8.78909
0.6085,2.01035,5.00116,-0.01519,8.78635
0.6287,2.01357,5.00152,-0.02036,8.78311
0.6486,2.0168,5.00187,-0.02553,8.77988
0.6693,2.02002,5.0022,-0.0307,8.77664
0.6897,2.02325,5.00251,-0.03587,8.77341
0.7091,2.02718,5.00293,-0.04301,8.76947
0.7289,2.03134,5.00337,-0.05076,8.7653
0.7488,2.03551,5.00378,-0.0585,8.76113
0.7696,2.03968,5.00415,-0.06624,8.75696
0.7889,2.04385,5.00449,-0.07398,8.7528
0.8086,2.04804,5.00498,-0.08412,8.74859
0.8291,2.05223,5.00545,-0.09443,8.74438
0.8493,2.05643,5.00588,-0.10474,8.74017
0.8697,2.06064,5.00626,-0.11505,8.73597
0.8938,2.06485,5.0066,-0.12536,8.73177
0.913,2.06912,5.00708,-0.13807,8.72748
0.9333,2.07341,5.00751,-0.15096,8.72318
0.9558,2.07771,5.0079,-0.16384,8.71888
0.9752,2.08201,5.00822,-0.17672,8.7146
