t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
11.601,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.65,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.701,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.751,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.801,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.85,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.9,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
11.95,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
12.0,seguindo,normal,2.0,5.0,0.0,-0.9894,-0.9894,0.5,8.5652,8.5935,0.37,2.23,4.65,-0.0
12.05,seguindo,normal,2.0028,5.0003,-0.0037,-0.9954,-0.9917,0.5,8.5624,8.5935,0.37,2.23,4.65,0.0025
12.1,seguindo,normal,2.0077,5.0009,-0.0116,-1.0061,-0.9945,0.5,8.5575,8.5935,0.37,2.23,4.65,0.0069
12.15,seguindo,normal,2.0137,5.0015,-0.0205,-1.0191,-0.9986,0.5,8.5515,8.5935,0.37,2.23,4.65,0.0121
12.2,seguindo,normal,2.0201,5.0022,-0.0309,-1.0334,-1.0025,0.5,8.545,8.5935,0.37,2.23,4.65,0.0178
12.25,seguindo,normal,2.0313,5.0034,-0.051,-1.0585,-1.0075,0.5,8.5338,8.5935,0.37,2.23,4.65,0.0277
12.3,seguindo,normal,2.0434,5.0045,-0.0743,-1.0864,-1.0122,0.5,8.5216,8.5935,0.37,2.23,4.65,0.0384
