t,estado,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
9.25,seguindo,0.3577,-0.0289,-0.0999,-0.2343,-0.1345,0.5,9.2878,1.8702,0.37,0.734,-0.1187,-0.0007
9.3,seguindo,0.3692,-0.0301,-0.0981,-0.2188,-0.1207,0.5,9.2813,1.4725,0.37,0.7846,-0.1225,0.0016
9.35,seguindo,0.3866,-0.032,-0.0956,-0.2235,-0.1279,0.5,9.2714,1.4725,0.37,0.7846,-0.1225,0.0053
9.4,seguindo,0.3982,-0.0333,-0.094,-0.227,-0.133,0.5,9.2648,1.4725,0.37,0.7846,-0.1225,0.0076
9.45,seguindo,0.4156,-0.0351,-0.0916,-0.2114,-0.1198,0.5,9.2549,1.2971,0.37,0.835,-0.1251,0.0112
9.5,seguindo,0.4272,-0.0363,-0.09,-0.2144,-0.1244,0.5,9.2482,1.2971,0.37,0.835,-0.1251,0.0137
9.55,seguindo,0.4445,-0.038,-0.0875,-0.2194,-0.1319,0.5,9.2383,1.2971,0.37,0.835,-0.1251,0.0172
9.6,seguindo,0.4561,-0.0392,-0.0858,-0.223,-0.1372,0.5,9.2317,1.2971,0.37,0.835,-0.1251,0.0196
9.655,seguindo,0.4735,-0.0409,-0.0832,-0.1991,-0.1159,0.5,9.2217,1.4725,0.37,0.8846,-0.1238,-0.006
9.7,seguindo,0.4851,-0.042,-0.0814,-0.202,-0.1206,0.5,9.2151,1.4725,0.37,0.8846,-0.1238,-0.0034
9.75,seguindo,0.5024,-0.0436,-0.0787,-0.2069,-0.1282,0.5,9.2052,1.4725,0.37,0.8846,-0.1238,0.0004
9.8,seguindo,0.514,-0.0446,-0.0769,-0.1918,-0.1149,0.5,9.1985,1.2971,0.37,0.935,-0.1263,0.0029
9.85,seguindo,0.5314,-0.0462,-0.0742,-0.2224,-0.1483,0.5,9.1832,1.2971,0.37,0.9275,-0.1357,0.0105
9.9,seguindo,0.5429,-0.0472,-0.0723,-0.2264,-0.1541,0.5,9.1764,1.2971,0.37,0.9275,-0.1357,0.0132
9.95,seguindo,0.5603,-0.0486,-0.0696,-0.212,-0.1424,0.5,9.1661,1.2828,0.37,0.9777,-0.1384,0.0172
10.0,seguindo,0.5719,-0.0495,-0.0679,-0.2156,-0.1478,0.5,9.1592,1.2828,0.37,0.9777,-0.1384,0.02
10.05,seguindo,0.5893,-0.0509,-0.0652,-0.0796,-0.0145,0.5,9.1489,inf,1.0,1.5783,-0.1299,0.0269
10.1,seguindo,0.6009,-0.0518,-0.0634,-0.0797,-0.0163,0.5,9.1421,inf,1.0,1.5783,-0.1299,0.0266
10.15,seguindo,0.6182,-0.0531,-0.0606,-0.0784,-0.0178,0.5,9.1318,inf,1.0,1.6283,-0.1325,0.0262
10.2,seguindo,0.6298,-0.054,-0.0588,-0.0785,-0.0197,0.5,9.1249,inf,1.0,1.6283,-0.1325,0.026
10.25,seguindo,0.6472,-0.0552,-0.0561,-0.0786,-0.0226,0.5,9.1146,inf,1.0,1.6283,-0.1325,0.0257
10.3,seguindo,0.6588,-0.056,-0.0543,-0.0775,-0.0232,0.5,9.1076,inf,1.0,1.6782,-0.1351,0.0255
10.35,seguindo,0.6762,-0.0571,-0.0516,-0.0777,-0.0261,0.5,9.0973,inf,1.0,1.6782,-0.1351,0.0253
10.4,seguindo,0.6936,-0.0582,-0.0489,-0.0779,-0.029,0.5,9.0869,inf,1.0,1.6782,-0.1351,0.0251
10.45,seguindo,0.7052,-0.0589,-0.0471,-0.0781,-0.031,0.5,9.0799,inf,1.0,1.6782,-0.1351,0.025
10.5,seguindo,0.7168,-0.0596,-0.0453,-0.0771,-0.0317,0.5,9.073,inf,1.0,1.7281,-0.1377,0.0229
10.55,seguindo,0.7342,-0.0606,-0.0427,-0.0774,-0.0347,0.5,9.0626,inf,1.0,1.7281,-0.1377,0.0229
10.6,seguindo,0.7458,-0.0612,-0.041,-0.0777,-0.0367,0.5,9.0556,inf,1.0,1.7281,-0.1377,0.0229
10.65,seguindo,0.7632,-0.0621,-0.0383,-0.077,-0.0387,0.5,9.0451,inf,1.0,1.778,-0.1404,0.0229
10.7,seguindo,0.7749,-0.0627,-0.0366,-0.0773,-0.0407,0.5,9.0382,inf,1.0,1.778,-0.1404,0.023
10.75,seguindo,0.7923,-0.0635,-0.0338,-0.0778,-0.044,0.5,9.0277,inf,1.0,1.778,-0.1404,0.0231
10.802,seguindo,0.8097,-0.0643,-0.0311,-0.0772,-0.0462,0.5,9.0172,inf,1.0,1.828,-0.1431,0.0232
10.851,seguindo,0.8213,-0.0648,-0.0293,-0.0776,-0.0483,0.5,9.0102,inf,1.0,1.828,-0.1431,0.0234
10.9,seguindo,0.8329,-0.0653,-0.0276,-0.074,-0.0464,0.5,9.0032,inf,1.0,1.8281,-0.1391,0.0201
10.95,seguindo,0.8503,-0.066,-0.0249,-0.0862,-0.0612,0.5,8.9929,inf,1.0,1.8262,-0.1502,0.0192
11.0,seguindo,0.862,-0.0664,-0.0231,-0.0858,-0.0626,0.5,8.9858,inf,1.0,1.876,-0.1536,0.0195
11.05,seguindo,0.8794,-0.067,-0.0203,-0.0866,-0.0663,0.5,8.9751,inf,1.0,1.876,-0.1536,0.0201
11.101,seguindo,0.8968,-0.0676,-0.0175,-0.0876,-0.0701,0.5,8.9644,inf,1.0,1.876,-0.1536,0.0207
11.15,seguindo,0.9084,-0.0679,-0.0157,-0.0872,-0.0715,0.5,8.9572,inf,1.0,1.9259,-0.1569,0.0211
11.2,seguindo,0.92,-0.0682,-0.0139,-0.0879,-0.074,0.5,8.95,inf,1.0,1.9259,-0.1569,0.0216
11.251,seguindo,0.9374,-0.0687,-0.0112,-0.089,-0.0778,0.5,8.9392,inf,1.0,1.9259,-0.1569,0.0223
11.304,seguindo,0.9549,-0.069,-0.0086,-0.088,-0.0794,0.5,8.9284,inf,1.0,1.9759,-0.1591,0.0208
11.351,seguindo,0.9665,-0.0693,-0.0066,-0.0887,-0.0821,0.5,8.9212,inf,1.0,1.9759,-0.1591,0.0214
11.4,seguindo,0.9781,-0.0695,-0.0047,-0.0895,-0.0848,0.5,8.914,inf,1.0,1.9759,-0.1591,0.0219
11.45,seguindo,0.9955,-0.0698,-0.0019,-0.0908,-0.0889,0.5,8.9032,inf,1.0,1.9759,-0.1591,0.0228
11.5,seguindo,1.0071,-0.07,-0.0001,-0.0906,-0.0905,0.5,8.896,inf,1.0,2.0258,-0.1625,0.0234
11.55,seguindo,1.0245,-0.0702,0.0025,-0.0919,-0.0945,0.5,8.8851,inf,1.0,2.0258,-0.1625,0.0244
11.6,seguindo,1.0362,-0.0703,0.0043,-0.0929,-0.0972,0.5,8.8778,inf,1.0,2.0258,-0.1625,0.0251
11.65,seguindo,1.0536,-0.0704,0.0069,-0.0944,-0.1014,0.5,8.8669,inf,1.0,2.0258,-0.1625,0.0262
11.708,seguindo,1.071,-0.0704,0.0096,-0.0918,-0.1014,0.5,8.856,inf,1.0,2.1256,-0.1676,0.0253
11.75,seguindo,1.0827,-0.0705,0.0114,-0.0928,-0.1043,0.5,8.8488,inf,1.0,2.1256,-0.1676,0.0245
11.802,seguindo,1.0943,-0.0705,0.0133,-0.0939,-0.1071,0.5,8.8415,inf,1.0,2.1256,-0.1676,0.0253
11.85,seguindo,1.1117,-0.0704,0.016,-0.0943,-0.1103,0.5,8.8305,133611.0736,1.0,2.1755,-0.171,0.0265
11.9,seguindo,1.1291,-0.0704,0.0186,-0.0959,-0.1146,0.5,8.8196,133611.0736,1.0,2.1755,-0.171,0.0278
11.951,seguindo,1.1408,-0.0703,0.0204,-0.0971,-0.1175,0.5,8.8123,133611.0736,1.0,2.1755,-0.171,0.0287
12.001,seguindo,1.1582,-0.0701,0.0231,-0.0975,-0.1206,0.5,8.8013,65974.7877,1.0,2.2254,-0.1745,0.0301
12.05,seguindo,1.1698,-0.07,0.0249,-0.0987,-0.1236,0.5,8.7939,65974.7877,1.0,2.2254,-0.1745,0.031
12.1,seguindo,1.1814,-0.0698,0.0267,-0.0999,-0.1266,0.5,8.7866,65974.7877,1.0,2.2254,-0.1745,0.032
12.15,seguindo,1.1989,-0.0696,0.0294,-0.2307,-0.2601,0.5,8.7837,1.8702,0.37,1.5881,-0.161,-0.0169
12.2,seguindo,1.2105,-0.0694,0.0312,-0.2381,-0.2692,0.5,8.7763,1.8702,0.37,1.5881,-0.161,-0.0127
12.25,seguindo,1.2279,-0.069,0.0339,-0.2332,-0.2671,0.5,8.7652,1.4725,0.37,1.6385,-0.1666,-0.0064
12.301,seguindo,1.2453,-0.0686,0.0367,-0.2441,-0.2808,0.5,8.7541,1.4725,0.37,1.6385,-0.1666,-0.0001
12.352,seguindo,1.257,-0.0683,0.0385,-0.2519,-0.2904,0.5,8.7467,1.4725,0.37,1.6385,-0.1666,0.0042
12.4,seguindo,1.2744,-0.0679,0.0411,-0.2436,-0.2847,0.5,8.7355,1.2971,0.37,1.6888,-0.1709,0.0105
12.45,seguindo,1.286,-0.0675,0.0429,-0.2511,-0.2941,0.5,8.7281,1.2971,0.37,1.6888,-0.1709,0.0148
12.5,seguindo,1.2976,-0.0672,0.0447,-0.2591,-0.3039,0.5,8.7206,1.2971,0.37,1.6888,-0.1709,0.019
12.55,seguindo,1.315,-0.0666,0.0474,-0.2598,-0.3072,0.5,8.7095,1.8702,0.37,1.688,-0.1657,-0.0041
12.601,seguindo,1.3267,-0.0662,0.0492,-0.25,-0.2991,0.5,8.702,1.4725,0.37,1.7384,-0.1713,0.0003
12.65,seguindo,1.3441,-0.0655,0.0518,-0.2621,-0.3139,0.5,8.6908,1.4725,0.37,1.7384,-0.1713,0.0069
12.7,seguindo,1.3557,-0.065,0.0535,-0.2708,-0.3244,0.5,8.6833,1.4725,0.37,1.7384,-0.1713,0.0113
12.753,seguindo,1.3738,-0.0639,0.0514,-0.263,-0.3144,0.5,8.6713,1.2971,0.37,1.7887,-0.1756,0.0185
12.8,seguindo,1.3861,-0.063,0.048,-0.2727,-0.3207,0.5,8.6631,1.2971,0.37,1.7887,-0.1756,0.0235
12.851,seguindo,1.4045,-0.0614,0.0379,-0.289,-0.3269,0.5,8.6505,1.2971,0.37,1.7887,-0.1756,0.0313
12.9,seguindo,1.4168,-0.0602,0.0293,-0.3007,-0.3301,0.5,8.6422,1.2971,0.37,1.7887,-0.1756,0.0364
12.95,seguindo,1.4352,-0.0584,0.0115,-0.2768,-0.2883,0.5,8.6296,1.8702,0.37,1.8378,-0.1728,0.0097
13.0,seguindo,1.4474,-0.0572,-0.0022,-0.2878,-0.2856,0.5,8.6212,1.8702,0.37,1.8378,-0.1728,0.0053
13.052,seguindo,1.4658,-0.0554,-0.0271,-0.2778,-0.2507,0.5,8.6208,1.8702,0.37,1.8528,-0.1658,0.0043
13.1,seguindo,1.478,-0.0544,-0.0453,-0.289,-0.2437,0.5,8.6126,1.8702,0.37,1.8528,-0.1658,0.0095
13.15,seguindo,1.4964,-0.0532,-0.073,-0.2819,-0.2089,0.5,8.6006,1.4725,0.37,1.9033,-0.1711,0.0168
13.2,seguindo,1.5087,-0.0527,-0.0917,-0.2914,-0.1997,0.5,8.5929,1.4725,0.37,1.9033,-0.1711,0.0214
13.25,seguindo,1.5272,-0.0524,-0.1191,-0.3056,-0.1865,0.5,8.5816,1.4725,0.37,1.9033,-0.1711,0.0279
13.3,seguindo,1.5395,-0.0525,-0.137,-0.315,-0.178,0.5,8.5743,1.4725,0.37,1.9033,-0.1711,0.0319
13.352,seguindo,1.5581,-0.0531,-0.1641,-0.2877,-0.1236,0.5,8.5638,1.8702,0.37,1.9527,-0.1699,0.0084
13.4,seguindo,1.5704,-0.0538,-0.1821,-0.2948,-0.1127,0.5,8.557,1.8702,0.37,1.9527,-0.1699,0.0113
13.45,seguindo,1.589,-0.0553,-0.2083,-0.2816,-0.0733,0.5,8.5472,1.4725,0.37,2.0032,-0.1751,0.0162
13.5,seguindo,1.6015,-0.0566,-0.2249,-0.2868,-0.0619,0.5,8.5409,1.4725,0.37,2.0032,-0.1751,0.0191
13.55,seguindo,1.6203,-0.0592,-0.2489,-0.294,-0.0451,0.5,8.5319,1.4725,0.37,2.0032,-0.1751,0.0231
13.6,seguindo,1.6329,-0.0612,-0.2641,-0.2984,-0.0344,0.5,8.5261,1.4725,0.37,2.0032,-0.1751,0.0254
13.65,seguindo,1.6519,-0.0647,-0.2858,-0.2774,0.0084,0.5,8.5178,1.297,0.37,2.0535,-0.1791,0.0284
13.7,seguindo,1.6647,-0.0674,-0.2993,-0.2797,0.0197,0.5,8.5125,1.297,0.37,2.0535,-0.1791,0.0301
13.75,seguindo,1.6837,-0.0718,-0.3192,-0.2824,0.0369,0.5,8.5049,1.297,0.37,2.0535,-0.1791,0.032
13.8,seguindo,1.7028,-0.0766,-0.3384,-0.2434,0.095,0.5,8.4978,1.8701,0.37,2.1026,-0.1759,-0.0106
13.852,seguindo,1.714,-0.0798,-0.3481,-0.2425,0.1055,0.5,8.4938,1.8701,0.37,2.1026,-0.1759,-0.0096
13.9,seguindo,1.7251,-0.083,-0.3583,-0.2414,0.1169,0.5,8.49,1.8701,0.37,2.1026,-0.1759,-0.0089
13.95,seguindo,1.7415,-0.0885,-0.3666,-0.2215,0.1452,0.5,8.485,1.4724,0.37,2.1531,-0.1812,-0.0085
14.0,seguindo,1.7523,-0.0924,-0.3696,-0.2179,0.1516,0.5,8.482,1.4724,0.37,2.1531,-0.1812,-0.0085
14.05,seguindo,1.7683,-0.0987,-0.3678,-0.2104,0.1574,0.5,8.4769,1.4724,0.37,2.1558,-0.1815,-0.0071
14.1,seguindo,1.7789,-0.1031,-0.364,-0.205,0.159,0.5,8.4744,1.4724,0.37,2.1558,-0.1815,-0.0078
14.15,seguindo,1.7948,-0.1097,-0.3579,-0.1814,0.1765,0.5,8.4708,1.2968,0.37,2.2061,-0.1851,-0.0088
14.2,seguindo,1.8054,-0.114,-0.3538,-0.0752,0.2786,0.5,8.4683,8.214,1.0,2.8551,-0.1931,0.0107
14.25,seguindo,1.8214,-0.1203,-0.3483,-0.0703,0.278,0.5,8.4645,8.214,1.0,2.8551,-0.1931,0.0049
14.3,seguindo,1.8374,-0.1265,-0.3438,-0.059,0.2848,0.5,8.4606,4.7012,1.0,2.9047,-0.1895,-0.0001
14.35,seguindo,1.8482,-0.1305,-0.3415,-0.0558,0.2857,0.5,8.4579,4.7012,1.0,2.9047,-0.1895,-0.0033
14.4,seguindo,1.859,-0.1345,-0.3392,-0.0525,0.2867,0.5,8.4551,4.7012,1.0,2.9047,-0.1895,-0.0065
14.45,seguindo,1.8754,-0.1405,-0.3364,-0.0476,0.2888,0.5,8.4509,4.7012,1.0,2.9047,-0.1895,-0.0113
14.5,seguindo,1.8863,-0.1445,-0.3348,-0.0412,0.2935,0.5,8.4481,6405.0121,0.37,2.3072,-0.1619,-0.0144
14.55,seguindo,1.9028,-0.1504,-0.3323,-0.0283,0.304,0.5,8.4439,6405.0121,0.37,2.3072,-0.1619,-0.019
14.6,seguindo,1.9137,-0.1543,-0.3306,-0.0192,0.3115,0.5,8.441,6405.0121,0.37,2.3072,-0.1619,-0.0221
14.651,seguindo,1.9302,-0.1602,-0.3282,-0.0008,0.3275,0.5,8.4368,9.7999,1.0,2.9537,-0.1609,0.0172
14.702,seguindo,1.9467,-0.166,-0.3259,0.0108,0.3367,0.5,8.4325,5.5108,1.0,3.0014,-0.1545,0.0113
14.75,seguindo,1.9553,-0.1695,-0.3185,0.0143,0.3328,0.5,8.4307,5.5108,1.0,3.0014,-0.1545,0.0077
14.8,seguindo,1.968,-0.1747,-0.3046,0.0196,0.3242,0.5,8.4281,5.5108,1.0,3.0014,-0.1545,0.0023
14.85,seguindo,1.9766,-0.1786,-0.2905,0.0235,0.314,0.5,8.4266,5.5108,1.0,3.0014,-0.1545,-0.0016
14.9,seguindo,1.9894,-0.1842,-0.2672,0.0254,0.2927,0.5,8.4243,7884.0074,0.37,2.4068,-0.1736,-0.0073
14.95,seguindo,1.9981,-0.1882,-0.2472,0.0357,0.2829,0.5,8.4229,7884.0074,0.37,2.4068,-0.1736,-0.0114
15.0,seguindo,2.0068,-0.1921,-0.2261,0.0461,0.2722,0.5,8.4214,7884.0074,0.37,2.4068,-0.1736,-0.0153
15.05,seguindo,2.0197,-0.1976,-0.1924,0.1149,0.3073,0.5,8.43,7960.3007,0.37,2.3996,-0.1538,-0.0343
15.101,seguindo,2.0327,-0.2028,-0.1573,0.12,0.2774,0.5,8.4276,3988.14,0.37,2.4496,-0.1525,-0.0398
15.15,seguindo,2.0413,-0.206,-0.1337,0.1303,0.264,0.5,8.4257,3988.14,0.37,2.4496,-0.1525,-0.0433
15.2,seguindo,2.0498,-0.209,-0.1104,0.1403,0.2507,0.5,8.4237,3988.14,0.37,2.4496,-0.1525,-0.0464
15.25,seguindo,2.0627,-0.2129,-0.0779,0.1547,0.2327,0.5,8.4202,3988.14,0.37,2.4496,-0.1525,-0.0506
15.3,seguindo,2.0715,-0.2151,-0.0589,0.1639,0.2228,0.5,8.4175,3988.14,0.37,2.4496,-0.1525,-0.053
15.35,seguindo,2.0852,-0.2178,-0.033,0.1592,0.1922,0.5,8.4126,2016.0376,0.37,2.4996,-0.1513,-0.0561
15.4,seguindo,2.0944,-0.2194,-0.0162,0.1666,0.1828,0.5,8.4092,2016.0376,0.37,2.4996,-0.1513,-0.0579
15.456,seguindo,2.1083,-0.2215,0.0086,0.0957,0.087,0.5,8.4036,3049.737,0.37,2.4974,-0.1841,-0.0064
15.5,seguindo,2.1177,-0.2227,0.025,0.1011,0.0761,0.5,8.3998,3049.737,0.37,2.4974,-0.1841,-0.0083
15.55,seguindo,2.1316,-0.2242,0.0505,0.1056,0.0551,0.5,8.3939,1544.2692,0.37,2.5473,-0.1802,-0.011
15.6,seguindo,2.1409,-0.2251,0.0678,0.1101,0.0423,0.5,8.3898,1544.2692,0.37,2.5473,-0.1802,-0.0126
15.652,seguindo,2.1549,-0.226,0.0929,0.1226,0.0297,0.5,8.3886,1544.2692,0.37,2.5606,-0.176,-0.0112
15.701,seguindo,2.1691,-0.2265,0.1168,0.1282,0.0114,0.5,8.3819,1544.2692,0.37,2.5606,-0.176,-0.013
15.75,seguindo,2.1787,-0.2265,0.132,0.1315,-0.0005,0.5,8.3771,1544.2692,0.37,2.5606,-0.176,-0.014
15.8,seguindo,2.1883,-0.2264,0.1469,0.1345,-0.0124,0.5,8.3721,1544.2692,0.37,2.5606,-0.176,-0.0148
15.85,seguindo,2.2029,-0.2259,0.1684,0.1332,-0.0352,0.5,8.3643,790.1513,0.37,2.6103,-0.1712,-0.0156
15.9,seguindo,2.2127,-0.2252,0.1816,0.1211,-0.0605,0.5,8.3588,813.3197,0.37,2.6103,-0.1768,-0.006
15.95,seguindo,2.2293,-0.2234,0.198,0.1215,-0.0765,0.5,8.349,813.3197,0.37,2.6103,-0.1768,-0.0059
16.0,seguindo,2.2411,-0.2216,0.2065,0.1192,-0.0873,0.5,8.3416,418.2765,0.37,2.6601,-0.1715,-0.0054
16.05,seguindo,2.2587,-0.2185,0.2143,0.1167,-0.0976,0.5,8.3301,418.2765,0.37,2.6601,-0.1715,-0.0042
16.1,seguindo,2.2704,-0.2162,0.2173,0.1143,-0.1029,0.5,8.3223,418.2765,0.37,2.6601,-0.1715,-0.0031
16.15,seguindo,2.288,-0.2124,0.2185,0.1095,-0.109,0.5,8.3103,217.886,0.37,2.7098,-0.166,-0.0012
16.2,seguindo,2.3055,-0.2085,0.218,0.1046,-0.1134,0.5,8.2983,217.886,0.37,2.7098,-0.166,0.0009
16.25,seguindo,2.3171,-0.2059,0.218,0.1012,-0.1168,0.5,8.2903,217.886,0.37,2.7098,-0.166,0.0022
16.3,seguindo,2.3287,-0.2033,0.218,0.21,-0.008,0.5,8.2823,2.3461,0.37,2.7108,-0.1219,0.0108
16.351,seguindo,2.346,-0.1996,0.2187,0.2019,-0.0168,0.5,8.2706,1.9795,0.37,2.7611,-0.1146,0.0093
16.4,seguindo,2.3576,-0.1971,0.2195,0.2016,-0.0179,0.5,8.2627,1.9795,0.37,2.7611,-0.1146,0.0083
16.45,seguindo,2.3746,-0.1934,0.2219,0.2012,-0.0207,0.5,8.2512,1.9795,0.37,2.7611,-0.1146,0.0067
16.5,seguindo,2.386,-0.191,0.224,0.1957,-0.0283,0.5,8.2436,1.9718,0.37,2.8111,-0.1068,0.0057
16.55,seguindo,2.403,-0.1874,0.2271,0.195,-0.032,0.5,8.2322,1.9718,0.37,2.8111,-0.1068,0.0042
16.603,seguindo,2.4199,-0.1837,0.2301,0.1942,-0.0359,0.5,8.2207,1.9718,0.37,2.8111,-0.1068,0.0029
16.65,seguindo,2.4312,-0.1812,0.2322,0.1935,-0.0387,0.5,8.2131,1.9718,0.37,2.8111,-0.1068,0.0021
16.701,seguindo,2.4482,-0.1774,0.2354,0.1696,-0.0658,0.5,8.2016,41.2114,0.37,2.8589,-0.1071,-0.0121
16.75,seguindo,2.4595,-0.1749,0.2375,0.1681,-0.0693,0.5,8.194,41.2114,0.37,2.8589,-0.1071,-0.0111
16.8,seguindo,2.4708,-0.1723,0.2395,0.1665,-0.073,0.5,8.1863,41.2114,0.37,2.8589,-0.1071,-0.0101
16.85,seguindo,2.4877,-0.1684,0.2424,0.1522,-0.0902,0.5,8.1704,22.8423,0.37,2.9046,-0.1044,-0.0066
16.9,seguindo,2.499,-0.1658,0.2443,0.15,-0.0943,0.5,8.1626,22.8423,0.37,2.9046,-0.1044,-0.0055
16.95,seguindo,2.516,-0.1617,0.2471,0.1464,-0.1007,0.5,8.1509,22.8423,0.37,2.9046,-0.1044,-0.0037
17.0,seguindo,2.5273,-0.159,0.249,0.1437,-0.1053,0.5,8.1431,22.8423,0.37,2.9046,-0.1044,-0.0025
17.05,seguindo,2.5442,-0.1549,0.2518,0.1429,-0.1089,0.5,8.1314,12.9855,0.37,2.9545,-0.0959,-0.0006
17.105,seguindo,2.5611,-0.1508,0.2545,0.1453,-0.1092,0.5,8.1197,10.0996,0.37,2.9532,-0.0934,0.0221
17.15,seguindo,2.5724,-0.148,0.2562,0.1423,-0.1139,0.5,8.1118,10.0996,0.37,2.9532,-0.0934,0.0228
17.2,seguindo,2.5837,-0.1452,0.258,0.1544,-0.1036,0.5,8.104,6.1333,0.37,3.0031,-0.0799,0.0235
17.253,seguindo,2.6006,-0.1409,0.2606,0.1504,-0.1102,0.5,8.0922,6.1333,0.37,3.0031,-0.0799,0.0245
17.3,seguindo,2.6119,-0.138,0.2624,0.1476,-0.1148,0.5,8.0843,6.1333,0.37,3.0031,-0.0799,0.0252
17.351,seguindo,2.6288,-0.1337,0.265,0.1623,-0.1027,0.5,8.0725,3.9284,0.37,3.053,-0.0642,0.0263
