t,x,y
27.9,1.6339091803677288,3.0234034150211953
27.92,1.6307174736443328,3.018608933336978
27.94,1.6275572511039558,3.013832010079846
27.96,1.6244020946948496,3.009052742677153
27.98,1.6212547375470492,3.00427840357641
28.0,1.6181145041105667,2.9994993759866633
28.02,1.6149814013916717,2.9947156705091555
28.04,1.6118679847661892,2.989963294887382
28.06,1.6087560269824515,2.985210146766373
28.08,1.605648719112506,2.980444549007667
28.1,1.602549441762905,2.9756730609177353
28.12,1.5994581651177722,2.9708963855688646
28.14,1.5963788279606053,2.966137283809539
28.16,1.5933060799859717,2.961373854198074
28.18,1.5902133387466975,2.956574994505698
28.2,1.5871246736074205,2.9517569187472628
28.22,1.5840477641789261,2.9469237024426533
28.24,1.5810014589168038,2.942085263130411
28.26,1.5779656799824064,2.9372406119004073
28.28,1.5749554725420896,2.9324404741269032
28.3,1.5719478808695282,2.9276402502901893
28.32,1.568941493080826,2.922839022569037
28.34,1.5659414930704005,2.9180279003925556
28.36,1.5629501800735708,2.913211225650269
28.38,1.559968225588981,2.9083996337623423
28.4,1.5569952378164702,2.9035824963760772
28.42,1.5540312270946766,2.8987598301699893
28.44,1.5510793640929295,2.893955014222276
28.46,1.5481352564534567,2.8891453724813654
