t,x,y,yaw,dist
4.5296,2.51345,4.25842,-1.25204,8.46678
4.5501,2.5152,4.25288,-1.25114,8.46663
4.5698,2.51696,4.24735,-1.25025,8.46648
4.5898,2.51873,4.24181,-1.24935,8.46633
4.6094,2.5205,4.23627,-1.24846,8.46617
4.6296,2.52227,4.23074,-1.24756,8.46601
4.6497,2.52405,4.22521,-1.24667,8.46586
4.6697,2.52527,4.22069,-1.24326,8.46595
4.6899,2.52643,4.21628,-1.23915,8.46608
4.7094,2.52756,4.21186,-1.23442,8.46624
4.7296,2.52869,4.20746,-1.22958,8.4664
4.7498,2.52985,4.20306,-1.22475,8.46654
4.7697,2.53089,4.19853,-1.21773,8.46681
4.7898,2.53191,4.19403,-1.21015,8.46712
4.8097,2.53291,4.18957,-1.20213,8.46742
4.8297,2.53391,4.18514,-1.19379,8.46773
4.8499,2.53495,4.18073,-1.18545,8.46799
4.8702,2.53596,4.17614,-1.1754,8.46834
4.8898,2.53695,4.17158,-1.16485,8.46869
4.9112,2.53794,4.16707,-1.15388,8.46904
4.931,2.53893,4.1626,-1.14248,8.46938
4.9512,2.53992,4.15818,-1.13072,8.4697
4.9712,2.54095,4.1537,-1.11831,8.47001
4.9912,2.54198,4.14925,-1.10554,8.47031
5.0111,2.54302,4.14486,-1.09241,8.47059
5.0315,2.5441,4.14051,-1.07921,8.47082
5.0522,2.54523,4.13618,-1.0661,8.47099
5.0722,2.54642,4.13188,-1.05304,8.47111
5.0913,2.54766,4.12762,-1.0401,8.47116
5.1112,2.54896,4.1234,-1.02732,8.47115
5.1313,2.55032,4.11922,-1.01473,8.47107
5.1513,2.55173,4.11509,-1.00236,8.47094
5.1716,2.55328,4.11096,-0.99082,8.47067
5.1912,2.55489,4.10689,-0.97969,8.47033
5.2111,2.55657,4.10286,-0.96902,8.46991
5.2311,2.55835,4.09882,-0.95871,8.4694
5.2524,2.56022,4.09478,-0.94873,8.46881
5.2714,2.56218,4.09073,-0.93909,8.46813
5.2911,2.56423,4.08667,-0.92974,8.46738
5.3111,2.56632,4.08263,-0.92043,8.46658
5.3312,2.56846,4.07861,-0.91113,8.46574
5.3528,2.57062,4.07461,-0.90182,8.46486
5.3723,2.57283,4.07063,-0.89254,8.46394
5.3929,2.57508,4.06667,-0.88326,8.46299
5.4123,2.57736,4.06273,-0.87398,8.46199
5.4325,2.57968,4.05881,-0.8647,8.46095
5.4524,2.58204,4.05491,-0.85542,8.45988
5.4724,2.58454,4.05098,-0.84684,8.45867
5.4927,2.58714,4.04706,-0.83864,8.45737
5.5124,2.58984,4.04313,-0.83081,8.45599
5.5325,2.59262,4.03921,-0.82331,8.45453
5.5525,2.59543,4.0353,-0.81584,8.45303
5.5726,2.59831,4.0314,-0.80858,8.45147
5.5931,2.60128,4.02751,-0.8017,8.44983
5.6125,2.60433,4.02361,-0.79513,8.44811
5.6325,2.60741,4.01973,-0.78859,8.44637
5.6525,2.61051,4.01587,-0.78205,8.44459
5.6727,2.61367,4.01203,-0.77572,8.44276
5.6927,2.61692,4.00818,-0.76978,8.44084
5.713,2.62024,4.00434,-0.76406,8.43887
5.7333,2.62357,4.00051,-0.75834,8.43687
5.7523,2.62693,3.99671,-0.75263,8.43485
5.7728,2.63097,3.99244,-0.74847,8.43233
5.7925,2.63518,3.98818,-0.7452,8.42965
5.8124,2.63942,3.98393,-0.74208,8.42693
5.8328,2.64368,3.97969,-0.73897,8.4242
5.8536,2.64795,3.97547,-0.73585,8.42146
5.875,2.65235,3.9714,-0.73515,8.41855
5.8937,2.65676,3.96736,-0.7346,8.41562
5.9143,2.66117,3.96331,-0.73406,8.4127
5.9338,2.66559,3.95927,-0.73351,8.40977
5.9542,2.67001,3.95523,-0.73296,8.40685
5.974,2.67445,3.95124,-0.73304,8.40389
5.9937,2.67888,3.94725,-0.73313,8.40094
6.0135,2.68332,3.94327,-0.73321,8.39799
6.0342,2.68776,3.93928,-0.73329,8.39504
6.0546,2.69219,3.93529,-0.73337,8.3921
6.0754,2.6966,3.93131,-0.73327,8.38919
6.0953,2.701,3.92733,-0.73318,8.38628
6.1144,2.70541,3.92335,-0.73308,8.38337
6.1354,2.70982,3.91938,-0.73298,8.38047
6.1557,2.71422,3.9154,-0.73288,8.37757
6.1752,2.71857,3.91144,-0.73246,8.37472
6.1953,2.72293,3.90748,-0.73203,8.37187
6.2152,2.72728,3.90352,-0.7316,8.36902
6.2363,2.73164,3.89956,-0.73118,8.36617
6.2552,2.736,3.89561,-0.73075,8.36332
6.2745,2.74028,3.89168,-0.72985,8.36055
6.2949,2.74456,3.88775,-0.72897,8.35776
6.3146,2.74885,3.88382,-0.72809,8.35498
6.3353,2.75315,3.8799,-0.72721,8.3522
6.3557,2.75744,3.87599,-0.72633,8.34941
6.3747,2.76172,3.87208,-0.72528,8.34665
6.3949,2.76599,3.86818,-0.72423,8.34389
6.4145,2.77027,3.86429,-0.72318,8.34112
6.4356,2.77455,3.86039,-0.72213,8.33835
6.4553,2.77884,3.85651,-0.72108,8.33558
6.4751,2.78314,3.85262,-0.72005,8.3328
6.4951,2.78744,3.84875,-0.71902,8.33002
6.5158,2.79174,3.84487,-0.71799,8.32724
6.5352,2.79605,3.841,-0.71696,8.32446
6.555,2.80036,3.83713,-0.71593,8.32168
6.5752,2.80498,3.83325,-0.71732,8.31861
6.5947,2.80964,3.82935,-0.71886,8.31551
6.6147,2.81429,3.82544,-0.72041,8.31243
6.6365,2.81893,3.82153,-0.72195,8.30936
6.6549,2.82357,3.81761,-0.72349,8.30631
6.6747,2.82827,3.81386,-0.72751,8.30313
6.6947,2.83297,3.81012,-0.73165,8.29996
6.7148,2.83765,3.80635,-0.73579,8.29682
6.7349,2.84232,3.80256,-0.73993,8.2937
6.7551,2.84697,3.79876,-0.74407,8.29061
6.7746,2.85156,3.79523,-0.75062,8.28749
6.7954,2.85611,3.79171,-0.75734,8.28439
6.8148,2.86065,3.78815,-0.76405,8.28134
6.8358,2.86515,3.78456,-0.77076,8.27832
6.8552,2.86964,3.78094,-0.77747,8.27533
6.8744,2.87418,3.77748,-0.78664,8.27224
6.8957,2.8787,3.774,-0.79596,8.26919
6.9179,2.88319,3.77048,-0.8053,8.26617
6.9378,2.88765,3.76692,-0.81467,8.2632
6.9575,2.89208,3.76333,-0.82407,8.26027
6.977,2.8965,3.75992,-0.83584,8.25729
6.9968,2.90089,3.75649,-0.84779,8.25435
7.0169,2.90525,3.75302,-0.85979,8.25145
7.0373,2.90957,3.74951,-0.87187,8.24861
7.0569,2.91386,3.74596,-0.884,8.24581
7.077,2.91815,3.7424,-0.89731,8.24302
7.097,2.9224,3.7388,-0.91071,8.24029
7.1175,2.92661,3.73516,-0.9242,8.2376
7.1375,2.93079,3.73148,-0.93777,8.23497
7.1574,2.93492,3.72775,-0.95142,8.23239
7.1768,2.93895,3.72412,-0.96592,8.22988
7.1969,2.94294,3.72044,-0.98051,8.22743
7.2168,2.94689,3.71672,-0.99519,8.22503
7.2372,2.9508,3.71297,-1.00996,8.22269
7.2573,2.95467,3.70917,-1.02483,8.2204
7.2775,2.95846,3.70535,-1.03985,8.2182
7.2971,2.96221,3.70148,-1.05496,8.21605
7.3167,2.96592,3.69758,-1.07017,8.21396
7.3373,2.96957,3.69364,-1.08547,8.21194
7.358,2.97317,3.68966,-1.10086,8.20998
7.3787,2.97674,3.68564,-1.11631,8.20807
7.3978,2.98025,3.68158,-1.13184,8.20623
7.4185,2.98371,3.67749,-1.14746,8.20445
7.4388,2.98711,3.67336,-1.16317,8.20275
7.4584,2.99046,3.6692,-1.17897,8.20111
7.478,2.99375,3.665,-1.19483,8.19953
7.4981,2.99699,3.66076,-1.21077,8.19803
7.5182,3.00016,3.65649,-1.2268,8.1966
7.5391,3.00326,3.65219,-1.24291,8.19525
7.5586,3.0063,3.64785,-1.2591,8.19398
7.5781,3.00924,3.64329,-1.2744,8.19289
7.5981,3.01209,3.63869,-1.28954,8.19189
7.6187,3.01486,3.63405,-1.30468,8.19099
7.6386,3.01755,3.62936,-1.31981,8.19018
7.6586,3.02016,3.62465,-1.33495,8.18946
7.6778,3.02265,3.61974,-1.34933,8.18892
7.6984,3.02505,3.61481,-1.36362,8.18848
7.7183,3.02738,3.60984,-1.3779,8.18813
7.7387,3.02962,3.60485,-1.39219,8.18787
7.7579,3.03178,3.59982,-1.40647,8.18769
7.7782,3.03381,3.59459,-1.4199,8.18772
7.7982,3.03576,3.58935,-1.43319,8.18784
7.8182,3.03763,3.58408,-1.44648,8.18804
7.8384,3.03942,3.57878,-1.45977,8.18833
7.8592,3.04113,3.57346,-1.47305,8.18871
7.8794,3.04277,3.5684,-1.48754,8.18905
7.8994,3.04434,3.56337,-1.50192,8.18945
7.9194,3.04584,3.55832,-1.51626,8.18994
7.9398,3.04725,3.55325,-1.53058,8.19051
7.9593,3.04859,3.54815,-1.54486,8.19117
7.9795,3.04989,3.54294,-1.55955,8.19191
7.9997,3.0511,3.5377,-1.5742,8.19274
8.0204,3.05224,3.53243,-1.58881,8.19365
8.0395,3.05329,3.52714,-1.60336,8.19466
8.0593,3.05427,3.52183,-1.61786,8.19575
8.0817,3.05516,3.5165,-1.63231,8.19693
8.101,3.05597,3.51114,-1.64669,8.1982
8.1211,3.05669,3.50576,-1.66099,8.19955
8.1413,3.05733,3.50036,-1.6752,8.201
8.1606,3.05788,3.49493,-1.68932,8.20254
8.181,3.05835,3.48949,-1.70335,8.20417
8.2019,3.05873,3.48402,-1.71727,8.2059
8.2221,3.05902,3.47853,-1.73108,8.20771
8.2406,3.05922,3.47303,-1.74478,8.20962
8.2613,3.05934,3.4675,-1.75835,8.21162
8.2818,3.0593,3.46186,-1.77122,8.2138
8.3021,3.05918,3.45622,-1.78391,8.21608
8.3211,3.05896,3.45055,-1.79645,8.21845
8.3408,3.05866,3.44486,-1.80885,8.22091
8.3612,3.05827,3.43916,-1.82109,8.22346
8.3821,3.05779,3.43345,-1.83317,8.2261
8.4021,3.05722,3.42772,-1.84508,8.22883
8.422,3.05657,3.42197,-1.85682,8.23165
8.4417,3.05582,3.41621,-1.86838,8.23457
8.4627,3.05499,3.41043,-1.87976,8.23757
8.4818,3.05396,3.40451,-1.89012,8.24081
8.5018,3.05283,3.3986,-1.90017,8.24415
8.5219,3.05162,3.39266,-1.91003,8.24757
8.5422,3.05033,3.38672,-1.91967,8.25107
8.5626,3.04895,3.38076,-1.9291,8.25467
8.5818,3.04748,3.37478,-1.93824,8.25836
8.6024,3.04592,3.36878,-1.94715,8.26213
8.6224,3.04428,3.36278,-1.95584,8.26599
8.6423,3.04256,3.35676,-1.96429,8.26994
8.6635,3.04075,3.35072,-1.9725,8.27396
8.6834,3.03867,3.34448,-1.97921,8.27833
8.7045,3.0365,3.33825,-1.98541,8.28277
8.7253,3.03426,3.332,-1.99135,8.28729
8.7449,3.03195,3.32574,-1.99702,8.29189
8.7661,3.02958,3.31948,-2.00257,8.29654
8.7864,3.02738,3.31397,-2.00635,8.30074
8.8052,3.02521,3.30855,-2.01037,8.30489
8.8254,3.02302,3.30313,-2.01453,8.30904
8.8453,3.02081,3.29772,-2.01869,8.31321
8.8652,3.01858,3.29232,-2.02285,8.31741
8.8851,3.01612,3.28707,-2.02374,8.32176
8.9054,3.01362,3.28183,-2.02431,8.32614
8.9251,3.01112,3.27659,-2.02489,8.33052
8.9452,3.00861,3.27135,-2.02546,8.33491
8.965,3.0061,3.26612,-2.02603,8.3393
8.9857,3.00347,3.26098,-2.02466,8.34377
9.0063,3.00083,3.25584,-2.02314,8.34825
9.0255,2.9982,3.25069,-2.02161,8.35272
9.0453,2.99557,3.24554,-2.02009,8.3572
9.0662,2.99295,3.24038,-2.01858,8.36166
9.0862,2.99034,3.23527,-2.01677,8.36612
9.1053,2.98773,3.23014,-2.01495,8.37057
9.125,2.98513,3.22501,-2.01315,8.37501
9.1451,2.98254,3.21988,-2.01136,8.37945
9.1654,2.97996,3.21473,-2.00958,8.38389
9.1864,2.97739,3.20959,-2.0078,8.38832
9.2054,2.97483,3.20443,-2.00605,8.39274
9.225,2.97228,3.19927,-2.00432,8.39717
9.2452,2.96974,3.1941,-2.00266,8.40158
9.2655,2.96723,3.18893,-2.00115,8.40597
9.2854,2.96473,3.18372,-1.99999,8.41037
9.3053,2.96225,3.1785,-1.99892,8.41476
9.3251,2.95977,3.17327,-1.99785,8.41915
9.3463,2.9573,3.16804,-1.99678,8.42354
9.3653,2.95483,3.16281,-1.99571,8.42792
9.3853,2.95269,3.15875,-1.99197,8.43154
9.4055,2.95056,3.15483,-1.98779,8.43508
9.4248,2.94848,3.15097,-1.98368,8.43856
9.4456,2.9464,3.14708,-1.97973,8.44204
9.4654,2.94435,3.14316,-1.97589,8.44552
9.4864,2.94217,3.13929,-1.96979,8.44909
9.505,2.94,3.13542,-1.96358,8.45266
9.5259,2.93786,3.13154,-1.95737,8.4562
9.5453,2.93574,3.12764,-1.95115,8.45974
9.5651,2.93364,3.12373,-1.94494,8.46325
9.5855,2.93146,3.12003,-1.93634,8.46676
9.6052,2.9293,3.11633,-1.92758,8.47025
9.6253,2.92717,3.11261,-1.91882,8.47372
9.6451,2.92508,3.10888,-1.91006,8.47717
9.6658,2.92302,3.10513,-1.90131,8.48059
9.686,2.92083,3.10143,-1.8903,8.48411
9.7054,2.91867,3.09772,-1.87918,8.48761
9.7252,2.91655,3.09398,-1.86806,8.49108
9.7455,2.91447,3.09022,-1.85693,8.49453
9.7656,2.91244,3.08643,-1.84581,8.49794
9.7862,2.91042,3.08274,-1.834,8.50131
9.8066,2.90844,3.07903,-1.82221,8.50464
9.8262,2.90652,3.07529,-1.81042,8.50795
9.846,2.90463,3.07153,-1.79864,8.51122
9.8682,2.90279,3.06774,-1.78685,8.51446
9.8862,2.901,3.06393,-1.7751,8.51768
9.9062,2.89925,3.0601,-1.76339,8.52086
9.9261,2.89755,3.05624,-1.75168,8.52401
9.9461,2.89589,3.05236,-1.73997,8.52713
9.9665,2.89428,3.04846,-1.72826,8.53022
9.9862,2.8927,3.0446,-1.71625,8.53326
10.0064,2.89117,3.04071,-1.70424,8.53628
10.0262,2.88968,3.03681,-1.69223,8.53926
10.0462,2.88824,3.03289,-1.68023,8.54221
10.0662,2.88684,3.02895,-1.66822,8.54512
10.0865,2.88544,3.02514,-1.6553,8.54798
10.1066,2.88408,3.02133,-1.64235,8.55081
10.1271,2.88277,3.01749,-1.6294,8.55361
10.1469,2.88151,3.01364,-1.61645,8.55637
10.1674,2.8803,3.00977,-1.6035,8.55909
10.1862,2.87913,3.00592,-1.59033,8.56177
10.206,2.878,3.00206,-1.57717,8.56441
10.2261,2.87693,2.99818,-1.564,8.56701
10.2465,2.87591,2.99429,-1.55083,8.56958
10.267,2.87494,2.99038,-1.53767,8.5721
10.286,2.87397,2.98655,-1.52396,8.57459
10.3064,2.87306,2.9827,-1.51024,8.57704
10.3265,2.87219,2.97885,-1.49652,8.57945
10.3463,2.87139,2.97498,-1.48281,8.58182
10.3668,2.87063,2.9711,-1.46909,8.58414
10.386,2.86994,2.9672,-1.45545,8.58642
10.4059,2.86931,2.96326,-1.44196,8.58865
10.4262,2.86874,2.95932,-1.42851,8.59084
10.4461,2.86822,2.95536,-1.41506,8.59299
10.4665,2.86776,2.9514,-1.40161,8.59509
10.4864,2.86736,2.94742,-1.38825,8.59714
10.5063,2.86703,2.94342,-1.37507,8.59914
10.5274,2.86678,2.93938,-1.36204,8.60109
10.5464,2.86657,2.93534,-1.34903,8.60299
10.5664,2.86642,2.9313,-1.33602,8.60485
10.5862,2.86632,2.92726,-1.323,8.60666
10.6062,2.86628,2.92322,-1.30998,8.60843
10.6262,2.86628,2.91917,-1.29697,8.61015
10.6461,2.86634,2.91513,-1.28395,8.61183
10.6663,2.86645,2.91109,-1.27093,8.61346
10.6865,2.86663,2.90703,-1.25803,8.61504
10.7065,2.86689,2.90295,-1.24536,8.61655
10.7263,2.86722,2.89886,-1.23284,8.61801
10.7466,2.8676,2.89477,-1.22032,8.61943
10.7669,2.86803,2.89068,-1.2078,8.62079
10.7874,2.86853,2.88658,-1.19541,8.6221
