t_s,hex
9.7785,aa550108000000000000000009
45.0752,aa550108000088ff000088ff09
45.1259,aa550108000088ff000088ff09
45.1758,aa550108000088ff000088ff09
45.2259,aa550108000088ff000088ff09
45.2758,aa550108000088ff000088ff09
45.3257,aa550108000088ff000088ff09
45.3758,aa550108000088ff000088ff09
45.4258,aa550108000088ff000088ff09
45.4760,aa550108000088ff000088ff09
45.5260,aa550108000088ff000088ff09
45.5761,aa550108000088ff000088ff09
45.6246,aa550108000088ff000088ff09
45.6755,aa550108000088ff000088ff09
45.7247,aa550108000088ff000088ff09
45.7752,aa550108000088ff000088ff09
45.8252,aa550108000088ff000088ff09
45.8757,aa550108000088ff000088ff09
45.9257,aa550108000088ff000088ff09
45.9758,aa550108000088ff000088ff09
46.0258,aa550108000088ff000088ff09
46.0761,aa550108000088ff000088ff09
46.1259,aa550108000088ff000088ff09
46.1758,aa550108000088ff000088ff09
46.2259,aa550108000088ff000088ff09
46.2761,aa550108000088ff000088ff09
46.3253,aa550108000088ff000088ff09
46.3746,aa550108000088ff000088ff09
46.4250,aa550108000088ff000088ff09
46.4746,aa550108000088ff000088ff09
46.5248,aa550108000088ff000088ff09
46.5763,aa550108000088ff000088ff09
46.6258,aa550108000088ff000088ff09
46.6759,aa550108000088ff000088ff09
46.7259,aa550108000088ff000088ff09
46.7757,aa550108000088ff000088ff09
46.8259,aa550108000088ff000088ff09
46.8759,aa550108000088ff000088ff09
46.9257,aa550108000088ff000088ff09
46.9757,aa550108000088ff000088ff09
47.0257,aa550108000088ff000088ff09
47.0757,aa550108000088ff000088ff09
47.1247,aa550108000088ff000088ff09
47.1745,aa550108000088ff000088ff09
47.2255,aa550108000088ff000088ff09
47.2747,aa550108000088ff000088ff09
47.3256,aa550108000088ff000088ff09
47.3757,aa550108000088ff000088ff09
47.4260,aa550108000088ff000088ff09
47.4760,aa550108000088ff000088ff09
47.5255,aa550108000088ff000088ff09
47.5751,aa550108000088ff000088ff09
47.6252,aa550108000088ff000088ff09
47.6751,aa550108000088ff000088ff09
47.7254,aa550108000088ff000088ff09
47.7756,aa550108000088ff000088ff09
47.8259,aa550108000088ff000088ff09
47.8749,aa550108000088ff000088ff09
47.9245,aa550108000088ff000088ff09
47.9745,aa550108000088ff000088ff09
48.0244,aa550108000088ff000088ff09
48.0757,aa550108000088ff000088ff09
48.1258,aa550108000000000000000009
50.1260,aa55010800ff000000ff000009
50.1748,aa55010800ff000000ff000009
50.2253,aa55010800ff000000ff000009
50.2745,aa55010800ff000000ff000009
50.3248,aa55010800ff000000ff000009
50.3753,aa55010800ff000000ff000009
50.4261,aa55010800ff000000ff000009
50.4762,aa55010800ff000000ff000009
50.5262,aa55010800ff000000ff000009
50.5764,aa55010800ff000000ff000009
50.6261,aa55010800ff000000ff000009
50.6760,aa55010800ff000000ff000009
50.7253,aa55010800ff000000ff000009
50.7757,aa55010800ff000000ff000009
50.8260,aa55010800ff000000ff000009
50.8760,aa55010800ff000000ff000009
50.9246,aa55010800ff000000ff000009
50.9745,aa55010800ff000000ff000009
51.0244,aa55010800ff000000ff000009
51.0745,aa55010800ff000000ff000009
51.1246,aa55010800ff000000ff000009
51.1752,aa55010800ff000000ff000009
51.2258,aa55010800ff000000ff000009
51.2756,aa55010800ff000000ff000009
51.3258,aa55010800ff000000ff000009
51.3757,aa55010800ff000000ff000009
51.4259,aa55010800ff000000ff000009
51.4758,aa55010800ff000000ff000009
51.5259,aa55010800ff000000ff000009
51.5757,aa55010800ff000000ff000009
51.6259,aa55010800ff000000ff000009
51.6750,aa55010800ff000000ff000009
51.7245,aa55010800ff000000ff000009
51.7747,aa55010800ff000000ff000009
51.8245,aa55010800ff000000ff000009
51.8745,aa55010800ff000000ff000009
51.9264,aa55010800ff000000ff000009
51.9760,aa55010800ff000000ff000009
52.0259,aa55010800ff000000ff000009
52.0760,aa55010800ff000000ff000009
52.1266,aa55010800ff000000ff000009
52.1760,aa55010800ff000000ff000009
52.2261,aa55010800ff000000ff000009
52.2760,aa55010800ff000000ff000009
52.3263,aa55010800ff000000ff000009
52.3761,aa55010800ff000000ff000009
52.4266,aa55010800ff000000ff000009
52.4745,aa55010800ff000000ff000009
52.5249,aa55010800ff000000ff000009
52.5746,aa55010800ff000000ff000009
52.6250,aa55010800ff000000ff000009
52.6760,aa55010800ff000000ff000009
52.7271,aa55010800ff000000ff000009
52.7760,aa55010800ff000000ff000009
52.8265,aa55010800ff000000ff000009
52.8759,aa55010800ff000000ff000009
52.9264,aa55010800ff000000ff000009
52.9760,aa55010800ff000000ff000009
53.0260,aa55010800ff000000ff000009
53.0761,aa55010800ff000000ff000009
53.1260,aa550108000000000000000009
55.1253,aa55010800ff000000ff000009
55.1256,aa550108000088ff000088ff09
55.1762,aa550108000088ff000088ff09
55.2265,aa550108000088ff000088ff09
55.2763,aa550108000088ff000088ff09
55.3264,aa550108000088ff000088ff09
55.3765,aa550108000088ff000088ff09
55.4258,aa550108000088ff000088ff09
55.4756,aa550108000088ff000088ff09
55.5245,aa550108000088ff000088ff09
55.5747,aa550108000088ff000088ff09
55.6247,aa550108000088ff000088ff09
55.6756,aa550108000088ff000088ff09
55.7263,aa550108000088ff000088ff09
55.7763,aa550108000088ff000088ff09
55.8263,aa550108000088ff000088ff09
55.8765,aa550108000088ff000088ff09
55.9262,aa550108000088ff000088ff09
55.9764,aa550108000088ff000088ff09
56.0262,aa550108000088ff000088ff09
56.0763,aa550108000088ff000088ff09
56.1260,aa550108000088ff000088ff09
56.1758,aa550108000088ff000088ff09
56.2250,aa550108000088ff000088ff09
56.2746,aa550108000088ff000088ff09
56.3246,aa550108000088ff000088ff09
56.3746,aa550108000088ff000088ff09
56.4250,aa550108000088ff000088ff09
56.4761,aa550108000088ff000088ff09
56.5261,aa550108000088ff000088ff09
56.5762,aa550108000088ff000088ff09
56.6261,aa550108000088ff000088ff09
56.6761,aa550108000088ff000088ff09
56.7258,aa550108000088ff000088ff09
56.7762,aa550108000088ff000088ff09
56.8261,aa550108000088ff000088ff09
56.8761,aa550108000088ff000088ff09
56.9263,aa550108000088ff000088ff09
56.9754,aa550108000088ff000088ff09
57.0247,aa550108000088ff000088ff09
57.0747,aa550108000088ff000088ff09
57.1247,aa550108000088ff000088ff09
57.1754,aa550108000088ff000088ff09
57.2261,aa550108000088ff000088ff09
57.2763,aa550108000088ff000088ff09
57.3264,aa550108000088ff000088ff09
57.3764,aa550108000088ff000088ff09
57.4264,aa550108000088ff000088ff09
57.4763,aa550108000088ff000088ff09
57.5264,aa550108000088ff000088ff09
57.5764,aa550108000088ff000088ff09
57.6256,aa550108000088ff000088ff09
57.6765,aa550108000088ff000088ff09
57.7252,aa550108000088ff000088ff09
57.7749,aa550108000088ff000088ff09
57.8255,aa550108000088ff000088ff09
57.8752,aa550108000088ff000088ff09
57.9250,aa550108000088ff000088ff09
57.9760,aa550108000088ff000088ff09
58.0263,aa550108000088ff000088ff09
58.0763,aa550108000088ff000088ff09
58.1262,aa550108000000000000000009
58.4756,aa55010800ff000000ff000009
58.5244,aa55010800ff000000ff000009
58.5745,aa55010800ff000000ff000009
58.6251,aa55010800ff000000ff000009
58.6745,aa55010800ff000000ff000009
58.7252,aa55010800ff000000ff000009
58.7756,aa55010800ff000000ff000009
58.8256,aa55010800ff000000ff000009
58.8757,aa55010800ff000000ff000009
58.9260,aa55010800ff000000ff000009
58.9759,aa55010800ff000000ff000009
59.0260,aa55010800ff000000ff000009
59.0758,aa55010800ff000000ff000009
59.1257,aa55010800ff000000ff000009
59.1758,aa55010800ff000000ff000009
59.2257,aa55010800ff000000ff000009
59.2746,aa55010800ff000000ff000009
59.3245,aa55010800ff000000ff000009
59.3750,aa55010800ff000000ff000009
59.4244,aa55010800ff000000ff000009
59.4748,aa55010800ff000000ff000009
59.5258,aa55010800ff000000ff000009
59.5757,aa55010800ff000000ff000009
59.6257,aa55010800ff000000ff000009
59.6757,aa55010800ff000000ff000009
59.7252,aa55010800ff000000ff000009
59.7757,aa55010800ff000000ff000009
59.8257,aa55010800ff000000ff000009
59.8757,aa55010800ff000000ff000009
59.9256,aa55010800ff000000ff000009
59.9759,aa55010800ff000000ff000009
60.0249,aa55010800ff000000ff000009
60.0745,aa55010800ff000000ff000009
60.1246,aa55010800ff000000ff000009
60.1745,aa55010800ff000000ff000009
60.2246,aa55010800ff000000ff000009
60.2745,aa55010800ff000000ff000009
60.3258,aa55010800ff000000ff000009
60.3756,aa55010800ff000000ff000009
60.4256,aa55010800ff000000ff000009
60.4759,aa55010800ff000000ff000009
60.5258,aa55010800ff000000ff000009
