t,estado,modo,x,y,rumo,rumo_alvo,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
23.85,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.9,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.95,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.0,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.05,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.1,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.15,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.2,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.25,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.3,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
24.35,seguindo,normal,2.0027,5.0003,-0.0037,-0.9555,-0.9518,0.5,8.794,4.635,1.0,2.6037,4.15,0.0024
24.4,seguindo,normal,2.0059,5.0007,-0.0088,-0.9582,-0.9494,0.5,8.7908,4.635,1.0,2.6037,4.15,0.0053
24.45,seguindo,normal,2.0134,5.0015,-0.0201,-0.9646,-0.9445,0.5,8.7833,4.635,1.0,2.6037,4.15,0.0119
24.5,seguindo,normal,2.0198,5.0022,-0.0304,-0.9701,-0.9397,0.5,8.7768,4.635,1.0,2.6037,4.15,0.0176
24.55,seguindo,normal,2.0322,5.0033,-0.0498,-0.9806,-0.9308,0.5,8.7645,4.635,1.0,2.6037,4.15,0.0284
24.6,seguindo,normal,2.0418,5.004,-0.0652,-0.9888,-0.9236,0.5,8.7549,4.635,1.0,2.6037,4.15,0.0367
24.65,seguindo,normal,2.0565,5.0051,-0.0933,-1.0015,-0.9083,0.5,8.7402,4.635,1.0,2.6037,4.15,0.0495
24.7,seguindo,normal,2.0665,5.0057,-0.1138,-1.0022,-0.8884,0.5,8.7303,4.7682,1.0,2.6452,4.1,0.0581
24.75,seguindo,normal,2.0816,5.0067,-0.1496,-1.0146,-0.865,0.5,8.7153,4.7682,1.0,2.6452,4.1,0.0711
24.8,seguindo,normal,2.0918,5.0071,-0.1753,-1.023,-0.8477,0.5,8.7051,4.7682,1.0,2.6452,4.1,0.0798
24.85,seguindo,normal,2.1075,5.0076,-0.2186,-1.0359,-0.8173,0.5,8.6896,4.7682,1.0,2.6452,4.1,0.093
24.9,seguindo,normal,2.1234,5.0076,-0.2645,-1.049,-0.7845,0.5,8.674,4.7682,1.0,2.6452,4.1,0.106
24.95,seguindo,normal,2.134,5.0071,-0.295,-1.0575,-0.7625,0.5,8.6637,4.7682,1.0,2.6452,4.1,0.1146
25.0,seguindo,normal,2.1498,5.0059,-0.3408,-1.0703,-0.7295,0.5,8.6484,4.7682,1.0,2.6452,4.1,0.127
25.05,seguindo,normal,2.1604,5.0045,-0.3705,-1.0788,-0.7083,0.5,8.6382,4.7682,1.0,2.6452,4.1,0.135
25.1,seguindo,normal,2.1712,5.0026,-0.3985,-1.0755,-0.677,0.5,8.628,5.2955,1.0,2.6858,4.05,0.1429
