t,estado,modo,x,y,rumo,rumo_alvo,rumo_geometrico,wz_real,erro_rumo,v_alvo,dist,raio_curva,mira,alvo_x,alvo_y,desvio_lateral
22.6,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.65,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.7,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.75,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.8,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.85,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.9,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
22.95,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.0,seguindo,normal,2.0,5.0,0.0,-0.9532,-0.9532,0.0,-0.9532,0.5,8.7967,4.635,1.0,2.6037,4.15,-0.0
23.05,seguindo,normal,2.0028,5.0003,-0.0037,-0.9555,-0.9555,-0.0364,-0.9518,0.5,8.794,4.635,1.0,2.6037,4.15,0.0024
23.1,seguindo,normal,2.006,5.0007,-0.0089,-0.9583,-0.9583,-0.0746,-0.9494,0.5,8.7907,4.635,1.0,2.6037,4.15,0.0053
23.15,seguindo,normal,2.0136,5.0015,-0.0204,-0.9647,-0.9647,-0.1606,-0.9444,0.5,8.7831,4.635,1.0,2.6037,4.15,0.0121
23.2,seguindo,normal,2.02,5.0022,-0.0307,-0.9702,-0.9702,-0.2161,-0.9395,0.5,8.7766,4.635,1.0,2.6037,4.15,0.0178
23.25,seguindo,normal,2.0313,5.0034,-0.0508,-0.98,-0.98,-0.304,-0.9292,0.5,8.7653,4.635,1.0,2.6037,4.15,0.0278
23.3,seguindo,normal,2.0397,5.0041,-0.0662,-0.9872,-0.9872,-0.3555,-0.9209,0.5,8.757,4.635,1.0,2.6037,4.15,0.0351
23.35,seguindo,normal,2.0522,5.0055,-0.0944,-0.9982,-0.9982,-0.4321,-0.9037,0.5,8.7444,4.635,1.0,2.6037,4.15,0.0462
23.4,seguindo,normal,2.0606,5.0063,-0.1151,-1.0056,-1.0056,-0.4832,-0.8905,0.5,8.736,4.635,1.0,2.6037,4.15,0.0536
23.45,seguindo,normal,2.0734,5.0075,-0.151,-1.0085,-1.0085,-0.5653,-0.8576,0.5,8.7232,4.7682,1.0,2.6452,4.1,0.0648
23.5,seguindo,normal,2.082,5.0082,-0.1767,-1.0157,-1.0157,-0.6049,-0.839,0.5,8.7146,4.7682,1.0,2.6452,4.1,0.0723
23.55,seguindo,normal,2.0953,5.0092,-0.2203,-1.0268,-1.0268,-0.6938,-0.8064,0.5,8.7014,4.7682,1.0,2.6452,4.1,0.0838
23.6,seguindo,normal,2.1043,5.0096,-0.2512,-1.0343,-1.0343,-0.7452,-0.783,0.5,8.6925,4.7682,1.0,2.6452,4.1,0.0914
23.65,seguindo,normal,2.1176,5.0102,-0.3025,-1.0454,-1.0454,-0.8138,-0.7429,0.5,8.6793,4.7682,1.0,2.6452,4.1,0.1027
23.7,seguindo,normal,2.1263,5.0104,-0.3385,-1.0527,-1.0527,-0.8562,-0.7142,0.5,8.6706,4.7682,1.0,2.6452,4.1,0.1101
23.75,seguindo,normal,2.1398,5.0103,-0.3976,-1.064,-1.064,-0.9601,-0.6664,0.5,8.6574,4.7682,1.0,2.6452,4.1,0.1212
23.8,seguindo,normal,2.1489,5.01,-0.4388,-1.0715,-1.0715,-1.0024,-0.6327,0.5,8.6485,4.7682,1.0,2.6452,4.1,0.1286
23.85,seguindo,normal,2.1626,5.0087,-0.5011,-1.0826,-1.0826,-1.0346,-0.5814,0.5,8.6353,4.7682,1.0,2.6452,4.1,0.1392
23.9,seguindo,normal,2.1717,5.0074,-0.5429,-1.0898,-1.0898,-1.0414,-0.5469,0.5,8.6266,4.7682,1.0,2.6452,4.1,0.146
23.95,seguindo,normal,2.1853,5.0047,-0.6049,-1.0879,-1.0879,-1.0379,-0.483,0.5,8.6138,5.2955,1.0,2.6858,4.05,0.1557
24.0,seguindo,normal,2.1942,5.0023,-0.6459,-1.0943,-1.0943,-1.0321,-0.4485,0.5,8.6054,5.2955,1.0,2.6858,4.05,0.1618
24.05,seguindo,normal,2.2076,4.998,-0.7065,-1.1036,-1.1036,-1.0158,-0.3971,0.5,8.5931,5.2955,1.0,2.6858,4.05,0.1704
24.1,seguindo,normal,2.2163,4.9945,-0.7463,-1.1095,-1.1095,-1.0039,-0.3633,0.5,8.5851,5.2955,1.0,2.6858,4.05,0.1758
24.15,seguindo,normal,2.2293,4.9886,-0.8051,-1.1181,-1.1181,-0.9871,-0.3131,0.5,8.5735,5.2955,1.0,2.6858,4.05,0.1834
24.2,seguindo,normal,2.2377,4.984,-0.8431,-1.1235,-1.1235,-0.9681,-0.2805,0.5,8.5661,5.2955,1.0,2.6858,4.05,0.1879
24.25,seguindo,normal,2.2502,4.9766,-0.9004,-1.1189,-1.1189,-0.9531,-0.2185,0.5,8.5552,4.68,1.0,2.7243,4.0,0.1943
24.3,seguindo,normal,2.2586,4.9713,-0.9387,-1.1237,-1.1237,-0.9566,-0.185,0.5,8.548,4.68,1.0,2.7243,4.0,0.1983
24.35,seguindo,normal,2.2711,4.9624,-0.9948,-1.1307,-1.1307,-0.9467,-0.1359,0.5,8.5374,4.68,1.0,2.7243,4.0,0.2039
24.4,seguindo,normal,2.2794,4.9561,-1.0315,-1.1353,-1.1353,-0.9409,-0.1038,0.5,8.5305,4.68,1.0,2.7243,4.0,0.2074
24.45,seguindo,normal,2.2913,4.9452,-1.0827,-1.1412,-1.1412,-0.8787,-0.0586,0.5,8.5209,4.68,1.0,2.7243,4.0,0.2116
24.5,seguindo,normal,2.2989,4.9373,-1.1141,-1.134,-1.134,-0.8409,-0.0199,0.5,8.515,4.5924,1.0,2.7599,3.95,0.2136
24.55,seguindo,normal,2.3096,4.9243,-1.1575,-1.1379,-1.1379,-0.748,0.0196,0.5,8.5071,4.5924,1.0,2.7599,3.95,0.2156
24.6,seguindo,normal,2.3163,4.9151,-1.1843,-1.14,-1.14,-0.7021,0.0443,0.5,8.5023,4.5924,1.0,2.7599,3.95,0.2163
24.65,seguindo,normal,2.3258,4.8999,-1.2196,-1.1421,-1.1421,-0.6298,0.0774,0.5,8.4961,4.5924,1.0,2.7599,3.95,0.2161
24.7,seguindo,normal,2.3317,4.8892,-1.2404,-1.1357,-1.1357,-0.5614,0.1047,0.5,8.4924,5.3454,1.0,2.7915,3.9,0.2153
24.75,seguindo,normal,2.3399,4.8723,-1.2681,-1.136,-1.136,-0.4848,0.1321,0.5,8.4878,5.3454,1.0,2.7915,3.9,0.2131
24.8,seguindo,normal,2.345,4.8606,-1.2844,-1.1358,-1.1358,-0.4399,0.1486,0.5,8.4851,5.3454,1.0,2.7915,3.9,0.2112
24.85,seguindo,normal,2.3516,4.8438,-1.3035,-1.1347,-1.1347,-0.3647,0.1689,0.5,8.4822,5.3454,1.0,2.7915,3.9,0.2076
24.9,seguindo,normal,2.3555,4.8328,-1.3136,-1.1305,-1.1305,-0.2916,0.1831,0.5,8.4807,2.7534,1.0,2.8185,3.85,0.205
24.95,seguindo,normal,2.3607,4.8161,-1.3232,-1.1282,-1.1282,-0.1967,0.195,0.5,8.4791,2.7534,1.0,2.8185,3.85,0.2003
25.0,seguindo,normal,2.3638,4.8048,-1.3271,-1.1263,-1.1263,-0.1544,0.2008,0.5,8.4784,2.7534,1.0,2.8185,3.85,0.1968
25.05,seguindo,normal,2.3681,4.7879,-1.3278,-1.123,-1.123,-0.0461,0.2047,0.5,8.4779,2.7534,1.0,2.8185,3.85,0.1911
25.1,seguindo,normal,2.3708,4.7766,-1.3264,-1.1223,-1.1223,0.0068,0.2041,0.5,8.4777,1.7232,1.0,2.8407,3.8,0.1871
25.15,seguindo,normal,2.3747,4.7597,-1.3235,-1.1188,-1.1188,0.0417,0.2047,0.5,8.4774,1.7232,1.0,2.8407,3.8,0.1812
25.2,seguindo,normal,2.3774,4.7485,-1.3212,-1.1164,-1.1164,0.0525,0.2048,0.5,8.4773,1.7232,1.0,2.8407,3.8,0.1773
25.25,seguindo,normal,2.3814,4.7316,-1.3176,-1.1128,-1.1128,0.0585,0.2048,0.5,8.477,1.7232,1.0,2.8407,3.8,0.1712
25.3,seguindo,normal,2.3841,4.7204,-1.3152,-1.1103,-1.1103,0.0594,0.2049,0.5,8.4769,1.7232,1.0,2.8407,3.8,0.1672
25.35,seguindo,normal,2.3883,4.7036,-1.3121,-1.113,-1.113,0.0558,0.1991,0.5,8.4766,1.2104,1.0,2.8581,3.75,0.1612
25.4,seguindo,normal,2.3911,4.6923,-1.3103,-1.1107,-1.1107,0.0495,0.1996,0.5,8.4763,1.2104,1.0,2.8581,3.75,0.1573
25.45,seguindo,normal,2.3954,4.6754,-1.3076,-1.1072,-1.1072,0.0459,0.2004,0.5,8.4759,1.2104,1.0,2.8581,3.75,0.1513
25.5,seguindo,normal,2.3983,4.6642,-1.3057,-1.1048,-1.1048,0.0456,0.2009,0.5,8.4757,1.2104,1.0,2.8581,3.75,0.1472
25.55,seguindo,normal,2.4027,4.6473,-1.3031,-1.1115,-1.1115,0.0449,0.1916,0.5,8.4753,0.9312,1.0,2.8712,3.7,0.1413
25.6,seguindo,normal,2.4057,4.6361,-1.3013,-1.1092,-1.1092,0.0445,0.1921,0.5,8.475,0.9312,1.0,2.8712,3.7,0.1373
25.65,seguindo,normal,2.4101,4.6192,-1.2987,-1.1058,-1.1058,0.0439,0.1929,0.5,8.4746,0.9312,1.0,2.8712,3.7,0.1313
25.7,seguindo,normal,2.4131,4.6079,-1.297,-1.1035,-1.1035,0.0433,0.1935,0.5,8.4743,0.9312,1.0,2.8712,3.7,0.1273
25.75,seguindo,normal,2.4177,4.5911,-1.2944,-1.1135,-1.1135,0.0432,0.1809,0.5,8.4739,0.783,1.0,2.8808,3.65,0.1213
25.8,seguindo,normal,2.4207,4.5799,-1.2926,-1.1113,-1.1113,0.0432,0.1813,0.5,8.4736,0.783,1.0,2.8808,3.65,0.1173
25.85,seguindo,normal,2.4253,4.563,-1.29,-1.108,-1.108,0.0435,0.182,0.5,8.4732,0.783,1.0,2.8808,3.65,0.1114
