dente,fase,t,cmd_v,v_esq,v_dir,x,y,yaw
0,sobe,0.0,0.0,0.0,-0.0,0.22960646307055063,0.019658493289712746,0.6786043394724599
0,sobe,0.005397319793701172,9.445309638977051e-05,0.0,-0.0,1.5510827607199558,-0.005874519173506515,0.678257799667351
0,para,0.010141372680664062,0.0,0.0,-0.0,0.21016008649537835,-0.00038884130452755136,0.6892554955771204
0,para,0.010447502136230469,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.015702009201049805,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.021027088165283203,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.02642345428466797,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.03191089630126953,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.037626028060913086,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.03917551040649414,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.03967857360839844,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04057478904724121,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04088878631591797,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04156684875488281,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04178595542907715,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04225516319274902,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04246044158935547,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.043062686920166016,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.043381690979003906,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.044097185134887695,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04439091682434082,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04492807388305664,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04511284828186035,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.045496225357055664,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.04564189910888672,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.0459902286529541,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.046118736267089844,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.05157947540283203,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.057169198989868164,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.06276679039001465,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
0,para,0.0684816837310791,0.0,0.0,-0.0,0.2297827716380806,0.019106238004800834,0.6797738490631712
