fase,trecho,t,x,y,yaw,v_pose,wz_pose,cmd_v_bruto,cmd_wz_bruto,cmd_v_placa,cmd_wz_placa,cmd_v,cmd_wz,alvo_x,alvo_y,dist
afericao,giro_030,0.016,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.017,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.017,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.018,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.018,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.019,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.019,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.019,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.02,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.02,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.02,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.02,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.021,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.021,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.022,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.022,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.023,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.023,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.024,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.024,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.025,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.025,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.027,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.027,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.028,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.028,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.029,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.029,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.029,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.031,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.031,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.032,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.032,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.034,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.034,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.035,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.035,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.036,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.036,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.037,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.037,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.038,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.038,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.039,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.039,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.04,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.04,0.0,-0.0,0.0001,-0.0002,0.0026,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.04,0.0,-0.0,0.0001,-0.0002,0.0026,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.042,0.0,-0.0,0.0001,-0.0002,0.0024,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.042,0.0,-0.0,0.0001,-0.0002,0.0024,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.042,0.0,-0.0,0.0001,-0.0002,0.0024,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.043,0.0,-0.0,0.0001,-0.0002,0.0024,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.043,0.0,-0.0,0.0001,-0.0002,0.0024,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.044,0.0,-0.0,0.0001,-0.0002,0.0023,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.044,0.0,-0.0,0.0001,-0.0002,0.0023,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.045,0.0,-0.0,0.0001,-0.0002,0.0023,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.045,0.0,-0.0,0.0001,-0.0002,0.0023,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.047,0.0,-0.0,0.0001,-0.0002,0.0022,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.047,0.0,-0.0,0.0001,-0.0002,0.0022,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.048,0.0,-0.0,0.0001,-0.0002,0.0021,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.048,0.0,-0.0,0.0001,-0.0002,0.0021,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.05,0.0,-0.0,0.0001,-0.0002,0.0021,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.05,0.0,-0.0,0.0001,-0.0002,0.0021,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.05,0.0,-0.0,0.0001,-0.0002,0.0021,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.052,0.0,-0.0,0.0001,-0.0002,0.002,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.052,0.0,-0.0,0.0001,-0.0002,0.002,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.052,0.0,-0.0,0.0001,-0.0002,0.002,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.053,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.053,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.053,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.054,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.054,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.055,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.055,0.0,-0.0,0.0001,-0.0002,0.0019,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.056,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.056,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.057,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.057,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.058,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.058,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.058,0.0,-0.0,0.0001,-0.0001,0.0018,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.059,0.0,-0.0,0.0001,-0.0001,0.0017,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.059,0.0,-0.0,0.0001,-0.0001,0.0017,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.061,0.0,-0.0,0.0001,-0.0001,0.0017,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.061,0.0,-0.0,0.0003,-0.0004,0.0051,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.061,0.0,-0.0,0.0003,-0.0004,0.0051,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.062,0.0,-0.0,0.0003,-0.0004,0.005,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.062,0.0,-0.0,0.0003,-0.0004,0.005,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.063,0.0,-0.0,0.0003,-0.0004,0.0049,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.063,0.0,-0.0,0.0003,-0.0004,0.0049,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.064,0.0,-0.0,0.0003,-0.0004,0.0048,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.064,0.0,-0.0,0.0003,-0.0004,0.0048,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.065,0.0,-0.0,0.0003,-0.0004,0.0047,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.065,0.0,-0.0,0.0003,-0.0004,0.0047,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.066,0.0,-0.0,0.0003,-0.0004,0.0047,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.066,0.0,-0.0,0.0003,-0.0004,0.0047,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.067,0.0,-0.0,0.0003,-0.0004,0.0046,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.067,0.0,-0.0,0.0003,-0.0004,0.0046,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.068,0.0,-0.0,0.0003,-0.0004,0.0045,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.068,0.0,-0.0,0.0003,-0.0004,0.0045,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.069,0.0,-0.0,0.0003,-0.0004,0.0045,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.069,0.0,-0.0,0.0003,-0.0004,0.0045,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.07,0.0,-0.0,0.0003,-0.0004,0.0044,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.07,0.0,-0.0,0.0003,-0.0004,0.0044,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.071,0.0,-0.0,0.0003,-0.0004,0.0043,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.071,0.0,-0.0,0.0003,-0.0004,0.0043,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.072,0.0,-0.0,0.0003,-0.0003,0.0043,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.072,0.0,-0.0,0.0003,-0.0003,0.0043,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.073,0.0,-0.0,0.0003,-0.0003,0.0042,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.073,0.0,-0.0,0.0003,-0.0003,0.0042,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.074,0.0,-0.0,0.0003,-0.0003,0.0042,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.074,0.0,-0.0,0.0003,-0.0003,0.0042,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.075,0.0,-0.0,0.0003,-0.0003,0.0041,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.075,0.0,-0.0,0.0003,-0.0003,0.0041,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.076,0.0,-0.0,0.0003,-0.0003,0.0041,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.076,0.0,-0.0,0.0003,-0.0003,0.0041,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.077,0.0,-0.0,0.0003,-0.0003,0.004,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.077,0.0,-0.0,0.0003,-0.0003,0.004,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.078,0.0,-0.0,0.0003,-0.0003,0.004,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.078,0.0,-0.0,0.0003,-0.0003,0.004,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.079,0.0,-0.0,0.0003,-0.0003,0.0039,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.079,0.0,-0.0,0.0003,-0.0003,0.0039,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.08,0.0,-0.0,0.0003,-0.0003,0.0039,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.08,0.0,-0.0001,0.0006,-0.0006,0.0077,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.08,0.0,-0.0001,0.0006,-0.0006,0.0077,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.082,0.0,-0.0001,0.0006,-0.0006,0.0075,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.082,0.0,-0.0001,0.0006,-0.0006,0.0075,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.083,0.0,-0.0001,0.0006,-0.0006,0.0074,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.083,0.0,-0.0001,0.0006,-0.0006,0.0074,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.084,0.0,-0.0001,0.0006,-0.0006,0.0073,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.084,0.0,-0.0001,0.0006,-0.0006,0.0073,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.085,0.0,-0.0001,0.0006,-0.0006,0.0073,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.085,0.0,-0.0001,0.0006,-0.0006,0.0073,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.086,0.0,-0.0001,0.0006,-0.0006,0.0072,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.086,0.0,-0.0001,0.0006,-0.0006,0.0072,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.087,0.0,-0.0001,0.0006,-0.0006,0.0071,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.087,0.0,-0.0001,0.0006,-0.0006,0.0071,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.088,0.0,-0.0001,0.0006,-0.0006,0.007,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.088,0.0,-0.0001,0.0006,-0.0006,0.007,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.089,0.0,-0.0001,0.0006,-0.0006,0.0069,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.089,0.0,-0.0001,0.0006,-0.0006,0.0069,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.09,0.0,-0.0001,0.0006,-0.0006,0.0069,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.09,0.0,-0.0001,0.0006,-0.0006,0.0069,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.091,0.0,-0.0001,0.0006,-0.0006,0.0068,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.091,0.0,-0.0001,0.0006,-0.0006,0.0068,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.092,0.0,-0.0001,0.0006,-0.0005,0.0067,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.092,0.0,-0.0001,0.0006,-0.0005,0.0067,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.093,0.0,-0.0001,0.0006,-0.0005,0.0066,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.093,0.0,-0.0001,0.0006,-0.0005,0.0066,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.094,0.0,-0.0001,0.0006,-0.0005,0.0066,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.094,0.0,-0.0001,0.0006,-0.0005,0.0066,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.095,0.0,-0.0001,0.0006,-0.0005,0.0065,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.095,0.0,-0.0001,0.0006,-0.0005,0.0065,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.096,0.0,-0.0001,0.0006,-0.0005,0.0064,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.096,0.0,-0.0001,0.0006,-0.0005,0.0064,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.097,0.0,-0.0001,0.0006,-0.0005,0.0064,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.097,0.0,-0.0001,0.0006,-0.0005,0.0064,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.098,0.0,-0.0001,0.0006,-0.0005,0.0063,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.098,0.0,-0.0001,0.0006,-0.0005,0.0063,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.099,0.0,-0.0001,0.0006,-0.0005,0.0062,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.099,0.0,-0.0001,0.0006,-0.0005,0.0062,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.1,0.0,-0.0001,0.0006,-0.0005,0.0062,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.1,0.0,-0.0001,0.0006,-0.0005,0.0062,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.102,0.0,-0.0001,0.0006,-0.0005,0.0061,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.102,0.0,-0.0001,0.001,-0.0008,0.01,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.102,0.0,-0.0001,0.001,-0.0008,0.01,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.103,0.0,-0.0001,0.001,-0.0008,0.0099,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.103,0.0,-0.0001,0.001,-0.0008,0.0099,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.104,0.0,-0.0001,0.001,-0.0008,0.0098,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.104,0.0,-0.0001,0.001,-0.0008,0.0098,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.105,0.0,-0.0001,0.001,-0.0008,0.0097,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.105,0.0,-0.0001,0.001,-0.0008,0.0097,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.106,0.0,-0.0001,0.001,-0.0008,0.0097,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.106,0.0,-0.0001,0.001,-0.0008,0.0097,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.107,0.0,-0.0001,0.001,-0.0008,0.0096,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.107,0.0,-0.0001,0.001,-0.0008,0.0096,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.108,0.0,-0.0001,0.001,-0.0008,0.0095,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.108,0.0,-0.0001,0.001,-0.0008,0.0095,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.109,0.0,-0.0001,0.001,-0.0008,0.0094,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.109,0.0,-0.0001,0.001,-0.0008,0.0094,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.11,0.0,-0.0001,0.001,-0.0008,0.0093,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.11,0.0,-0.0001,0.001,-0.0008,0.0093,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.112,0.0,-0.0001,0.001,-0.0007,0.0091,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.112,0.0,-0.0001,0.001,-0.0007,0.0091,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.113,0.0,-0.0001,0.001,-0.0007,0.0091,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.113,0.0,-0.0001,0.001,-0.0007,0.0091,0.0,0.0,0.0,0.3,0.0,0.3,,,
