fase,trecho,t,x,y,yaw,v_pose,wz_pose,cmd_v_bruto,cmd_wz_bruto,cmd_v_placa,cmd_wz_placa,cmd_v,cmd_wz,alvo_x,alvo_y,dist
afericao,giro_030,0.013,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.014,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.014,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.015,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.015,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.015,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.016,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.016,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.017,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.017,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.017,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.018,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
afericao,giro_030,0.018,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,,
