t,cmd_v,cmd_wz,v_esq,v_dir,x,y,yaw
0.021306991577148438,0.8,0.0,0.0,-0.0,-0.03293714780345647,-0.025113735357487444,-0.030188499044699755
0.02457571029663086,0.8,0.0,0.0,-0.0,-0.03297369928965074,-0.02722944938530667,-0.02961035117163448
0.025725126266479492,0.8,0.0,0.0,-0.0,-0.008123979833761542,-0.022710735132131763,-0.034859066740334704
0.026552200317382812,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.04733109474182129,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06615757942199707,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06674504280090332,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06750893592834473,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06775283813476562,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06831979751586914,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06854939460754395,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.0690467357635498,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06924152374267578,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06970787048339844,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.06989598274230957,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07031416893005371,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.0704808235168457,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07088565826416016,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07137298583984375,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07200503349304199,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07218742370605469,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07256889343261719,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07271337509155273,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.0730738639831543,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.07320904731750488,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.09387731552124023,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.11474847793579102,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.13573384284973145,0.8,0.0,0.0,-0.0,1.3314633791708428,-0.03800233984205429,-0.05214880379569566
0.1542811393737793,0.8,0.0,0.0,-0.0,-0.03275008780067691,-0.023244355511871883,-0.030557657266199842
0.15481925010681152,0.8,0.0,0.0,-0.0,-0.03275008780067691,-0.023244355511871883,-0.030557657266199842
0.15556979179382324,0.8,0.0,0.0,-0.0,-0.03275008780067691,-0.023244355511871883,-0.030557657266199842
0.1564774513244629,0.8,0.0,0.0,-0.0,1.3319114193612875,-0.034835239550293086,-0.04866973557570862
0.15668487548828125,0.8,0.0,0.0,-0.0,1.3319114193612875,-0.034835239550293086,-0.04866973557570862
0.15686893463134766,0.8,0.0,0.0,-0.0,1.3319114193612875,-0.034835239550293086,-0.04866973557570862
0.15740394592285156,0.8,0.0,0.0,-0.0,-0.009715935419292382,-0.02067278688283647,-0.03614322132131616
0.1575765609741211,0.8,0.0,0.0,-0.0,-0.009715935419292382,-0.02067278688283647,-0.03614322132131616
