dente,fase,t,cmd_v,v_esq,v_dir,x,y,yaw
0,para,2.5097222328186035,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5154757499694824,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5213143825531006,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.527208089828491,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5331294536590576,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.53899884223938,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5448126792907715,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.551187515258789,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5517659187316895,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5524818897247314,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5527288913726807,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5532748699188232,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5535123348236084,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5540149211883545,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5542094707489014,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.554645538330078,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.554811477661133,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5552287101745605,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.555392265319824,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5557727813720703,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5559561252593994,0.0,0.0,-0.0,0.33235538084941313,0.2259280378798724,0.669687229969307
0,para,2.5565946102142334,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5567715167999268,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5569300651550293,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5573136806488037,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.557453155517578,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5577783584594727,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.557917356491089,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5582363605499268,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.563570499420166,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5692098140716553,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5751395225524902,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5811445713043213,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5869925022125244,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5927183628082275,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.5983710289001465,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6041557788848877,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6100339889526367,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6160130500793457,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.62192440032959,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.627723455429077,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6335573196411133,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6393141746520996,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6451876163482666,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.651064395904541,0.0,0.0,-0.0,0.33365968577004196,0.22497980230071932,0.6706784413446462
0,para,2.6544642448425293,0.0,0.0,-0.0,0.3347312029754691,0.22392712750331722,0.6695295646774171
