t,x,y,yaw,alvo_x,alvo_y,dist,rumo_alvo,erro,v_alvo,cmd_v,cmd_wz,saiu_v,saiu_wz
36.75,-1.6181,0.4323,0.7981,-1.5807065963745117,0.6019458770751953,0.1737,0.7931,-0.0051,-0.15,-0.15,0.0,-0.15,0.0
36.8,-1.6191,0.4307,0.801,-1.5807065963745117,0.6019458770751953,0.1755,0.7981,-0.0029,-0.15,-0.15,0.0,-0.15,0.0
36.85,-1.6222,0.4266,0.8047,-1.5807065963745117,0.6019458770751953,0.1802,0.801,-0.0036,-0.15,-0.15,0.0,-0.15,0.0
36.9,-1.6255,0.4227,0.8066,-1.5807065963745117,0.6019458770751953,0.1847,0.8047,-0.0019,-0.15,-0.15,0.0,-0.15,0.0
36.95,-1.6315,0.416,0.8086,-1.5807065963745117,0.6019458770751953,0.1928,0.8066,-0.002,-0.15,-0.15,0.0,-0.15,0.0
37.0,-1.6356,0.4116,0.8095,-1.5807065963745117,0.6019458770751953,0.1981,0.8086,-0.0009,-0.15,-0.15,0.0,-0.15,0.0
37.05,-1.6417,0.405,0.81,-1.5807065963745117,0.6019458770751953,0.2062,0.8095,-0.0006,-0.15,-0.15,0.0,-0.15,0.0
37.1,-1.6459,0.4007,0.81,-1.5807065963745117,0.6019458770751953,0.2116,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.15,-1.6521,0.3941,0.81,-1.5807065963745117,0.6019458770751953,0.2197,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.202,-1.6583,0.3876,0.81,-1.5807065963745117,0.6019458770751953,0.2279,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.25,-1.6624,0.3833,0.81,-1.5807065963745117,0.6019458770751953,0.2334,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.3,-1.6686,0.3768,0.81,-1.5807065963745117,0.6019458770751953,0.2417,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.35,-1.6728,0.3724,0.81,-1.5807065963745117,0.6019458770751953,0.2473,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.4,-1.6769,0.3681,0.81,-1.5807065963745117,0.6019458770751953,0.2529,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.45,-1.6831,0.3615,0.81,-1.5807065963745117,0.6019458770751953,0.2613,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.5,-1.6872,0.3572,0.81,-1.5807065963745117,0.6019458770751953,0.2669,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.55,-1.6934,0.3507,0.81,-1.5807065963745117,0.6019458770751953,0.2754,0.81,0.0,-0.15,-0.15,0.0,-0.15,0.0
37.6,-1.6997,0.3442,0.81,-1.5807065963745117,0.6019458770751953,0.2839,1.149,0.339,0.4141,-0.15,0.0,-0.15,0.0
37.65,-1.7036,0.34,0.8101,-1.5807065963745117,0.6019458770751953,0.2893,1.1385,0.3284,0.44,0.1751,0.451,0.1751,0.451
37.7,-1.7065,0.3368,0.8106,-1.5807065963745117,0.6019458770751953,0.2935,1.1322,0.3216,0.4569,0.1744,0.4439,0.1744,0.4439
37.75,-1.7092,0.3337,0.812,-1.5807065963745117,0.6019458770751953,0.2975,1.1277,0.3158,0.4705,0.1739,0.4393,0.1739,0.4393
37.8,-1.7099,0.3326,0.8134,-1.5807065963745117,0.6019458770751953,0.2987,1.124,0.3106,0.4845,0.1735,0.4353,0.1735,0.4353
37.85,-1.7092,0.3328,0.8162,-1.5807065963745117,0.6019458770751953,0.2983,1.1235,0.3073,0.4894,0.1732,0.4317,0.1732,0.4317
37.9,-1.7075,0.334,0.8186,-1.5807065963745117,0.6019458770751953,0.2965,1.1255,0.3068,0.49,0.1729,0.4294,0.1729,0.4294
37.951,-1.7034,0.3375,0.8229,-1.5807065963745117,0.6019458770751953,0.2915,1.1287,0.3057,0.4858,0.4672,0.4291,0.4672,0.4291
38.0,-1.6995,0.341,0.8263,-1.5807065963745117,0.6019458770751953,0.2867,1.1364,0.3101,0.4726,0.4633,0.4283,0.4633,0.4283
38.05,-1.692,0.3479,0.8321,-1.5807065963745117,0.6019458770751953,0.2773,1.1437,0.3116,0.4593,0.4501,0.4314,0.4501,0.4314
38.1,-1.6858,0.3537,0.8364,-1.5807065963745117,0.6019458770751953,0.2696,1.1702,0.3338,0.4114,0.4145,0.4324,0.4145,0.4324
38.15,-1.675,0.3641,0.8436,-1.5807065963745117,0.6019458770751953,0.2559,1.1702,0.3266,0.4114,0.3927,0.4393,0.3927,0.4393
38.2,-1.6668,0.3722,0.8489,-1.5807065963745117,0.6019458770751953,0.2453,1.1932,0.3443,0.3735,0.3744,0.4427,0.3744,0.4427
38.25,-1.6529,0.3862,0.8576,-1.5807065963745117,0.6019458770751953,0.2275,1.2123,0.3547,0.345,0.3383,0.4545,0.3383,0.4545
38.3,-1.6391,0.4,0.8673,-1.5807065963745117,0.6019458770751953,0.2102,0.8576,-0.0096,-0.15,0.3116,0.4613,0.3116,0.4613
38.35,-1.6305,0.4087,0.8741,-1.5807065963745117,0.6019458770751953,0.1996,0.864,-0.0101,-0.15,-0.15,0.0,-0.15,0.0
38.401,-1.6228,0.4164,0.8806,-1.5807065963745117,0.6019458770751953,0.1902,0.8741,-0.0066,-0.15,-0.15,0.0,-0.15,0.0
38.45,-1.6129,0.4263,0.8897,-1.5807065963745117,0.6019458770751953,0.1786,0.8837,-0.0059,-0.15,-0.15,0.0,-0.15,0.0
38.5,-1.6075,0.4318,0.8952,-1.5807065963745117,0.6019458770751953,0.1723,0.8897,-0.0055,-0.15,-0.15,0.0,-0.15,0.0
38.55,-1.6009,0.4382,0.9027,-1.5807065963745117,0.6019458770751953,0.165,0.8952,-0.0075,-0.15,-0.15,0.0,-0.15,0.0
38.6,-1.5976,0.4413,0.9072,-1.5807065963745117,0.6019458770751953,0.1615,0.9027,-0.0045,-0.15,-0.15,0.0,-0.15,0.0
38.651,-1.5943,0.4442,0.9132,-1.5807065963745117,0.6019458770751953,0.1584,0.9093,-0.0039,-0.15,-0.15,0.0,-0.15,0.0
38.7,-1.5931,0.4448,0.9168,-1.5807065963745117,0.6019458770751953,0.1576,0.9132,-0.0035,-0.15,-0.15,0.0,-0.15,0.0
38.75,-1.5928,0.4441,0.9213,-1.5807065963745117,0.6019458770751953,0.1583,0.9168,-0.0045,-0.15,-0.15,0.0,-0.15,0.0
38.8,-1.5937,0.4423,0.9238,-1.5807065963745117,0.6019458770751953,0.1602,0.9213,-0.0025,-0.15,-0.15,0.0,-0.15,0.0
38.85,-1.5965,0.4378,0.9268,-1.5807065963745117,0.6019458770751953,0.1649,0.9249,-0.0019,-0.15,-0.15,0.0,-0.15,0.0
38.9,-1.5994,0.4336,0.9284,-1.5807065963745117,0.6019458770751953,0.1694,0.9268,-0.0015,-0.15,-0.15,0.0,-0.15,0.0
38.95,-1.6046,0.4262,0.9298,-1.5807065963745117,0.6019458770751953,0.1773,0.929,-0.0009,-0.15,-0.15,0.0,-0.15,0.0
39.0,-1.6081,0.4214,0.9303,-1.5807065963745117,0.6019458770751953,0.1826,0.9298,-0.0005,-0.15,-0.15,0.0,-0.15,0.0
39.051,-1.6135,0.4142,0.9304,-1.5807065963745117,0.6019458770751953,0.1906,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.1,-1.6171,0.4093,0.9304,-1.5807065963745117,0.6019458770751953,0.196,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.15,-1.6225,0.4021,0.9304,-1.5807065963745117,0.6019458770751953,0.2041,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.2,-1.626,0.3973,0.9304,-1.5807065963745117,0.6019458770751953,0.2096,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.25,-1.6314,0.3901,0.9304,-1.5807065963745117,0.6019458770751953,0.2178,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.3,-1.635,0.3853,0.9304,-1.5807065963745117,0.6019458770751953,0.2234,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.35,-1.6404,0.3781,0.9304,-1.5807065963745117,0.6019458770751953,0.2317,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.4,-1.644,0.3733,0.9304,-1.5807065963745117,0.6019458770751953,0.2373,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.45,-1.6493,0.366,0.9304,-1.5807065963745117,0.6019458770751953,0.2457,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.5,-1.6547,0.3588,0.9304,-1.5807065963745117,0.6019458770751953,0.2541,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.55,-1.6583,0.354,0.9304,-1.5807065963745117,0.6019458770751953,0.2598,0.9304,0.0,-0.15,-0.15,0.0,-0.15,0.0
39.6,-1.6619,0.3492,0.9304,-1.5807065963745117,0.6019458770751953,0.2655,1.2674,0.3371,0.3928,-0.15,0.0,-0.15,0.0
39.65,-1.6671,0.3422,0.9305,-1.5807065963745117,0.6019458770751953,0.2737,1.26,0.3295,0.4101,0.175,0.4497,0.175,0.4497
39.7,-1.6697,0.3386,0.9309,-1.5807065963745117,0.6019458770751953,0.2779,1.2497,0.3188,0.436,0.1745,0.4446,0.1745,0.4446
39.75,-1.672,0.3351,0.9323,-1.5807065963745117,0.6019458770751953,0.282,1.245,0.3127,0.4498,0.1737,0.4374,0.1737,0.4374
39.8,-1.6726,0.334,0.9336,-1.5807065963745117,0.6019458770751953,0.2833,1.2411,0.3074,0.464,0.1733,0.4332,0.1733,0.4332
39.85,-1.6719,0.3342,0.9365,-1.5807065963745117,0.6019458770751953,0.2828,1.2408,0.3043,0.47,0.1729,0.4289,0.1729,0.4289
39.9,-1.6705,0.3356,0.9388,-1.5807065963745117,0.6019458770751953,0.2811,1.2425,0.3037,0.4694,0.1727,0.4273,0.1727,0.4273
39.95,-1.6668,0.3395,0.9431,-1.5807065963745117,0.6019458770751953,0.2762,1.2481,0.305,0.4615,0.4481,0.4259,0.4481,0.4259
40.0,-1.6633,0.3434,0.9464,-1.5807065963745117,0.6019458770751953,0.2714,1.2539,0.3074,0.4516,0.4402,0.4278,0.4402,0.4278
40.05,-1.6568,0.3511,0.9521,-1.5807065963745117,0.6019458770751953,0.2622,1.2659,0.3138,0.43,0.4306,0.4282,0.4306,0.4282
40.1,-1.6514,0.3575,0.9564,-1.5807065963745117,0.6019458770751953,0.2545,1.2764,0.3199,0.4114,0.3857,0.4339,0.3857,0.4339
40.15,-1.642,0.3691,0.9636,-1.5807065963745117,0.6019458770751953,0.2408,1.2892,0.3256,0.3895,0.3725,0.4381,0.3725,0.4381
40.2,-1.6347,0.3781,0.9689,-1.5807065963745117,0.6019458770751953,0.2302,1.3135,0.3446,0.3512,0.3545,0.442,0.3545,0.442
40.25,-1.6228,0.3933,0.9777,-1.5807065963745117,0.6019458770751953,0.2129,1.3339,0.3562,0.3226,0.3177,0.4547,0.3177,0.4547
40.3,-1.6152,0.4031,0.984,-1.5807065963745117,0.6019458770751953,0.2018,0.9777,-0.0063,-0.15,0.2907,0.4623,0.2907,0.4623
40.35,-1.6045,0.4165,0.9941,-1.5807065963745117,0.6019458770751953,0.1869,0.984,-0.0101,-0.15,-0.15,0.0,-0.15,0.0
40.4,-1.5982,0.4244,1.0006,-1.5807065963745117,0.6019458770751953,0.1784,0.9941,-0.0065,-0.15,-0.15,0.0,-0.15,0.0
40.45,-1.5903,0.4344,1.0097,-1.5807065963745117,0.6019458770751953,0.1678,1.0038,-0.0059,-0.15,-0.15,0.0,-0.15,0.0
40.5,-1.5859,0.4398,1.0153,-1.5807065963745117,0.6019458770751953,0.1622,1.0097,-0.0056,-0.15,-0.15,0.0,-0.15,0.0
40.55,-1.5808,0.4459,1.0228,-1.5807065963745117,0.6019458770751953,0.156,1.0153,-0.0075,-0.15,-0.15,0.0,-0.15,0.0
40.6,-1.5784,0.4487,1.0273,-1.5807065963745117,0.6019458770751953,0.1533,1.0228,-0.0045,-0.15,-0.15,0.0,-0.15,0.0
40.651,-1.576,0.4509,1.0334,-1.5807065963745117,0.6019458770751953,0.1511,1.0334,0.0,-0.15,-0.15,0.0,-0.15,0.0
40.7,-1.5753,0.4511,1.0369,-1.5807065963745117,0.6019458770751953,0.151,1.0334,-0.0035,-0.15,-0.15,0.0,-0.15,0.0
40.751,-1.5756,0.4492,1.0415,-1.5807065963745117,0.6019458770751953,0.1528,1.0369,-0.0045,-0.15,-0.15,0.0,-0.15,0.0
40.8,-1.5767,0.4466,1.044,-1.5807065963745117,0.6019458770751953,0.1554,1.0415,-0.0025,-0.15,-0.15,0.0,-0.15,0.0
40.852,-1.5795,0.4408,1.047,-1.5807065963745117,0.6019458770751953,0.1612,1.044,-0.003,-0.15,-0.15,0.0,-0.15,0.0
40.9,-1.5822,0.4356,1.0485,-1.5807065963745117,0.6019458770751953,0.1663,1.047,-0.0015,-0.15,-0.15,0.0,-0.15,0.0
40.95,-1.5865,0.4277,1.0499,-1.5807065963745117,0.6019458770751953,0.1743,1.0485,-0.0014,-0.15,-0.15,0.0,-0.15,0.0
41.0,-1.5895,0.4225,1.0504,-1.5807065963745117,0.6019458770751953,0.1797,1.0499,-0.0005,-0.15,-0.15,0.0,-0.15,0.0
41.051,-1.5939,0.4147,1.0505,-1.5807065963745117,0.6019458770751953,0.1877,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.1,-1.5984,0.4069,1.0505,-1.5807065963745117,0.6019458770751953,0.1959,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.15,-1.6014,0.4017,1.0505,-1.5807065963745117,0.6019458770751953,0.2014,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.201,-1.6059,0.3938,1.0505,-1.5807065963745117,0.6019458770751953,0.2096,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.25,-1.6088,0.3886,1.0505,-1.5807065963745117,0.6019458770751953,0.2152,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.3,-1.6118,0.3834,1.0505,-1.5807065963745117,0.6019458770751953,0.2207,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.35,-1.6163,0.3756,1.0505,-1.5807065963745117,0.6019458770751953,0.2291,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.4,-1.6193,0.3704,1.0505,-1.5807065963745117,0.6019458770751953,0.2347,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.45,-1.6237,0.3626,1.0505,-1.5807065963745117,0.6019458770751953,0.2432,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.5,-1.6267,0.3574,1.0505,-1.5807065963745117,0.6019458770751953,0.2488,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.55,-1.6312,0.3496,1.0505,-1.5807065963745117,0.6019458770751953,0.2574,1.0505,0.0,-0.15,-0.15,0.0,-0.15,0.0
41.6,-1.6342,0.3444,1.0505,-1.5807065963745117,0.6019458770751953,0.2631,1.3733,0.3228,0.4057,-0.15,0.0,-0.15,0.0
41.65,-1.6385,0.3368,1.0506,-1.5807065963745117,0.6019458770751953,0.2713,1.3661,0.3155,0.4238,0.174,0.4401,0.174,0.4401
41.7,-1.6406,0.333,1.051,-1.5807065963745117,0.6019458770751953,0.2756,1.3562,0.3052,0.4509,0.1728,0.4282,0.1728,0.4282
41.75,-1.6425,0.3293,1.0524,-1.5807065963745117,0.6019458770751953,0.2796,1.35,0.2976,0.4711,0.1728,0.4276,0.1728,0.4276
41.8,-1.6429,0.3281,1.0538,-1.5807065963745117,0.6019458770751953,0.2808,1.348,0.2942,0.4799,0.1723,0.4226,0.1723,0.4226
41.851,-1.6422,0.3285,1.0567,-1.5807065963745117,0.6019458770751953,0.2803,1.3475,0.2908,0.485,0.172,0.4201,0.172,0.4201
41.9,-1.6409,0.33,1.059,-1.5807065963745117,0.6019458770751953,0.2785,1.3496,0.2906,0.4853,0.1718,0.4177,0.1718,0.4177
41.951,-1.6377,0.3344,1.0633,-1.5807065963745117,0.6019458770751953,0.2735,1.3552,0.2919,0.4769,0.465,0.4176,0.465,0.4176
42.0,-1.633,0.3412,1.0684,-1.5807065963745117,0.6019458770751953,0.2659,1.3609,0.2924,0.4665,0.4567,0.4185,0.4567,0.4185
42.05,-1.6291,0.3472,1.0724,-1.5807065963745117,0.6019458770751953,0.2593,1.3727,0.3004,0.4437,0.4464,0.4202,0.4464,0.4202
42.101,-1.622,0.3583,1.079,-1.5807065963745117,0.6019458770751953,0.2472,1.3831,0.3041,0.4239,0.4024,0.4245,0.4024,0.4245
42.15,-1.6165,0.367,1.0839,-1.5807065963745117,0.6019458770751953,0.2376,1.4031,0.3191,0.3881,0.3879,0.4272,0.3879,0.4272
42.2,-1.6104,0.3769,1.0892,-1.5807065963745117,0.6019458770751953,0.227,1.4198,0.3305,0.3605,0.3542,0.4376,0.3542,0.4376
42.251,-1.6003,0.3936,1.0979,-1.5807065963745117,0.6019458770751953,0.2093,1.4398,0.3419,0.3305,0.2999,0.4529,0.3282,0.4453
42.3,-1.5905,0.4097,1.1076,-1.5807065963745117,0.6019458770751953,0.1925,1.0979,-0.0097,-0.15,0.2999,0.4529,0.2999,0.4529
42.35,-1.5844,0.4197,1.1144,-1.5807065963745117,0.6019458770751953,0.1822,1.1076,-0.0068,-0.15,-0.15,0.0,-0.15,0.0
42.4,-1.5764,0.4328,1.1241,-1.5807065963745117,0.6019458770751953,0.1692,1.1144,-0.0097,-0.15,-0.15,0.0,-0.15,0.0
42.45,-1.572,0.4401,1.13,-1.5807065963745117,0.6019458770751953,0.1621,1.1209,-0.0091,-0.15,-0.15,0.0,-0.15,0.0
42.5,-1.5681,0.4463,1.1356,-1.5807065963745117,0.6019458770751953,0.1561,1.13,-0.0056,-0.15,-0.15,0.0,-0.15,0.0
42.551,-1.5636,0.4535,1.1432,-1.5807065963745117,0.6019458770751953,0.1494,1.1356,-0.0076,-0.15,-0.15,0.0,-0.15,0.0
42.6,-1.5613,0.4569,1.1478,-1.5807065963745117,0.6019458770751953,0.1463,1.1432,-0.0046,0.0,-0.15,0.0,-0.15,0.0
42.65,-1.5589,0.4599,1.154,-1.5807065963745117,0.6019458770751953,0.1437,1.1478,-0.0061,0.0,0.0,0.0,0.0,0.0
42.7,-1.5581,0.4605,1.1575,-1.5807065963745117,0.6019458770751953,0.1433,1.154,-0.0035,0.0,0.0,0.0,0.0,0.0
42.751,-1.5575,0.4602,1.162,-1.5807065963745117,0.6019458770751953,0.1436,1.1592,-0.0028,0.0,0.0,0.0,0.0,0.0
42.8,-1.5571,0.4601,1.1644,-1.5807065963745117,0.6019458770751953,0.1438,1.162,-0.0024,0.0,0.0,0.0,0.0,0.0
42.85,-1.5567,0.4599,1.1673,-1.5807065963745117,0.6019458770751953,0.144,1.1644,-0.0029,0.0,0.0,0.0,0.0,0.0
42.901,-1.5565,0.4598,1.1693,-1.5807065963745117,0.6019458770751953,0.1442,1.1673,-0.002,0.0,0.0,0.0,0.0,0.0
42.95,-1.5563,0.4597,1.1702,-1.5807065963745117,0.6019458770751953,0.1443,1.1687,-0.0015,0.0,0.0,0.0,0.0,0.0
43.0,-1.5563,0.4597,1.1707,-1.5807065963745117,0.6019458770751953,0.1443,1.1702,-0.0005,0.0,0.0,0.0,0.0,0.0
43.051,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1707,-0.0001,0.0,0.0,0.0,0.0,0.0
43.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.251,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.301,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
43.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.001,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.051,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.851,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.902,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
44.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.201,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.351,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.651,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
45.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
