t,x,y,yaw,alvo_x,alvo_y,dist,rumo_alvo,erro,v_alvo,cmd_v,cmd_wz,saiu_v,saiu_wz
68.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
68.951,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.002,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.601,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.651,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
69.951,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.252,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.351,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.451,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.502,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.551,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.901,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
70.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.701,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.901,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
71.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.151,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
72.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.001,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.051,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.152,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.402,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.551,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.7,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
73.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.201,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.251,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.55,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.651,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.701,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
74.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.101,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.15,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.2,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.25,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.3,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.35,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.4,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.45,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.5,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.551,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.6,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.65,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.702,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.75,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.8,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.85,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.9,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
75.95,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
76.0,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
76.05,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
76.1,-1.5563,0.4597,1.1708,-1.5807065963745117,0.6019458770751953,0.1443,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
76.151,-1.5563,0.4597,1.1708,-1.2350053787231445,0.22507619857788086,0.3978,1.1708,0.0,0.0,0.0,0.0,0.0,0.0
76.2,-1.5563,0.4597,1.1708,-1.2350053787231445,0.22507619857788086,0.3978,1.1708,0.0,-0.15,0.0,0.0,0.0,0.0
76.25,-1.5564,0.4594,1.1708,-1.2350053787231445,0.22507619857788086,0.3977,1.1708,-0.0,-0.15,-0.15,0.0,-0.15,0.0
76.3,-1.5575,0.4567,1.1708,-1.2350053787231445,0.22507619857788086,0.3971,1.1708,-0.0,-0.15,-0.15,0.0,-0.15,0.0
76.351,-1.5589,0.4535,1.1708,-1.2350053787231445,0.22507619857788086,0.3963,1.1708,-0.0,-0.15,-0.15,0.0,-0.15,0.0
76.4,-1.5608,0.449,1.1708,-1.2350053787231445,0.22507619857788086,0.3953,1.1708,-0.0,-0.15,-0.15,0.0,-0.15,0.0
76.45,-1.5642,0.4409,1.1708,-1.2350053787231445,0.22507619857788086,0.3937,1.1708,-0.0,-0.15,-0.15,0.0,-0.15,0.0
76.5,-1.5677,0.4326,1.1708,-1.2350053787231445,0.22507619857788086,0.3921,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.55,-1.5701,0.4271,1.1708,-1.2350053787231445,0.22507619857788086,0.3912,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.601,-1.5736,0.4188,1.1708,-1.2350053787231445,0.22507619857788086,0.3901,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.65,-1.5759,0.4133,1.1708,-1.2350053787231445,0.22507619857788086,0.3894,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.701,-1.5794,0.405,1.1708,-1.2350053787231445,0.22507619857788086,0.3886,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.75,-1.5818,0.3994,1.1708,-1.2350053787231445,0.22507619857788086,0.3881,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.8,-1.5841,0.3939,1.1708,-1.2350053787231445,0.22507619857788086,0.3878,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.851,-1.5876,0.3856,1.1708,-1.2350053787231445,0.22507619857788086,0.3874,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.9,-1.5911,0.3773,1.1708,-1.2350053787231445,0.22507619857788086,0.3873,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
76.95,-1.5934,0.3718,1.1708,-1.2350053787231445,0.22507619857788086,0.3873,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.0,-1.5958,0.3663,1.1708,-1.2350053787231445,0.22507619857788086,0.3874,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.051,-1.5993,0.358,1.1708,-1.2350053787231445,0.22507619857788086,0.3878,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.1,-1.6028,0.3497,1.1708,-1.2350053787231445,0.22507619857788086,0.3883,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.151,-1.6051,0.3442,1.1708,-1.2350053787231445,0.22507619857788086,0.3888,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.2,-1.6075,0.3386,1.1708,-1.2350053787231445,0.22507619857788086,0.3894,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.25,-1.611,0.3304,1.1708,-1.2350053787231445,0.22507619857788086,0.3904,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.3,-1.6133,0.3248,1.1708,-1.2350053787231445,0.22507619857788086,0.3912,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.351,-1.6168,0.3165,1.1708,-1.2350053787231445,0.22507619857788086,0.3926,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.4,-1.6191,0.311,1.1708,-1.2350053787231445,0.22507619857788086,0.3936,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.45,-1.6226,0.3027,1.1708,-1.2350053787231445,0.22507619857788086,0.3953,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.5,-1.625,0.2972,1.1708,-1.2350053787231445,0.22507619857788086,0.3966,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.55,-1.6285,0.2889,1.1708,-1.2350053787231445,0.22507619857788086,0.3986,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.6,-1.6308,0.2834,1.1708,-1.2350053787231445,0.22507619857788086,0.4001,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.65,-1.6343,0.2751,1.1708,-1.2350053787231445,0.22507619857788086,0.4024,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.7,-1.6367,0.2696,1.1708,-1.2350053787231445,0.22507619857788086,0.4041,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.75,-1.6402,0.2613,1.1708,-1.2350053787231445,0.22507619857788086,0.4068,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.8,-1.6425,0.2557,1.1708,-1.2350053787231445,0.22507619857788086,0.4087,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.851,-1.646,0.2475,1.1708,-1.2350053787231445,0.22507619857788086,0.4116,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.9,-1.6483,0.2419,1.1708,-1.2350053787231445,0.22507619857788086,0.4137,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
77.95,-1.6518,0.2336,1.1708,-1.2350053787231445,0.22507619857788086,0.4169,1.1708,0.0,-0.15,-0.15,0.0,-0.15,0.0
