t,cmd_v,cmd_wz,v_esq,v_dir,x,y,yaw
0.011841535568237305,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.012315750122070312,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.012627601623535156,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.013448238372802734,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.013735771179199219,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.014481782913208008,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.014763355255126953,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.015370845794677734,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.015623092651367188,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.016142845153808594,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.016350746154785156,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.01713109016418457,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.017437458038330078,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.01867985725402832,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.019046545028686523,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.01971292495727539,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.01998138427734375,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.02057027816772461,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.0208127498626709,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.021373748779296875,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.021643638610839844,0.1,0.0,0.0,-0.0,0.005025555768562355,-0.029200367551319106,-0.0092060748240877
0.0255434513092041,0.1,0.0,0.0,-0.0,-0.008809056785218341,-0.03262838689864638,-0.006124006119016463
0.04685020446777344,0.1,0.0,0.0,-0.0,-0.008809056785218341,-0.03262838689864638,-0.006124006119016463
0.06307578086853027,0.1,0.0,0.0,-0.0,-3.077393737955452e-05,-0.02815800415610681,-0.010716807646789799
0.06399750709533691,0.1,0.0,0.0,-0.0,1.3228407847600485,-0.03100506962692677,-0.028536897531198264
0.06468677520751953,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.07849431037902832,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.07888126373291016,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.07947397232055664,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.07965993881225586,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.08007502555847168,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.08023834228515625,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.08063602447509766,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.08078432083129883,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.08114767074584961,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
0.08129262924194336,0.1,0.0,0.0,-0.0,-0.008660337392123385,-0.03209218199754746,-0.0065854299483079845
