t,cmd_v,v_esq,v_dir,x,y,yaw
0.02104973793029785,-0.1,0.0,-0.0,0.03132071565639654,-0.011495354893301954,-0.027128163782151066
0.04180788993835449,-0.1,0.0,-0.0,0.03132071565639654,-0.011495354893301954,-0.027128163782151066
0.05013871192932129,-0.1,0.0,-0.0,1.3770695453315127,-0.006398596481471925,-0.02291083975952588
0.052600860595703125,-0.1,0.0,-0.0,-0.001275941724990398,-0.004470078396439039,-0.029110327343128434
0.05354428291320801,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05502152442932129,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05544567108154297,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05595564842224121,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.056139469146728516,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05653977394104004,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05673694610595703,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05719566345214844,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05736732482910156,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05772042274475098,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05786252021789551,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.058220624923706055,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.058359622955322266,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05867815017700195,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.058806657791137695,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05913090705871582,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.05926012992858887,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.059569597244262695,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.059697628021240234,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.06007671356201172,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.06023907661437988,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.08069276809692383,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.1015477180480957,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.1226041316986084,-0.1,0.0,-0.0,0.029039113053885453,-0.012095087114448986,-0.0272488481328944
0.13269472122192383,-0.1,0.0,-0.0,0.027930771047583885,-0.01074400311510186,-0.02960123160966569
0.1333789825439453,-0.1,0.0,-0.0,-0.001499735371244393,-0.004595444872076026,-0.028305106697138236
0.13495206832885742,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
0.15555024147033691,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
0.17300105094909668,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
0.1733262538909912,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
0.17374825477600098,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
0.17389273643493652,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
0.17424941062927246,-0.1,0.0,-0.0,1.3799272094490618,-0.006276775953942435,-0.022677552105773206
