t,cmd_v,cmd_wz,v_esq,v_dir,x,y,yaw
0.004143714904785156,-0.1,0.0,0.0,-0.0,1.3807342378483956,-0.004331591335550115,-0.037746396573334076
0.005516529083251953,-0.1,0.0,0.0,-0.0,0.05613086668542294,-0.013344685673203332,-0.011398180111469841
0.00628972053527832,-0.1,0.0,0.0,-0.0,0.05891582217448858,-0.01476263044568457,-0.012541916563543186
0.006888628005981445,-0.1,0.0,0.0,-0.0,1.384440527461794,-0.0025993646332838592,-0.03724899110851704
0.0074579715728759766,-0.1,0.0,0.0,-0.0,0.07683835291474386,-0.01396465754190759,-0.017738924279677163
0.007989883422851562,-0.1,0.0,0.0,-0.0,0.0775091846626106,-0.017534332917796686,-0.019364393054141647
0.008793830871582031,-0.1,0.0,0.0,-0.0,0.05724927971107631,-0.012407890568020363,-0.01528786341848374
0.009447574615478516,-0.1,0.0,0.0,-0.0,0.05777541366882102,-0.012640701256026532,-0.013790178164461488
0.009921789169311523,-0.1,0.0,0.0,-0.0,0.07741487289904495,-0.0173628790256695,-0.021726986424501476
0.03040027618408203,-0.1,0.0,0.0,-0.0,0.07741487289904495,-0.0173628790256695,-0.021726986424501476
0.03702664375305176,-0.1,0.0,0.0,-0.0,1.3859366783501461,-0.002293733170034619,-0.036194952002969086
0.037367820739746094,-0.1,0.0,0.0,-0.0,1.3859366783501461,-0.002293733170034619,-0.036194952002969086
0.037593841552734375,-0.1,0.0,0.0,-0.0,1.3859366783501461,-0.002293733170034619,-0.036194952002969086
0.0383453369140625,-0.1,0.0,0.0,-0.0,1.3885769631672826,-0.0011140931483011095,-0.034113277411737516
0.038570404052734375,-0.1,0.0,0.0,-0.0,1.3885769631672826,-0.0011140931483011095,-0.034113277411737516
0.03876781463623047,-0.1,0.0,0.0,-0.0,1.3885769631672826,-0.0011140931483011095,-0.034113277411737516
0.0394744873046875,-0.1,0.0,0.0,-0.0,0.07963909553292296,-0.017387226986676503,-0.01748964425704263
0.03970789909362793,-0.1,0.0,0.0,-0.0,0.07963909553292296,-0.017387226986676503,-0.01748964425704263
0.039903879165649414,-0.1,0.0,0.0,-0.0,0.07963909553292296,-0.017387226986676503,-0.01748964425704263
0.04053473472595215,-0.1,0.0,0.0,-0.0,1.3925102557417461,-0.007031364201769747,-0.0372222890569741
0.0407404899597168,-0.1,0.0,0.0,-0.0,1.3925102557417461,-0.007031364201769747,-0.0372222890569741
0.04093170166015625,-0.1,0.0,0.0,-0.0,1.3925102557417461,-0.007031364201769747,-0.0372222890569741
0.04153609275817871,-0.1,0.0,0.0,-0.0,0.058755758411282305,-0.009990653211548543,-0.014713499635254621
0.04176163673400879,-0.1,0.0,0.0,-0.0,0.058755758411282305,-0.009990653211548543,-0.014713499635254621
0.042316436767578125,-0.1,0.0,0.0,-0.0,0.058755758411282305,-0.009990653211548543,-0.014713499635254621
0.04304313659667969,-0.1,0.0,0.0,-0.0,0.07920102916448077,-0.016909854793321813,-0.020452616573915932
0.04327511787414551,-0.1,0.0,0.0,-0.0,0.07920102916448077,-0.016909854793321813,-0.020452616573915932
0.04347658157348633,-0.1,0.0,0.0,-0.0,0.07920102916448077,-0.016909854793321813,-0.020452616573915932
0.04410266876220703,-0.1,0.0,0.0,-0.0,1.3915777212923544,-0.010697920511360095,-0.03243772886587466
0.04444694519042969,-0.1,0.0,0.0,-0.0,1.3915777212923544,-0.010697920511360095,-0.03243772886587466
0.044684648513793945,-0.1,0.0,0.0,-0.0,1.3915777212923544,-0.010697920511360095,-0.03243772886587466
0.04536843299865723,-0.1,0.0,0.0,-0.0,0.05826759821336856,-0.010908106214694855,-0.013925049570122174
0.04561591148376465,-0.1,0.0,0.0,-0.0,0.05826759821336856,-0.010908106214694855,-0.013925049570122174
0.045819997787475586,-0.1,0.0,0.0,-0.0,0.05826759821336856,-0.010908106214694855,-0.013925049570122174
0.0465242862701416,-0.1,0.0,0.0,-0.0,0.078181934162326,-0.015648042640574563,-0.015843907937045792
0.046744346618652344,-0.1,0.0,0.0,-0.0,0.078181934162326,-0.015648042640574563,-0.015843907937045792
0.046938419342041016,-0.1,0.0,0.0,-0.0,0.078181934162326,-0.015648042640574563,-0.015843907937045792
0.04756355285644531,-0.1,0.0,0.0,-0.0,1.3909513641911835,-0.01094776264518515,-0.03408800307212914
0.047776222229003906,-0.1,0.0,0.0,-0.0,1.3909513641911835,-0.01094776264518515,-0.03408800307212914
0.047971248626708984,-0.1,0.0,0.0,-0.0,1.3909513641911835,-0.01094776264518515,-0.03408800307212914
0.04859662055969238,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.04880857467651367,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.04902052879333496,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.049507856369018555,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.04973149299621582,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.05024003982543945,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.05063366889953613,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
0.05133223533630371,-0.1,0.0,0.0,-0.0,0.05692857659128387,-0.012534119771673624,-0.013075434306530855
