t,cmd_v,cmd_wz,x,y,yaw
0.020511865615844727,0.25,0.0,-0.005452479230432061,-0.022527492431005866,-0.017583441392692883
0.023927688598632812,0.25,0.0,-0.005869272714177717,-0.02349588696924,-0.017460377556610045
0.044588565826416016,0.25,0.0,-0.005869272714177717,-0.02349588696924,-0.017460377556610045
0.06512212753295898,0.25,0.0,-0.005869272714177717,-0.02349588696924,-0.017460377556610045
0.08599543571472168,0.25,0.0,-0.005869272714177717,-0.02349588696924,-0.017460377556610045
0.10704636573791504,0.25,0.0,-0.005869272714177717,-0.02349588696924,-0.017460377556610045
0.12256503105163574,0.25,0.0,-0.006648237166504938,-0.023412053761352393,-0.01809693442929211
0.14308762550354004,0.25,0.0,-0.006648237166504938,-0.023412053761352393,-0.01809693442929211
0.16372013092041016,0.25,0.0,-0.006648237166504938,-0.023412053761352393,-0.01809693442929211
0.184798002243042,0.25,0.0,-0.006648237166504938,-0.023412053761352393,-0.01809693442929211
0.20631051063537598,0.25,0.0,-0.006648237166504938,-0.023412053761352393,-0.01809693442929211
0.22374677658081055,0.25,0.0,-0.0051824638229893034,-0.023232192728938218,-0.015622091651632085
0.24440526962280273,0.25,0.0,-0.0051824638229893034,-0.023232192728938218,-0.015622091651632085
0.2652401924133301,0.25,0.0,-0.0051824638229893034,-0.023232192728938218,-0.015622091651632085
0.28612852096557617,0.25,0.0,-0.0051824638229893034,-0.023232192728938218,-0.015622091651632085
0.30701494216918945,0.25,0.0,-0.0051824638229893034,-0.023232192728938218,-0.015622091651632085
0.3277120590209961,0.25,0.0,-0.004123233075105525,-0.021257032056810485,-0.014934776694485626
0.3490939140319824,0.25,0.0,-0.004123233075105525,-0.021257032056810485,-0.014934776694485626
0.3699660301208496,0.25,0.0,-0.004123233075105525,-0.021257032056810485,-0.014934776694485626
0.39073705673217773,0.25,0.0,-0.004123233075105525,-0.021257032056810485,-0.014934776694485626
0.41187429428100586,0.25,0.0,-0.004123233075105525,-0.021257032056810485,-0.014934776694485626
0.43334531784057617,0.25,0.0,-0.004123233075105525,-0.021257032056810485,-0.014934776694485626
0.4541912078857422,0.25,0.0,-0.0023277987502819536,-0.020482115794587304,-0.015042156716076662
0.47528743743896484,0.25,0.0,-0.0023277987502819536,-0.020482115794587304,-0.015042156716076662
0.49636292457580566,0.25,0.0,-0.0023277987502819536,-0.020482115794587304,-0.015042156716076662
0.5173006057739258,0.25,0.0,-0.0023277987502819536,-0.020482115794587304,-0.015042156716076662
0.5238378047943115,0.25,0.0,-0.0018039249631408383,-0.020768640435013513,-0.018026617547696067
0.5449624061584473,0.25,0.0,-0.0018039249631408383,-0.020768640435013513,-0.018026617547696067
0.5659029483795166,0.25,0.0,-0.0018039249631408383,-0.020768640435013513,-0.018026617547696067
0.5867204666137695,0.25,0.0,-0.0018039249631408383,-0.020768640435013513,-0.018026617547696067
0.6075360774993896,0.25,0.0,-0.0018039249631408383,-0.020768640435013513,-0.018026617547696067
0.6257073879241943,0.25,0.0,-0.00055414244619885,-0.02289654232409408,-0.018061403356739395
0.6466753482818604,0.25,0.0,-0.00055414244619885,-0.02289654232409408,-0.018061403356739395
0.6675050258636475,0.25,0.0,-0.00055414244619885,-0.02289654232409408,-0.018061403356739395
0.688513994216919,0.25,0.0,-0.00055414244619885,-0.02289654232409408,-0.018061403356739395
0.7095394134521484,0.25,0.0,-0.00055414244619885,-0.02289654232409408,-0.018061403356739395
0.7305154800415039,0.25,0.0,-0.00055414244619885,-0.02289654232409408,-0.018061403356739395
0.7355513572692871,0.25,0.0,-0.0013386397463948179,-0.021478008962962404,-0.017426557406005926
0.7564780712127686,0.25,0.0,-0.0013386397463948179,-0.021478008962962404,-0.017426557406005926
0.7775595188140869,0.25,0.0,-0.0013386397463948179,-0.021478008962962404,-0.017426557406005926
0.7987837791442871,0.25,0.0,-0.0013386397463948179,-0.021478008962962404,-0.017426557406005926
0.8199923038482666,0.25,0.0,-0.0013386397463948179,-0.021478008962962404,-0.017426557406005926
0.8231029510498047,0.25,0.0,-0.0025230296703153275,-0.0184999485603362,-0.020819849698016445
0.8439164161682129,0.25,0.0,-0.0025230296703153275,-0.0184999485603362,-0.020819849698016445
0.8649120330810547,0.25,0.0,-0.0025230296703153275,-0.0184999485603362,-0.020819849698016445
0.8860123157501221,0.25,0.0,-0.0025230296703153275,-0.0184999485603362,-0.020819849698016445
0.9072518348693848,0.25,0.0,-0.0025230296703153275,-0.0184999485603362,-0.020819849698016445
0.9282774925231934,0.25,0.0,-0.0025230296703153275,-0.0184999485603362,-0.020819849698016445
0.940744161605835,0.25,0.0,-0.0036188940027745645,-0.0203965268162478,-0.020592792600151198
0.9616694450378418,0.25,0.0,-0.0036188940027745645,-0.0203965268162478,-0.020592792600151198
0.9826192855834961,0.25,0.0,-0.0036188940027745645,-0.0203965268162478,-0.020592792600151198
1.0035204887390137,0.25,0.0,-0.0036188940027745645,-0.0203965268162478,-0.020592792600151198
1.0244286060333252,0.25,0.0,-0.0036188940027745645,-0.0203965268162478,-0.020592792600151198
1.0452642440795898,0.25,0.0,-0.0036188940027745645,-0.0203965268162478,-0.020592792600151198
1.0561232566833496,0.25,0.0,-0.0036027930152300863,-0.019307537464679208,-0.019945305972765618
1.077038288116455,0.25,0.0,-0.0036027930152300863,-0.019307537464679208,-0.019945305972765618
