t,dente,fase,x,y,yaw,cmd_v,cmd_wz,v_pose,wz_pose,v_twist,wz_twist,x_roda,y_roda,yaw_roda
0.0,0,sobe,0.0157,-0.0243,0.0026,0.0,0.0015,0.0,0.0,0.0,0.0,0.6812,0.466,2.46
0.02,0,sobe,0.0157,-0.0243,0.0026,0.0,0.003,0.0,0.0,0.0,0.0,0.6812,0.466,2.46
0.04,0,sobe,0.0157,-0.0243,0.0026,0.0,0.0045,0.0,0.0,0.0,0.0,0.6812,0.466,2.46
0.06,0,sobe,0.0157,-0.0243,0.0026,0.0,0.006,0.0,0.0,0.0,0.0,0.6812,0.466,2.46
0.08,0,sobe,0.0152,-0.0223,0.0045,0.0,0.0075,0.0262,0.0234,0.0,0.0,0.6812,0.466,2.4606
0.1,0,sobe,0.0152,-0.0223,0.0045,0.0,0.009,0.0209,0.0187,0.0,0.0,0.6812,0.466,2.4606
0.12,0,sobe,0.0152,-0.0223,0.0045,0.0,0.0105,0.0174,0.0156,0.0,0.0,0.6812,0.466,2.4606
0.14,0,sobe,0.0152,-0.0223,0.0045,0.0,0.012,0.0149,0.0134,0.0,0.0,0.6812,0.466,2.4606
0.16,0,sobe,0.0152,-0.0223,0.0045,0.0,0.0135,0.013,0.0117,0.0,0.0,0.6812,0.466,2.4606
0.18,0,sobe,0.0152,-0.0223,0.0045,0.0,0.015,0.0116,0.0104,0.0,0.0,0.6812,0.466,2.462
0.2,0,sobe,0.0148,-0.0245,0.0026,0.0,0.0165,0.0047,0.0,0.0,0.0,0.6812,0.466,2.462
0.22,0,sobe,0.0148,-0.0245,0.0026,0.0,0.018,0.0052,0.0001,0.0,0.0,0.6812,0.466,2.462
0.24,0,sobe,0.0148,-0.0245,0.0026,0.0,0.0195,0.0052,0.0001,0.0,0.0,0.6812,0.466,2.462
0.26,0,sobe,0.0148,-0.0245,0.0026,0.0,0.021,0.0126,-0.0103,0.0,0.0,0.6812,0.466,2.462
0.28,0,sobe,0.0128,-0.0241,0.0037,0.0,0.0225,0.0166,-0.0043,0.0,0.0,0.6812,0.466,2.4641
0.3,0,sobe,0.0128,-0.0241,0.0037,0.0,0.024,0.0166,-0.0043,0.0,0.0,0.6812,0.466,2.4641
0.32,0,sobe,0.0128,-0.0241,0.0037,0.0,0.0255,0.0166,-0.0043,0.0,0.0,0.6812,0.466,2.4641
0.34,0,sobe,0.0128,-0.0241,0.0037,0.0,0.027,0.015,-0.0039,0.0,0.0,0.6812,0.466,2.4641
0.36,0,sobe,0.0128,-0.0241,0.0037,0.0,0.0285,0.0166,-0.0043,0.0,0.0,0.6812,0.466,2.4641
0.38,0,sobe,0.0153,-0.0236,0.0064,0.0,0.03,0.006,0.0212,0.0,0.0,0.6812,0.466,2.4668
0.4,0,sobe,0.0153,-0.0236,0.0064,0.0,0.0315,0.006,0.0212,0.0,0.0,0.6812,0.466,2.4668
0.42,0,sobe,0.0153,-0.0236,0.0064,0.0,0.033,0.0054,0.0191,0.0,0.0,0.6812,0.466,2.4668
0.44,0,sobe,0.0153,-0.0236,0.0064,0.0,0.0345,0.0054,0.0191,0.0,0.0,0.6812,0.466,2.4668
0.46,0,sobe,0.0153,-0.0236,0.0064,0.0,0.036,0.0141,0.0152,0.0,0.0,0.6812,0.466,2.4668
0.48,0,sobe,0.011,-0.0234,0.0022,0.0,0.0375,0.0098,-0.0074,0.0,0.0,0.6812,0.466,2.4704
0.5,0,sobe,0.011,-0.0234,0.0022,0.0,0.039,0.0109,-0.0082,0.0,0.0,0.6812,0.466,2.4704
0.52,0,sobe,0.011,-0.0234,0.0022,0.0,0.0405,0.0109,-0.0082,0.0,0.0,0.6812,0.466,2.4704
0.54,0,sobe,0.011,-0.0234,0.0022,0.0,0.042,0.0109,-0.0082,0.0,0.0,0.6812,0.466,2.4704
0.56,0,sobe,0.011,-0.0234,0.0022,0.0,0.0435,0.024,-0.0234,0.0,0.0,0.6812,0.466,2.4704
0.58,0,sobe,0.011,-0.0234,0.0022,0.0,0.045,0.024,-0.0234,0.0,0.0,0.6812,0.466,2.4704
0.6,0,sobe,0.0124,-0.0254,0.0049,0.0,0.0465,0.0171,-0.0075,0.0,0.0,0.6812,0.466,2.4747
0.62,0,sobe,0.0124,-0.0254,0.0049,0.0,0.048,0.019,-0.0083,0.0,0.0,0.6812,0.466,2.4747
0.64,0,sobe,0.0124,-0.0254,0.0049,0.0,0.0495,0.019,-0.0083,0.0,0.0,0.6812,0.466,2.4747
0.66,0,sobe,0.0124,-0.0254,0.0049,0.0,0.051,0.0135,0.0151,0.0,0.0,0.6812,0.466,2.4747
0.68,0,sobe,0.0124,-0.0254,0.0049,0.0,0.0525,0.0135,0.0151,0.0,0.0,0.6812,0.466,2.4797
0.7,0,sobe,0.0117,-0.0233,0.0043,0.0,0.054,0.0037,0.0107,0.0,0.0,0.6812,0.466,2.4797
0.72,0,sobe,0.0117,-0.0233,0.0043,0.0,0.0555,0.0037,0.0107,0.0,0.0,0.6812,0.466,2.4797
0.74,0,sobe,0.0117,-0.0233,0.0043,0.0,0.057,0.0037,0.0107,0.0,0.0,0.6812,0.466,2.4797
0.76,0,sobe,0.0117,-0.0233,0.0043,0.0,0.0585,0.0037,0.0107,0.0,0.0,0.6812,0.466,2.4797
0.78,0,sobe,0.0117,-0.0233,0.0043,0.0,0.06,0.0121,-0.0033,0.0,0.0,0.6812,0.466,2.4797
0.8,0,sobe,0.0117,-0.0233,0.0043,0.0,0.0615,0.0121,-0.0033,0.0,0.0,0.6812,0.466,2.4856
0.82,0,sobe,0.0122,-0.0265,0.0032,0.0,0.063,0.0059,-0.0088,0.0,0.0,0.6812,0.466,2.4856
0.84,0,sobe,0.0122,-0.0265,0.0032,0.0,0.0645,0.0059,-0.0088,0.0,0.0,0.6812,0.466,2.4856
0.86,0,sobe,0.0122,-0.0265,0.0032,0.0,0.066,0.0065,-0.0097,0.0,0.0,0.6812,0.466,2.4856
0.88,0,sobe,0.0122,-0.0265,0.0032,0.0,0.0675,0.0181,-0.0065,0.0,0.0,0.6812,0.466,2.4856
0.9,0,sobe,0.0122,-0.0265,0.0032,0.0,0.069,0.0181,-0.0065,0.0,0.0,0.6812,0.466,2.4856
0.92,0,sobe,0.0125,-0.0288,0.0024,0.0,0.0705,0.0277,-0.0099,0.0,0.0,0.6812,0.466,2.4921
0.94,0,sobe,0.0125,-0.0288,0.0024,0.0,0.072,0.0307,-0.011,0.0,0.0,0.6812,0.466,2.4921
0.96,0,sobe,0.0125,-0.0288,0.0024,0.0,0.0735,0.0277,-0.0099,0.0,0.0,0.6812,0.466,2.4921
0.98,0,sobe,0.0125,-0.0288,0.0024,0.0,0.075,0.0277,-0.0099,0.0,0.0,0.6812,0.466,2.4921
1.0,0,sobe,0.0125,-0.0288,0.0024,0.0,0.0765,0.0278,-0.0099,0.0,0.0,0.6812,0.466,2.4994
1.02,0,sobe,0.0164,-0.0294,0.0063,0.0,0.078,0.0259,0.0154,0.0,0.0,0.6812,0.466,2.4994
1.04,0,sobe,0.0164,-0.0294,0.0063,0.0,0.0795,0.0259,0.0154,0.0,0.0,0.6812,0.466,2.4994
1.06,0,sobe,0.0164,-0.0294,0.0063,0.0,0.081,0.0259,0.0154,0.0,0.0,0.6812,0.466,2.4994
1.08,0,sobe,0.0164,-0.0294,0.0063,0.0,0.0825,0.0259,0.0154,0.0,0.0,0.6812,0.466,2.4994
1.1,0,sobe,0.0165,-0.0273,0.0362,0.0,0.084,0.0222,0.1656,0.0,0.0,0.6812,0.466,2.5071
1.12,0,sobe,0.0165,-0.0273,0.0362,0.0,0.0855,0.0215,0.1695,0.0,0.0,0.6812,0.466,2.5071
1.14,0,sobe,0.0165,-0.0273,0.0362,0.0,0.087,0.0215,0.1698,0.0,0.0,0.6812,0.466,2.5071
1.16,0,sobe,0.0165,-0.0273,0.0362,0.0,0.0885,0.0215,0.1695,0.0,0.0,0.6812,0.466,2.5071
1.18,0,sobe,0.0165,-0.0273,0.0362,0.0,0.09,0.0238,0.1879,0.0,0.0,0.6812,0.466,2.5071
1.2,0,sobe,0.0165,-0.0278,0.1128,0.0,0.0915,0.0088,0.5915,0.0,0.0,0.6812,0.466,2.5158
1.22,0,sobe,0.0165,-0.0278,0.1128,0.0,0.093,0.0088,0.5902,0.0,0.0,0.6812,0.466,2.5158
1.24,0,sobe,0.0165,-0.0278,0.1128,0.0,0.0945,0.0088,0.5913,0.0,0.0,0.6812,0.466,2.5158
1.26,0,desce,0.0165,-0.0278,0.1128,0.0,0.096,0.0088,0.5911,0.0,0.0,0.6812,0.466,2.5158
1.28,0,desce,0.0165,-0.0278,0.1128,0.0,0.0945,0.003,0.4247,0.0,0.0,0.6812,0.466,2.5254
1.3,0,desce,0.0165,-0.0278,0.1128,0.0,0.093,0.003,0.4242,0.0,0.0,0.6812,0.466,2.5254
1.321,0,desce,0.0164,-0.031,0.2337,0.0,0.0915,0.0208,1.0919,0.0,0.0,0.6812,0.466,2.5254
1.34,0,desce,0.0164,-0.031,0.2337,0.0,0.09,0.0209,1.0964,0.0,0.0,0.6812,0.466,2.5254
1.36,0,desce,0.0164,-0.031,0.2337,0.0,0.0885,0.0209,1.0963,0.0,0.0,0.6812,0.466,2.5254
1.38,0,desce,0.0164,-0.031,0.2337,0.0,0.087,0.0188,0.9882,0.0,0.0,0.6812,0.466,2.5254
1.4,0,desce,0.0193,-0.0325,0.3772,0.0,0.0855,0.0304,1.472,0.0,0.0,0.6812,0.466,2.5343
1.42,0,desce,0.0193,-0.0325,0.3772,0.0,0.084,0.0274,1.3256,0.0,0.0,0.6812,0.466,2.5343
1.44,0,desce,0.0193,-0.0325,0.3772,0.0,0.0825,0.0273,1.322,0.0,0.0,0.6812,0.466,2.5343
1.46,0,desce,0.0193,-0.0325,0.3772,0.0,0.081,0.0274,1.3242,0.0,0.0,0.6812,0.466,2.5343
1.48,0,desce,0.0193,-0.0325,0.3772,0.0,0.0795,0.0273,1.3236,0.0,0.0,0.6812,0.466,2.5424
1.5,0,desce,0.0116,-0.0395,0.5458,0.0,0.078,0.0635,2.1695,0.0,0.0,0.6812,0.466,2.5424
1.52,0,desce,0.0116,-0.0395,0.5458,0.0,0.0765,0.049,1.5669,0.0,0.0,0.6812,0.466,2.5424
1.54,0,desce,0.0116,-0.0395,0.5458,0.0,0.075,0.0488,1.5615,0.0,0.0,0.6812,0.466,2.5424
1.56,0,desce,0.0116,-0.0395,0.5458,0.0,0.0735,0.0488,1.5615,0.0,0.0,0.6812,0.466,2.5424
1.58,0,desce,0.0116,-0.0395,0.5458,0.0,0.072,0.0575,0.9365,0.0,0.0,0.6812,0.466,2.5424
1.6,0,desce,0.0032,-0.0432,0.7219,0.0,0.0705,0.0966,1.7259,0.0,0.0,0.6812,0.466,2.5497
1.62,0,desce,0.0032,-0.0432,0.7219,0.0,0.069,0.0965,1.724,0.0,0.0,0.6812,0.466,2.5497
1.64,0,desce,0.0032,-0.0432,0.7219,0.0,0.0675,0.0967,1.7279,0.0,0.0,0.6812,0.466,2.5497
1.66,0,desce,0.0032,-0.0432,0.7219,0.0,0.066,0.0966,1.7251,0.0,0.0,0.6812,0.466,2.5497
1.68,0,desce,0.0032,-0.0432,0.7219,0.0,0.0645,0.051,0.9771,0.0,0.0,0.6812,0.466,2.5497
1.7,0,desce,-0.0047,-0.0537,0.9122,0.0,0.063,0.1084,1.833,0.0,0.0,0.6812,0.466,2.5565
1.72,0,desce,-0.0047,-0.0537,0.9122,0.0,0.0615,0.1203,2.0349,0.0,0.0,0.6812,0.466,2.5565
1.74,0,desce,-0.0047,-0.0537,0.9122,0.0,0.06,0.1202,2.0318,0.0,0.0,0.6812,0.466,2.5565
1.76,0,desce,-0.0047,-0.0537,0.9122,0.0,0.0585,0.1084,1.8326,0.0,0.0,0.6812,0.466,2.5565
1.78,0,desce,-0.0047,-0.0537,0.9122,0.0,0.057,0.1084,1.8334,0.0,0.0,0.6812,0.466,2.5565
1.8,0,desce,-0.0101,-0.067,1.1094,0.0,0.0555,0.1512,2.1509,0.0,0.0,0.6812,0.466,2.5624
1.82,0,desce,-0.0101,-0.067,1.1094,0.0,0.054,0.151,2.1481,0.0,0.0,0.6812,0.466,2.5624
1.84,0,desce,-0.0101,-0.067,1.1094,0.0,0.0525,0.1512,2.15,0.0,0.0,0.6812,0.466,2.5624
1.86,0,desce,-0.0101,-0.067,1.1094,0.0,0.051,0.1516,2.1554,0.0,0.0,0.6812,0.466,2.5624
1.88,0,desce,-0.0101,-0.067,1.1094,0.0,0.0495,0.1365,1.9407,0.0,0.0,0.6812,0.466,2.5676
1.9,0,desce,-0.0149,-0.0802,1.3066,0.0,0.048,0.1576,2.1933,0.0,0.0,0.6812,0.466,2.5676
1.92,0,desce,-0.0149,-0.0802,1.3066,0.0,0.0465,0.1418,1.9737,0.0,0.0,0.6812,0.466,2.5676
1.94,0,desce,-0.0149,-0.0802,1.3066,0.0,0.045,0.1419,1.9746,0.0,0.0,0.6812,0.466,2.5676
1.96,0,desce,-0.0149,-0.0802,1.3066,0.0,0.0435,0.1417,1.9723,0.0,0.0,0.6812,0.466,2.5676
1.98,0,desce,-0.0149,-0.0802,1.3066,0.0,0.042,0.1418,1.9729,0.0,0.0,0.6812,0.466,2.572
2.0,0,desce,-0.0149,-0.0802,1.3066,0.0,0.0405,0.0702,0.9861,0.0,0.0,0.6812,0.466,2.572
2.02,0,desce,-0.0146,-0.0991,1.4895,0.0,0.039,0.1625,1.904,0.0,0.0,0.6812,0.466,2.572
2.04,0,desce,-0.0146,-0.0991,1.4895,0.0,0.0375,0.1801,2.1102,0.0,0.0,0.6812,0.466,2.572
2.06,0,desce,-0.0146,-0.0991,1.4895,0.0,0.036,0.1798,2.1065,0.0,0.0,0.6812,0.466,2.572
2.081,0,desce,-0.0146,-0.0991,1.4895,0.0,0.0345,0.1046,1.0104,0.0,0.0,0.6812,0.466,2.5756
2.1,0,desce,-0.0107,-0.1141,1.6379,0.0,0.033,0.1898,1.8395,0.0,0.0,0.6812,0.466,2.5756
2.12,0,desce,-0.0107,-0.1141,1.6379,0.0,0.0315,0.1898,1.8394,0.0,0.0,0.6812,0.466,2.5756
2.14,0,desce,-0.0107,-0.1141,1.6379,0.0,0.03,0.171,1.6577,0.0,0.0,0.6812,0.466,2.5756
2.16,0,desce,-0.0107,-0.1141,1.6379,0.0,0.0285,0.1898,1.8396,0.0,0.0,0.6812,0.466,2.5756
2.18,0,desce,-0.0033,-0.123,1.7645,0.0,0.027,0.2464,2.5444,0.0,0.0,0.6812,0.466,2.5784
2.2,0,desce,-0.0033,-0.123,1.7645,0.0,0.0255,0.1463,1.5243,0.0,0.0,0.6812,0.466,2.5784
2.22,0,desce,-0.0033,-0.123,1.7645,0.0,0.024,0.1467,1.5285,0.0,0.0,0.6812,0.466,2.5784
2.24,0,desce,-0.0033,-0.123,1.7645,0.0,0.0225,0.1321,1.3764,0.0,0.0,0.6812,0.466,2.5784
2.26,0,desce,-0.0033,-0.123,1.7645,0.0,0.021,0.1323,1.3782,0.0,0.0,0.6812,0.466,2.5784
2.28,0,desce,-0.0033,-0.123,1.7645,0.0,0.0195,0.1328,1.3838,0.0,0.0,0.6812,0.466,2.5805
2.3,0,desce,-0.0029,-0.131,1.8731,0.0,0.018,0.0931,1.1767,0.0,0.0,0.6812,0.466,2.5805
2.32,0,desce,-0.0029,-0.131,1.8731,0.0,0.0165,0.0931,1.1768,0.0,0.0,0.6812,0.466,2.5805
2.34,0,desce,-0.0029,-0.131,1.8731,0.0,0.015,0.093,1.1761,0.0,0.0,0.6812,0.466,2.5805
2.36,0,desce,-0.0029,-0.131,1.8731,0.0,0.0135,0.0443,0.6021,0.0,0.0,0.6812,0.466,2.5805
2.38,0,desce,-0.0029,-0.131,1.8731,0.0,0.012,0.0445,0.6036,0.0,0.0,0.6812,0.466,2.582
2.4,0,desce,-0.0029,-0.131,1.8731,0.0,0.0105,0.04,0.5436,0.0,0.0,0.6812,0.466,2.582
2.42,0,desce,0.0052,-0.1391,1.96,0.0,0.009,0.0912,0.978,0.0,0.0,0.6812,0.466,2.582
2.44,0,desce,0.0052,-0.1391,1.96,0.0,0.0075,0.1012,1.0849,0.0,0.0,0.6812,0.466,2.582
2.46,0,desce,0.0052,-0.1391,1.96,0.0,0.006,0.1011,1.0839,0.0,0.0,0.6812,0.466,2.582
2.48,0,desce,0.0052,-0.1391,1.96,0.0,0.0045,0.0636,0.4824,0.0,0.0,0.6812,0.466,2.5826
2.5,0,desce,0.0052,-0.1391,1.96,0.0,0.003,0.0636,0.483,0.0,0.0,0.6812,0.466,2.5826
2.52,0,desce,0.0082,-0.1453,2.0293,0.0,0.0015,0.0905,0.7828,0.0,0.0,0.6812,0.466,2.5826
2.54,0,desce,0.0082,-0.1453,2.0293,0.0,0.0,0.1004,0.8687,0.0,0.0,0.6812,0.466,2.5826
2.56,0,pausa,0.0082,-0.1453,2.0293,0.0,0.0,0.0904,0.7818,0.0,0.0,0.6812,0.466,2.5826
2.58,0,pausa,0.0082,-0.1453,2.0293,0.0,0.0,0.0903,0.7812,0.0,0.0,0.6812,0.466,2.5826
2.6,0,pausa,0.0116,-0.1441,2.0781,0.0,0.0,0.0451,0.6556,0.0,0.0,0.6812,0.466,2.5826
2.62,0,pausa,0.0116,-0.1441,2.0781,0.0,0.0,0.0451,0.6563,0.0,0.0,0.6812,0.466,2.5826
2.64,0,pausa,0.0116,-0.1441,2.0781,0.0,0.0,0.0451,0.656,0.0,0.0,0.6812,0.466,2.5826
2.66,0,pausa,0.0116,-0.1441,2.0781,0.0,0.0,0.0451,0.6561,0.0,0.0,0.6812,0.466,2.5826
2.68,0,pausa,0.0116,-0.1441,2.0781,0.0,0.0,0.0451,0.6567,0.0,0.0,0.6812,0.466,2.5826
2.7,0,pausa,0.0199,-0.1515,2.1147,0.0,0.0,0.0734,0.4723,0.0,0.0,0.6812,0.466,2.5826
2.72,0,pausa,0.0199,-0.1515,2.1147,0.0,0.0,0.0738,0.4748,0.0,0.0,0.6812,0.466,2.5826
2.74,0,pausa,0.0199,-0.1515,2.1147,0.0,0.0,0.0737,0.4739,0.0,0.0,0.6812,0.466,2.5826
2.76,0,pausa,0.0199,-0.1515,2.1147,0.0,0.0,0.0737,0.4739,0.0,0.0,0.6812,0.466,2.5826
2.78,0,pausa,0.0199,-0.1515,2.1147,0.0,0.0,0.0664,0.4269,0.0,0.0,0.6812,0.466,2.5826
2.8,0,pausa,0.0199,-0.1515,2.1147,0.0,0.0,0.0557,0.1827,0.0,0.0,0.6812,0.466,2.5826
2.82,0,pausa,0.0276,-0.1548,2.1448,0.0,0.0,0.0963,0.3336,0.0,0.0,0.6812,0.466,2.5826
2.84,0,pausa,0.0276,-0.1548,2.1448,0.0,0.0,0.0963,0.3337,0.0,0.0,0.6812,0.466,2.5826
2.86,0,pausa,0.0276,-0.1548,2.1448,0.0,0.0,0.1068,0.3697,0.0,0.0,0.6812,0.466,2.5826
2.88,0,pausa,0.0276,-0.1548,2.1448,0.0,0.0,0.0466,0.1679,0.0,0.0,0.6812,0.466,2.5826
2.9,0,pausa,0.0264,-0.1618,2.1663,0.0,0.0,0.0609,0.2592,0.0,0.0,0.6812,0.466,2.5826
2.92,0,pausa,0.0264,-0.1618,2.1663,0.0,0.0,0.0607,0.2585,0.0,0.0,0.6812,0.466,2.5826
2.94,0,pausa,0.0264,-0.1618,2.1663,0.0,0.0,0.0608,0.2587,0.0,0.0,0.6812,0.466,2.5826
2.96,0,pausa,0.0264,-0.1618,2.1663,0.0,0.0,0.0673,0.2866,0.0,0.0,0.6812,0.466,2.5826
2.98,0,pausa,0.0269,-0.1636,2.1762,0.0,0.0,0.0698,0.3077,0.0,0.0,0.6812,0.466,2.5826
3.0,0,pausa,0.0269,-0.1636,2.1762,0.0,0.0,0.0698,0.3076,0.0,0.0,0.6812,0.466,2.5826
3.02,0,pausa,0.0269,-0.1636,2.1762,0.0,0.0,0.0491,0.1741,0.0,0.0,0.6812,0.466,2.5826
3.04,0,pausa,0.0269,-0.1636,2.1762,0.0,0.0,0.0443,0.1568,0.0,0.0,0.6812,0.466,2.5826
3.06,0,pausa,0.0269,-0.1636,2.1762,0.0,0.0,0.0443,0.157,0.0,0.0,0.6812,0.466,2.5826
3.08,0,pausa,0.0248,-0.1649,2.1727,0.0,0.0,0.0524,0.1396,0.0,0.0,0.6812,0.466,2.5826
3.1,0,pausa,0.0248,-0.1649,2.1727,0.0,0.0,0.0196,0.0353,0.0,0.0,0.6812,0.466,2.5826
3.12,0,pausa,0.0248,-0.1649,2.1727,0.0,0.0,0.0196,0.0353,0.0,0.0,0.6812,0.466,2.5826
3.14,0,pausa,0.0248,-0.1649,2.1727,0.0,0.0,0.0196,0.0354,0.0,0.0,0.6812,0.466,2.5826
3.16,0,pausa,0.0248,-0.1649,2.1727,0.0,0.0,0.0177,0.0318,0.0,0.0,0.6812,0.466,2.5826
3.18,0,pausa,0.0248,-0.1649,2.1727,0.0,0.0,0.0136,-0.0192,0.0,0.0,0.6812,0.466,2.5826
3.2,0,pausa,0.0273,-0.1623,2.1678,0.0,0.0,0.0078,-0.0465,0.0,0.0,0.6812,0.466,2.5826
3.22,0,pausa,0.0273,-0.1623,2.1678,0.0,0.0,0.007,-0.0419,0.0,0.0,0.6812,0.466,2.5826
3.24,0,pausa,0.0273,-0.1623,2.1678,0.0,0.0,0.007,-0.0419,0.0,0.0,0.6812,0.466,2.5826
3.26,0,pausa,0.0273,-0.1623,2.1678,0.0,0.0,0.0202,-0.0273,0.0,0.0,0.6812,0.466,2.5826
3.28,0,pausa,0.0273,-0.1623,2.1678,0.0,0.0,0.0202,-0.0273,0.0,0.0,0.6812,0.466,2.5826
3.3,0,pausa,0.0273,-0.1623,2.1678,0.0,0.0,0.0182,-0.0246,0.0,0.0,0.6812,0.466,2.5826
3.32,0,pausa,0.026,-0.1629,2.1691,0.0,0.0,0.0115,-0.018,0.0,0.0,0.6812,0.466,2.5826
3.34,0,pausa,0.026,-0.1629,2.1691,0.0,0.0,0.0128,-0.02,0.0,0.0,0.6812,0.466,2.5826
3.36,0,pausa,0.026,-0.1629,2.1691,0.0,0.0,0.0115,-0.018,0.0,0.0,0.6812,0.466,2.5826
3.38,0,pausa,0.026,-0.1629,2.1691,0.0,0.0,0.0082,0.0073,0.0,0.0,0.6812,0.466,2.5826
3.4,0,pausa,0.0244,-0.162,2.1679,0.0,0.0,0.0164,0.0008,0.0,0.0,0.6812,0.466,2.5826
3.42,0,pausa,0.0244,-0.162,2.1679,0.0,0.0,0.0164,0.0008,0.0,0.0,0.6812,0.466,2.5826
3.44,0,pausa,0.0244,-0.162,2.1679,0.0,0.0,0.0164,0.0008,0.0,0.0,0.6812,0.466,2.5826
3.46,0,pausa,0.0244,-0.162,2.1679,0.0,0.0,0.0164,0.0008,0.0,0.0,0.6812,0.466,2.5826
3.48,0,pausa,0.0244,-0.162,2.1679,0.0,0.0,0.0164,0.0008,0.0,0.0,0.6812,0.466,2.5826
3.5,0,pausa,0.0196,-0.1609,2.1685,0.0,0.0,0.0372,-0.0035,0.0,0.0,0.6812,0.466,2.5826
3.52,0,pausa,0.0196,-0.1609,2.1685,0.0,0.0,0.0335,-0.0031,0.0,0.0,0.6812,0.466,2.5826
3.54,0,pausa,0.0196,-0.1609,2.1685,0.0,0.0,0.0335,-0.0031,0.0,0.0,0.6812,0.466,2.5826
3.56,1,sobe,0.0196,-0.1609,2.1685,0.0,0.0,0.0373,-0.0035,0.0,0.0,0.6812,0.466,2.5826
3.58,1,sobe,0.0196,-0.1609,2.1685,0.0,-0.0015,0.0335,-0.0031,0.0,0.0,0.6812,0.466,2.5826
3.6,1,sobe,0.0164,-0.1587,2.1686,0.0,-0.003,0.0481,0.0038,0.0,0.0,0.6812,0.466,2.5826
3.62,1,sobe,0.0164,-0.1587,2.1686,0.0,-0.0045,0.0433,0.0034,0.0,0.0,0.6812,0.466,2.5826
3.64,1,sobe,0.0164,-0.1587,2.1686,0.0,-0.006,0.0433,0.0034,0.0,0.0,0.6812,0.466,2.5826
3.66,1,sobe,0.0164,-0.1587,2.1686,0.0,-0.0075,0.0433,0.0034,0.0,0.0,0.6812,0.466,2.5826
3.68,1,sobe,0.0164,-0.1587,2.1686,0.0,-0.009,0.0434,0.0034,0.0,0.0,0.6812,0.466,2.582
3.7,1,sobe,0.0164,-0.1587,2.1686,0.0,-0.0105,0.0195,0.0007,0.0,0.0,0.6812,0.466,2.582
3.72,1,sobe,0.0167,-0.1565,2.1697,0.0,-0.012,0.0265,0.0063,0.0,0.0,0.6812,0.466,2.582
3.74,1,sobe,0.0167,-0.1565,2.1697,0.0,-0.0135,0.0265,0.0063,0.0,0.0,0.6812,0.466,2.582
3.76,1,sobe,0.0167,-0.1565,2.1697,0.0,-0.015,0.0265,0.0063,0.0,0.0,0.6812,0.466,2.582
3.78,1,sobe,0.0149,-0.1576,2.168,0.0,-0.0165,0.0286,-0.0022,0.0,0.0,0.6812,0.466,2.5807
3.8,1,sobe,0.0149,-0.1576,2.168,0.0,-0.018,0.0091,-0.0029,0.0,0.0,0.6812,0.466,2.5807
3.82,1,sobe,0.0149,-0.1576,2.168,0.0,-0.0195,0.0091,-0.0029,0.0,0.0,0.6812,0.466,2.5807
3.84,1,sobe,0.0149,-0.1576,2.168,0.0,-0.021,0.0091,-0.0029,0.0,0.0,0.6812,0.466,2.5807
3.86,1,sobe,0.0149,-0.1576,2.168,0.0,-0.0225,0.0101,-0.0032,0.0,0.0,0.6812,0.466,2.5807
3.88,1,sobe,0.0149,-0.1576,2.168,0.0,-0.024,0.0101,-0.0032,0.0,0.0,0.6812,0.466,2.5784
3.9,1,sobe,0.0149,-0.155,2.1675,0.0,-0.0255,0.0128,-0.0123,0.0,0.0,0.6812,0.466,2.5784
3.92,1,sobe,0.0149,-0.155,2.1675,0.0,-0.027,0.0128,-0.0123,0.0,0.0,0.6812,0.466,2.5784
3.94,1,sobe,0.0149,-0.155,2.1675,0.0,-0.0285,0.0128,-0.0123,0.0,0.0,0.6812,0.466,2.5784
3.96,1,sobe,0.0149,-0.155,2.1675,0.0,-0.03,0.0147,-0.0028,0.0,0.0,0.6812,0.466,2.5784
3.98,1,sobe,0.0149,-0.155,2.1675,0.0,-0.0315,0.0132,-0.0025,0.0,0.0,0.6812,0.466,2.5754
4.0,1,sobe,0.0156,-0.156,2.1681,0.0,-0.033,0.0099,0.0001,0.0,0.0,0.6812,0.466,2.5754
4.02,1,sobe,0.0156,-0.156,2.1681,0.0,-0.0345,0.0099,0.0001,0.0,0.0,0.6812,0.466,2.5754
4.04,1,sobe,0.0156,-0.156,2.1681,0.0,-0.036,0.01,0.0001,0.0,0.0,0.6812,0.466,2.5754
4.06,1,sobe,0.0156,-0.156,2.1681,0.0,-0.0375,0.0099,0.0001,0.0,0.0,0.6812,0.466,2.5754
4.08,1,sobe,0.0156,-0.156,2.1681,0.0,-0.039,0.009,0.0001,0.0,0.0,0.6812,0.466,2.5718
4.1,1,sobe,0.0149,-0.1538,2.1671,0.0,-0.0405,0.0065,-0.0024,0.0,0.0,0.6812,0.466,2.5718
4.12,1,sobe,0.0149,-0.1538,2.1671,0.0,-0.042,0.0058,-0.0022,0.0,0.0,0.6812,0.466,2.5718
4.14,1,sobe,0.0149,-0.1538,2.1671,0.0,-0.0435,0.0058,-0.0022,0.0,0.0,0.6812,0.466,2.5718
4.16,1,sobe,0.0149,-0.1538,2.1671,0.0,-0.045,0.0065,-0.0024,0.0,0.0,0.6812,0.466,2.5718
4.18,1,sobe,0.0149,-0.1538,2.1671,0.0,-0.0465,0.0127,-0.0053,0.0,0.0,0.6812,0.466,2.5673
