t,dente,fase,x,y,yaw,cmd_v,cmd_wz,v_pose,wz_pose,v_twist,wz_twist,x_roda,y_roda,yaw_roda
14.12,3,pausa,0.0337,-0.2244,0.4733,0.0,-0.0,0.0194,-0.0132,0.0,0.0,0.6812,0.466,2.488
14.14,3,pausa,0.0337,-0.2244,0.4733,0.0,-0.0,0.0175,-0.0119,0.0,0.0,0.6812,0.466,2.488
14.16,3,pausa,0.0337,-0.2244,0.4733,0.0,-0.0,0.0195,-0.0133,0.0,0.0,0.6812,0.466,2.488
14.18,3,pausa,0.0337,-0.2244,0.4733,0.0,-0.0,0.0175,-0.0119,0.0,0.0,0.6812,0.466,2.488
14.2,3,pausa,0.0358,-0.2238,0.475,0.0,-0.0,0.0172,0.0038,0.0,0.0,0.6812,0.466,2.488
14.22,3,pausa,0.0358,-0.2238,0.475,0.0,-0.0,0.0155,0.0035,0.0,0.0,0.6812,0.466,2.488
14.24,3,pausa,0.0358,-0.2238,0.475,0.0,-0.0,0.0154,0.0035,0.0,0.0,0.6812,0.466,2.488
14.26,3,pausa,0.0358,-0.2238,0.475,0.0,-0.0,0.0154,0.0034,0.0,0.0,0.6812,0.466,2.488
14.28,3,pausa,0.0343,-0.2288,0.4735,0.0,-0.0,0.0225,0.0007,0.0,0.0,0.6812,0.466,2.488
14.3,3,pausa,0.0343,-0.2288,0.4735,0.0,-0.0,0.025,0.0008,0.0,0.0,0.6812,0.466,2.488
14.32,3,pausa,0.0343,-0.2288,0.4735,0.0,-0.0,0.0225,0.0007,0.0,0.0,0.6812,0.466,2.488
14.34,3,pausa,0.0343,-0.2288,0.4735,0.0,-0.0,0.0225,0.0007,0.0,0.0,0.6812,0.466,2.488
14.36,3,pausa,0.0343,-0.2288,0.4735,0.0,-0.0,0.025,0.0008,0.0,0.0,0.6812,0.466,2.488
14.38,3,pausa,0.0343,-0.2288,0.4735,0.0,-0.0,0.0294,-0.0085,0.0,0.0,0.6812,0.466,2.488
14.4,3,pausa,0.0369,-0.2296,0.4763,0.0,-0.0,0.0295,0.0064,0.0,0.0,0.6812,0.466,2.488
14.42,3,pausa,0.0369,-0.2296,0.4763,0.0,-0.0,0.0328,0.0071,0.0,0.0,0.6812,0.466,2.488
14.44,3,pausa,0.0369,-0.2296,0.4763,0.0,-0.0,0.0295,0.0064,0.0,0.0,0.6812,0.466,2.488
14.46,3,pausa,0.0369,-0.2296,0.4763,0.0,-0.0,0.0154,0.0156,0.0,0.0,0.6812,0.466,2.488
14.48,3,pausa,0.0369,-0.2296,0.4763,0.0,-0.0,0.0139,0.014,0.0,0.0,0.6812,0.466,2.488
14.501,3,pausa,0.0362,-0.2326,0.4755,0.0,-0.0,0.0232,0.0113,0.0,0.0,0.6812,0.466,2.488
14.52,3,pausa,0.0362,-0.2326,0.4755,0.0,-0.0,0.0233,0.0113,0.0,0.0,0.6812,0.466,2.488
