t,x,y,yaw,dist,plano_n,raw_v,raw_wz,saida_v,saida_wz,mux_v,mux_wz,key_v
1.3,0.2078,-0.8069,-2.5804,13.0192,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.35,0.2115,-0.8132,-2.6691,13.0135,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4,0.2136,-0.8173,-2.7252,13.0097,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.45,0.216,-0.8234,-2.8052,13.004,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.2173,-0.8273,-2.856,13.0003,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.55,0.2188,-0.833,-2.9279,12.9949,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6,0.2196,-0.8367,-2.9737,12.9914,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.65,0.2204,-0.8419,-3.0379,12.9864,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7,0.2208,-0.8452,-3.0787,12.9831,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.221,-0.8498,-3.1352,12.9786,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,0.221,-0.8527,3.1124,12.9757,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.85,0.2208,-0.8567,3.0636,12.9718,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.2206,-0.8591,3.0332,12.9693,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.95,0.2202,-0.8625,2.9922,12.9659,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.2199,-0.8645,2.967,12.9639,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.05,0.2194,-0.8672,2.9338,12.9612,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.219,-0.8688,2.9138,12.9595,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.15,0.2185,-0.8708,2.8883,12.9574,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.2182,-0.872,2.8738,12.9562,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,0.2178,-0.8734,2.8561,12.9548,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3,0.2176,-0.874,2.8485,12.9542,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.35,0.2173,-0.8747,2.8387,12.9534,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4,0.2173,-0.8748,2.8372,12.9533,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.45,0.2173,-0.875,2.8352,12.9531,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.55,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.6,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.65,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.7,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.75,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.8,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.85,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.9,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.95,0.2173,-0.875,2.8352,12.9531,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.0,0.2188,-0.875,2.8405,12.9533,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.05,0.2213,-0.8751,2.8483,12.9535,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.1,0.2231,-0.8748,2.8585,12.9541,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.151,0.2257,-0.8743,2.8739,12.955,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.2,0.2276,-0.8735,2.8892,12.9561,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.25,0.2304,-0.8722,2.9124,12.9577,291,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.3,0.2323,-0.8709,2.9329,12.9593,289,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.35,0.2352,-0.8689,2.9637,12.9617,289,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.4,0.2371,-0.8671,2.9893,12.9637,289,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3.45,0.2399,-0.8643,3.028,12.9669,289,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.5,0.2417,-0.862,3.0586,12.9694,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.55,0.2443,-0.8584,3.1049,12.9734,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6,0.246,-0.8555,3.1408,12.9765,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.651,0.2483,-0.851,-3.0883,12.9812,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7,0.2496,-0.8476,-3.0474,12.9848,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,0.2514,-0.8423,-2.9856,12.9903,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,0.2523,-0.8383,-2.9395,12.9944,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.851,0.2533,-0.8322,-2.87,13.0005,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,0.2535,-0.8278,-2.8187,13.0049,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.95,0.2532,-0.8212,-2.7414,13.0115,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.2524,-0.8166,-2.685,13.0159,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.05,0.2505,-0.8097,-2.6001,13.0225,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1,0.2491,-0.8053,-2.5453,13.0266,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.15,0.2463,-0.7994,-2.4673,13.032,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2,0.2443,-0.7958,-2.4178,13.0353,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.25,0.241,-0.7911,-2.3476,13.0395,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.3,0.2387,-0.7883,-2.3031,13.042,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.351,0.235,-0.7847,-2.2405,13.045,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.4,0.2325,-0.7826,-2.2012,13.0467,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.45,0.23,-0.7809,-2.1647,13.0481,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,0.2263,-0.7786,-2.1123,13.0498,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.55,0.2241,-0.7773,-2.0808,13.0508,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,0.2208,-0.7756,-2.036,13.052,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.65,0.2187,-0.7747,-2.0093,13.0526,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7,0.2159,-0.7735,-1.9723,13.0534,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.75,0.2142,-0.7729,-1.9506,13.0537,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8,0.2119,-0.7721,-1.9211,13.0542,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.85,0.2105,-0.7718,-1.9043,13.0544,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,0.2089,-0.7713,-1.8834,13.0546,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.95,0.208,-0.7711,-1.8724,13.0547,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.2071,-0.7709,-1.861,13.0548,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.051,0.2065,-0.7707,-1.8532,13.0549,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1,0.2064,-0.7707,-1.853,13.0549,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.15,0.2064,-0.7707,-1.8529,13.0549,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,0.2064,-0.7707,-1.8528,13.0549,288,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.25,0.2064,-0.7707,-1.8528,13.0549,288,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.3,0.2064,-0.7707,-1.8528,13.0549,288,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.355,0.2064,-0.7707,-1.8528,13.0549,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.4,0.2064,-0.7707,-1.8528,13.0549,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.45,0.2064,-0.7707,-1.8528,13.0549,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.5,0.2064,-0.7707,-1.8528,13.0549,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.55,0.2064,-0.7707,-1.8528,13.0549,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.6,0.2063,-0.7722,-1.8576,13.0533,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.65,0.2063,-0.7739,-1.8628,13.0517,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.7,0.2066,-0.7765,-1.8756,13.0492,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.75,0.2069,-0.7783,-1.8858,13.0474,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.8,0.2077,-0.7811,-1.9063,13.0448,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.85,0.2084,-0.783,-1.9218,13.0429,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.9,0.2096,-0.7844,-1.9416,13.0418,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.95,0.2105,-0.7846,-1.9525,13.0417,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.0,0.2114,-0.7865,-1.9737,13.04,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.05,0.212,-0.7884,-1.9893,13.0381,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.1,0.213,-0.7916,-2.0175,13.0351,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.15,0.2138,-0.7937,-2.0381,13.0331,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.2,0.2153,-0.7972,-2.074,13.0298,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.25,0.2164,-0.7997,-2.0998,13.0276,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.3,0.2181,-0.8036,-2.1435,13.024,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.35,0.2193,-0.8063,-2.1744,13.0214,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.4,0.2213,-0.8107,-2.2258,13.0174,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.45,0.2226,-0.8138,-2.2618,13.0145,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.5,0.2246,-0.8187,-2.3209,13.0098,286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
6.55,0.2259,-0.8222,-2.362,13.0066,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.2278,-0.8278,-2.4287,13.0013,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.65,0.229,-0.8318,-2.475,12.9976,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.2306,-0.8381,-2.5495,12.9915,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,0.2315,-0.8425,-2.601,12.9873,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.2326,-0.8495,-2.6832,12.9805,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.85,0.2331,-0.8544,-2.7398,12.9758,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.2334,-0.8621,-2.8297,12.9682,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.95,0.2333,-0.8674,-2.8914,12.9629,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.2328,-0.8756,-2.989,12.9547,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.05,0.2322,-0.8811,-3.0558,12.9491,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.2307,-0.8892,3.1287,12.9409,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.15,0.2294,-0.8943,3.0665,12.9358,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.2272,-0.9015,2.9758,12.9283,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.25,0.2256,-0.9059,2.9189,12.9237,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.2229,-0.9122,2.836,12.9171,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.35,0.2211,-0.9161,2.7842,12.913,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.2182,-0.9216,2.709,12.9071,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.45,0.2165,-0.9249,2.6623,12.9035,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.2146,-0.9282,2.6165,12.9001,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.55,0.2118,-0.9326,2.5535,12.8953,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.2099,-0.9353,2.513,12.8924,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.65,0.2072,-0.9389,2.4577,12.8884,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.2053,-0.9411,2.4222,12.886,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.75,0.2026,-0.944,2.3745,12.8827,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.2008,-0.9458,2.3442,12.8807,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.85,0.1984,-0.948,2.3041,12.8782,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.1968,-0.9493,2.279,12.8766,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.95,0.1947,-0.951,2.2466,12.8747,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.1934,-0.952,2.2265,12.8735,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.05,0.1917,-0.9532,2.2016,12.8721,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.1907,-0.9539,2.1872,12.8713,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.15,0.1895,-0.9546,2.1709,12.8704,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.1889,-0.955,2.1626,12.87,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,0.1884,-0.9553,2.1549,12.8696,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.35,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.45,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.55,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.65,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.85,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.05,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.1,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.15,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.2,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.25,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.3,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.35,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.4,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.45,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.55,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.6,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.65,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.7,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.75,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.8,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.85,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.9,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.95,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.05,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.15,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.2,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.25,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.3,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.35,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.4,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.451,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.551,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.6,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.65,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.7,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.75,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.8,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.85,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.9,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.95,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.05,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.1,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.15,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.25,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.3,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.35,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.4,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.45,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.55,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.65,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.7,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.75,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.8,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.85,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.9,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.95,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.05,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.1,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.15,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.2,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.25,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.3,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.35,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.45,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.55,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.601,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.65,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.7,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.75,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.8,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.85,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.9,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.95,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.05,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.1,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.15,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.2,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.25,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.3,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.35,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.4,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.45,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.55,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.6,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.65,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.7,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.75,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8,0.1882,-0.9554,2.1522,12.8694,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
